energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-5.84392196,5.80538442,0.01920569,0.64867698,1.69689685,0.28060242,1.59896098,1.59775950,0.12645122,2.26446568
-5.83791896,5.72691413,0.01829276,0.63693331,1.70077534,0.27999636,1.57810565,1.59703965,0.11962223,2.22151250
-5.83191596,5.65690829,0.01740715,0.62569965,1.70468539,0.27994885,1.56009075,1.59891055,0.11308302,2.18199095
-5.82591296,5.59622563,0.01655782,0.61503288,1.70865949,0.28051464,1.54530637,1.60345049,0.10687395,2.14638482
-5.81990995,5.54554096,0.01575280,0.60498148,1.71270627,0.28174130,1.53415333,1.61069380,0.10102301,2.11508413
-5.81390695,5.50540604,0.01499937,0.59559402,1.71682462,0.28367130,1.52706356,1.62065156,0.09554709,2.08840323
-5.80790395,5.47631453,0.01430429,0.58692733,1.72101929,0.28634424,1.52452000,1.63333339,0.09045358,2.06660144
-5.80190095,5.45876581,0.01367396,0.57905385,1.72531680,0.28979885,1.52707396,1.64876866,0.08574198,2.04990426
-5.79589795,5.45332249,0.01311458,0.57206743,1.72978013,0.29407469,1.53535827,1.66702560,0.08140572,2.03852356
-5.78989495,5.46065659,0.01263235,0.56608706,1.73452110,0.29921325,1.55009431,1.68822687,0.07743380,2.03267471
-5.78389195,5.48158052,0.01223353,0.56125810,1.73970921,0.30525843,1.57209174,1.71256037,0.07381228,2.03258943
-5.77788894,5.51705965,0.01192451,0.55775092,1.74557603,0.31225614,1.60223962,1.74028421,0.07052565,2.03852312
-5.77188594,5.56820431,0.01171176,0.55575664,1.75241443,0.32025310,1.64148849,1.77172516,0.06755780,2.05075576
-5.76588294,5.63624069,0.01160177,0.55548033,1.76057234,0.32929479,1.69082317,1.80727031,0.06489278,2.06958621
-5.75987994,5.72246086,0.01160087,0.55713172,1.77044106,0.33942263,1.75122671,1.84735182,0.06251525,2.09531973
-5.75387694,5.82815391,0.01171504,0.56091406,1.78243840,0.35067040,1.82363640,1.89242540,0.06041061,2.12824949
-5.74787394,5.95452111,0.01194961,0.56701156,1.79698739,0.36306020,1.90889334,1.94294310,0.05856492,2.16863270
-5.74187094,6.10257921,0.01230892,0.57557615,1.81449161,0.37659808,2.00768748,1.99932169,0.05696464,2.21666289
-5.73586793,6.27305700,0.01279606,0.58671429,1.83530830,0.39126958,2.12050055,2.06190819,0.05559613,2.27243970
-5.72986493,6.46629067,0.01341241,0.60047466,1.85972090,0.40703538,2.24754957,2.13094411,0.05444524,2.33593813
-5.72386193,6.68212428,0.01415736,0.61683746,1.88791239,0.42382753,2.38873393,2.20653053,0.05349669,2.40697921
-5.71785893,6.91982150,0.01502799,0.63570602,1.91994135,0.44154631,2.54358902,2.28859597,0.05273367,2.48520388
-5.71185593,7.17799481,0.01601876,0.65690146,1.95572206,0.46005810,2.71124944,2.37686917,0.05213740,2.57005235
-5.70585293,7.45455765,0.01712136,0.68016081,1.99501021,0.47919453,2.89042456,2.47085865,0.05168693,2.66075039
-5.69984992,7.74670433,0.01832455,0.70513897,2.03739551,0.49875297,3.07938881,2.56984096,0.05135906,2.75630430
-5.69384692,8.05092144,0.01961413,0.73141470,2.08230194,0.51849864,3.27598858,2.67285891,0.05112845,2.85550561
-5.68784392,8.36303280,0.02097305,0.75850056,2.12899633,0.53816832,3.47766693,2.77873097,0.05096793,2.95694627
-5.68184092,8.67827892,0.02238160,0.78585667,2.17660529,0.55747568,3.68150651,2.88607219,0.05084900,3.05904462
-5.67583792,8.99142966,0.02381768,0.81290764,2.22414031,0.57611812,3.88429026,2.99332674,0.05074249,3.16008167
-5.66983492,9.29692739,0.02525725,0.83906230,2.27053014,0.59378500,4.08257843,3.09881133,0.05061930,3.25824710
-5.66383192,9.58905606,0.02667483,0.86373521,2.31465940,0.61016691,4.27279980,3.20076823,0.05045129,3.35169322
-5.65782891,9.86212985,0.02804408,0.88636913,2.35541172,0.62496575,4.45135385,3.29742601,0.05021220,3.43859523
-5.65182591,10.11069385,0.02933849,0.90645744,2.39171573,0.63790508,4.61472004,3.38706546,0.04987847,3.51721523
-5.64582291,10.32972813,0.03053208,0.92356538,2.42259154,0.64874052,4.75957001,3.46808800,0.04943013,3.58596731
-5.63981991,10.51484572,0.03160008,0.93734914,2.44719575,0.65726947,4.88287762,3.53908311,0.04885150,3.64348070
-5.63381691,10.66247499,0.03251973,0.94757183,2.46486250,0.66333988,4.98202228,3.59889166,0.04813173,3.68865805
-5.62781391,10.77001725,0.03327085,0.95411543,2.47513859,0.66685749,5.05488070,3.64666160,0.04726526,3.72072566
-5.62181091,10.83597099,0.03383654,0.95698810,2.47781063,0.66779125,5.09990273,3.68189307,0.04625193,3.73927317
-5.61580790,10.86001573,0.03420361,0.95632635,2.47292271,0.66617649,5.11616777,3.70447001,0.04509705,3.74428018
-5.60980490,10.84305008,0.03436305,0.95239194,2.46078322,0.66211564,5.10341891,3.71467624,0.04381108,3.73612802
-5.60380190,10.78718067,0.03431026,0.94556336,2.44196049,0.65577642,5.06207298,3.71319453,0.04240926,3.71559558
-5.59779890,10.69566110,0.03404520,0.93632244,2.41726665,0.64738740,4.99320607,3.70108797,0.04091096,3.68383877
-5.59179590,10.57278230,0.03357232,0.92523637,2.38773058,0.63723115,4.89851509,3.67976408,0.03933892,3.64235387
-5.58579290,10.42371842,0.03290047,0.91293615,2.35456062,0.62563512,4.78025703,3.65092257,0.03771833,3.59292616
-5.57978989,10.25433443,0.03204250,0.90009220,2.31909870,0.61296068,4.64116891,3.61648912,0.03607592,3.53756554
-5.57378689,10.07096365,0.03101493,0.88738834,2.28276785,0.59959076,4.48437207,3.57853772,0.03443891,3.47843198
-5.56778389,9.88016520,0.02983731,0.87549531,2.24701534,0.58591662,4.31326529,3.53920524,0.03283401,3.41775377
-5.56178089,9.68847215,0.02853169,0.86504488,2.21325410,0.57232428,4.13141155,3.50060205,0.03128652,3.35774236
-5.55577789,9.50214199,0.02712189,0.85660589,2.18280502,0.55918130,3.94242356,3.46472294,0.02981945,3.30050749
-5.54977489,9.32692072,0.02563284,0.85066306,2.15684295,0.54682444,3.74985290,3.43336259,0.02845276,3.24797654
-5.54377189,9.16783139,0.02408986,0.84759968,2.13634880,0.53554877,3.55708746,3.40803964,0.02720281,3.20182173
-5.53776888,9.02899659,0.02251801,0.84768462,2.12206997,0.52559874,3.36726097,3.38993301,0.02608191,3.16339867
-5.53176588,8.91350271,0.02094150,0.85106446,2.11449122,0.51716156,3.18317807,3.37983349,0.02509808,3.13369892
-5.52576288,8.82331183,0.01938311,0.85776070,2.11381695,0.51036317,3.00725689,3.37811305,0.02425497,3.11331885
-5.51975988,8.75922452,0.01786379,0.86767222,2.11996608,0.50526704,2.84149069,3.38471313,0.02355196,3.10244620
-5.51375688,8.72089452,0.01640232,0.88058274,2.13257955,0.50187573,2.68742877,3.39915249,0.02298440,3.10086470
-5.50775388,8.70689372,0.01501503,0.89617273,2.15104000,0.50013508,2.54617588,3.42055418,0.02254404,3.10797669
-5.50175088,8.71482346,0.01371573,0.91403523,2.17450279,0.49994093,2.41840890,3.44769019,0.02221954,3.12284227
-5.49574787,8.74146594,0.01251566,0.93369478,2.20193672,0.50114787,2.30440839,3.47904150,0.02199708,3.14423320
-5.48974487,8.78296804,0.01142355,0.95462837,2.23217251,0.50357970,2.20410225,3.51287072,0.02186106,3.17069879
-5.48374187,8.83504814,0.01044578,0.97628780,2.26395664,0.50704099,2.11711863,3.54730368,0.02179477,3.20064062
-5.47773887,8.89321598,0.00958656,0.99812206,2.29600803,0.51132926,2.04284453,3.58041614,0.02178117,3.23239242
-5.47173587,8.95299506,0.00884824,1.01959911,2.32707487,0.51624714,1.98048713,3.61032168,0.02180355,3.26430149
-5.46573287,9.01013749,0.00823154,1.04022596,2.35598895,0.52161407,1.92913463,3.63525659,0.02184619,3.29480774
-5.45972986,9.06082156,0.00773587,1.05956642,2.38171504,0.52727677,1.88781390,3.65365819,0.02189493,3.32251691
-5.45372686,9.10182385,0.00735963,1.07725581,2.40339315,0.53311829,1.85554266,3.66423315,0.02193765,3.34626452
-5.44772386,9.13065881,0.00710047,1.09301216,2.42037194,0.53906510,1.83137441,3.66601301,0.02196467,3.36516814
-5.44172086,9.14568062,0.00695556,1.10664365,2.43223193,0.54509187,1.81443477,3.65839481,0.02196898,3.37866565
-5.43571786,9.14614424,0.00692178,1.11805209,2.43879791,0.55122385,1.80394850,3.64116556,0.02194641,3.38653812
-5.42971486,9.13222426,0.00699589,1.12723249,2.44014021,0.55753677,1.79925709,3.61450975,0.02189563,3.38891692
-5.42371186,9.10499224,0.00717467,1.13426894,2.43656536,0.56415413,1.79982702,3.57900032,0.02181806,3.38627481
-5.41770885,9.06635513,0.00745498,1.13932713,2.42859685,0.57124220,1.80524947,3.53557388,0.02171769,3.37940224
-5.41170585,9.01895885,0.00783376,1.14264383,2.41694747,0.57900273,1.81523235,3.48549172,0.02160074,3.36937001
-5.40570285,8.96606239,0.00830808,1.14451409,2.40248477,0.58766394,1.82958607,3.43028882,0.02147535,3.35748061
-5.39969985,8.91138901,0.00887504,1.14527653,2.38619162,0.59746985,1.84820413,3.37171320,0.02135111,3.34521043
-5.39369685,8.85896147,0.00953170,1.14529754,2.36912385,0.60866865,1.87104039,3.31165857,0.02123861,3.33414585
-5.38769385,8.81292887,0.01027500,1.14495489,2.35236715,0.62150038,1.89808418,3.25209306,0.02114894,3.32591587
-5.38169085,8.77739238,0.01110164,1.14462154,2.33699498,0.63618454,1.92933488,3.19498708,0.02109321,3.32212439
-5.37568784,8.75623701,0.01200797,1.14465016,2.32402959,0.65290800,1.96477733,3.14224302,0.02108206,3.32428481
-5.36968484,8.75297585,0.01298989,1.14535897,2.31440736,0.67181384,2.00435922,3.09562956,0.02112526,3.33375953
-5.36368184,8.77061258,0.01404276,1.14701937,2.30894991,0.69299137,2.04797149,3.05672263,0.02123126,3.35170672
-5.35767884,8.81152691,0.01516133,1.14984583,2.30834175,0.71646798,2.09543277,3.02685524,0.02140693,3.37903610
-5.35167584,8.87738655,0.01633972,1.15398835,2.31311497,0.74220297,2.14647830,3.00707748,0.02165722,3.41637518
-5.34567284,8.96908835,0.01757139,1.15952766,2.32364110,0.77008380,2.20075391,2.99812780,0.02198503,3.46404700
-5.33966983,9.08672979,0.01884922,1.16647344,2.34012999,0.79992488,2.25781523,3.00041626,0.02239107,3.52205971
-5.33366683,9.22961098,0.02016554,1.17476536,2.36263509,0.83146903,2.31713214,3.01401973,0.02287383,3.59010808
-5.32766383,9.39626621,0.02151226,1.18427708,2.39106448,0.86439174,2.37809813,3.03868898,0.02342965,3.66758642
-5.32166083,9.58452281,0.02288102,1.19482280,2.42519664,0.89830796,2.44004428,3.07386672,0.02405281,3.75361211
-5.31565783,9.79158449,0.02426335,1.20616620,2.46469972,0.93278139,2.50225695,3.11871576,0.02473573,3.84705831
-5.30965483,10.01413495,0.02565082,1.21803127,2.50915324,0.96733597,2.56399857,3.17215571,0.02546923,3.94659450
-5.30365183,10.24845743,0.02703530,1.23011453,2.55807087,1.00146907,2.62453039,3.23290670,0.02624281,4.05073276
-5.29764882,10.49056469,0.02840909,1.24209825,2.61092298,1.03466604,2.68313604,3.29953814,0.02704500,4.15787792
-5.29164582,10.73633425,0.02976510,1.25366376,2.66715788,1.06641551,2.73914482,3.37052060,0.02786373,4.26637944
-5.28564282,10.98164287,0.03109702,1.26450454,2.72622054,1.09622490,2.79195331,3.44427861,0.02868670,4.37458268
-5.27963982,11.22249506,0.03239938,1.27433832,2.78756802,1.12363546,2.84104439,3.51924237,0.02950181,4.48087773
-5.27363682,11.45514018,0.03366766,1.28291763,2.85068070,1.14823639,2.88600232,3.59389641,0.03029750,4.58374366
-5.26763382,11.67617360,0.03489827,1.29003839,2.91506902,1.16967725,2.92652323,3.66682322,0.03106316,4.68178657
-5.26163082,11.88261815,0.03608849,1.29554605,2.98027534,1.18767836,2.96242020,3.73674051,0.03178946,4.77377012
-5.25562781,12.07198300,0.03723642,1.29933906,3.04587118,1.20203875,2.99362260,3.80253067,0.03246864,4.85863753
-5.24962481,12.24229843,0.03834081,1.30136961,3.11145005,1.21264119,3.02016965,3.86326173,0.03309480,4.93552454
-5.24362181,12.39212599,0.03940087,1.30164151,3.17661660,1.21945438,3.04219847,3.91819919,0.03366408,5.00376344
-5.23761881,12.52054511,0.04041610,1.30020557,3.24097303,1.22253206,3.05992716,3.96680901,0.03417487,5.06287835
-5.23161581,12.62711820,0.04138606,1.29715265,3.30410389,1.22200926,3.07363387,4.00875195,0.03462783,5.11257294
-5.22561281,12.71183757,0.04231016,1.29260500,3.36556055,1.21809586,3.08363304,4.04387036,0.03502597,5.15271177
-5.21960980,12.77505820,0.04318749,1.28670625,3.42484678,1.21106789,3.09025016,4.07216848,0.03537464,5.18329674
-5.21360680,12.81742140,0.04401667,1.27961090,3.48140680,1.20125689,3.09379656,4.09378788,0.03568138,5.20444080
-5.20760380,12.83977424,0.04479574,1.27147375,3.53461722,1.18903799,3.09454571,4.10897968,0.03595580,5.21634043
-5.20160080,12.84309002,0.04552215,1.26244013,3.58378381,1.17481706,3.09271253,4.11807533,0.03620937,5.21924916
-5.19559780,12.82839463,0.04619276,1.25263727,3.62814408,1.15901771,3.08843694,4.12145777,0.03645512,5.21345345
-5.18959480,12.79670282,0.04680397,1.24216760,3.66687618,1.14206850,3.08177274,4.11953443,0.03670732,5.19925271
-5.18359180,12.74896779,0.04735179,1.23110412,3.69911411,1.12439088,3.07268250,4.11271358,0.03698114,5.17694422
-5.17758879,12.68604616,0.04783215,1.21948815,3.72396894,1.10638827,3.06103885,4.10138493,0.03729214,5.14681375
-5.17158579,12.60867929,0.04824101,1.20732967,3.74055540,1.08843657,3.04663201,4.08590538,0.03765588,5.10913193
-5.16558279,12.51749072,0.04857472,1.19460991,3.74802235,1.07087640,3.02918333,4.06658987,0.03808742,5.06415609
-5.15957979,12.41299827,0.04883019,1.18128616,3.74558595,1.05400700,3.00836386,4.04370756,0.03860076,5.01213685
-5.15357679,12.29563832,0.04900515,1.16729831,3.73256355,1.03808203,2.98381689,4.01748272,0.03920836,4.95332830
-5.14757379,12.16579924,0.04909834,1.15257666,3.70840650,1.02330706,2.95518313,3.98809946,0.03992065,4.88800056
-5.14157079,12.02386004,0.04910965,1.13705043,3.67272983,1.00983872,2.92212705,3.95570965,0.04074551,4.81645313
-5.13556778,11.87023065,0.04904018,1.12065641,3.62533725,0.99778523,2.88436267,3.92044259,0.04168787,4.73902769
-5.12956478,11.70538983,0.04889229,1.10334701,3.56623959,0.98720820,2.84167750,3.88241553,0.04274930,4.65611889
-5.12356178,11.52991748,0.04866949,1.08509739,3.49566575,0.97812548,2.79395301,3.84174383,0.04392780,4.56818194
-5.11755878,11.34451866,0.04837632,1.06591094,3.41406514,0.97051473,2.74118069,3.79854998,0.04521754,4.47573635
-5.11155578,11.15003724,0.04801819,1.04582297,3.32210152,0.96431758,2.68347257,3.75297065,0.04660885,4.37936504
-5.10555278,10.94745837,0.04760112,1.02490221,3.22063819,0.95944418,2.62106588,3.70516126,0.04808828,4.27970885
-5.09954977,10.73789947,0.04713151,1.00325015,3.11071540,0.95577795,2.55432143,3.65529803,0.04963880,4.17745665
-5.09354677,10.52259069,0.04661581,0.98099820,2.99352107,0.95318038,2.48371605,3.60357739,0.05124009,4.07333156
-5.08754377,10.30284626,0.04606033,0.95830291,2.87035612,0.95149569,2.40982942,3.55021304,0.05286910,3.96807413
-5.08154077,10.08002886,0.04547091,0.93533956,2.74259633,0.95055541,2.33332609,3.49543130,0.05450051,3.86242351
-5.07553777,9.85550957,0.04485278,0.91229451,2.61165255,0.95018255,2.25493380,3.43946497,0.05610749,3.75709766
-5.06953477,9.63062607,0.04421032,0.88935686,2.47893102,0.95019554,2.17541903,3.38254682,0.05766234,3.65277386
-5.06353177,9.40664169,0.04354699,0.86670986,2.34579577,0.95041165,2.09556136,3.32490283,0.05913733,3.55007043
-5.05752876,9.18470789,0.04286526,0.84452265,2.21353458,0.95065006,2.01612755,3.26674630,0.06050541,3.44953077
-5.05152576,8.96583211,0.04216657,0.82294278,2.08332982,0.95073438,1.93784689,3.20827283,0.06174098,3.35161042
-5.04552276,8.75085284,0.04145140,0.80208992,1.95623518,0.95049476,1.86138877,3.14965695,0.06282051,3.25666766
-5.03951976,8.54042276,0.04071932,0.78205118,1.83315889,0.94976950,1.78734339,3.09105024,0.06372318,3.16495805
-5.03351676,8.33500073,0.03996915,0.76287817,1.71485353,0.94840631,1.71620647,3.03258130,0.06443129,3.07663304
-5.02751376,8.13485263,0.03919906,0.74458597,1.60191247,0.94626324,1.64836840,2.97435730,0.06493066,2.99174245
-5.02151076,7.94006053,0.03840677,0.72715397,1.49477217,0.94320930,1.58410817,2.91646694,0.06521080,2.91024070
-5.01550775,7.75053956,0.03758970,0.71052857,1.39372000,0.93912507,1.52359199,2.85898457,0.06526499,2.83199633
-5.00950475,7.56606124,0.03674515,0.69462739,1.29890620,0.93390319,1.46687659,2.80197514,0.06509027,2.75680427
-5.00350175,7.38628202,0.03587046,0.67934482,1.21035928,0.92744902,1.41391670,2.74549953,0.06468726,2.68440032
-4.99749875,7.21077549,0.03496320,0.66455848,1.12800354,0.91968147,1.36457620,2.68961995,0.06405993,2.61447731
-4.99149575,7.03906686,0.03402130,0.65013629,1.05167773,0.91053411,1.31864217,2.63440508,0.06321531,2.54670217
-4.98549275,6.87066815,0.03304319,0.63594365,0.98115378,0.89995660,1.27584118,2.57993469,0.06216311,2.48073330
-4.97948974,6.70511254,0.03202793,0.62185047,0.91615488,0.88791637,1.23585687,2.52630339,0.06091538,2.41623778
-4.97348674,6.54198671,0.03097533,0.60773760,0.85637190,0.87440062,1.19834805,2.47362351,0.05948616,2.35290763
-4.96748374,6.38095976,0.02988600,0.59350241,0.80147802,0.85941836,1.16296632,2.42202688,0.05789109,2.29047471
-4.96148074,6.22180775,0.02876147,0.57906336,0.75114090,0.84300252,1.12937273,2.37166549,0.05614713,2.22872364
-4.95547774,6.06443288,0.02760419,0.56436324,0.70503239,0.82521179,1.09725250,2.32271107,0.05427226,2.16750246
-4.94947474,5.90887669,0.02641759,0.54937111,0.66283577,0.80613208,1.06632739,2.27535356,0.05228525,2.10673048
-4.94347174,5.75532678,0.02520606,0.53408300,0.62425063,0.78587731,1.03636536,2.22979863,0.05020543,2.04640313
-4.93746873,5.60411694,0.02397493,0.51852118,0.58899572,0.76458950,1.00718708,2.18626437,0.04805253,1.98659362
-4.93146573,5.45572054,0.02273040,0.50273247,0.55680998,0.74243770,0.97866936,2.14497718,0.04584649,1.92745135
-4.92546273,5.31073790,0.02147946,0.48678535,0.52745232,0.71961602,0.95074536,2.10616722,0.04360736,1.86919715
-4.91945973,5.16987798,0.02022977,0.47076651,0.50070043,0.69634042,0.92340208,2.07006351,0.04135511,1.81211559
-4.91345673,5.03393538,0.01898951,0.45477667,0.47634913,0.67284444,0.89667507,2.03688888,0.03910952,1.75654462
-4.90745373,4.90376396,0.01776720,0.43892618,0.45420852,0.64937399,0.87064118,2.00685509,0.03689000,1.70286317
-4.90145073,4.78024816,0.01657156,0.42333048,0.43410246,0.62618128,0.84540969,1.98015827,0.03471546,1.65147725
-4.89544772,4.66427368,0.01541127,0.40810573,0.41586744,0.60351825,0.82111244,1.95697498,0.03260410,1.60280519
-4.88944472,4.55669889,0.01429477,0.39336471,0.39935225,0.58162974,0.79789364,1.93745890,0.03057330,1.55726285
-4.88344172,4.45832843,0.01323011,0.37921323,0.38441848,0.56074674,0.77589984,1.92173852,0.02863939,1.51524950
-4.87743872,4.36989044,0.01222471,0.36574715,0.37094187,0.54108006,0.75527080,1.90991583,0.02681752,1.47713512
-4.87143572,4.29201833,0.01128523,0.35305005,0.35881468,0.52281475,0.73613157,1.90206589,0.02512151,1.44324978
-4.86543272,4.22523812,0.01041745,0.34119172,0.34794879,0.50610556,0.71858626,1.89823755,0.02356367,1.41387562
-4.85942971,4.16996172,0.00962613,0.33022730,0.33827946,0.49107369,0.70271370,1.89845489,0.02215476,1.38924189
-4.85342671,4.12648640,0.00891497,0.32019723,0.32976969,0.47780495,0.68856526,1.90271946,0.02090385,1.36952324
-4.84742371,4.09500021,0.00828659,0.31112782,0.32241469,0.46634951,0.67616467,1.91101287,0.01981826,1.35484137
-4.84142071,4.07559280,0.00774249,0.30303239,0.31624647,0.45672319,0.66550983,1.92329966,0.01890355,1.34526984
-4.83541771,4.06827073,0.00728317,0.29591293,0.31133803,0.44891021,0.65657641,1.93953003,0.01816347,1.34084188
-4.82941471,4.07297630,0.00690812,0.28976213,0.30780703,0.44286733,0.64932283,1.95964220,0.01759998,1.34156054
-4.82341171,4.08960834,0.00661600,0.28456553,0.30581856,0.43852900,0.64369624,1.98356412,0.01721325,1.34741072
-4.81740870,4.11804374,0.00640470,0.28030392,0.30558681,0.43581342,0.63963917,2.01121439,0.01700169,1.35837221
-4.81140570,4.15815816,0.00627152,0.27695561,0.30737526,0.43462908,0.63709621,2.04250207,0.01696197,1.37443305
-4.80540270,4.20984440,0.00621329,0.27449854,0.31149534,0.43488144,0.63602041,2.07732554,0.01708904,1.39560219
-4.79939970,4.27302720,0.00622648,0.27291212,0.31830323,0.43647947,0.63637887,2.11557017,0.01737617,1.42192071
-4.79339670,4.34767315,0.00630740,0.27217873,0.32819466,0.43934150,0.63815717,2.15710507,0.01781500,1.45347059
-4.78739370,4.43379485,0.00645228,0.27228464,0.34159779,0.44340038,0.64136235,2.20177899,0.01839554,1.49038035
-4.78139070,4.53144853,0.00665735,0.27322048,0.35896389,0.44860730,0.64602419,2.24941560,0.01910628,1.53282694
-4.77538769,4.64072487,0.00691897,0.27498105,0.38075604,0.45493433,0.65219461,2.29980846,0.01993424,1.58103313
-4.76938469,4.76173273,0.00723363,0.27756458,0.40743592,0.46237531,0.65994519,2.35271600,0.02086507,1.63526039
-4.76338169,4.89457635,0.00759803,0.28097130,0.43944884,0.47094508,0.66936289,2.40785680,0.02188320,1.69579679
-4.75737869,5.03932651,0.00800906,0.28520152,0.47720735,0.48067704,0.68054401,2.46490565,0.02297199,1.76294042
-4.75137569,5.19598680,0.00846376,0.29025317,0.52107381,0.49161905,0.69358675,2.52349063,0.02411395,1.83697838
-4.74537269,5.36445626,0.00895933,0.29611894,0.57134237,0.50382791,0.70858263,2.58319155,0.02529103,1.91816227
-4.73936968,5.54449022,0.00949303,0.30278317,0.62822092,0.51736250,0.72560716,2.64354008,0.02648483,2.00668090
-4.73336668,5.73566120,0.01006214,0.31021866,0.69181372,0.53227612,0.74471020,2.70402181,0.02767700,2.10263153
-4.72736368,5.93732211,0.01066384,0.31838349,0.76210530,0.54860814,0.76590653,2.76408030,0.02884957,2.20599093
-4.72136068,6.14857385,0.01129517,0.32721817,0.83894645,0.56637568,0.78916704,2.82312337,0.02998529,2.31658774
-4.71535768,6.36823975,0.01195296,0.33664322,0.92204301,0.58556545,0.81441111,2.88053156,0.03106801,2.43407778
-4.70935468,6.59484879,0.01263372,0.34655746,1.01094821,0.60612656,0.84150063,2.93566855,0.03208304,2.55792387
-4.70335168,6.82662954,0.01333360,0.35683705,1.10505908,0.62796446,0.87023599,2.98789366,0.03301748,2.68738158
-4.69734867,7.06151616,0.01404838,0.36733562,1.20361766,0.65093660,0.90035445,3.03657571,0.03386048,2.82149230
-4.69134567,7.29716760,0.01477345,0.37788541,1.30571715,0.67485014,0.93153115,3.08110820,0.03460347,2.95908458
-4.68534267,7.53100001,0.01550380,0.38829952,1.41031339,0.69946184,0.96338273,3.12092515,0.03524033,3.09878435
-4.67933967,7.76023240,0.01623407,0.39837538,1.51624148,0.72448045,0.99547383,3.15551695,0.03576750,3.23903445
-4.67333667,7.98194408,0.01695862,0.40789919,1.62223733,0.74957151,1.02732595,3.18444575,0.03618390,3.37812291
-4.66733367,8.19314239,0.01767159,0.41665130,1.72696368,0.77436448,1.05842882,3.20735957,0.03649097,3.51421957
-4.66133067,8.39083817,0.01836705,0.42441235,1.82903968,0.79846202,1.08825358,3.22400453,0.03669242,3.64541965
-4.65532766,8.57212593,0.01903905,0.43096989,1.92707321,0.82145095,1.11626735,3.23423446,0.03679408,3.76979275
-4.64932466,8.73426553,0.01968180,0.43612516,2.01969479,0.84291454,1.14194867,3.23801744,0.03680359,3.88543526
-4.64332166,8.87476157,0.02028978,0.43969982,2.10559172,0.86244553,1.16480306,3.23543867,0.03673010,3.99052410
