energy_ev,total_up,Ge_p_up,Ge_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,0.00000253,0.00000103,0.00000000,0.00000007,0.00000044,0.00000068,0.00000091
-5.99399700,0.00000371,0.00000151,0.00000000,0.00000010,0.00000064,0.00000100,0.00000134
-5.98799400,0.00000540,0.00000219,0.00000000,0.00000015,0.00000093,0.00000145,0.00000195
-5.98199100,0.00000780,0.00000317,0.00000000,0.00000022,0.00000134,0.00000210,0.00000282
-5.97598799,0.00001119,0.00000455,0.00000000,0.00000031,0.00000193,0.00000301,0.00000405
-5.96998499,0.00001593,0.00000647,0.00000000,0.00000044,0.00000275,0.00000429,0.00000576
-5.96398199,0.00002253,0.00000915,0.00000000,0.00000063,0.00000388,0.00000607,0.00000815
-5.95797899,0.00003163,0.00001285,0.00000000,0.00000088,0.00000545,0.00000852,0.00001144
-5.95197599,0.00004409,0.00001791,0.00000000,0.00000123,0.00000760,0.00001188,0.00001594
-5.94597299,0.00006101,0.00002479,0.00000000,0.00000170,0.00001052,0.00001643,0.00002206
-5.93996998,0.00008382,0.00003405,0.00000000,0.00000233,0.00001445,0.00002258,0.00003031
-5.93396698,0.00011432,0.00004645,0.00000000,0.00000318,0.00001970,0.00003079,0.00004134
-5.92796398,0.00015481,0.00006290,0.00000000,0.00000431,0.00002668,0.00004170,0.00005599
-5.92196098,0.00020814,0.00008456,0.00000000,0.00000580,0.00003587,0.00005607,0.00007527
-5.91595798,0.00027783,0.00011287,0.00000000,0.00000774,0.00004789,0.00007484,0.00010047
-5.90995498,0.00036818,0.00014958,0.00000000,0.00001025,0.00006346,0.00009917,0.00013315
-5.90395198,0.00048441,0.00019680,0.00000000,0.00001349,0.00008349,0.00013048,0.00017518
-5.89794897,0.00063277,0.00025707,0.00000000,0.00001762,0.00010906,0.00017044,0.00022883
-5.89194597,0.00082062,0.00033339,0.00000000,0.00002286,0.00014144,0.00022104,0.00029677
-5.88594297,0.00105659,0.00042925,0.00000000,0.00002943,0.00018211,0.00028461,0.00038211
-5.87993997,0.00135065,0.00054872,0.00000000,0.00003762,0.00023280,0.00036382,0.00048845
-5.87393697,0.00171415,0.00069639,0.00000000,0.00004774,0.00029545,0.00046173,0.00061991
-5.86793397,0.00215986,0.00087747,0.00000000,0.00006016,0.00037227,0.00058179,0.00078109
-5.86193097,0.00270192,0.00109769,0.00000000,0.00007526,0.00046570,0.00072780,0.00097712
-5.85592796,0.00335574,0.00136331,0.00000000,0.00009347,0.00057839,0.00090391,0.00121357
-5.84992496,0.00413785,0.00168105,0.00000000,0.00011525,0.00071319,0.00111458,0.00149641
-5.84392196,0.00506560,0.00205796,0.00000000,0.00014109,0.00087309,0.00136448,0.00183192
-5.83791896,0.00615682,0.00250128,0.00000000,0.00017149,0.00106118,0.00165842,0.00222656
-5.83191596,0.00742938,0.00301827,0.00000000,0.00020693,0.00128051,0.00200120,0.00268676
-5.82591296,0.00890059,0.00361597,0.00000000,0.00024791,0.00153408,0.00239749,0.00321881
-5.81990995,0.01058655,0.00430091,0.00000000,0.00029487,0.00182467,0.00285162,0.00382852
-5.81390695,0.01250145,0.00507886,0.00000000,0.00034820,0.00215472,0.00336743,0.00452103
-5.80790395,0.01465670,0.00595445,0.00000000,0.00040823,0.00252619,0.00394797,0.00530045
-5.80190095,0.01706012,0.00693087,0.00000000,0.00047517,0.00294044,0.00459536,0.00616962
-5.79589795,0.01971504,0.00800946,0.00000000,0.00054912,0.00339804,0.00531050,0.00712975
-5.78989495,0.02261952,0.00918944,0.00000000,0.00063002,0.00389864,0.00609286,0.00818013
-5.78389195,0.02576553,0.01046754,0.00000000,0.00071764,0.00444088,0.00694027,0.00931785
-5.77788894,0.02913832,0.01183778,0.00000000,0.00081159,0.00502221,0.00784878,0.01053759
-5.77188594,0.03271599,0.01329125,0.00000000,0.00091124,0.00563885,0.00881247,0.01183142
-5.76588294,0.03646914,0.01481601,0.00000000,0.00101577,0.00628573,0.00982343,0.01318871
-5.75987994,0.04036092,0.01639709,0.00000000,0.00112417,0.00695651,0.01087173,0.01459613
-5.75387694,0.04434723,0.01801657,0.00000000,0.00123520,0.00764358,0.01194549,0.01603774
