energy_ev,total_up,As_p_up,As_d_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,0.99212727,0.20645202,0.00000000,0.00526504,0.45080428,0.29981668,0.23024899
-5.99399700,0.96161844,0.19892098,0.00000000,0.00548319,0.43799817,0.28986575,0.22523761
-5.98799400,0.93515927,0.19183946,0.00000000,0.00576417,0.42728073,0.28157903,0.22091133
-5.98199100,0.91281860,0.18524779,0.00000000,0.00610486,0.41867718,0.27494171,0.21728070
-5.97598799,0.89457199,0.17916919,0.00000000,0.00650093,0.41216955,0.26991352,0.21433751
-5.96998499,0.88030729,0.17361071,0.00000000,0.00694693,0.40769936,0.26643049,0.21205610
-5.96398199,0.86983373,0.16856471,0.00000000,0.00743634,0.40517188,0.26440773,0.21039545
-5.95797899,0.86289388,0.16401097,0.00000000,0.00796172,0.40446183,0.26374278,0.20930205
-5.95197599,0.85917818,0.15991917,0.00000000,0.00851489,0.40542030,0.26431972,0.20871322
-5.94597299,0.85834122,0.15625167,0.00000000,0.00908715,0.40788249,0.26601365,0.20856092
-5.93996998,0.86001935,0.15296656,0.00000000,0.00966945,0.41167614,0.26869543,0.20877577
-5.93396698,0.86384850,0.15002069,0.00000000,0.01025272,0.41663004,0.27223654,0.20929118
-5.92796398,0.86948177,0.14737252,0.00000000,0.01082811,0.42258252,0.27651368,0.21004725
-5.92196098,0.87660579,0.14498488,0.00000000,0.01138725,0.42938927,0.28141307,0.21099445
-5.91595798,0.88495513,0.14282729,0.00000000,0.01192250,0.43693029,0.28683412,0.21209675
-5.90995498,0.89432421,0.14087780,0.00000000,0.01242724,0.44511558,0.29269235,0.21333407
-5.90395198,0.90457603,0.13912432,0.00000000,0.01289602,0.45388924,0.29892151,0.21470401
-5.89794897,0.91564736,0.13756541,0.00000000,0.01332471,0.46323192,0.30547456,0.21622264
-5.89194597,0.92755008,0.13621037,0.00000000,0.01371069,0.47316119,0.31232374,0.21792435
-5.88594297,0.94036868,0.13507879,0.00000000,0.01405278,0.48373013,0.31945955,0.21986086
-5.87993997,0.95425397,0.13419954,0.00000000,0.01435135,0.49502383,0.32688882,0.22209916
-5.87393697,0.96941322,0.13360914,0.00000000,0.01460813,0.50715423,0.33463183,0.22471871
-5.86793397,0.98609735,0.13334990,0.00000000,0.01482616,0.52025330,0.34271891,0.22780791
-5.86193097,1.00458551,0.13346750,0.00000000,0.01500957,0.53446500,0.35118640,0.23145998
-5.85592796,1.02516805,0.13400853,0.00000000,0.01516333,0.54993625,0.36007239,0.23576836
-5.84992496,1.04812839,0.13501782,0.00000000,0.01529302,0.56680751,0.36941249,0.24082204
-5.84392196,1.07372483,0.13653582,0.00000000,0.01540450,0.58520315,0.37923574,0.24670071
-5.83791896,1.10217301,0.13859604,0.00000000,0.01550369,0.60522227,0.38956091,0.25347022
-5.83191596,1.13362989,0.14122284,0.00000000,0.01559622,0.62693033,0.40039353,0.26117840
-5.82591296,1.16817993,0.14442936,0.00000000,0.01568721,0.65035194,0.41172352,0.26985137
-5.81990995,1.20582412,0.14821601,0.00000000,0.01578104,0.67546517,0.42352387,0.27949070
-5.81390695,1.24647242,0.15256930,0.00000000,0.01588120,0.70219777,0.43575008,0.29007131
-5.80790395,1.28993983,0.15746125,0.00000000,0.01599012,0.73042531,0.44834076,0.30154046
-5.80190095,1.33594646,0.16284926,0.00000000,0.01610913,0.75997156,0.46121897,0.31381762
-5.79589795,1.38412153,0.16867656,0.00000000,0.01623849,0.79061095,0.47429456,0.32679547
-5.78989495,1.43401117,0.17487321,0.00000000,0.01637736,0.82207325,0.48746721,0.34034195
-5.78389195,1.48508988,0.18135753,0.00000000,0.01652398,0.85405010,0.50063008,0.35430316
-5.77788894,1.53677505,0.18803807,0.00000000,0.01667576,0.88620334,0.51367400,0.36850728
-5.77188594,1.58844412,0.19481596,0.00000000,0.01682946,0.91817473,0.52649187,0.38276913
-5.76588294,1.63945372,0.20158756,0.00000000,0.01698142,0.94959672,0.53898331,0.39689531
-5.75987994,1.68915997,0.20824745,0.00000000,0.01712775,0.98010389,0.55105910,0.41068983
-5.75387694,1.73693937,0.21469150,0.00000000,0.01726449,1.00934455,0.56264556,0.42395979
-5.74787394,1.78220913,0.22082009,0.00000000,0.01738787,1.03699203,0.57368840,0.43652118
-5.74187094,1.82444657,0.22654124,0.00000000,0.01749441,1.06275538,0.58415606,0.44820430
-5.73586793,1.86320645,0.23177358,0.00000000,0.01758108,1.08638873,0.59404235,0.45885885
-5.72986493,1.89813579,0.23644915,0.00000000,0.01764540,1.10769930,0.60336822,0.46835834
-5.72386193,1.92898552,0.24051580,0.00000000,0.01768547,1.12655341,0.61218258,0.47660371
-5.71785893,1.95561842,0.24393913,0.00000000,0.01769999,1.14288046,0.62056203,0.48352603
-5.71185593,1.97801329,0.24670400,0.00000000,0.01768825,1.15667464,0.62860959,0.48908824
-5.70585293,1.99626491,0.24881540,0.00000000,0.01765003,1.16799440,0.63645219,0.49328577
-5.69984992,2.01058013,0.25029874,0.00000000,0.01758556,1.17695956,0.64423719,0.49614622
-5.69384692,2.02127016,0.25119953,0.00000000,0.01749539,1.18374653,0.65212782,0.49772804
-5.68784392,2.02873948,0.25158247,0.00000000,0.01738027,1.18858157,0.66029785,0.49811831
-5.68184092,2.03347209,0.25152995,0.00000000,0.01724106,1.19173272,0.66892549,0.49742986
-5.67583792,2.03601561,0.25114005,0.00000000,0.01707861,1.19350067,0.67818704,0.49579775
