energy_ev,total_up,Cu_p_up,Cu_d_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up
-5.24362181,1.12186561,0.36052441,0.21253946,0.06761761,0.00000000,0.02768257,0.28194464
-5.23761881,1.14604996,0.36700979,0.21006606,0.07321907,0.00000000,0.02790039,0.25890987
-5.23161581,1.17653431,0.37493944,0.20924057,0.07906252,0.00000000,0.02856761,0.23863719
-5.22561281,1.21310126,0.38423709,0.21006864,0.08511605,0.00000000,0.02971698,0.22121520
-5.21960980,1.25543053,0.39479871,0.21252602,0.09134492,0.00000000,0.03137601,0.20668405
-5.21360680,1.30310682,0.40649615,0.21655999,0.09771170,0.00000000,0.03356624,0.19503907
-5.20760380,1.35562794,0.41918084,0.22209120,0.10417637,0.00000000,0.03630255,0.18623487
-5.20160080,1.41241283,0.43268750,0.22901569,0.11069630,0.00000000,0.03959254,0.18018976
-5.19559780,1.47280925,0.44683758,0.23720716,0.11722620,0.00000000,0.04343576,0.17679021
-5.18959480,1.53610125,0.46144251,0.24651934,0.12371801,0.00000000,0.04782319,0.17589526
-5.18359180,1.60151633,0.47630646,0.25678857,0.13012088,0.00000000,0.05273667,0.17734072
-5.17758879,1.66823271,0.49122884,0.26783652,0.13638105,0.00000000,0.05814849,0.18094319
-5.17158579,1.73538685,0.50600650,0.27947302,0.14244196,0.00000000,0.06402115,0.18650368
-5.16558279,1.80208169,0.52043567,0.29149907,0.14824438,0.00000000,0.07030730,0.19381098
-5.15957979,1.86739598,0.53431383,0.30371005,0.15372681,0.00000000,0.07694991,0.20264477
-5.15357679,1.93039485,0.54744150,0.31589900,0.15882598,0.00000000,0.08388273,0.21277839
-5.14757379,1.99014208,0.55962419,0.32786010,0.16347772,0.00000000,0.09103091,0.22398146
-5.14157079,2.04571395,0.57067454,0.33939223,0.16761793,0.00000000,0.09831203,0.23602233
-5.13556778,2.09621470,0.58041462,0.35030248,0.17118385,0.00000000,0.10563733,0.24867036
-5.12956478,2.14079331,0.58867857,0.36040976,0.17411552,0.00000000,0.11291322,0.26169819
-5.12356178,2.17866126,0.59531544,0.36954808,0.17635738,0.00000000,0.12004296,0.27488382
-5.11755878,2.20911059,0.60019212,0.37756976,0.17785999,0.00000000,0.12692859,0.28801278
-5.11155578,2.23153167,0.60319641,0.38434815,0.17858171,0.00000000,0.13347296,0.30088009
-5.10555278,2.24542987,0.60423995,0.38977994,0.17849037,0.00000000,0.13958180,0.31329227
-5.09954977,2.25044038,0.60326087,0.39378698,0.17756474,0.00000000,0.14516583,0.32506915
-5.09354677,2.24634042,0.60022611,0.39631742,0.17579582,0.00000000,0.15014279,0.33604567
-5.08754377,2.23305809,0.59513310,0.39734619,0.17318774,0.00000000,0.15443935,0.34607339
-5.08154077,2.21067753,0.58801078,0.39687487,0.16975832,0.00000000,0.15799285,0.35502197
-5.07553777,2.17943977,0.57891986,0.39493089,0.16553924,0.00000000,0.16075273,0.36278038
-5.06953477,2.13973936,0.56795215,0.39156609,0.16057566,0.00000000,0.16268178,0.36925795
-5.06353177,2.09211667,0.55522909,0.38685482,0.15492549,0.00000000,0.16375704,0.37438513
-5.05752876,2.03724621,0.54089948,0.38089157,0.14865816,0.00000000,0.16397028,0.37811420
-5.05152576,1.97592132,0.52513636,0.37378833,0.14185304,0.00000000,0.16332828,0.38041962
-5.04552276,1.90903604,0.50813339,0.36567174,0.13459747,0.00000000,0.16185265,0.38129827
-5.03951976,1.83756457,0.49010066,0.35668017,0.12698467,0.00000000,0.15957937,0.38076951
-5.03351676,1.76253947,0.47126017,0.34696087,0.11911133,0.00000000,0.15655798,0.37887502
-5.02751376,1.68502903,0.45184121,0.33666721,0.11107526,0.00000000,0.15285053,0.37567841
-5.02151076,1.60611491,0.43207575,0.32595616,0.10297302,0.00000000,0.14853020,0.37126476
-5.01550775,1.52687055,0.41219392,0.31498595,0.09489770,0.00000000,0.14367974,0.36573975
-5.00950475,1.44834091,0.39241984,0.30391411,0.08693691,0.00000000,0.13838973,0.35922864
-5.00350175,1.37152417,0.37296783,0.29289556,0.07917100,0.00000000,0.13275667,0.35187495
-4.99749875,1.29735557,0.35403907,0.28208111,0.07167170,0.00000000,0.12688093,0.34383866
-4.99149575,1.22669354,0.33581876,0.27161594,0.06450099,0.00000000,0.12086472,0.33529423
-4.98549275,1.16030829,0.31847376,0.26163829,0.05771050,0.00000000,0.11480997,0.32642797
-4.97948974,1.09887266,0.30215078,0.25227812,0.05134111,0.00000000,0.10881622,0.31743512
-4.97348674,1.04295523,0.28697499,0.24365577,0.04542308,0.00000000,0.10297861,0.30851642
-4.96748374,0.99301532,0.27304907,0.23588052,0.03997633,0.00000000,0.09738595,0.29987422
-4.96148074,0.94939990,0.26045268,0.22904907,0.03501107,0.00000000,0.09211893,0.29170823
-4.95547774,0.91234197,0.24924216,0.22324397,0.03052868,0.00000000,0.08724851,0.28421095
-4.94947474,0.88196047,0.23945070,0.21853188,0.02652264,0.00000000,0.08283457,0.27756291
-4.94347174,0.85826143,0.23108859,0.21496197,0.02297968,0.00000000,0.07892473,0.27192779
-4.93746873,0.84114046,0.22414390,0.21256423,0.01988089,0.00000000,0.07555360,0.26744769
-4.93146573,0.83038641,0.21858325,0.21134814,0.01720287,0.00000000,0.07274219,0.26423866
-4.92546273,0.82568646,0.21435295,0.21130141,0.01491884,0.00000000,0.07049781,0.26238664
-4.91945973,0.82663253,0.21138032,0.21238931,0.01299963,0.00000000,0.06881421,0.26194416
-4.91345673,0.83272918,0.20957529,0.21455442,0.01141462,0.00000000,0.06767215,0.26292778
-4.90745373,0.84340313,0.20883229,0.21771696,0.01013254,0.00000000,0.06704026,0.26531664
-4.90145073,0.85801438,0.20903235,0.22177592,0.00912212,0.00000000,0.06687626,0.26905204
-4.89544772,0.87586887,0.21004557,0.22661077,0.00835265,0.00000000,0.06712850,0.27403839
-4.88944472,0.89623271,0.21173366,0.23208402,0.00779441,0.00000000,0.06773761,0.28014533
-4.88344172,0.91834765,0.21395287,0.23804445,0.00741898,0.00000000,0.06863856,0.28721115
-4.87743872,0.94144755,0.21655692,0.24433094,0.00719945,0.00000000,0.06976263,0.29504741
-4.87143572,0.96477555,0.21940010,0.25077685,0.00711060,0.00000000,0.07103955,0.30344464
-4.86543272,0.98760125,0.22234034,0.25721473,0.00712897,0.00000000,0.07239963,0.31217883
-4.85942971,1.00923766,0.22524223,0.26348125,0.00723287,0.00000000,0.07377570,0.32101866
-4.85342671,1.02905702,0.22797981,0.26942208,0.00740243,0.00000000,0.07510494,0.32973300
-4.84742371,1.04650517,0.23043918,0.27489659,0.00761956,0.00000000,0.07633050,0.33809851
-4.84142071,1.06111382,0.23252067,0.27978205,0.00786793,0.00000000,0.07740274,0.34590692
-4.83541771,1.07251007,0.23414063,0.28397728,0.00813294,0.00000000,0.07828021,0.35297184
-4.82941471,1.08042307,0.23523272,0.28740540,0.00840167,0.00000000,0.07893026,0.35913453
-4.82341171,1.08468726,0.23574860,0.29001580,0.00866289,0.00000000,0.07932923,0.36426869
-4.81740870,1.08524214,0.23565811,0.29178491,0.00890698,0.00000000,0.07946239,0.36828384
-4.81140570,1.08212863,0.23494889,0.29271601,0.00912590,0.00000000,0.07932346,0.37112723
-4.80540270,1.07548203,0.23362534,0.29283799,0.00931317,0.00000000,0.07891388,0.37278416
-4.79939970,1.06552208,0.23170722,0.29220302,0.00946381,0.00000000,0.07824188,0.37327679
-4.79339670,1.05254041,0.22922771,0.29088340,0.00957424,0.00000000,0.07732134,0.37266146
-4.78739370,1.03688599,0.22623120,0.28896769,0.00964224,0.00000000,0.07617059,0.37102461
-4.78139070,1.01894930,0.22277075,0.28655621,0.00966685,0.00000000,0.07481119,0.36847764
-4.77538769,0.99914583,0.21890552,0.28375625,0.00964825,0.00000000,0.07326672,0.36515088
-4.76938469,0.97789964,0.21469809,0.28067720,0.00958764,0.00000000,0.07156168,0.36118698
-4.76338169,0.95562766,0.21021192,0.27742573,0.00948710,0.00000000,0.06972055,0.35673408
-4.75737869,0.93272550,0.20550899,0.27410136,0.00934947,0.00000000,0.06776702,0.35193905
-4.75137569,0.90955498,0.20064772,0.27079250,0.00917816,0.00000000,0.06572339,0.34694119
-4.74537269,0.88643422,0.19568129,0.26757324,0.00897705,0.00000000,0.06361018,0.34186650
-4.73936968,0.86363019,0.19065628,0.26450096,0.00875031,0.00000000,0.06144594,0.33682303
-4.73336668,0.84135415,0.18561182,0.26161476,0.00850225,0.00000000,0.05924719,0.33189724
-4.72736368,0.81975987,0.18057918,0.25893491,0.00823723,0.00000000,0.05702858,0.32715164
-4.72136068,0.79894448,0.17558172,0.25646319,0.00795954,0.00000000,0.05480300,0.32262378
-4.71535768,0.77895180,0.17063533,0.25418406,0.00767325,0.00000000,0.05258190,0.31832645
-4.70935468,0.75977770,0.16574910,0.25206667,0.00738218,0.00000000,0.05037555,0.31424917
-4.70335168,0.74137720,0.16092634,0.25006744,0.00708985,0.00000000,0.04819332,0.31036072
-4.69734867,0.72367273,0.15616576,0.24813316,0.00679935,0.00000000,0.04604389,0.30661261
-4.69134567,0.70656311,0.15146278,0.24620439,0.00651342,0.00000000,0.04393545,0.30294317
-4.68534267,0.68993281,0.14681088,0.24421901,0.00623434,0.00000000,0.04187578,0.29928218
-4.67933967,0.67366105,0.14220291,0.24211575,0.00596399,0.00000000,0.03987229,0.29555561
-4.67333667,0.65763023,0.13763233,0.23983754,0.00570384,0.00000000,0.03793200,0.29169034
-4.66733367,0.64173351,0.13309428,0.23733448,0.00545498,0.00000000,0.03606140,0.28761866
-4.66133067,0.62588125,0.12858648,0.23456648,0.00521813,0.00000000,0.03426638,0.28328217
-4.65532766,0.61000602,0.12410990,0.23150524,0.00499371,0.00000000,0.03255201,0.27863522
-4.64932466,0.59406628,0.11966922,0.22813577,0.00478184,0.00000000,0.03092245,0.27364743
-4.64332166,0.57804852,0.11527302,0.22445720,0.00458240,0.00000000,0.02938075,0.26830550
-4.63731866,0.56196802,0.11093384,0.22048307,0.00439510,0.00000000,0.02792881,0.26261407
-4.63131566,0.54586832,0.10666792,0.21624094,0.00421947,0.00000000,0.02656729,0.25659584
-4.62531266,0.52981942,0.10249480,0.21177156,0.00405495,0.00000000,0.02529564,0.25029079
-4.61930965,0.51391506,0.09843686,0.20712748,0.00390090,0.00000000,0.02411215,0.24375469
-4.61330665,0.49826903,0.09451855,0.20237131,0.00375665,0.00000000,0.02301408,0.23705706
-4.60730365,0.48301095,0.09076570,0.19757359,0.00362153,0.00000000,0.02199781,0.23027852
-4.60130065,0.46828141,0.08720467,0.19281052,0.00349492,0.00000000,0.02105908,0.22350783
-4.59529765,0.45422695,0.08386150,0.18816139,0.00337621,0.00000000,0.02019320,0.21683864
-4.58929465,0.44099477,0.08076103,0.18370604,0.00326490,0.00000000,0.01939529,0.21036615
-4.58329165,0.42872748,0.07792603,0.17952227,0.00316056,0.00000000,0.01866052,0.20418370
-4.57728864,0.41755807,0.07537643,0.17568332,0.00306285,0.00000000,0.01798432,0.19837952
-4.57128564,0.40760505,0.07312854,0.17225552,0.00297149,0.00000000,0.01736256,0.19303369
-4.56528264,0.39896811,0.07119436,0.16929610,0.00288633,0.00000000,0.01679170,0.18821536
-4.55927964,0.39172430,0.06958107,0.16685134,0.00280723,0.00000000,0.01626890,0.18398037
-4.55327664,0.38592495,0.06829057,0.16495504,0.00273415,0.00000000,0.01579203,0.18036938
-4.54727364,0.38159338,0.06731923,0.16362738,0.00266707,0.00000000,0.01535969,0.17740641
-4.54127064,0.37872353,0.06665774,0.16287426,0.00260597,0.00000000,0.01497121,0.17509802
-4.53526763,0.37727969,0.06629129,0.16268712,0.00255082,0.00000000,0.01462651,0.17343306
-4.52926463,0.37719730,0.06619976,0.16304327,0.00250160,0.00000000,0.01432606,0.17238304
-4.52326163,0.37838487,0.06635830,0.16390681,0.00245821,0.00000000,0.01407071,0.17190303
-4.51725863,0.38072706,0.06673802,0.16522999,0.00242051,0.00000000,0.01386164,0.17193326
-4.51125563,0.38408880,0.06730688,0.16695512,0.00238828,0.00000000,0.01370017,0.17240117
-4.50525263,0.38832034,0.06803078,0.16901688,0.00236126,0.00000000,0.01358771,0.17322391
-4.49924962,0.39326306,0.06887476,0.17134500,0.00233911,0.00000000,0.01352561,0.17431127
-4.49324662,0.39875578,0.06980433,0.17386709,0.00232140,0.00000000,0.01351512,0.17556881
-4.48724362,0.40464130,0.07078677,0.17651171,0.00230770,0.00000000,0.01355731,0.17690114
-4.48124062,0.41077284,0.07179247,0.17921126,0.00229749,0.00000000,0.01365303,0.17821519
-4.47523762,0.41702009,0.07279617,0.18190478,0.00229026,0.00000000,0.01380288,0.17942331
-4.46923462,0.42327445,0.07377800,0.18454039,0.00228547,0.00000000,0.01400720,0.18044606
-4.46323162,0.42945335,0.07472434,0.18707732,0.00228258,0.00000000,0.01426608,0.18121464
-4.45722861,0.43550316,0.07562843,0.18948730,0.00228109,0.00000000,0.01457936,0.18167276
-4.45122561,0.44140069,0.07649063,0.19175535,0.00228049,0.00000000,0.01494665,0.18177793
-4.44522261,0.44715312,0.07731833,0.19387996,0.00228031,0.00000000,0.01536738,0.18150209
-4.43921961,0.45279632,0.07812556,0.19587246,0.00228012,0.00000000,0.01584083,0.18083173
-4.43321661,0.45839169,0.07893222,0.19775580,0.00227951,0.00000000,0.01636621,0.17976725
-4.42721361,0.46402168,0.07976300,0.19956281,0.00227809,0.00000000,0.01694270,0.17832192
-4.42121061,0.46978416,0.08064604,0.20133389,0.00227549,0.00000000,0.01756961,0.17652038
-4.41520760,0.47578608,0.08161133,0.20311443,0.00227135,0.00000000,0.01824643,0.17439680
-4.40920460,0.48213669,0.08268903,0.20495207,0.00226533,0.00000000,0.01897304,0.17199287
-4.40320160,0.48894068,0.08390769,0.20689385,0.00225706,0.00000000,0.01974980,0.16935579
-4.39719860,0.49629168,0.08529249,0.20898356,0.00224620,0.00000000,0.02057776,0.16653626
-4.39119560,0.50426637,0.08686360,0.21125933,0.00223239,0.00000000,0.02145884,0.16358668
-4.38519260,0.51291956,0.08863471,0.21375159,0.00221527,0.00000000,0.02239592,0.16055965
-4.37918959,0.52228044,0.09061180,0.21648153,0.00219450,0.00000000,0.02339307,0.15750670
-4.37318659,0.53235013,0.09279229,0.21946005,0.00216978,0.00000000,0.02445554,0.15447738
-4.36718359,0.54310063,0.09516445,0.22268724,0.00214084,0.00000000,0.02558988,0.15151872
-4.36118059,0.55447518,0.09770729,0.22615247,0.00210747,0.00000000,0.02680381,0.14867487
-4.35517759,0.56638981,0.10039078,0.22983487,0.00206954,0.00000000,0.02810616,0.14598704
-4.34917459,0.57873616,0.10317649,0.23370426,0.00202703,0.00000000,0.02950658,0.14349353
-4.34317159,0.59138517,0.10601859,0.23772246,0.00198003,0.00000000,0.03101523,0.14122980
-4.33716858,0.60419147,0.10886514,0.24184474,0.00192876,0.00000000,0.03264237,0.13922861
-4.33116558,0.61699825,0.11165969,0.24602147,0.00187357,0.00000000,0.03439778,0.13751992
-4.32516258,0.62964236,0.11434306,0.25019983,0.00181496,0.00000000,0.03629024,0.13613079
-4.31915958,0.64195935,0.11685524,0.25432538,0.00175354,0.00000000,0.03832684,0.13508504
-4.31315658,0.65378826,0.11913734,0.25834361,0.00169007,0.00000000,0.04051240,0.13440271
-4.30715358,0.66497598,0.12113354,0.26220129,0.00162541,0.00000000,0.04284877,0.13409943
