energy_ev,total_up,As_p_up,As_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-5.43571786,5.15944086,1.09259481,0.00000000,1.41786426,2.89732747,0.07965980,1.77062339
-5.42971486,5.09650442,1.06827577,0.00000000,1.41604667,2.85372166,0.08042986,1.75772485
-5.42371186,5.02409089,1.03945329,0.00000000,1.41198985,2.80421680,0.08116239,1.74245558
-5.41770885,4.94341495,1.00654860,0.00000000,1.40561914,2.74973961,0.08185153,1.72505658
-5.41170585,4.85594646,0.97005662,0.00000000,1.39693832,2.69135899,0.08249410,1.70585224
-5.40570285,4.76334743,0.93052995,0.00000000,1.38602323,2.63024446,0.08308903,1.68523300
-5.39969985,4.66740172,0.88856201,0.00000000,1.37301267,2.56762092,0.08363684,1.66363512
-5.39369685,4.56994053,0.84476970,0.00000000,1.35809718,2.50472158,0.08413886,1.64151860
-5.38769385,4.47276705,0.79977625,0.00000000,1.34150625,2.44274113,0.08459651,1.61934435
-5.38169085,4.37758374,0.75419483,0.00000000,1.32349479,2.38279100,0.08501060,1.59755173
-5.37568784,4.28592571,0.70861347,0.00000000,1.30432977,2.32585896,0.08538058,1.57653768
-5.36968484,4.19910365,0.66358183,0.00000000,1.28427772,2.27277482,0.08570409,1.55663870
-5.36368184,4.11815912,0.61960008,0.00000000,1.26359427,2.22418380,0.08597653,1.53811665
-5.35767884,4.04383463,0.57711029,0.00000000,1.24251608,2.18052904,0.08619093,1.52114931
-5.35167584,3.97656031,0.53649052,0.00000000,1.22125612,2.14204399,0.08633809,1.50582641
-5.34567284,3.91645782,0.49805160,0.00000000,1.20000237,2.10875515,0.08640694,1.49215138
-5.33966983,3.86336167,0.46203665,0.00000000,1.17892044,2.08049508,0.08638513,1.48004904
-5.33366683,3.81685684,0.42862307,0.00000000,1.15815970,2.05692501,0.08625996,1.46937873
-5.32766383,3.77633089,0.39792681,0.00000000,1.13786288,2.03756600,0.08601938,1.45995255
-5.32166083,3.74103783,0.37000854,0.00000000,1.11817832,2.02183700,0.08565322,1.45155748
-5.31565783,3.71017032,0.34488127,0.00000000,1.09927424,2.00909790,0.08515443,1.44398036
-5.30965483,3.68293627,0.32251897,0.00000000,1.08135391,1.99869533,0.08452038,1.43703433
-5.30365183,3.65863559,0.30286568,0.00000000,1.06467083,1.99000872,0.08375397,1.43058504
-5.29764882,3.63673261,0.28584462,0.00000000,1.04954243,1.98249424,0.08286465,1.42457515
-5.29164582,3.61692002,0.27136682,0.00000000,1.03636147,1.97572419,0.08186917,1.41904555
-5.28564282,3.59917031,0.25933885,0.00000000,1.02560378,1.96941962,0.08079197,1.41415171
-5.27963982,3.58377140,0.24966923,0.00000000,1.01783148,1.96347436,0.07966530,1.41017409
-5.27363682,3.57134392,0.24227342,0.00000000,1.01369087,1.95796896,0.07852887,1.40752148
-5.26763382,3.56283834,0.23707692,0.00000000,1.01390444,1.95317374,0.07742908,1.40672671
-5.26163082,3.55951132,0.23401665,0.00000000,1.01925664,1.94954033,0.07641796,1.40843442
-5.25562781,3.56288165,0.23304046,0.00000000,1.03057361,1.94768212,0.07555160,1.41338109
-5.24962481,3.57466720,0.23410495,0.00000000,1.04869701,1.94834426,0.07488837,1.42236772
-5.24362181,3.59670522,0.23717178,0.00000000,1.07445278,1.95236459,0.07448683,1.43622629
-5.23761881,3.63085945,0.24220275,0.00000000,1.10861569,1.96062725,0.07440350,1.45578112
-5.23161581,3.67891808,0.24915398,0.00000000,1.15187097,1.97401126,0.07469054,1.48180679
-5.22561281,3.74248722,0.25796964,0.00000000,1.20477454,1.99333649,0.07539341,1.51498447
-5.21960980,3.82288492,0.26857557,0.00000000,1.26771347,2.01930974,0.07654877,1.55585856
-5.21360680,3.92104103,0.28087333,0.00000000,1.34086848,2.05247364,0.07818240,1.60479582
-5.20760380,4.03740786,0.29473491,0.00000000,1.42418042,2.09316103,0.08030764,1.66194894
-5.20160080,4.17188641,0.30999878,0.00000000,1.51732243,2.14145721,0.08292402,1.72722645
-5.19559780,4.32377247,0.32646723,0.00000000,1.61967961,2.19717216,0.08601650,1.80027081
-5.18959480,4.49172580,0.34390565,0.00000000,1.73033772,2.25982448,0.08955510,1.88044592
-5.18359180,4.67376497,0.36204351,0.00000000,1.84808202,2.32863793,0.09349512,1.96683530
-5.17758879,4.86728908,0.38057750,0.00000000,1.97140728,2.40255135,0.09777787,2.05825133
-5.17158579,5.06912659,0.39917648,0.00000000,2.09853930,2.48024175,0.10233195,2.15325597
-5.16558279,5.27561009,0.41748829,0.00000000,2.22746792,2.56015984,0.10707502,2.25019227
-5.15957979,5.48267467,0.43514807,0.00000000,2.35599091,2.64057666,0.11191599,2.34722614
-5.15357679,5.68597650,0.45178784,0.00000000,2.48176766,2.71963954,0.11675765,2.44239679
-5.14757379,5.88102701,0.46704692,0.00000000,2.60238109,2.79543487,0.12149950,2.53367421
-5.14157079,6.06333748,0.48058267,0.00000000,2.71540566,2.86605520,0.12604080,2.61902144
-5.13556778,6.22856801,0.49208122,0.00000000,2.81847895,2.92966752,0.13028372,2.69645930
-5.12956478,6.37267480,0.50126745,0.00000000,2.90937430,2.98457986,0.13413635,2.76413090
-5.12356178,6.49204925,0.50791405,0.00000000,2.98607126,3.02930329,0.13751565,2.82036334
-5.11755878,6.58364320,0.51184904,0.00000000,3.04682123,3.06260642,0.14035001,2.86372401
-5.11155578,6.64507470,0.51296137,0.00000000,3.09020537,3.08356013,0.14258151,2.89306907
-5.10555278,6.67470980,0.51120456,0.00000000,3.11518225,3.09157060,0.14416762,2.90758213
-5.09954977,6.67171707,0.50659791,0.00000000,3.12112313,3.08639921,0.14508240,2.90680149
-5.09354677,6.63609238,0.49922547,0.00000000,3.10783345,3.06816864,0.14531707,2.89063474
-5.08754377,6.56865341,0.48923274,0.00000000,3.07555936,3.03735504,0.14488001,2.85936029
-5.08154077,6.47100424,0.47682120,0.00000000,3.02497920,2.99476679,0.14379604,2.81361577
-5.07553777,6.34547206,0.46224104,0.00000000,2.95718025,2.94151124,0.14210523,2.75437402
-5.06953477,6.19501921,0.44578234,0.00000000,2.87362186,2.87895086,0.13986110,2.68290782
-5.06353177,6.02313479,0.42776520,0.00000000,2.77608670,2.80865123,0.13712841,2.60074504
-5.05752876,5.83371089,0.40852913,0.00000000,2.66662226,2.73232317,0.13398061,2.50961628
-5.05152576,5.63090907,0.38842234,0.00000000,2.54747514,2.65176181,0.13049707,2.41139740
-5.04552276,5.41902303,0.36779112,0.00000000,2.42102119,2.56878522,0.12676013,2.30804945
-5.03951976,5.20234321,0.34697003,0.00000000,2.28969407,2.48517520,0.12285229,2.20155846
-5.03351676,4.98502881,0.32627300,0.00000000,2.15591543,2.40262269,0.11885344,2.09387766
-5.02751376,4.77099211,0.30598577,0.00000000,2.02202914,2.32267980,0.11483837,1.98687432
-5.02151076,4.56379921,0.28635990,0.00000000,1.89024200,2.24672006,0.11087466,1.88228312
-5.01550775,4.36659019,0.26760843,0.00000000,1.76257292,2.17590819,0.10702092,1.78166753
-5.00950475,4.18202090,0.24990323,0.00000000,1.64081190,2.11117997,0.10332557,1.68639054
-5.00350175,4.01222740,0.23337410,0.00000000,1.52648990,2.05323249,0.09982605,1.59759506
-4.99749875,3.85881297,0.21810950,0.00000000,1.42085990,2.00252452,0.09654862,1.51619446
-4.99149575,3.72285680,0.20415860,0.00000000,1.32488916,1.95928628,0.09350854,1.44287284
-4.98549275,3.60494265,0.19153474,0.00000000,1.23926221,1.92353787,0.09071077,1.37809448
-4.97948974,3.50520499,0.18021971,0.00000000,1.16439358,1.89511476,0.08815105,1.32212146
-4.97348674,3.42338969,0.17016888,0.00000000,1.10044911,1.87369930,0.08581727,1.27503825
-4.96748374,3.35892600,0.16131676,0.00000000,1.04737452,1.85885637,0.08369109,1.23678179
-4.96148074,3.31100626,0.15358275,0.00000000,1.00492937,1.85007180,0.08174971,1.20717554
-4.95547774,3.27866983,0.14687680,0.00000000,0.97272517,1.84679191,0.07996771,1.18596577
-4.94947474,3.26088773,0.14110492,0.00000000,0.95026543,1.84846254,0.07831889,1.17285858
-4.94347174,3.25664454,0.13617408,0.00000000,0.93698650,1.85456632,0.07677797,1.16755589
-4.93746873,3.26501444,0.13199662,0.00000000,0.93229720,1.86465653,0.07532214,1.16978885
-4.93146573,3.28522848,0.12849377,0.00000000,0.93561598,1.87838658,0.07393246,1.17934743
-4.92546273,3.31673040,0.12559848,0.00000000,0.94640428,1.89553393,0.07259485,1.19610464
-4.91945973,3.35921893,0.12325728,0.00000000,0.96419469,1.91601731,0.07130091,1.22003447
-4.91345673,3.41267454,0.12143125,0.00000000,0.98861317,1.93990683,0.07004831,1.25122256
-4.90745373,3.47736935,0.12009614,0.00000000,1.01939432,1.96742601,0.06884095,1.28986893
-4.90145073,3.55385933,0.11924164,0.00000000,1.05638916,1.99894558,0.06768870,1.33628235
-4.89544772,3.64295837,0.11886984,0.00000000,1.09956514,2.03496892,0.06660686,1.39086628
-4.88944472,3.74569467,0.11899312,0.00000000,1.14899810,2.07610913,0.06561538,1.45409652
-4.88344172,3.86325032,0.11963137,0.00000000,1.20485659,2.12305840,0.06473774,1.52649108
-4.87743872,3.99688579,0.12080889,0.00000000,1.26737884,2.17655039,0.06399972,1.60857323
-4.87143572,4.14785182,0.12255101,0.00000000,1.33684336,2.23731678,0.06342796,1.70082896
-4.86543272,4.31729183,0.12488049,0.00000000,1.41353405,2.30603951,0.06304847,1.80366029
-4.85942971,4.50613871,0.12781415,0.00000000,1.49770143,2.38330048,0.06288508,1.91733659
-4.85342671,4.71501027,0.13135954,0.00000000,1.58952156,2.46953098,0.06295796,2.04194573
-4.84742371,4.94410831,0.13551210,0.00000000,1.68905443,2.56496283,0.06328222,2.17734770
-4.84142071,5.19312632,0.14025274,0.00000000,1.79620405,2.66958396,0.06386664,2.32313292
-4.83541771,5.46117070,0.14554610,0.00000000,1.91068213,2.78310064,0.06471272,2.47858771
-4.82941471,5.74670052,0.15133955,0.00000000,2.03197753,2.90490864,0.06581385,2.64266924
-4.82341171,6.04748998,0.15756292,0.00000000,2.15933336,3.03407539,0.06715495,2.81399192
-4.81740870,6.36061704,0.16412912,0.00000000,2.29173342,3.16933475,0.06871227,2.99082681
-4.81140570,6.68248080,0.17093558,0.00000000,2.42789939,3.30909545,0.07045371,3.17111528
-4.80540270,7.00884878,0.17786647,0.00000000,2.56629951,3.45146374,0.07233935,3.35249729
-4.79939970,7.33493398,0.18479561,0.00000000,2.70516940,3.59428023,0.07432240,3.53235422
-4.79339670,7.65550013,0.19159001,0.00000000,2.84254453,3.73516977,0.07635046,3.70786536
-4.78739370,7.96499209,0.19811380,0.00000000,2.97630383,3.87160317,0.07836699,3.87607641
-4.78139070,8.25768691,0.20423247,0.00000000,3.10422291,4.00096837,0.08031308,4.03397784
-4.77538769,8.52785999,0.20981719,0.00000000,3.22403507,4.12064836,0.08212931,4.17859020
-4.76938469,8.76995974,0.21474899,0.00000000,3.33349767,4.22810276,0.08375772,4.30705314
-4.76338169,8.97878349,0.21892269,0.00000000,3.43046122,4.32094963,0.08514382,4.41671448
-4.75737869,9.14964730,0.22225026,0.00000000,3.51293816,4.39704396,0.08623850,4.50521568
-4.75137569,9.27854225,0.22466367,0.00000000,3.57916833,4.45454948,0.08699982,4.57057006
-4.74537269,9.36227045,0.22611684,0.00000000,3.62767823,4.49200073,0.08739461,4.61123027
-4.73936968,9.39855482,0.22658686,0.00000000,3.65733141,4.50835264,0.08739981,4.62614225
-4.73336668,9.38611809,0.22607426,0.00000000,3.66736764,4.50301563,0.08700350,4.61478315
-4.72736368,9.32472765,0.22460247,0.00000000,3.65742919,4.47587490,0.08620560,4.57718181
-4.72136068,9.21520480,0.22221638,0.00000000,3.62757308,4.42729338,0.08501827,4.51392084
-4.71535768,9.05939858,0.21898024,0.00000000,3.57826885,4.35809844,0.08346585,4.42612053
-4.70935468,8.86012589,0.21497487,0.00000000,3.51038210,4.26955359,0.08158457,4.31540542
-4.70335168,8.62108132,0.21029455,0.00000000,3.42514484,4.16331673,0.07942190,4.18385529
-4.69734867,8.34672144,0.20504346,0.00000000,3.32411414,4.04138716,0.07703557,4.03394287
-4.69134567,8.04212908,0.19933217,0.00000000,3.20912109,3.90604429,0.07449243,3.86846124
-4.68534267,7.71286402,0.19327410,0.00000000,3.08221277,3.75978069,0.07186706,3.69044407
-4.67933967,7.36480662,0.18698225,0.00000000,2.94558964,3.60523275,0.06924022,3.50308212
-4.67333667,7.00400101,0.18056623,0.00000000,2.80154132,3.44511167,0.06669721,3.30963936
-4.66733367,6.63650356,0.17412985,0.00000000,2.65238338,3.28213747,0.06432615,3.11337176
-4.66133067,6.26824221,0.16776910,0.00000000,2.50039750,3.11897834,0.06221624,2.91745163
-4.65532766,5.90489051,0.16157076,0.00000000,2.34777734,2.95819682,0.06045596,2.72489961
-4.64932466,5.55175967,0.15561155,0.00000000,2.19658146,2.80220419,0.05913130,2.53852611
-4.64332166,5.21371022,0.14995770,0.00000000,2.04869471,2.65322340,0.05832400,2.36088315
-4.63731866,4.89508397,0.14466499,0.00000000,1.90579859,2.51326077,0.05810985,2.19422719
-4.63131566,4.59965567,0.13977911,0.00000000,1.76935066,2.38408579,0.05855693,2.04049261
-4.62531266,4.33060297,0.13533623,0.00000000,1.64057279,2.26721833,0.05972398,1.90127543
-4.61930965,4.09049251,0.13136366,0.00000000,1.52044740,2.16392190,0.06165875,1.77782617
-4.61330665,3.88127955,0.12788058,0.00000000,1.40972062,2.07520198,0.06439645,1.67105059
-4.60730365,3.70431843,0.12489860,0.00000000,1.30891138,2.00180790,0.06795829,1.58151705
-4.60130065,3.56038125,0.12242233,0.00000000,1.21832478,1.94423732,0.07235013,1.50946898
-4.59529765,3.44968237,0.12044962,0.00000000,1.13806875,1.90274219,0.07756133,1.45484132
-4.58929465,3.37190685,0.11897172,0.00000000,1.06807265,1.87733585,0.08356384,1.41727968
-4.58329165,3.32624168,0.11797326,0.00000000,1.00810679,1.86780058,0.09031152,1.39616164
-4.57728864,3.31140890,0.11743210,0.00000000,0.95780209,1.87369605,0.09773999,1.39061940
-4.57128564,3.32570077,0.11731910,0.00000000,0.91666927,1.89436865,0.10576671,1.39956356
-4.56528264,3.36701711,0.11759796,0.00000000,0.88411720,1.92896243,0.11429171,1.42170811
-4.55927964,3.43290580,0.11822512,0.00000000,0.85947034,1.97643242,0.12319876,1.45559652
-4.55327664,3.52060712,0.11914987,0.00000000,0.84198513,2.03556087,0.13235718,1.49962937
-4.54727364,3.62710303,0.12031467,0.00000000,0.83086566,2.10497737,0.14162414,1.55209363
-4.54127064,3.74917205,0.12165580,0.00000000,0.82527863,2.18318317,0.15084751,1.61119394
-4.53526763,3.88344999,0.12310434,0.00000000,0.82436802,2.26858018,0.15986927,1.67508575
-4.52926463,4.02649670,0.12458747,0.00000000,0.82726951,2.35950451,0.16852920,1.74191048
-4.52326163,4.17486790,0.12603009,0.00000000,0.83312484,2.45426419,0.17666896,1.80983213
-4.51725863,4.32519109,0.12735671,0.00000000,0.84109608,2.55118046,0.18413625,1.87707495
-4.51125563,4.47424364,0.12849348,0.00000000,0.85037982,2.64863133,0.19078902,1.94196126
-4.50525263,4.61903093,0.12937041,0.00000000,0.86022095,2.74509637,0.19649946,2.00294854
-4.49924962,4.75686185,0.12992352,0.00000000,0.86992585,2.83920074,0.20115774,2.05866455
-4.49324662,4.88541891,0.13009688,0.00000000,0.87887456,2.92975717,0.20467514,2.10793938
-4.48724362,5.00282030,0.12984449,0.00000000,0.88653155,3.01580379,0.20698672,2.14983320
-4.48124062,5.10767094,0.12913180,0.00000000,0.89245471,3.09663632,0.20805310,2.18365847
-4.47523762,5.19910051,0.12793684,0.00000000,0.89630206,3.17183307,0.20786150,2.20899587
-4.46923462,5.27678624,0.12625096,0.00000000,0.89783601,3.24127140,0.20642588,2.22570290
-4.46323162,5.34095938,0.12407902,0.00000000,0.89692480,3.30513473,0.20378624,2.23391488
-4.45722861,5.39239442,0.12143911,0.00000000,0.89354104,3.36390948,0.20000701,2.23403791
-4.45122561,5.43238109,0.11836182,0.00000000,0.88775738,3.41837163,0.19517476,2.22673412
-4.44522261,5.46267973,0.11488902,0.00000000,0.87973922,3.46956305,0.18939516,2.21289934
-4.43921961,5.48546115,0.11107230,0.00000000,0.86973497,3.51875814,0.18278947,2.19363406
-4.43321661,5.50323279,0.10697109,0.00000000,0.85806389,3.56742153,0.17549059,2.17020842
-4.42721361,5.51875336,0.10265061,0.00000000,0.84510216,3.61715797,0.16763898,2.14402237
-4.42121061,5.53493851,0.09817963,0.00000000,0.83126745,3.66965585,0.15937841,2.11656237
-4.41520760,5.55476033,0.09362823,0.00000000,0.81700268,3.72662584,0.15085192,2.08935568
-4.40920460,5.58114377,0.08906568,0.00000000,0.80275952,3.78973640,0.14219801,2.06392386
-4.40320160,5.61686295,0.08455836,0.00000000,0.78898201,3.86054819,0.13354719,2.04173675
-4.39719860,5.66444062,0.08016800,0.00000000,0.77609112,3.94044906,0.12501906,2.02416824
-4.39119560,5.72605356,0.07595010,0.00000000,0.76447060,4.03059190,0.11671996,2.01245506
-4.38519260,5.80344716,0.07195271,0.00000000,0.75445457,4.13183715,0.10874122,2.00765986
-4.37918959,5.89786168,0.06821554,0.00000000,0.74631745,4.24470207,0.10115807,2.01063948
-4.37318659,6.00997278,0.06476938,0.00000000,0.74026639,4.36931860,0.09402924,2.02201939
-4.36718359,6.13984860,0.06163594,0.00000000,0.73643658,4.50540170,0.08739707,2.04217505
-4.36118059,6.28692521,0.05882792,0.00000000,0.73488956,4.65222948,0.08128828,2.07122077
-4.35517759,6.45000181,0.05634943,0.00000000,0.73561468,4.80863678,0.07571521,2.10900650
-4.34917459,6.62725678,0.05419671,0.00000000,0.73853357,4.97302287,0.07067745,2.15512287
-4.34317159,6.81628465,0.05235905,0.00000000,0.74350769,5.14337403,0.06616383,2.20891433
-4.33716858,7.01415396,0.05081989,0.00000000,0.75034843,5.31730096,0.06215466,2.26950039
-4.33116558,7.21748473,0.04955812,0.00000000,0.75882965,5.49209078,0.05862404,2.33580442
-4.32516258,7.42254393,0.04854941,0.00000000,0.76870211,5.66477229,0.05554230,2.40658925
-4.31915958,7.62535616,0.04776767,0.00000000,0.77970922,5.83219323,0.05287836,2.48049874
-4.31315658,7.82182647,0.04718645,0.00000000,0.79160340,5.99110706,0.05060196,2.55610398
-4.30715358,8.00787111,0.04678036,0.00000000,0.80416256,6.13826667,0.04868573,2.63195268
