energy_ev,total_up,Au_p_up,Au_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-5.39369685,4.38917209,0.59717676,3.68417189,0.06239469,0.26104025,0.18454286,0.00543629
-5.38769385,4.20280343,0.57397077,3.52243357,0.06115113,0.25078334,0.17945585,0.00521020
-5.38169085,4.00680687,0.54886525,3.35378405,0.05952613,0.23974449,0.17337321,0.00496744
-5.37568784,3.80340736,0.52219024,3.18003861,0.05755150,0.22807262,0.16640574,0.00471140
-5.36968484,3.59479203,0.49428680,3.00295363,0.05526528,0.21591800,0.15867805,0.00444555
-5.36368184,3.38307664,0.46550001,2.82420326,0.05271059,0.20342927,0.15032493,0.00417334
-5.35767884,3.17027695,0.43617222,2.64536058,0.04993429,0.19075065,0.14148764,0.00389814
-5.35167584,2.95828535,0.40663691,2.46788340,0.04698567,0.17801959,0.13231016,0.00362318
-5.34567284,2.74885277,0.37721321,2.29310424,0.04391507,0.16536481,0.12293558,0.00335152
-5.33966983,2.54357581,0.34820132,2.12222456,0.04077259,0.15290480,0.11350286,0.00308598
-5.33366683,2.34388893,0.31987892,1.95631247,0.03760687,0.14074676,0.10414394,0.00282918
-5.32766383,2.15106131,0.29249858,1.79630370,0.03446408,0.12898602,0.09498139,0.00258345
-5.32166083,1.96619791,0.26628627,1.64300533,0.03138700,0.11770581,0.08612664,0.00235090
-5.31565783,1.79024419,0.24144094,1.49710168,0.02841440,0.10697747,0.07767877,0.00213340
-5.30965483,1.62399401,0.21813499,1.35916198,0.02558061,0.09686095,0.06972395,0.00193261
-5.30365183,1.46810001,0.19651571,1.22964935,0.02291521,0.08740557,0.06233542,0.00175002
-5.29764882,1.32308591,0.17670739,1.10893058,0.02044309,0.07865098,0.05557396,0.00158696
-5.29164582,1.18936005,0.15881403,0.99728648,0.01818455,0.07062833,0.04948884,0.00144469
-5.28564282,1.06722965,0.14292239,0.89492224,0.01615560,0.06336144,0.04411904,0.00132436
-5.27963982,0.95691510,0.12910525,0.80197768,0.01436842,0.05686800,0.03949477,0.00122715
-5.27363682,0.85856376,0.11742461,0.71853681,0.01283180,0.05116076,0.03563901,0.00115421
-5.26763382,0.77226271,0.10793469,0.64463668,0.01155174,0.04624863,0.03256911,0.00110674
-5.26163082,0.69804987,0.10068441,0.58027506,0.01053192,0.04213757,0.03029824,0.00108600
-5.25562781,0.63592312,0.09571932,0.52541667,0.00977425,0.03883132,0.02883664,0.00109327
-5.24962481,0.58584682,0.09308269,0.47999788,0.00927924,0.03633200,0.02819254,0.00112993
-5.24362181,0.54775568,0.09281578,0.44392955,0.00904639,0.03464025,0.02837277,0.00119735
-5.23761881,0.52155539,0.09495707,0.41709788,0.00907432,0.03375534,0.02938287,0.00129688
-5.23161581,0.50712025,0.09954047,0.39936320,0.00936093,0.03367482,0.03122689,0.00142983
-5.22561281,0.50428750,0.10659262,0.39055678,0.00990328,0.03439398,0.03390663,0.00159733
-5.21960980,0.51284888,0.11612925,0.39047569,0.01069746,0.03590510,0.03742058,0.00180033
-5.21360680,0.53253956,0.12815076,0.39887594,0.01173829,0.03819642,0.04176248,0.00203943
-5.20760380,0.56302512,0.14263732,0.41546438,0.01301889,0.04125099,0.04691967,0.00231482
-5.20160080,0.60388742,0.15954360,0.43988970,0.01453030,0.04504545,0.05287118,0.00262619
-5.19559780,0.65461007,0.17879355,0.47173327,0.01626095,0.04954875,0.05958589,0.00297258
-5.18959480,0.71456481,0.20027551,0.51050039,0.01819625,0.05472096,0.06702073,0.00335234
-5.18359180,0.78299975,0.22383798,0.55561284,0.02031808,0.06051227,0.07511913,0.00376303
-5.17758879,0.85903065,0.24928649,0.60640340,0.02260455,0.06686219,0.08380981,0.00420135
-5.17158579,0.94163647,0.27638180,0.66211319,0.02502971,0.07369910,0.09300610,0.00466313
-5.16558279,1.02966001,0.30483972,0.72189239,0.02756356,0.08094028,0.10260586,0.00514333
-5.15957979,1.12181445,0.33433284,0.78480502,0.03017214,0.08849229,0.11249202,0.00563605
-5.15357679,1.21669640,0.36449426,0.84983799,0.03281787,0.09625195,0.12253397,0.00613466
-5.14757379,1.31280545,0.39492331,0.91591467,0.03546007,0.10410780,0.13258965,0.00663182
-5.14157079,1.40857021,0.42519318,0.98191275,0.03805574,0.11194204,0.14250833,0.00711971
-5.13556778,1.50237997,0.45486035,1.04668608,0.04056042,0.11963297,0.15213416,0.00759018
-5.12956478,1.59262134,0.48347539,1.10908972,0.04292932,0.12705772,0.16131013,0.00803495
-5.12356178,1.67771813,0.51059479,1.16800737,0.04511850,0.13409530,0.16988256,0.00844584
-5.11755878,1.75617320,0.53579324,1.22238000,0.04708610,0.14062978,0.17770570,0.00881503
-5.11155578,1.82661013,0.55867596,1.27123448,0.04879369,0.14655343,0.18464640,0.00913527
-5.10555278,1.88781296,0.57889032,1.31371077,0.05020743,0.15176972,0.19058853,0.00940016
-5.09954977,1.93876200,0.59613635,1.34908641,0.05129927,0.15619606,0.19543703,0.00960431
-5.09354677,1.97866382,0.61017552,1.37679709,0.05204789,0.15976605,0.19912123,0.00974356
-5.08754377,2.00697404,0.62083737,1.39645213,0.05243950,0.16243126,0.20159751,0.00981510
-5.08154077,2.02341162,0.62802379,1.40784421,0.05246835,0.16416226,0.20285085,0.00981761
-5.07553777,2.02796383,0.63171054,1.41095263,0.05213701,0.16494915,0.20289549,0.00975125
-5.06953477,2.02088187,0.63194613,1.40594009,0.05145637,0.16480123,0.20177444,0.00961773
-5.06353177,2.00266708,0.62884813,1.39314311,0.05044530,0.16374614,0.19955793,0.00942018
-5.05752876,1.97404874,0.62259711,1.37305649,0.04913008,0.16182829,0.19634093,0.00916310
-5.05152576,1.93595451,0.61342858,1.34631289,0.04754366,0.15910687,0.19223977,0.00885220
-5.04552276,1.88947511,0.60162344,1.31365828,0.04572458,0.15565343,0.18738810,0.00849420
-5.03951976,1.83582506,0.58749744,1.27592481,0.04371587,0.15154919,0.18193238,0.00809663
-5.03351676,1.77630151,0.57139014,1.23400231,0.04156379,0.14688224,0.17602708,0.00766762
-5.02751376,1.71224310,0.55365413,1.18880982,0.03931654,0.14174484,0.16982984,0.00721563
-5.02151076,1.64499076,0.53464473,1.14126850,0.03702303,0.13623075,0.16349693,0.00674927
-5.01550775,1.57585219,0.51471090,1.09227707,0.03473165,0.13043294,0.15717894,0.00627704
-5.00950475,1.50607135,0.49418751,1.04269065,0.03248924,0.12444160,0.15101721,0.00580714
-5.00350175,1.43680402,0.47338924,0.99330387,0.03034010,0.11834256,0.14514083,0.00534734
-4.99749875,1.36909996,0.45260632,0.94483847,0.02832528,0.11221620,0.13966453,0.00490479
-4.99149575,1.30389187,0.43210199,0.89793560,0.02648196,0.10613671,0.13468731,0.00448599
-4.98549275,1.24199097,0.41211154,0.85315266,0.02484310,0.10017179,0.13029193,0.00409664
-4.97948974,1.18408849,0.39284293,0.81096427,0.02343719,0.09438279,0.12654515,0.00374168
-4.97348674,1.13076224,0.37447843,0.77176665,0.02228818,0.08882496,0.12349862,0.00342525
-4.96748374,1.08248720,0.35717718,0.73588492,0.02141556,0.08354802,0.12119026,0.00315072
-4.96148074,1.03964882,0.34107821,0.70358213,0.02083453,0.07859684,0.11964614,0.00292073
-4.95547774,1.00255776,0.32630369,0.67506945,0.02055624,0.07401210,0.11888241,0.00273724
-4.94947474,0.97146501,0.31296203,0.65051661,0.02058804,0.06983097,0.11890750,0.00260162
-4.94347174,0.94657605,0.30115058,0.63006176,0.02093381,0.06608765,0.11972405,0.00251468
-4.93746873,0.92806343,0.29095785,0.61382024,0.02159422,0.06281378,0.12133083,0.00247678
-4.93146573,0.91607685,0.28246503,0.60189177,0.02256696,0.06003874,0.12372418,0.00248784
-4.92546273,0.91075044,0.27574676,0.59436575,0.02384700,0.05778967,0.12689922,0.00254745
-4.91945973,0.91220700,0.27087128,0.59132449,0.02542670,0.05609141,0.13085054,0.00265486
-4.91345673,0.92055921,0.26789985,0.59284447,0.02729595,0.05496627,0.13557255,0.00280905
-4.90745373,0.93590813,0.26688569,0.59899570,0.02944229,0.05443364,0.14105942,0.00300876
-4.90145073,0.95833929,0.26787264,0.60983943,0.03185092,0.05450959,0.14730459,0.00325247
-4.89544772,0.98791687,0.27089343,0.62542461,0.03450478,0.05520637,0.15430009,0.00353844
-4.88944472,1.02467666,0.27596801,0.64578338,0.03738462,0.05653190,0.16203566,0.00386474
-4.88344172,1.06861821,0.28310197,0.67092595,0.04046905,0.05848937,0.17049766,0.00422919
-4.87743872,1.11969679,0.29228506,0.70083529,0.04373470,0.06107678,0.17966803,0.00462945
-4.87143572,1.17781575,0.30349014,0.73546188,0.04715638,0.06428666,0.18952332,0.00506297
-4.86543272,1.24281943,0.31667237,0.77471881,0.05070729,0.06810578,0.20003382,0.00552701
-4.85942971,1.31448717,0.33176889,0.81847742,0.05435932,0.07251500,0.21116287,0.00601870
-4.85342671,1.39252851,0.34869877,0.86656351,0.05808338,0.07748916,0.22286646,0.00653501
-4.84742371,1.47657968,0.36736346,0.91875447,0.06184980,0.08299710,0.23509307,0.00707280
-4.84142071,1.56620157,0.38764747,0.97477704,0.06562871,0.08900162,0.24778385,0.00762888
-4.83541771,1.66087901,0.40941936,1.03430597,0.06939057,0.09545958,0.26087303,0.00819998
-4.82941471,1.76002160,0.43253305,1.09696360,0.07310654,0.10232198,0.27428872,0.00878286
-4.82341171,1.86296593,0.45682928,1.16232021,0.07674902,0.10953404,0.28795391,0.00937427
-4.81740870,1.96897934,0.48213738,1.22989548,0.08029203,0.11703541,0.30178781,0.00997107
-4.81140570,2.07726531,0.50827718,1.29916090,0.08371168,0.12476028,0.31570737,0.01057020
-4.80540270,2.18697060,0.53506126,1.36954351,0.08698652,0.13263772,0.32962910,0.01116876
-4.79939970,2.29719434,0.56229745,1.44043092,0.09009795,0.14059198,0.34347100,0.01176406
-4.79339670,2.40699917,0.58979165,1.51117784,0.09303048,0.14854302,0.35715470,0.01235361
-4.78739370,2.51542464,0.61735102,1.58111432,0.09577210,0.15640717,0.37060769,0.01293525
-4.78139070,2.62150279,0.64478749,1.64955564,0.09831447,0.16409806,0.38376558,0.01350712
-4.77538769,2.72427601,0.67192163,1.71581389,0.10065323,0.17152769,0.39657436,0.01406777
-4.76938469,2.82281671,0.69858672,1.77921121,0.10278822,0.17860782,0.40899258,0.01461620
-4.76338169,2.91624859,0.72463299,1.83909430,0.10472362,0.18525162,0.42099326,0.01515191
-4.75737869,3.00376865,0.74993176,1.89484986,0.10646819,0.19137546,0.43256556,0.01567494
-4.75137569,3.08466929,0.77437935,1.94592045,0.10803535,0.19690097,0.44371592,0.01618596
-4.74537269,3.15835933,0.79790041,1.99182002,0.10944327,0.20175714,0.45446874,0.01668626
-4.73936968,3.22438283,0.82045048,2.03214846,0.11071482,0.20588245,0.46486627,0.01717777
-4.73336668,3.28243459,0.84201745,2.06660422,0.11187746,0.20922693,0.47496777,0.01766307
-4.72736368,3.33237098,0.86262163,2.09499424,0.11296297,0.21175405,0.48484780,0.01814535
-4.72136068,3.37421524,0.88231432,2.11724047,0.11400701,0.21344223,0.49459355,0.01862828
-4.71535768,3.40815626,0.90117473,2.13338225,0.11504850,0.21428600,0.50430137,0.01911598
-4.70935468,3.43454037,0.91930517,2.14357420,0.11612884,0.21429664,0.51407234,0.01961279
-4.70335168,3.45385606,0.93682466,2.14807939,0.11729087,0.21350223,0.52400723,0.02012315
-4.69734867,3.46671188,0.95386128,2.14725782,0.11857769,0.21194713,0.53420087,0.02065130
-4.69134567,3.47380824,0.97054337,2.14155063,0.12003129,0.20969083,0.54473628,0.02120110
-4.68534267,3.47590445,0.98699029,2.13146068,0.12169108,0.20680623,0.55567875,0.02177575
-4.67933967,3.47378246,1.00330317,2.11753042,0.12359232,0.20337743,0.56707024,0.02237750
-4.67333667,3.46820920,1.01955618,2.10031815,0.12576453,0.19949710,0.57892441,0.02300745
-4.66733367,3.45989971,1.03578913,2.08037404,0.12822999,0.19526361,0.59122261,0.02366530
-4.66133067,3.44948303,1.05200178,2.05821710,0.13100232,0.19077801,0.60391108,0.02434921
-4.65532766,3.43747296,1.06815040,2.03431457,0.13408529,0.18614105,0.61689962,0.02505567
-4.64932466,3.42424554,1.08414712,2.00906480,0.13747190,0.18145037,0.63006190,0.02577945
-4.64332166,3.41002447,1.09986200,1.98278467,0.14114373,0.17679802,0.64323748,0.02651367
-4.63731866,3.39487567,1.11512812,1.95570224,0.14507073,0.17226841,0.65623549,0.02724993
-4.63131566,3.37871109,1.12974938,1.92795503,0.14921135,0.16793677,0.66883989,0.02797846
-4.62531266,3.36130179,1.14351067,1.89959394,0.15351307,0.16386818,0.68081614,0.02868845
-4.61930965,3.34229939,1.15618993,1.87059244,0.15791335,0.16011717,0.69191886,0.02936838
-4.61330665,3.32126455,1.16757133,1.84086043,0.16234094,0.15672787,0.70190030,0.03000641
-4.60730365,3.29770079,1.17745885,1.81026174,0.16671749,0.15373463,0.71051904,0.03059079
-4.60130065,3.27109153,1.18568940,1.77863410,0.17095948,0.15116302,0.71754870,0.03111031
-4.59529765,3.24093808,1.19214461,1.74581018,0.17498030,0.14903116,0.72278601,0.03155470
-4.58929465,3.20679622,1.19676050,1.71163849,0.17869253,0.14735110,0.72605809,0.03191502
-4.58329165,3.16830937,1.19953438,1.67600256,0.18201019,0.14613025,0.72722848,0.03218399
-4.57728864,3.12523617,1.20052857,1.63883738,0.18485109,0.14537275,0.72620173,0.03235626
-4.57128564,3.07747123,1.19987038,1.60014202,0.18713903,0.14508054,0.72292629,0.03242852
-4.56528264,3.02505775,1.19774853,1.55998774,0.18880585,0.14525419,0.71739580,0.03239969
-4.55927964,2.96819165,1.19440605,1.51852115,0.18979335,0.14589335,0.70964862,0.03227079
-4.55327664,2.90721716,1.19012993,1.47596239,0.19005492,0.14699683,0.69976581,0.03204492
-4.54727364,2.84261446,1.18523833,1.43259854,0.18955685,0.14856236,0.68786775,0.03172705
-4.54127064,2.77498031,1.18006583,1.38877282,0.18827944,0.15058604,0.67410952,0.03132374
-4.53526763,2.70500316,1.17494776,1.34487044,0.18621762,0.15306151,0.65867555,0.03084285
-4.52926463,2.63343443,1.17020440,1.30130196,0.18338136,0.15597909,0.64177352,0.03029319
-4.52326163,2.56105770,1.16612612,1.25848547,0.17979565,0.15932482,0.62362818,0.02968414
-4.51725863,2.48865777,1.16296011,1.21682849,0.17550010,0.16307964,0.60447504,0.02902528
-4.51125563,2.41699131,1.16089971,1.17671094,0.17054826,0.16721875,0.58455439,0.02832607
-4.50525263,2.34676070,1.16007674,1.13846995,0.16500651,0.17171125,0.56410584,0.02759552
-4.49924962,2.27859235,1.16055726,1.10238754,0.15895274,0.17652020,0.54336336,0.02684194
-4.49324662,2.21302030,1.16234103,1.06868160,0.15247459,0.18160298,0.52255121,0.02607275
-4.48724362,2.15047574,1.16536447,1.03750062,0.14566760,0.18691213,0.50188053,0.02529434
-4.48124062,2.09128250,1.16950698,1.00892224,0.13863300,0.19239649,0.48154671,0.02451200
-4.47523762,2.03565818,1.17459994,0.98295542,0.13147545,0.19800270,0.46172748,0.02372994
-4.46923462,1.98372026,1.18043792,0.95954596,0.12430060,0.20367683,0.44258167,0.02295136
-4.46323162,1.93549642,1.18679123,0.93858461,0.11721264,0.20936617,0.42424843,0.02217853
-4.45722861,1.89093775,1.19341884,0.91991724,0.11031189,0.21502094,0.40684688,0.02141295
-4.45122561,1.84993375,1.20008104,0.90335620,0.10369247,0.22059585,0.39047604,0.02065556
-4.44522261,1.81232795,1.20655090,0.88869206,0.09744010,0.22605137,0.37521498,0.01990689
-4.43921961,1.77793290,1.21262381,0.87570498,0.09163020,0.23135467,0.36112304,0.01916727
-4.43321661,1.74654369,1.21812469,0.86417505,0.08632622,0.23648000,0.34824011,0.01843701
-4.42721361,1.71794916,1.22291245,0.85389108,0.08157834,0.24140875,0.33658695,0.01771653
-4.42121061,1.69194048,1.22688168,0.84465743,0.07742253,0.24612889,0.32616556,0.01700655
-4.41520760,1.66831683,1.22996159,0.83629878,0.07388009,0.25063413,0.31695956,0.01630810
-4.40920460,1.64688833,1.23211264,0.82866277,0.07095750,0.25492258,0.30893475,0.01562266
-4.40320160,1.62747666,1.23332128,0.82162070,0.06864682,0.25899539,0.30203985,0.01495211
-4.39719860,1.60991384,1.23359354,0.81506662,0.06692650,0.26285511,0.29620757,0.01429876
-4.39119560,1.59403993,1.23294808,0.80891527,0.06576249,0.26650428,0.29135596,0.01366530
-4.38519260,1.57970042,1.23140960,0.80309913,0.06510978,0.26994410,0.28739027,0.01305473
-4.37918959,1.56674405,1.22900311,0.79756540,0.06491428,0.27317351,0.28420524,0.01247029
-4.37318659,1.55502166,1.22574984,0.79227298,0.06511481,0.27618864,0.28168789,0.01191535
-4.36718359,1.54438664,1.22166511,0.78719015,0.06564536,0.27898282,0.27972074,0.01139337
-4.36118059,1.53469713,1.21675836,0.78229295,0.06643735,0.28154700,0.27818547,0.01090776
-4.35517759,1.52582021,1.21103559,0.77756461,0.06742196,0.28387080,0.27696684,0.01046183
-4.34917459,1.51763768,1.20450372,0.77299585,0.06853228,0.28594379,0.27595678,0.01005875
-4.34317159,1.51005326,1.19717676,0.76858616,0.06970538,0.28775724,0.27505841,0.00970145
-4.33716858,1.50300044,1.18908313,0.76434557,0.07088406,0.28930598,0.27418998,0.00939263
-4.33116558,1.49645042,1.18027355,0.76029686,0.07201837,0.29059028,0.27328836,0.00913470
-4.32516258,1.49041937,1.17082873,0.75647772,0.07306671,0.29161761,0.27231194,0.00892977
-4.31915958,1.48497426,1.16086627,0.75294254,0.07399663,0.29240416,0.27124291,0.00877965
-4.31315658,1.48023666,1.15054607,0.74976349,0.07478517,0.29297592,0.27008862,0.00868583
-4.30715358,1.47638403,1.14007382,0.74703073,0.07541884,0.29336933,0.26888206,0.00864945
