energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-6.00000000,1.98954896,0.01367357,0.13669501,0.79399237,0.36303493,1.02803910,0.70504536,0.95141478,0.00000000
-5.99399700,1.88020543,0.01293909,0.12690422,0.75138849,0.34523759,0.97412457,0.66399683,0.90284273,0.00000000
-5.98799400,1.77144073,0.01216146,0.11727953,0.70780020,0.32699782,0.91882469,0.62448660,0.85382197,0.00000000
-5.98199100,1.66386617,0.01135303,0.10788405,0.66363779,0.30847011,0.86268324,0.58656585,0.80470343,0.00000000
-5.97598799,1.55805673,0.01052613,0.09877525,0.61930523,0.28980807,0.80623523,0.55026318,0.75582502,0.00000000
-5.96998499,1.45454644,0.00969271,0.09000419,0.57519292,0.27116156,0.74999673,0.51558906,0.70750754,0.00000000
-5.96398199,1.35382478,0.00886401,0.08161490,0.53167085,0.25267413,0.69445572,0.48254022,0.66005118,0.00000000
-5.95797899,1.25633405,0.00805036,0.07364401,0.48908254,0.23448075,0.64006410,0.45110412,0.61373260,0.00000000
-5.95197599,1.16246778,0.00726093,0.06612053,0.44773986,0.21670580,0.58723111,0.42126302,0.56880278,0.00000000
-5.94597299,1.07256999,0.00650361,0.05906582,0.40791883,0.19946155,0.53631830,0.39299774,0.52548549,0.00000000
-5.93996998,0.98693535,0.00578491,0.05249379,0.36985659,0.18284689,0.48763603,0.36629068,0.48397639,0.00000000
-5.93396698,0.90580989,0.00510990,0.04641115,0.33374949,0.16694658,0.44144148,0.34112831,0.44444271,0.00000000
-5.92796398,0.82939228,0.00448227,0.04081793,0.29975229,0.15183086,0.39793820,0.31750268,0.40702341,0.00000000
-5.92196098,0.75783547,0.00390437,0.03570801,0.26797848,0.13755533,0.35727692,0.29541225,0.37182973,0.00000000
-5.91595798,0.69124847,0.00337727,0.03106981,0.23850158,0.12416131,0.31955762,0.27486183,0.33894608,0.00000000
-5.90995498,0.62969822,0.00290097,0.02688701,0.21135729,0.11167634,0.28483249,0.25586168,0.30843108,0.00000000
-5.90395198,0.57321140,0.00247445,0.02313931,0.18654638,0.10011501,0.25310975,0.23842593,0.28031880,0.00000000
-5.89794897,0.52177604,0.00209590,0.01980321,0.16403811,0.08947994,0.22435796,0.22257033,0.25461996,0.00000000
-5.89194597,0.47534296,0.00176287,0.01685280,0.14377405,0.07976286,0.19851070,0.20830961,0.23132320,0.00000000
-5.88594297,0.43382707,0.00147240,0.01426048,0.12567211,0.07094583,0.17547144,0.19565436,0.21039630,0.00000000
-5.87993997,0.39710845,0.00122120,0.01199766,0.10963063,0.06300246,0.15511834,0.18460793,0.19178734,0.00000000
-5.87393697,0.36503342,0.00100578,0.01003540,0.09553243,0.05589916,0.13730893,0.17516327,0.17542582,0.00000000
-5.86793397,0.33741565,0.00082257,0.00834497,0.08324870,0.04959635,0.12188459,0.16730003,0.16122384,0.00000000
-5.86193097,0.31403744,0.00066804,0.00689832,0.07264250,0.04404962,0.10867457,0.16098211,0.14907721,0.00000000
-5.85592796,0.29465136,0.00053875,0.00566849,0.06357213,0.03921091,0.09749978,0.15615573,0.13886675,0.00000000
-5.84992496,0.27898239,0.00043146,0.00462994,0.05589396,0.03502951,0.08817611,0.15274830,0.13045966,0.00000000
-5.84392196,0.26673068,0.00034313,0.00375877,0.04946494,0.03145309,0.08051740,0.15066811,0.12371118,0.00000000
-5.83791896,0.25757503,0.00027099,0.00303291,0.04414479,0.02842862,0.07433805,0.14980491,0.11846637,0.00000000
-5.83191596,0.25117719,0.00021253,0.00243220,0.03979768,0.02590327,0.06945533,0.15003151,0.11456231,0.00000000
-5.82591296,0.24718703,0.00016555,0.00193843,0.03629376,0.02382523,0.06569140,0.15120628,0.11183052,0.00000000
-5.81990995,0.24524853,0.00012809,0.00153532,0.03351022,0.02214448,0.06287507,0.15317660,0.11009963,0.00000000
-5.81390695,0.24500640,0.00009846,0.00120850,0.03133223,0.02081354,0.06084347,0.15578304,0.10919840,0.00000000
-5.80790395,0.24611348,0.00007522,0.00094537,0.02965353,0.01978816,0.05944341,0.15886430,0.10895891,0.00000000
-5.80190095,0.24823835,0.00005717,0.00073502,0.02837697,0.01902797,0.05853272,0.16226259,0.10921981,0.00000000
-5.79589795,0.25107322,0.00004328,0.00056809,0.02741475,0.01849706,0.05798139,0.16582920,0.10982974,0.00000000
-5.78989495,0.25434169,0.00003273,0.00043661,0.02668864,0.01816451,0.05767255,0.16943026,0.11065051,0.00000000
-5.78389195,0.25780597,0.00002485,0.00033390,0.02613002,0.01800488,0.05750338,0.17295217,0.11156022,0.00000000
-5.77788894,0.26127355,0.00001912,0.00025439,0.02567985,0.01799852,0.05738568,0.17630661,0.11245595,0.00000000
-5.77188594,0.26460261,0.00001511,0.00019349,0.02528849,0.01813189,0.05724643,0.17943485,0.11325607,0.00000000
-5.76588294,0.26770622,0.00001253,0.00014747,0.02491550,0.01839766,0.05702798,0.18231107,0.11390194,0.00000000
-5.75987994,0.27055491,0.00001117,0.00011334,0.02452927,0.01879473,0.05668797,0.18494466,0.11435896,0.00000000
-5.75387694,0.27317742,0.00001090,0.00008874,0.02410662,0.01932811,0.05619908,0.18738111,0.11461693,0.00000000
-5.74787394,0.27565957,0.00001166,0.00007184,0.02363230,0.02000857,0.05554839,0.18970163,0.11468954,0.00000000
-5.74187094,0.27814107,0.00001349,0.00006128,0.02309833,0.02085224,0.05473646,0.19202126,0.11461316,0.00000000
-5.73586793,0.28081046,0.00001645,0.00005608,0.02250342,0.02187993,0.05377617,0.19448564,0.11444480,0.00000000
-5.72986493,0.28389814,0.00002069,0.00005561,0.02185212,0.02311634,0.05269120,0.19726631,0.11425936,0.00000000
-5.72386193,0.28766768,0.00002643,0.00005952,0.02115413,0.02458918,0.05151444,0.20055491,0.11414623,0.00000000
-5.71785893,0.29240583,0.00003394,0.00006769,0.02042337,0.02632802,0.05028603,0.20455634,0.11420536,0.00000000
-5.71185593,0.29841139,0.00004357,0.00008024,0.01967720,0.02836315,0.04905140,0.20948101,0.11454292,0.00000000
-5.70585293,0.30598331,0.00005573,0.00009747,0.01893553,0.03072436,0.04785918,0.21553674,0.11526675,0.00000000
-5.69984992,0.31540864,0.00007092,0.00011988,0.01822001,0.03343954,0.04675913,0.22292031,0.11648172,0.00000000
-5.69384692,0.32695057,0.00008968,0.00014810,0.01755321,0.03653348,0.04580011,0.23180926,0.11828515,0.00000000
-5.68784392,0.34083705,0.00011267,0.00018292,0.01695789,0.04002650,0.04502816,0.24235400,0.12076254,0.00000000
-5.68184092,0.35725055,0.00014057,0.00022525,0.01645635,0.04393333,0.04448478,0.25467080,0.12398374,0.00000000
-5.67583792,0.37631919,0.00017414,0.00027610,0.01606979,0.04826199,0.04420541,0.26883579,0.12799964,0.00000000
-5.66983492,0.39810969,0.00021420,0.00033658,0.01581782,0.05301288,0.04421822,0.28488035,0.13283964,0.00000000
-5.66383192,0.42262247,0.00026160,0.00040787,0.01571800,0.05817802,0.04454314,0.30278801,0.13850981,0.00000000
-5.65782891,0.44978897,0.00031719,0.00049116,0.01578553,0.06374060,0.04519128,0.32249304,0.14499204,0.00000000
-5.65182591,0.47947143,0.00038184,0.00058768,0.01603293,0.06967466,0.04616462,0.34388099,0.15224399,0.00000000
-5.64582291,0.51146522,0.00045638,0.00069858,0.01646986,0.07594507,0.04745608,0.36679088,0.16020001,0.00000000
-5.63981991,0.54550343,0.00054155,0.00082496,0.01710299,0.08250781,0.04904991,0.39101933,0.16877288,0.00000000
-5.63381691,0.58126383,0.00063800,0.00096777,0.01793589,0.08931042,0.05092233,0.41632626,0.17785636,0.00000000
-5.62781391,0.61837777,0.00074624,0.00112780,0.01896904,0.09629276,0.05304249,0.44244214,0.18732847,0.00000000
-5.62181091,0.65644076,0.00086658,0.00130559,0.02019980,0.10338792,0.05537365,0.46907634,0.19705528,0.00000000
-5.61580790,0.69502436,0.00099910,0.00150142,0.02162254,0.11052338,0.05787451,0.49592652,0.20689512,0.00000000
-5.60980490,0.73368888,0.00114361,0.00171525,0.02322866,0.11762225,0.06050076,0.52268839,0.21670313,0.00000000
-5.60380190,0.77199646,0.00129964,0.00194668,0.02500680,0.12460471,0.06320662,0.54906578,0.22633576,0.00000000
-5.59779890,0.80952407,0.00146636,0.00219494,0.02694302,0.13138942,0.06594648,0.57478038,0.23565530,0.00000000
-5.59179590,0.84587583,0.00164260,0.00245888,0.02902103,0.13789507,0.06867649,0.59958091,0.24453404,0.00000000
-5.58579290,0.88069438,0.00182683,0.00273696,0.03122251,0.14404184,0.07135611,0.62325121,0.25285804,0.00000000
-5.57978989,0.91367075,0.00201715,0.00302728,0.03352745,0.14975292,0.07394950,0.64561712,0.26053038,0.00000000
-5.57378689,0.94455241,0.00221134,0.00332764,0.03591458,0.15495585,0.07642677,0.66655164,0.26747371,0.00000000
-5.56778389,0.97314931,0.00240686,0.00363560,0.03836182,0.15958391,0.07876501,0.68597841,0.27363196,0.00000000
-5.56178089,0.99933758,0.00260090,0.00394856,0.04084679,0.16357725,0.08094910,0.70387306,0.27897139,0.00000000
-5.55577789,1.02306090,0.00279047,0.00426385,0.04334740,0.16688407,0.08297225,0.72026269,0.28348066,0.00000000
-5.54977489,1.04432944,0.00297245,0.00457885,0.04584235,0.16946148,0.08483621,0.73522318,0.28717019,0.00000000
-5.54377189,1.06321645,0.00314367,0.00489114,0.04831175,0.17127633,0.08655127,0.74887471,0.29007065,0.00000000
-5.53776888,1.07985258,0.00330101,0.00519856,0.05073761,0.17230584,0.08813585,0.76137537,0.29223078,0.00000000
-5.53176588,1.09441824,0.00344151,0.00549940,0.05310435,0.17253801,0.08961588,0.77291332,0.29371468,0.00000000
-5.52576288,1.10713421,0.00356243,0.00579243,0.05539916,0.17197190,0.09102382,0.78369759,0.29459844,0.00000000
-5.51975988,1.11825073,0.00366138,0.00607704,0.05761227,0.17061765,0.09239746,0.79394801,0.29496657,0.00000000
-5.51375688,1.12803568,0.00373638,0.00635329,0.05973711,0.16849634,0.09377845,0.80388452,0.29490812,0.00000000
-5.50775388,1.13676195,0.00378591,0.00662190,0.06177031,0.16563964,0.09521063,0.81371638,0.29451274,0.00000000
-5.50175088,1.14469477,0.00380901,0.00688425,0.06371144,0.16208911,0.09673821,0.82363152,0.29386691,0.00000000
-5.49574787,1.15207913,0.00380529,0.00714236,0.06556274,0.15789551,0.09840383,0.83378659,0.29305024,0.00000000
-5.48974487,1.15912802,0.00377493,0.00739872,0.06732851,0.15311767,0.10024659,0.84429804,0.29213226,0.00000000
-5.48374187,1.16601177,0.00371870,0.00765624,0.06901457,0.14782135,0.10230010,0.85523461,0.29116961,0.00000000
-5.47773887,1.17284901,0.00363792,0.00791798,0.07062737,0.14207781,0.10459061,0.86661160,0.29020387,0.00000000
-5.47173587,1.17969962,0.00353442,0.00818706,0.07217321,0.13596238,0.10713536,0.87838705,0.28926000,0.00000000
-5.46573287,1.18656000,0.00341046,0.00846633,0.07365739,0.12955283,0.10994110,0.89046035,0.28834554,0.00000000
-5.45972986,1.19336098,0.00326867,0.00875823,0.07508332,0.12292778,0.11300304,0.90267303,0.28745054,0.00000000
-5.45372686,1.19996847,0.00311197,0.00906455,0.07645175,0.11616516,0.11630406,0.91481217,0.28654829,0.00000000
-5.44772386,1.20618709,0.00294346,0.00938618,0.07776021,0.10934065,0.11981448,0.92661608,0.28559675,0.00000000
-5.44172086,1.21176657,0.00276632,0.00972304,0.07900245,0.10252635,0.12349226,0.93778232,0.28454067,0.00000000
-5.43571786,1.21641087,0.00258376,0.01007384,0.08016830,0.09578957,0.12728374,0.94797773,0.28331433,0.00000000
-5.42971486,1.21978983,0.00239887,0.01043611,0.08124361,0.08919191,0.13112484,0.95685017,0.28184479,0.00000000
-5.42371186,1.22155271,0.00221461,0.01080613,0.08221051,0.08278845,0.13494283,0.96404160,0.28005543,0.00000000
-5.41770885,1.22134346,0.00203371,0.01117902,0.08304798,0.07662736,0.13865854,0.96920197,0.27786981,0.00000000
-5.41170585,1.21881678,0.00185862,0.01154884,0.08373257,0.07074969,0.14218890,0.97200338,0.27521551,0.00000000
-5.40570285,1.21365462,0.00169151,0.01190879,0.08423937,0.06518939,0.14544986,0.97215400,0.27202798,0.00000000
-5.39969985,1.20558217,0.00153420,0.01225144,0.08454316,0.05997367,0.14835945,0.96941116,0.26825395,0.00000000
-5.39369685,1.19438278,0.00138821,0.01256906,0.08461964,0.05512339,0.15084090,0.96359306,0.26385466,0.00000000
-5.38769385,1.17991111,0.00125471,0.01285385,0.08444670,0.05065378,0.15282572,0.95458849,0.25880830,0.00000000
-5.38169085,1.16210381,0.00113461,0.01309839,0.08400575,0.04657512,0.15425657,0.94236433,0.25311199,0.00000000
-5.37568784,1.14098722,0.00102851,0.01329588,0.08328281,0.04289355,0.15508974,0.92697021,0.24678289,0.00000000
-5.36968484,1.11668183,0.00093679,0.01344051,0.08226958,0.03961180,0.15529724,0.90854033,0.23985855,0.00000000
-5.36368184,1.08940292,0.00085964,0.01352771,0.08096424,0.03673000,0.15486825,0.88729214,0.23239646,0.00000000
-5.35767884,1.05945759,0.00079705,0.01355442,0.07937201,0.03424622,0.15380995,0.86352192,0.22447275,0.00000000
-5.35167584,1.02723807,0.00074890,0.01351921,0.07750540,0.03215701,0.15214765,0.83759751,0.21618018,0.00000000
-5.34567284,0.99321152,0.00071496,0.01342241,0.07538416,0.03045776,0.14992420,0.80994822,0.20762545,0.00000000
-5.33966983,0.95790682,0.00069493,0.01326611,0.07303498,0.02914285,0.14719868,0.78105256,0.19892595,0.00000000
-5.33366683,0.92189873,0.00068845,0.01305413,0.07049083,0.02820565,0.14404442,0.75142402,0.19020606,0.00000000
-5.32766383,0.88579022,0.00069512,0.01279183,0.06779008,0.02763844,0.14054651,0.72159569,0.18159325,0.00000000
-5.32166083,0.85019357,0.00071449,0.01248600,0.06497541,0.02743209,0.13679877,0.69210403,0.17321399,0.00000000
-5.31565783,0.81571106,0.00074610,0.01214451,0.06209259,0.02757567,0.13290050,0.66347280,0.16518977,0.00000000
-5.30965483,0.78291617,0.00078945,0.01177609,0.05918910,0.02805607,0.12895294,0.63619743,0.15763331,0.00000000
-5.30365183,0.75233583,0.00084397,0.01138995,0.05631280,0.02885753,0.12505580,0.61073066,0.15064513,0.00000000
-5.29764882,0.72443472,0.00090907,0.01099552,0.05351055,0.02996119,0.12130390,0.58746993,0.14431062,0.00000000
-5.29164582,0.69960202,0.00098409,0.01060208,0.05082704,0.03134478,0.11778412,0.56674695,0.13869772,0.00000000
-5.28564282,0.67814127,0.00106828,0.01021845,0.04830367,0.03298238,0.11457276,0.54881986,0.13385528,0.00000000
-5.27963982,0.66026364,0.00116083,0.00985282,0.04597767,0.03484436,0.11173340,0.53386827,0.12981215,0.00000000
-5.27363682,0.64608485,0.00126086,0.00951245,0.04388141,0.03689752,0.10931547,0.52199114,0.12657703,0.00000000
-5.26763382,0.63562572,0.00136739,0.00920360,0.04204204,0.03910542,0.10735332,0.51320770,0.12413908,0.00000000
-5.26163082,0.62881632,0.00147938,0.00893139,0.04048123,0.04142893,0.10586610,0.50746108,0.12246922,0.00000000
-5.25562781,0.62550332,0.00159573,0.00869988,0.03921534,0.04382702,0.10485821,0.50462450,0.12152210,0.00000000
-5.24962481,0.62546020,0.00171528,0.00851202,0.03825563,0.04625778,0.10432037,0.50450959,0.12123855,0.00000000
-5.24362181,0.62839979,0.00183683,0.00836987,0.03760883,0.04867954,0.10423121,0.50687645,0.12154848,0.00000000
-5.23761881,0.63398840,0.00195918,0.00827470,0.03727774,0.05105220,0.10455922,0.51144482,0.12237415,0.00000000
-5.23161581,0.64186105,0.00208112,0.00822727,0.03726209,0.05333865,0.10526515,0.51790606,0.12363350,0.00000000
-5.22561281,0.65163699,0.00220147,0.00822806,0.03755941,0.05550624,0.10630441,0.52593506,0.12524358,0.00000000
-5.21960980,0.66293498,0.00231909,0.00827759,0.03816596,0.05752823,0.10762970,0.53520194,0.12712391,0.00000000
-5.21360680,0.67538758,0.00243288,0.00837670,0.03907773,0.05938518,0.10919355,0.54538287,0.12919953,0.00000000
-5.20760380,0.68865420,0.00254184,0.00852685,0.04029138,0.06106625,0.11095067,0.55616964,0.13140390,0.00000000
-5.20160080,0.70243236,0.00264500,0.00873049,0.04180519,0.06257032,0.11286022,0.56727792,0.13368132,0.00000000
-5.19559780,0.71646696,0.00274151,0.00899130,0.04361988,0.06390692,0.11488767,0.57845383,0.13598895,0.00000000
-5.18959480,0.73055742,0.00283057,0.00931447,0.04573944,0.06509691,0.11700653,0.58947886,0.13829840,0.00000000
-5.18359180,0.74456279,0.00291146,0.00970697,0.04817180,0.06617289,0.11919956,0.60017329,0.14059685,0.00000000
-5.17758879,0.75840481,0.00298352,0.01017775,0.05092938,0.06717936,0.12145989,0.61039803,0.14288775,0.00000000
-5.17158579,0.77206909,0.00304617,0.01073788,0.05402962,0.06817255,0.12379171,0.62005533,0.14519107,0.00000000
-5.16558279,0.78560480,0.00309886,0.01140073,0.05749519,0.06921998,0.12621073,0.62908836,0.14754321,0.00000000
-5.15957979,0.79912287,0.00314109,0.01218194,0.06135424,0.07039971,0.12874443,0.63748014,0.14999652,0.00000000
-5.15357679,0.81279316,0.00317242,0.01309951,0.06564029,0.07179931,0.13143207,0.64525185,0.15261862,0.00000000
-5.14757379,0.82684062,0.00319245,0.01417364,0.07039205,0.07351455,0.13432456,0.65246087,0.15549133,0.00000000
-5.14157079,0.84154063,0.00320081,0.01542669,0.07565291,0.07564778,0.13748409,0.65919859,0.15870941,0.00000000
-5.13556778,0.85721357,0.00319721,0.01688285,0.08147027,0.07830610,0.14098365,0.66558804,0.16237904,0.00000000
-5.12956478,0.87421861,0.00318142,0.01856792,0.08789455,0.08159920,0.14490631,0.67178142,0.16661599,0.00000000
-5.12356178,0.89294656,0.00315331,0.02050886,0.09497795,0.08563705,0.14934431,0.67795738,0.17154361,0.00000000
-5.11755878,0.91381182,0.00311284,0.02273338,0.10277295,0.09052724,0.15439789,0.68431782,0.17729037,0.00000000
-5.11155578,0.93724318,0.00306010,0.02526935,0.11133055,0.09637222,0.16017390,0.69108430,0.18398721,0.00000000
-5.10555278,0.96367333,0.00299531,0.02814419,0.12069835,0.10326635,0.16678401,0.69849356,0.19176447,0.00000000
-5.09954977,0.99352719,0.00291887,0.03138427,0.13091840,0.11129275,0.17434272,0.70679227,0.20074846,0.00000000
-5.09354677,1.02720899,0.00283133,0.03501412,0.14202506,0.12052024,0.18296502,0.71623072,0.21105780,0.00000000
