energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Pt_p_up,Pt_d_up,Te_p_up,Te_d_up
-5.08754377,1.06508824,0.00273342,0.03905579,0.15404282,0.13100016,0.19276371,0.72705554,0.22279937,0.00000000
-5.08154077,1.10748496,0.00262602,0.04352813,0.16698429,0.14276338,0.20384658,0.73950151,0.23606421,0.00000000
-5.07553777,1.15465460,0.00251021,0.04844613,0.18084837,0.15581752,0.21631331,0.75378249,0.25092322,0.00000000
-5.06953477,1.20677308,0.00238719,0.05382028,0.19561875,0.17014455,0.23025237,0.77008202,0.26742310,0.00000000
-5.06353177,1.26392280,0.00225829,0.05965612,0.21126292,0.18569881,0.24573789,0.78854371,0.28558236,0.00000000
-5.05752876,1.32608014,0.00212495,0.06595376,0.22773164,0.20240568,0.26282665,0.80926203,0.30538796,0.00000000
-5.05152576,1.39310534,0.00198866,0.07270763,0.24495897,0.22016093,0.28155536,0.83227394,0.32679242,0.00000000
-5.04552276,1.46473544,0.00185095,0.07990629,0.26286295,0.23883100,0.30193828,0.85755194,0.34971191,0.00000000
-5.03951976,1.54058084,0.00171335,0.08753240,0.28134683,0.25825406,0.32396531,0.88499897,0.37402520,0.00000000
-5.03351676,1.62012605,0.00157733,0.09556278,0.30030087,0.27824213,0.34760055,0.91444563,0.39957377,0.00000000
-5.02751376,1.70273490,0.00144431,0.10396862,0.31960459,0.29858414,0.37278154,0.94565008,0.42616320,0.00000000
-5.02151076,1.78766029,0.00131557,0.11271575,0.33912934,0.31904990,0.39941904,0.97830086,0.45356570,0.00000000
-5.01550775,1.87405847,0.00119228,0.12176496,0.35874108,0.33939498,0.42739741,1.01202262,0.48152390,0.00000000
-5.00950475,1.96100723,0.00107545,0.13107237,0.37830322,0.35936630,0.45657555,1.04638483,0.50975578,0.00000000
-5.00350175,2.04752779,0.00096593,0.14058988,0.39767933,0.37870830,0.48678839,1.08091307,0.53796058,0.00000000
-4.99749875,2.13260926,0.00086441,0.15026546,0.41673559,0.39716946,0.51784872,1.11510270,0.56582548,0.00000000
-4.99149575,2.21523500,0.00077138,0.16004360,0.43534287,0.41450899,0.54954949,1.14843427,0.59303287,0.00000000
-4.98549275,2.29440983,0.00068720,0.16986561,0.45337832,0.43050339,0.58166631,1.18039016,0.61926786,0.00000000
-4.97948974,2.36918697,0.00061204,0.17966995,0.47072647,0.44495270,0.61396025,1.21047172,0.64422589,0.00000000
-4.97348674,2.43869378,0.00054598,0.18939257,0.48727981,0.45768611,0.64618080,1.23821623,0.66761999,0.00000000
-4.96748374,2.50215532,0.00048895,0.19896727,0.50293885,0.46856680,0.67806899,1.26321300,0.68918762,0.00000000
-4.96148074,2.55891490,0.00044079,0.20832603,0.51761193,0.47749571,0.70936074,1.28511792,0.70869670,0.00000000
-4.95547774,2.60845091,0.00040128,0.21739957,0.53121463,0.48441425,0.73979028,1.30366590,0.72595081,0.00000000
-4.94947474,2.65038949,0.00037013,0.22611788,0.54366921,0.48930566,0.76909384,1.31868058,0.74079322,0.00000000
-4.94347174,2.68451259,0.00034704,0.23441096,0.55490408,0.49219517,0.79701356,1.33008111,0.75310989,0.00000000
-4.93746873,2.71076145,0.00033169,0.24220972,0.56485340,0.49314874,0.82330154,1.33788558,0.76283123,0.00000000
-4.93146573,2.72923526,0.00032377,0.24944697,0.57345716,0.49227068,0.84772414,1.34221094,0.76993269,0.00000000
-4.92546273,2.74018547,0.00032297,0.25605863,0.58066161,0.48970003,0.87006638,1.34326957,0.77443422,0.00000000
-4.91945973,2.74400581,0.00032903,0.26198500,0.58642012,0.48560599,0.89013635,1.34136242,0.77639865,0.00000000
-4.91345673,2.74121845,0.00034172,0.26717207,0.59069466,0.48018257,0.90776957,1.33686909,0.77592917,0.00000000
-4.90745373,2.73245700,0.00036085,0.27157290,0.59345747,0.47364254,0.92283302,1.33023514,0.77316591,0.00000000
-4.90145073,2.71844661,0.00038628,0.27514884,0.59469322,0.46621107,0.93522871,1.32195715,0.76828178,0.00000000
-4.89544772,2.69998201,0.00041790,0.27787065,0.59440113,0.45811918,0.94489659,1.31256598,0.76147775,0.00000000
-4.88944472,2.67790404,0.00045564,0.27971938,0.59259716,0.44959724,0.95181646,1.30260887,0.75297760,0.00000000
-4.88344172,2.65307537,0.00049946,0.28068698,0.58931580,0.44086878,0.95600892,1.29263108,0.74302242,0.00000000
-4.87743872,2.62635621,0.00054935,0.28077649,0.58461157,0.43214474,0.95753498,1.28315774,0.73186473,0.00000000
-4.87143572,2.59858066,0.00060532,0.28000196,0.57855979,0.42361841,0.95649436,1.27467648,0.71976266,0.00000000
-4.86543272,2.57053448,0.00066739,0.27838791,0.57125665,0.41546115,0.95302255,1.26762173,0.70697408,0.00000000
-4.85942971,2.54293501,0.00073556,0.27596850,0.56281844,0.40781906,0.94728651,1.26236111,0.69375094,0.00000000
-4.85342671,2.51641400,0.00080987,0.27278631,0.55337998,0.40081065,0.93947936,1.25918463,0.68033395,0.00000000
-4.84742371,2.49150386,0.00089030,0.26889100,0.54309220,0.39452553,0.92981416,1.25829694,0.66694770,0.00000000
-4.84142071,2.46862795,0.00097682,0.26433767,0.53211905,0.38902418,0.91851723,1.25981321,0.65379639,0.00000000
-4.83541771,2.44809525,0.00106937,0.25918533,0.52063390,0.38433882,0.90582120,1.26375854,0.64106036,0.00000000
-4.82941471,2.43009966,0.00116786,0.25349532,0.50881552,0.38047510,0.89195826,1.27007112,0.62889340,0.00000000
-4.82341171,2.41472397,0.00127212,0.24732992,0.49684398,0.37741481,0.87715402,1.27860876,0.61742104,0.00000000
-4.81740870,2.40194821,0.00138194,0.24075121,0.48489660,0.37511921,0.86162213,1.28915869,0.60673984,0.00000000
-4.81140570,2.39166213,0.00149702,0.23382021,0.47314421,0.37353297,0.84556021,1.30144988,0.59691767,0.00000000
-4.80540270,2.38368103,0.00161698,0.22659636,0.46174792,0.37258853,0.82914697,1.31516742,0.58799501,0.00000000
-4.79939970,2.37776429,0.00174136,0.21913738,0.45085645,0.37221058,0.81254086,1.32996817,0.57998714,0.00000000
-4.79339670,2.37363556,0.00186956,0.21149942,0.44060431,0.37232062,0.79588020,1.34549685,0.57288707,0.00000000
-4.78739370,2.37100356,0.00200089,0.20373749,0.43111068,0.37284135,0.77928460,1.36140185,0.56666922,0.00000000
-4.78139070,2.36958257,0.00213451,0.19590611,0.42247914,0.37370059,0.76285754,1.37734985,0.56129340,0.00000000
-4.77538769,2.36911140,0.00226946,0.18806008,0.41479813,0.37483486,0.74668993,1.39303871,0.55670917,0.00000000
-4.76938469,2.36937000,0.00240463,0.18025522,0.40814207,0.37619218,0.73086418,1.40820797,0.55286012,0.00000000
-4.76338169,2.37019293,0.00253878,0.17254906,0.40257299,0.37773428,0.71545859,1.42264649,0.54968802,0.00000000
-4.75737869,2.37147907,0.00267055,0.16500136,0.39814251,0.37943799,0.70055153,1.43619716,0.54713660,0.00000000
-4.75137569,2.37319710,0.00279844,0.15767428,0.39489401,0.38129583,0.68622527,1.44875837,0.54515474,0.00000000
-4.74537269,2.37538688,0.00292090,0.15063233,0.39286478,0.38331597,0.67256904,1.46028260,0.54369905,0.00000000
-4.73936968,2.37815646,0.00303627,0.14394184,0.39208797,0.38552139,0.65968107,1.47077228,0.54273562,0.00000000
-4.73336668,2.38167534,0.00314289,0.13767017,0.39259414,0.38794847,0.64766945,1.48027332,0.54224099,0.00000000
-4.72736368,2.38616429,0.00323911,0.13188447,0.39441234,0.39064510,0.63665178,1.48886693,0.54220224,0.00000000
-4.72136068,2.39188243,0.00332332,0.12665012,0.39757049,0.39366840,0.62675346,1.49666027,0.54261633,0.00000000
-4.71535768,2.39911229,0.00339405,0.12202896,0.40209499,0.39708212,0.61810464,1.50377656,0.54348866,0.00000000
-4.70935468,2.40814362,0.00344997,0.11807728,0.40800964,0.40095399,0.61083614,1.51034517,0.54483096,0.00000000
-4.70335168,2.41925683,0.00348996,0.11484381,0.41533367,0.40535293,0.60507424,1.51649241,0.54665868,0.00000000
-4.69734867,2.43270667,0.00351319,0.11236762,0.42407905,0.41034642,0.60093478,1.52233333,0.54898795,0.00000000
-4.69134567,2.44870708,0.00351908,0.11067623,0.43424723,0.41599800,0.59851672,1.52796499,0.55183228,0.00000000
-4.68534267,2.46741775,0.00350744,0.10978392,0.44582530,0.42236507,0.59789552,1.53346148,0.55519921,0.00000000
-4.67933967,2.48893292,0.00347840,0.10969031,0.45878199,0.42949698,0.59911657,1.53887078,0.55908696,0.00000000
-4.67333667,2.51327292,0.00343247,0.11037943,0.47306352,0.43743354,0.60218917,1.54421359,0.56348135,0.00000000
-4.66733367,2.54037889,0.00337052,0.11181912,0.48858978,0.44620396,0.60708126,1.54948400,0.56835314,0.00000000
-4.66133067,2.57011068,0.00329379,0.11396107,0.50525107,0.45582625,0.61371524,1.55465190,0.57365584,0.00000000
-4.65532766,2.60224822,0.00320385,0.11674128,0.52290560,0.46630710,0.62196525,1.55966690,0.57932431,0.00000000
-4.64932466,2.63649627,0.00310256,0.12008115,0.54137820,0.47764224,0.63165609,1.56446342,0.58527403,0.00000000
-4.64332166,2.67249237,0.00299202,0.12388895,0.56046033,0.48981715,0.64256398,1.56896668,0.59140136,0.00000000
