energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,5.23218417,0.02857512,0.92672613,0.24555132,3.28226607,2.35363124,1.83579012,0.00000000
-5.99399700,5.22760040,0.02843845,0.92762618,0.24570282,3.26371272,2.35120350,1.84269283,0.00000000
-5.98799400,5.21887194,0.02835541,0.92771559,0.24605918,3.23937405,2.34705664,1.84858294,0.00000000
-5.98199100,5.20568304,0.02832424,0.92695020,0.24658630,3.20940619,2.34110316,1.85321325,0.00000000
-5.97598799,5.18774203,0.02834157,0.92529050,0.24724076,3.17406075,2.33325447,1.85634432,0.00000000
-5.96998499,5.16479456,0.02840249,0.92270154,0.24797137,3.13367543,2.32342624,1.85775486,0.00000000
-5.96398199,5.13663785,0.02850077,0.91915325,0.24872116,3.08866275,2.31154489,1.85725229,0.00000000
-5.95797899,5.10313535,0.02862903,0.91462103,0.24942967,3.03949782,2.29755475,1.85468293,0.00000000
-5.95197599,5.06423113,0.02877899,0.90908664,0.25003545,2.98670532,2.28142553,1.84994133,0.00000000
-5.94597299,5.01996288,0.02894179,0.90253935,0.25047863,2.93084653,2.26315976,1.84297814,0.00000000
-5.93996998,4.97047280,0.02910828,0.89497727,0.25070358,2.87250644,2.24279938,1.83380602,0.00000000
-5.93396698,4.91601505,0.02926930,0.88640860,0.25066130,2.81228136,2.22043119,1.82250321,0.00000000
-5.92796398,4.85695912,0.02941607,0.87685282,0.25031168,2.75076720,2.19619042,1.80921425,0.00000000
-5.92196098,4.79378815,0.02954040,0.86634151,0.24962524,2.68854843,2.17026197,1.79414765,0.00000000
-5.91595798,4.72709183,0.02963501,0.85491885,0.24858452,2.62618786,2.14287907,1.77757051,0.00000000
-5.90995498,4.65755354,0.02969370,0.84264140,0.24718483,2.56421721,2.11431898,1.75980000,0.00000000
-5.90395198,4.58593207,0.02971152,0.82957748,0.24543440,2.50312853,2.08489583,1.74119219,0.00000000
-5.89794897,4.51303841,0.02968484,0.81580578,0.24335399,2.44336664,2.05495077,1.72212846,0.00000000
-5.89194597,4.43970855,0.02961141,0.80141345,0.24097577,2.38532246,2.02483976,1.70300037,0.00000000
-5.88594297,4.36677371,0.02949029,0.78649371,0.23834179,2.32932771,1.99491969,1.68419344,0.00000000
-5.87993997,4.29502947,0.02932175,0.77114306,0.23550195,2.27565090,1.96553355,1.66607106,0.00000000
-5.87393697,4.22520565,0.02910715,0.75545837,0.23251157,2.22449495,1.93699545,1.64895907,0.00000000
-5.86793397,4.15793873,0.02884868,0.73953396,0.22942883,2.17599664,1.90957663,1.63313224,0.00000000
-5.86193097,4.09374864,0.02854923,0.72345891,0.22631216,2.13022804,1.88349319,1.61880319,0.00000000
-5.85592796,4.03302148,0.02821208,0.70731489,0.22321760,2.08720006,1.85889657,1.60611468,0.00000000
-5.84992496,3.97599948,0.02784073,0.69117444,0.22019655,2.04686818,1.83586744,1.59513566,0.00000000
-5.84392196,3.92277905,0.02743869,0.67510016,0.21729376,2.00914022,1.81441363,1.58586147,0.00000000
-5.83791896,3.87331741,0.02700932,0.65914462,0.21454584,1.97388610,1.79447235,1.57821831,0.00000000
-5.83191596,3.82744759,0.02655572,0.64335112,0.21198032,1.94094914,1.77591681,1.57207173,0.00000000
-5.82591296,3.78490130,0.02608066,0.62775531,0.20961526,1.91015862,1.75856697,1.56723882,0.00000000
-5.81990995,3.74533831,0.02558658,0.61238747,0.20745951,1.88134296,1.74220395,1.56350352,0.00000000
-5.81390695,3.70838097,0.02507566,0.59727532,0.20551354,1.85434307,1.72658735,1.56063406,0.00000000
-5.80790395,3.67365174,0.02454994,0.58244724,0.20377078,1.82902502,1.71147448,1.55840176,0.00000000
-5.80190095,3.64081165,0.02401142,0.56793553,0.20221943,1.80529166,1.69664043,1.55660001,0.00000000
-5.79589795,3.60959725,0.02346233,0.55377957,0.20084457,1.78309221,1.68189780,1.55506235,0.00000000
-5.78989495,3.57985388,0.02290526,0.54002861,0.19963051,1.76242958,1.66711482,1.55367863,0.00000000
-5.78389195,3.55156297,0.02234341,0.52674394,0.19856316,1.74336470,1.65223071,1.55240817,0.00000000
-5.77788894,3.52486165,0.02178080,0.51400022,0.19763237,1.72601761,1.63726738,1.55128914,0.00000000
-5.77188594,3.50005301,0.02122240,0.50188594,0.19683401,1.71056503,1.62233648,1.55044347,0.00000000
-5.76588294,3.47760626,0.02067429,0.49050272,0.19617172,1.69723445,1.60764125,1.55007679,0.00000000
-5.75987994,3.45814597,0.02014373,0.47996356,0.19565819,1.68629474,1.59347299,1.55047336,0.00000000
-5.75387694,3.44243094,0.01963914,0.47039005,0.19531590,1.67804355,1.58020192,1.55198583,0.00000000
-5.74787394,3.43132291,0.01917010,0.46190850,0.19517719,1.67279211,1.56826293,1.55502035,0.00000000
-5.74187094,3.42574677,0.01874713,0.45464532,0.19528369,1.67084772,1.55813663,1.56001755,0.00000000
-5.73586793,3.42664358,0.01838158,0.44872169,0.19568516,1.67249490,1.55032658,1.56743015,0.00000000
-5.72986493,3.43491890,0.01808529,0.44424780,0.19643751,1.67797586,1.54533381,1.57769824,0.00000000
-5.72386193,3.45138849,0.01787028,0.44131701,0.19760045,1.68747109,1.54362973,1.59122342,0.00000000
-5.71785893,3.47672430,0.01774840,0.43999999,0.19923448,1.70108119,1.54562879,1.60834287,0.00000000
-5.71185593,3.51140326,0.01773087,0.44033942,0.20139758,1.71881055,1.55166227,1.62930484,0.00000000
-5.70585293,3.55566159,0.01782789,0.44234524,0.20414168,1.74055392,1.56195442,1.65424668,0.00000000
-5.69984992,3.60945707,0.01804820,0.44599092,0.20750899,1.76608666,1.57660229,1.68317660,0.00000000
-5.69384692,3.67244143,0.01839867,0.45121083,0.21152852,1.79505910,1.59556025,1.71596022,0.00000000
-5.68784392,3.74394466,0.01888396,0.45789895,0.21621280,1.82699579,1.61863012,1.75231280,0.00000000
-5.68184092,3.82297243,0.01950616,0.46590909,0.22155507,1.86129983,1.64545754,1.79179771,0.00000000
-5.67583792,3.90821741,0.02026459,0.47505655,0.22752718,1.89726242,1.67553493,1.83383151,0.00000000
-5.66983492,3.99808458,0.02115564,0.48512138,0.23407813,1.93407753,1.70821111,1.87769575,0.00000000
-5.66383192,4.09072986,0.02217268,0.49585311,0.24113360,1.97086148,1.74270744,1.92255518,0.00000000
-5.65782891,4.18411114,0.02330618,0.50697680,0.24859643,2.00667669,1.77813977,1.96748184,0.00000000
-5.65182591,4.27604968,0.02454379,0.51820027,0.25634813,2.04055906,1.81354567,2.01148425,0.00000000
-5.64582291,4.36429984,0.02587066,0.52922226,0.26425140,2.07154787,1.84791570,2.05354049,0.00000000
-5.63981991,4.44662427,0.02726973,0.53974116,0.27215367,2.09871712,1.88022753,2.09263397,0.00000000
-5.63381691,4.52087155,0.02872227,0.54946416,0.27989143,2.12120711,1.90948163,2.12779033,0.00000000
-5.62781391,4.58505306,0.03020827,0.55811615,0.28729538,2.13825499,1.93473694,2.15811394,0.00000000
-5.62181091,4.63741578,0.03170713,0.56544840,0.29419604,2.14922284,1.95514516,2.18282247,0.00000000
-5.61580790,4.67650788,0.03319813,0.57124630,0.30042967,2.15362218,1.96998204,2.20127779,0.00000000
-5.60980490,4.70123411,0.03466110,0.57533609,0.30584428,2.15113376,1.97867456,2.21301201,0.00000000
-5.60380190,4.71089855,0.03607696,0.57759017,0.31030533,2.14162152,1.98082264,2.21774739,0.00000000
-5.59779890,4.70523272,0.03742824,0.57793073,0.31370104,2.12514029,1.97621465,2.21540905,0.00000000
-5.59179590,4.68440781,0.03869952,0.57633165,0.31594688,2.10193647,1.96483584,2.20613003,0.00000000
-5.58579290,4.64903028,0.03987785,0.57281851,0.31698910,2.07244179,1.94686969,2.19024832,0.00000000
-5.57978989,4.60012110,0.04095297,0.56746668,0.31680715,2.03726021,1.92269179,2.16829597,0.00000000
-5.57378689,4.53907960,0.04191753,0.56039765,0.31541479,1.99714850,1.89285691,2.14098077,0.00000000
-5.56778389,4.46763345,0.04276710,0.55177376,0.31285987,1.95299126,1.85807970,2.10916135,0.00000000
-5.56178089,4.38777709,0.04350018,0.54179148,0.30922275,1.90577144,1.81921005,2.07381677,0.00000000
-5.55577789,4.30170158,0.04411807,0.53067370,0.30461351,1.85653773,1.77720416,2.03601198,0.00000000
-5.54977489,4.21171886,0.04462462,0.51866128,0.29916797,1.80637006,1.73309281,1.99686088,0.00000000
-5.54377189,4.12018400,0.04502600,0.50600423,0.29304277,1.75634481,1.68794807,1.95748840,0.00000000
-5.53776888,4.02941883,0.04533036,0.49295299,0.28640980,1.70750130,1.64285010,1.91899362,0.00000000
-5.53176588,3.94164043,0.04554751,0.47975016,0.27945013,1.66081073,1.59885531,1.88241524,0.00000000
