energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-6.00000000,3.32410998,-3.98961126,0.04386916,-0.05290041,0.28030186,-0.16346042,0.45844751,-0.76039012,0.44353635,-0.28914206,0.44138020,-0.81572534,0.29119746,-0.21618714,0.10881604,-0.10771501,1.46872767,-2.19888315
-5.99399700,3.24167731,-3.88670240,0.04248058,-0.05197575,0.27865796,-0.16102620,0.44511477,-0.72121230,0.43624431,-0.27917643,0.42098183,-0.81083069,0.28771194,-0.21607850,0.10654793,-0.10421458,1.42232965,-2.14458079
-5.98799400,3.15800453,-3.78632748,0.04101325,-0.05099852,0.27618191,-0.15882545,0.43355910,-0.68539771,0.42817054,-0.26971694,0.40151299,-0.80405213,0.28374787,-0.21561333,0.10405114,-0.10085939,1.37680464,-2.09080474
-5.98199100,3.07344885,-3.68718157,0.03947304,-0.04995240,0.27285564,-0.15680137,0.42387999,-0.65254586,0.41932823,-0.26069383,0.38312624,-0.79513827,0.27932652,-0.21475042,0.10132551,-0.09761817,1.33240768,-2.03685350
-5.97598799,2.98835297,-3.58825324,0.03786624,-0.04882619,0.26867507,-0.15491255,0.41615293,-0.62229755,0.40974362,-0.25205151,0.36594136,-0.78392630,0.27447408,-0.21347384,0.09837324,-0.09446392,1.28935561,-1.98219118
-5.96998499,2.90305303,-3.48888080,0.03619970,-0.04761426,0.26365178,-0.15313574,0.41042659,-0.59434994,0.39945744,-0.24375285,0.35004586,-0.77035169,0.26922269,-0.21179495,0.09519957,-0.09137553,1.24782909,-1.92647725
-5.96398199,2.81788759,-3.38878871,0.03448096,-0.04631676,0.25781420,-0.15146760,0.40672130,-0.56846747,0.38852596,-0.23578222,0.33549659,-0.75445319,0.26361102,-0.20975321,0.09181342,-0.08833908,1.20797604,-1.86958537
-5.95797899,2.73320597,-3.28810269,0.03271842,-0.04493951,0.25120834,-0.14992541,0.40502827,-0.54448815,0.37702168,-0.22814702,0.32232194,-0.73637289,0.25768460,-0.20741574,0.08822785,-0.08534854,1.16991572,-1.81161067
-5.95197599,2.64937476,-3.18734300,0.03092141,-0.04349374,0.24389787,-0.14854651,0.40530976,-0.52232528,0.36503338,-0.22087786,0.31052465,-0.71635143,0.25149560,-0.20487540,0.08446051,-0.08240613,1.13374276,-1.75286526
-5.94597299,2.56678166,-3.08739659,0.02910015,-0.04199549,0.23596362,-0.14738669,0.40749988,-0.50196477,0.35266554,-0.21402717,0.30008481,-0.69471867,0.24510218,-0.20224769,0.08053371,-0.07952207,1.09953088,-1.69386233
-5.93996998,2.48583606,-2.98946972,0.02726572,-0.04046480,0.22750245,-0.14651745,0.41150614,-0.48345846,0.34003710,-0.20766649,0.29096300,-0.67188023,0.23856738,-0.19966639,0.07647444,-0.07671391,1.06733577,-1.63528990
-5.93396698,2.40696652,-2.89502368,0.02542993,-0.03892475,0.21862545,-0.14602227,0.41721160,-0.46691374,0.32727956,-0.20188250,0.28310330,-0.64830069,0.23195769,-0.19727809,0.07231405,-0.07400538,1.03719717,-1.57797561
-5.92796398,2.33061535,-2.80569686,0.02360510,-0.03740034,0.20945575,-0.14599211,0.42447776,-0.45248044,0.31453460,-0.19677199,0.27643636,-0.62448429,0.22534136,-0.19523597,0.06808778,-0.07142488,1.00914019,-1.52284441
-5.92196098,2.25723108,-2.72321713,0.02180382,-0.03591734,0.20012586,-0.14652025,0.43314828,-0.44033545,0.30195128,-0.19243609,0.27088219,-0.60095394,0.21878652,-0.19369297,0.06383406,-0.06900375,0.98317605,-1.47087128
-5.91595798,2.18725981,-2.64930878,0.02003870,-0.03450104,0.19077481,-0.14769681,0.44305342,-0.43066595,0.28968299,-0.18897403,0.26635292,-0.57822959,0.21235944,-0.19279463,0.05959363,-0.06677426,0.95930258,-1.42303129
-5.90995498,2.12113630,-2.58559854,0.01832200,-0.03317510,0.18154511,-0.14960308,0.45401544,-0.42365220,0.27788434,-0.18647668,0.26275551,-0.55680702,0.20612291,-0.19267204,0.05540862,-0.06476761,0.93750487,-1.38024941
-5.90395198,2.05927605,-2.53352505,0.01666542,-0.03196044,0.17257977,-0.15230600,0.46585496,-0.41945048,0.26670810,-0.18502035,0.25999437,-0.53713776,0.20013485,-0.19343500,0.05132145,-0.06301189,0.91775635,-1.34335239
-5.89794897,2.00206909,-2.49425591,0.01507978,-0.03087432,0.16401946,-0.15585305,0.47839806,-0.41817716,0.25630239,-0.18466095,0.25797408,-0.51961115,0.19444744,-0.19516601,0.04737380,-0.06153020,0.90002064,-1.31302495
-5.89194597,1.94987613,-2.46861626,0.01357476,-0.02992955,0.15599993,-0.16026780,0.49148423,-0.41989458,0.24680821,-0.18542895,0.25660202,-0.50453922,0.18910660,-0.19791502,0.04360558,-0.06033903,0.88425443,-1.28977215
-5.88594297,1.90302760,-2.45703199,0.01215878,-0.02913392,0.14864972,-0.16554627,0.50497487,-0.42459924,0.23835726,-0.18732541,0.25579115,-0.49214493,0.18415203,-0.20169554,0.04005393,-0.05944691,0.87041132,-1.27388964
-5.87993997,1.86182528,-2.45949004,0.01083876,-0.02848988,0.14208836,-0.17165441,0.51876207,-0.43221303,0.23107029,-0.19031910,0.25546270,-0.48255424,0.17961765,-0.20648204,0.03675240,-0.05885341,0.85844659,-1.26544308
