energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-5.90995498,2.18398049,0.28954879,1.64816473,0.00124398,0.12079571,0.00966458,0.15751629,0.31787310,0.14273601
-5.90395198,2.12485009,0.28288839,1.60546200,0.00122006,0.11632556,0.00913558,0.15385777,0.30717158,0.13768552
-5.89794897,2.06217610,0.27624040,1.55927208,0.00120091,0.11177273,0.00864121,0.15027382,0.29630735,0.13282778
-5.89194597,1.99670637,0.26962187,1.51024154,0.00118772,0.10715644,0.00818450,0.14679938,0.28531084,0.12817695
-5.88594297,1.92932456,0.26306680,1.45911650,0.00118169,0.10250654,0.00776920,0.14347652,0.27424954,0.12375482
-5.87993997,1.86102656,0.25662467,1.40672208,0.00118407,0.09786298,0.00739982,0.14035346,0.26322569,0.11959063
-5.87393697,1.79289341,0.25035822,1.35393952,0.00119606,0.09327502,0.00708173,0.13748328,0.25237273,0.11572052
-5.86793397,1.72606194,0.24434074,1.30168196,0.00121881,0.08879999,0.00682113,0.13492254,0.24185112,0.11218681
-5.86193097,1.66169499,0.23865316,1.25087033,0.00125331,0.08450187,0.00662503,0.13272973,0.23184347,0.10903709
-5.85592796,1.60095242,0.23338105,1.20241028,0.00130042,0.08044966,0.00650114,0.13096394,0.22254948,0.10632332
-5.84992496,1.54496445,0.22861183,1.15717114,0.00136077,0.07671568,0.00645779,0.12968353,0.21418084,0.10410092
-5.84392196,1.49480815,0.22443236,1.11596780,0.00143472,0.07337388,0.00650376,0.12894510,0.20695625,0.10242789
-5.83791896,1.45148794,0.22092699,1.07954588,0.00152234,0.07049813,0.00664813,0.12880264,0.20109684,0.10136417
-5.83191596,1.41592046,0.21817622,1.04857058,0.00162340,0.06816074,0.00690005,0.12930697,0.19682207,0.10097097
-5.82591296,1.38892383,0.21625583,1.02361914,0.00173729,0.06643099,0.00726855,0.13050539,0.19434602,0.10131033
-5.81990995,1.37121101,0.21523668,1.00517668,0.00186304,0.06537390,0.00776228,0.13244159,0.19387440,0.10244474
-5.81390695,1.36338684,0.21518481,0.99363509,0.00199936,0.06504921,0.00838927,0.13515565,0.19560194,0.10443677
-5.80790395,1.36594790,0.21616193,0.98929428,0.00214459,0.06551040,0.00915666,0.13868412,0.19971029,0.10734873
-5.80190095,1.37928453,0.21822609,0.99236529,0.00229676,0.06680405,0.01007043,0.14306019,0.20636627,0.11124219
-5.79589795,1.40368402,0.22143229,1.00297444,0.00245363,0.06896922,0.01113512,0.14831373,0.21572044,0.11617745
-5.78989495,1.43933415,0.22583301,1.02116806,0.00261275,0.07203705,0.01235360,0.15447121,0.22790572,0.12221266
-5.78389195,1.48632658,0.23147839,1.04691706,0.00277148,0.07603042,0.01372681,0.16155556,0.24303625,0.12940289
-5.77788894,1.54465933,0.23841610,1.08012114,0.00292714,0.08096378,0.01525353,0.16958571,0.26120610,0.13779875
-5.77188594,1.61423811,0.24669067,1.12061211,0.00307701,0.08684306,0.01693020,0.17857609,0.28248797,0.14744489
-5.76588294,1.69487649,0.25634239,1.16815649,0.00321846,0.09366566,0.01875081,0.18853584,0.30693178,0.15837818
-5.75987994,1.78629483,0.26740573,1.22245715,0.00334901,0.10142057,0.02070678,0.19946795,0.33456303,0.17062578
-5.75387694,1.88811834,0.27990734,1.28315429,0.00346644,0.11008861,0.02278698,0.21136835,0.36538115,0.18420299
-5.74787394,1.99987467,0.29386377,1.34982605,0.00356882,0.11964271,0.02497778,0.22422487,0.39935758,0.19911121
-5.74187094,2.12099157,0.30927893,1.42198903,0.00365461,0.13004831,0.02726319,0.23801637,0.43643390,0.21533589
-5.73586793,2.25079506,0.32614156,1.49909903,0.00372270,0.14126390,0.02962506,0.25271187,0.47651984,0.23284472
-5.72986493,2.38850881,0.34442274,1.58055250,0.00377245,0.15324162,0.03204345,0.26826994,0.51949143,0.25158612
-5.72386193,2.53325505,0.36407369,1.66568892,0.00380372,0.16592786,0.03449697,0.28463817,0.56518917,0.27148816
-5.71785893,2.68405758,0.38502391,1.75379441,0.00381684,0.17926400,0.03696325,0.30175303,0.61341663,0.29245798
-5.71185593,2.83984698,0.40717984,1.84410671,0.00381267,0.19318713,0.03941946,0.31953983,0.66393922,0.31438183
-5.70585293,2.99946838,0.43042410,1.93582165,0.00379250,0.20763075,0.04184290,0.33791303,0.71648360,0.33712572
-5.69984992,3.16169156,0.45461544,2.02810107,0.00375804,0.22252538,0.04421152,0.35677676,0.77073762,0.36053675
-5.69384692,3.32522358,0.47958939,2.12008212,0.00371139,0.23779923,0.04650458,0.37602550,0.82635112,0.38444517
-5.68784392,3.48872342,0.50515964,2.21088782,0.00365492,0.25337862,0.04870317,0.39554499,0.88293750,0.40866696
-5.68184092,3.65081863,0.53112017,2.29963855,0.00359125,0.26918835,0.05079074,0.41521326,0.94007643,0.43300708
-5.67583792,3.81012343,0.55724806,2.38546434,0.00352313,0.28515200,0.05275354,0.43490171,0.99731755,0.45726315
-5.66983492,3.96525794,0.58330695,2.46751766,0.00345339,0.30119203,0.05458101,0.45447632,1.05418548,0.48122949
-5.66383192,4.11486816,0.60905099,2.54498640,0.00338484,0.31722981,0.05626600,0.47379888,1.11018592,0.50470137
-5.65782891,4.25764618,0.63422934,2.61710673,0.00332021,0.33318562,0.05780493,0.49272817,1.16481296,0.52747936
-5.65182591,4.39235028,0.65859092,2.68317574,0.00326206,0.34897854,0.05919775,0.51112132,1.21755742,0.54937355
-5.64582291,4.51782448,0.68188942,2.74256333,0.00321273,0.36452640,0.06044788,0.52883501,1.26791616,0.57020755
-5.63981991,4.63301702,0.70388833,2.79472336,0.00317429,0.37974580,0.06156187,0.54572683,1.31540194,0.58982205
-5.63381691,4.73699751,0.72436596,2.83920363,0.00314844,0.39455217,0.06254910,0.56165663,1.35955370,0.60807787
-5.62781391,4.82897232,0.74312019,2.87565458,0.00313656,0.40885998,0.06342124,0.57648795,1.39994680,0.62485833
-5.62181091,4.90829775,0.75997290,2.90383635,0.00313960,0.42258320,0.06419171,0.59008952,1.43620288,0.64007086
-5.61580790,4.97449064,0.77477382,2.92362410,0.00315812,0.43563586,0.06487501,0.60233684,1.46799882,0.65364783
-5.60980490,5.02723619,0.78740389,2.93501128,0.00319224,0.44793284,0.06548610,0.61311389,1.49507453,0.66554655
-5.60380190,5.06639259,0.79777774,2.93811067,0.00324166,0.45939090,0.06603967,0.62231484,1.51723910,0.67574844
-5.59779890,5.09199220,0.80584541,2.93315311,0.00330568,0.46992979,0.06654947,0.62984589,1.53437493,0.68425745
-5.59179590,5.10423929,0.81159323,2.92048364,0.00338318,0.47947362,0.06702772,0.63562705,1.54643981,0.69109785
-5.58579290,5.10350406,0.81504368,2.90055520,0.00347269,0.48795220,0.06748454,0.63959402,1.55346655,0.69631146
-5.57978989,5.09031321,0.81625442,2.87391971,0.00357239,0.49530249,0.06792745,0.64169982,1.55556041,0.69995441
-5.57378689,5.06533705,0.81531641,2.84121675,0.00368016,0.50147006,0.06836105,0.64191647,1.55289423,0.70209386
-5.56778389,5.02937364,0.81235121,2.80316000,0.00379364,0.50641037,0.06878679,0.64023632,1.54570163,0.70280446
-5.56178089,4.98333024,0.80750763,2.76052177,0.00391027,0.51009002,0.06920281,0.63667323,1.53426862,0.70216509
-5.55577789,4.92820275,0.80095776,2.71411596,0.00402733,0.51248779,0.06960403,0.63126333,1.51892401,0.70025585
-5.54977489,4.86505381,0.79289262,2.66477996,0.00414204,0.51359548,0.06998229,0.62406553,1.50002914,0.69715548
-5.54377189,4.79499020,0.78351757,2.61335608,0.00425161,0.51341855,0.07032662,0.61516150,1.47796757,0.69293944
-5.53776888,4.71914051,0.77304764,2.56067305,0.00435328,0.51197644,0.07062371,0.60465531,1.45313520,0.68767861
-5.53176588,4.63863370,0.76170301,2.50752824,0.00444446,0.50930281,0.07085836,0.59267257,1.42593121,0.68143871
-5.52576288,4.55457947,0.74970470,2.45467132,0.00452271,0.50544540,0.07101411,0.57935913,1.39675057,0.67428056
-5.51975988,4.46805093,0.73727074,2.40278975,0.00458590,0.50046582,0.07107392,0.56487932,1.36597808,0.66626096
-5.51375688,4.38007028,0.72461281,2.35249684,0.00463220,0.49443905,0.07102084,0.54941382,1.33398437,0.65743426
-5.50775388,4.29159772,0.71193352,2.30432257,0.00466019,0.48745290,0.07083876,0.53315711,1.30112387,0.64785449
-5.50175088,4.20352391,0.69942425,2.25870761,0.00466887,0.47960726,0.07051311,0.51631460,1.26773456,0.63757774
-5.49574787,4.11666574,0.68726366,2.21600061,0.00465773,0.47101315,0.07003150,0.49909950,1.23413937,0.62666490
-5.48974487,4.03176534,0.67561669,2.17645868,0.00462676,0.46179180,0.06938438,0.48172941,1.20064885,0.61518422
-5.48374187,3.94949177,0.66463409,2.14025093,0.00457649,0.45207338,0.06856550,0.46442277,1.16756451,0.60321377
-5.47773887,3.87044473,0.65445222,2.10746466,0.00450796,0.44199568,0.06757234,0.44739523,1.13518251,0.59084336
-5.47173587,3.79515960,0.64519313,2.07811371,0.00442273,0.43170251,0.06640639,0.43085588,1.10379694,0.57817598
-5.46573287,3.72411288,0.63696456,2.05214845,0.00432287,0.42134193,0.06507326,0.41500361,1.07370223,0.56532829
-5.45972986,3.65772720,0.62986001,2.02946658,0.00421087,0.41106407,0.06358266,0.40002349,1.04519419,0.55243033
-5.45372686,3.59637518,0.62395846,2.00992423,0.00408966,0.40101884,0.06194826,0.38608326,1.01856925,0.53962421
-5.44772386,3.54038133,0.61932382,1.99334657,0.00396249,0.39135320,0.06018732,0.37333013,0.99412162,0.52706175
-5.44172086,3.49002155,0.61600409,1.97953736,0.00383289,0.38220825,0.05832026,0.36188785,0.97213837,0.51490130
-5.43571786,3.44552013,0.61402999,1.96828695,0.00370460,0.37371610,0.05637010,0.35185411,0.95289225,0.50330355
-5.42971486,3.40704405,0.61341351,1.95937841,0.00358150,0.36599657,0.05436174,0.34329854,0.93663283,0.49242676
-5.42371186,3.37469503,0.61414605,1.95259157,0.00346749,0.35915390,0.05232127,0.33626110,0.92357601,0.48242151
-5.41770885,3.34849989,0.61619667,1.94770494,0.00336648,0.35327351,0.05027517,0.33075126,0.91389271,0.47342517
-5.41170585,3.32840004,0.61951037,1.94449585,0.00328226,0.34841910,0.04824951,0.32674779,0.90769738,0.46555647
-5.40570285,3.31424108,0.62400684,1.94273883,0.00321848,0.34463011,0.04626925,0.32419938,0.90503697,0.45891045
-5.39969985,3.30576358,0.62957968,1.94220307,0.00317858,0.34191972,0.04435750,0.32302603,0.90588124,0.45355400
-5.39369685,3.30259630,0.63609646,1.94264921,0.00316573,0.34027368,0.04253495,0.32312132,0.91011519,0.44952230
-5.38769385,3.30425270,0.64339975,1.94382611,0.00318281,0.33964992,0.04081935,0.32435538,0.91753421,0.44681646
-5.38169085,3.31013173,0.65130918,1.94546834,0.00323236,0.33997910,0.03922518,0.32657871,0.92784260,0.44540231
-5.37568784,3.31952354,0.65962462,1.94729461,0.00331658,0.34116616,0.03776336,0.32962657,0.94065579,0.44521075
-5.36968484,3.33162033,0.66813054,1.94900777,0.00343727,0.34309290,0.03644121,0.33332392,0.95550647,0.44613931
-5.36368184,3.34553229,0.67660122,1.95029658,0.00359587,0.34562135,0.03526242,0.33749064,0.97185455,0.44805528
-5.35767884,3.36030826,0.68480695,1.95083919,0.00379342,0.34859808,0.03422724,0.34194698,0.98910079,0.45079984
-5.35167584,3.37496026,0.69252059,1.95030851,0.00403053,0.35185903,0.03333273,0.34651880,1.00660354,0.45419341
-5.34567284,3.38849076,0.69952452,1.94837891,0.00430743,0.35523480,0.03257307,0.35104268,1.02369781,0.45804160
-5.33966983,3.39992138,0.70561739,1.94473413,0.00462390,0.35855615,0.03193994,0.35537027,1.03971609,0.46214171
-5.33366683,3.40832158,0.71062047,1.93907569,0.00497931,0.36165931,0.03142295,0.35937215,1.05400971,0.46628936
-5.32766383,3.41283560,0.71438312,1.93113135,0.00537260,0.36439108,0.03101007,0.36294061,1.06596986,0.47028484
-5.32166083,3.41270645,0.71678722,1.92066296,0.00580229,0.36661330,0.03068805,0.36599152,1.07504730,0.47393910
-5.31565783,3.40729558,0.71775022,1.90747317,0.00626644,0.36820648,0.03044280,0.36846509,1.08076977,0.47707885
-5.30965483,3.39609713,0.71722676,1.89141067,0.00676272,0.36907265,0.03025976,0.37032550,1.08275632,0.47955075
-5.30365183,3.37874635,0.71520872,1.87237332,0.00728837,0.36913702,0.03012422,0.37155960,1.08072803,0.48122442
-5.29764882,3.35502190,0.71172381,1.85030943,0.00784029,0.36834867,0.03002157,0.37217467,1.07451460,0.48199436
-5.29164582,3.32484210,0.70683287,1.82521677,0.00841501,0.36668022,0.02993757,0.37219540,1.06405667,0.48178057
-5.28564282,3.28825599,0.70062609,1.79713972,0.00900879,0.36412648,0.02985850,0.37166051,1.04940395,0.48052814
-5.27963982,3.24542989,0.69321850,1.76616483,0.00961764,0.36070240,0.02977136,0.37061896,1.03070949,0.47820594
-5.27363682,3.19663091,0.68474501,1.73241516,0.01023745,0.35644040,0.02966402,0.36912630,1.00822040,0.47480446
-5.26763382,3.14220855,0.67535550,1.69604394,0.01086401,0.35138732,0.02952533,0.36724118,0.98226588,0.47033328
-5.26163082,3.08257593,0.66521016,1.65722814,0.01149312,0.34560120,0.02934525,0.36502240,0.95324314,0.46481818
-5.25562781,3.01819202,0.65447548,1.61616236,0.01212068,0.33914821,0.02911504,0.36252650,0.92160209,0.45829833
-5.24962481,2.94954584,0.64332112,1.57305359,0.01274273,0.33209971,0.02882732,0.35980627,0.88782956,0.45082359
-5.24362181,2.87714370,0.63191763,1.52811714,0.01335557,0.32452988,0.02847622,0.35690991,0.85243384,0.44245231
-5.23761881,2.80149989,0.62043532,1.48157390,0.01395575,0.31651379,0.02805754,0.35388107,0.81593013,0.43324951
-5.23161581,2.72313097,0.60904390,1.43364907,0.01454014,0.30812604,0.02756881,0.35075959,0.77882749,0.42328567
-5.22561281,2.64255351,0.59791283,1.38457216,0.01510591,0.29944001,0.02700938,0.34758275,0.74161756,0.41263605
-5.21960980,2.56028471,0.58721220,1.33457798,0.01565053,0.29052764,0.02638049,0.34438691,0.70476529,0.40138047
-5.21360680,2.47684486,0.57711356,1.28390845,0.01617169,0.28145951,0.02568526,0.34120923,0.66870181,0.38960340
-5.20760380,2.39276098,0.56779048,1.23281445,0.01666726,0.27230530,0.02492863,0.33808932,0.63381911,0.37739430
-5.20160080,2.30857010,0.55941854,1.18155752,0.01713521,0.26313428,0.02411727,0.33507050,0.60046656,0.36484787
-5.19559780,2.22482137,0.55217415,1.13041078,0.01757348,0.25401579,0.02325941,0.33220049,0.56894877,0.35206424
-5.18959480,2.14207589,0.54623232,1.07965870,0.01797992,0.24501941,0.02236459,0.32953139,0.53952462,0.33914866
-5.18359180,2.06090359,0.54176285,1.02959539,0.01835218,0.23621496,0.02144340,0.32711886,0.51240692,0.32621089
-5.17758879,1.98187656,0.53892519,0.98052124,0.01868763,0.22767187,0.02050717,0.32502033,0.48776259,0.31336388
-5.17158579,1.90555893,0.53786194,0.93273795,0.01898333,0.21945822,0.01956756,0.32329255,0.46571297,0.30072192
-5.16558279,1.83249339,0.53869130,0.88654190,0.01923599,0.21163927,0.01863622,0.32198834,0.44633404,0.28839829
-5.15957979,1.76318503,0.54149877,0.84221638,0.01944201,0.20427559,0.01772444,0.32115286,0.42965670,0.27650232
-5.15357679,1.69808346,0.54632869,0.80002293,0.01959751,0.19742086,0.01684272,0.32081960,0.41566680,0.26513624
-5.14757379,1.63756417,0.55317608,0.76019236,0.01969849,0.19111954,0.01600051,0.32100639,0.40430531,0.25439180
-5.14157079,1.58191074,0.56197946,0.72291608,0.01974088,0.18540455,0.01520592,0.32171171,0.39546865,0.24434706
-5.13556778,1.53129892,0.57261518,0.68833823,0.01972081,0.18029509,0.01446548,0.32291163,0.38900938,0.23506334
-5.12956478,1.48578407,0.58489389,0.65654930,0.01963470,0.17579489,0.01378401,0.32455752,0.38473760,0.22658286
-5.12356178,1.44529308,0.59855963,0.62758162,0.01947956,0.17189094,0.01316456,0.32657501,0.38242323,0.21892692
-5.11755878,1.40962154,0.61329170,0.60140725,0.01925310,0.16855290,0.01260844,0.32886406,0.38179934,0.21209507
-5.11155578,1.37843682,0.62870982,0.57793835,0.01895399,0.16573326,0.01211524,0.33130048,0.38256675,0.20606519
-5.10555278,1.35128722,0.64438232,0.55703027,0.01858197,0.16336832,0.01168303,0.33373879,0.38439987,0.20079462
-5.09954977,1.32761711,0.65983722,0.53848720,0.01813801,0.16137995,0.01130858,0.33601634,0.38695381,0.19622233
-5.09354677,1.30678725,0.67457604,0.52207018,0.01762437,0.15967812,0.01098756,0.33795859,0.38987262,0.19227190
-5.08754377,1.28809976,0.68808950,0.50750708,0.01704461,0.15816402,0.01071487,0.33938526,0.39279841,0.18885549
-5.08154077,1.27082621,0.69987473,0.49450408,0.01640361,0.15673379,0.01048491,0.34011710,0.39538106,0.18587825
-5.07553777,1.25423771,0.70945298,0.48275801,0.01570743,0.15528238,0.01029189,0.33998297,0.39728812,0.18324326
-5.06953477,1.23763533,0.71638712,0.47196900,0.01496321,0.15370776,0.01013010,0.33882674,0.39821459,0.18085651
-5.06353177,1.22037942,0.72029813,0.46185273,0.01417900,0.15191483,0.00999416,0.33651389,0.39789199,0.17863194
-5.05752876,1.20191633,0.72087960,0.45215176,0.01336353,0.14981924,0.00987923,0.33293727,0.39609642,0.17649600
-5.05152576,1.18180132,0.71790970,0.44264524,0.01252595,0.14735057,0.00978114,0.32802179,0.39265524,0.17439182
-5.04552276,1.15971650,0.71125998,0.43315680,0.01167565,0.14445505,0.00969654,0.32172787,0.38745202,0.17228253
-5.03951976,1.13548316,0.70090054,0.42356010,0.01082194,0.14109748,0.00962292,0.31405342,0.38042952,0.17015386
-5.03351676,1.10906795,0.68690147,0.41378193,0.00997383,0.13726234,0.00955857,0.30503431,0.37159067,0.16801568
-5.02751376,1.08058295,0.66943034,0.40380285,0.00913985,0.13295411,0.00950261,0.29474328,0.36099746,0.16590270
-5.02151076,1.05027973,0.64874622,0.39365539,0.00832780,0.12819684,0.00945477,0.28328743,0.34876780,0.16387412
-5.01550775,1.01853808,0.62519020,0.38342011,0.00754463,0.12303289,0.00941537,0.27080441,0.33507069,0.16201246
-5.00950475,0.98585008,0.59917328,0.37321972,0.00679631,0.11752110,0.00938510,0.25745752,0.32011973,0.16042159
-5.00350175,0.95280053,0.57116200,0.36321172,0.00608779,0.11173445,0.00936487,0.24343005,0.30416560,0.15922407
-4.99749875,0.92004485,0.54166271,0.35358002,0.00542290,0.10575735,0.00935565,0.22891903,0.28748757,0.15855799
-4.99149575,0.88828542,0.51120505,0.34452585,0.00480443,0.09968274,0.00935835,0.21412876,0.27038468,0.15857345
-4.98549275,0.85824771,0.48032545,0.33625854,0.00423410,0.09360907,0.00937364,0.19926449,0.25316685,0.15942877
-4.97948974,0.83065680,0.44955142,0.32898651,0.00371267,0.08763744,0.00940191,0.18452639,0.23614628,0.16128655
-4.97348674,0.80621548,0.41938693,0.32290872,0.00324005,0.08186887,0.00944316,0.17010403,0.21962949,0.16430974
-4.96748374,0.78558435,0.39029977,0.31820703,0.00281533,0.07640185,0.00949702,0.15617178,0.20391015,0.16865773
-4.96148074,0.76936441,0.36271080,0.31503944,0.00243699,0.07133031,0.00956273,0.14288496,0.18926301,0.17448254
-4.95547774,0.75808247,0.33698567,0.31353455,0.00210296,0.06674186,0.00963922,0.13037706,0.17593886,0.18192505
-4.94947474,0.75217932,0.31342884,0.31378712,0.00181078,0.06271646,0.00972513,0.11875789,0.16416065,0.19111145
-4.94347174,0.75200065,0.29228002,0.31585476,0.00155768,0.05932544,0.00981896,0.10811275,0.15412069,0.20214971
-4.93746873,0.75779056,0.27371274,0.31975580,0.00134075,0.05663082,0.00991912,0.09850245,0.14597886,0.21512618
-4.93146573,0.76968729,0.25783503,0.32546808,0.00115698,0.05468487,0.01002409,0.08996417,0.13986164,0.23010236
-4.92546273,0.78772104,0.24469172,0.33292876,0.00100338,0.05352988,0.01013246,0.08251292,0.13586190,0.24711177
-4.91945973,0.81181347,0.23426826,0.34203498,0.00087703,0.05319805,0.01024307,0.07614360,0.13403919,0.26615700
-4.91345673,0.84177888,0.22649555,0.35264531,0.00077518,0.05371143,0.01035506,0.07083341,0.13442052,0.28720711
-4.90745373,0.87732679,0.22125573,0.36458197,0.00069527,0.05508188,0.01046790,0.06654447,0.13700138,0.31019536
-4.90145073,0.91806602,0.21838848,0.37763382,0.00063497,0.05731110,0.01058143,0.06322665,0.14174695,0.33501751
-4.89544772,0.96351032,0.21769774,0.39156011,0.00059221,0.06039058,0.01069585,0.06082040,0.14859357,0.36153080
-4.88944472,1.01308561,0.21895857,0.40609499,0.00056522,0.06430164,0.01081170,0.05925947,0.15745025,0.38955372
-4.88344172,1.06613912,0.22192414,0.42095283,0.00055252,0.06901544,0.01092979,0.05847360,0.16820046,0.41886688
-4.87743872,1.12195056,0.22633265,0.43583428,0.00055293,0.07449314,0.01105121,0.05839105,0.18070410,0.44921496
-4.87143572,1.17974540,0.23191420,0.45043311,0.00056559,0.08068623,0.01117718,0.05894085,0.19479980,0.48030996
-4.86543272,1.23871041,0.23839749,0.46444374,0.00058996,0.08753699,0.01130909,0.06005504,0.21030761,0.51183573
-4.85942971,1.29801133,0.24551629,0.47756920,0.00062581,0.09497929,0.01144838,0.06167056,0.22703217,0.54345388
-4.85342671,1.35681246,0.25301577,0.48952953,0.00067323,0.10293966,0.01159657,0.06373105,0.24476636,0.57481092
-4.84742371,1.41429786,0.26065837,0.50007022,0.00073261,0.11133869,0.01175520,0.06618840,0.26329550,0.60554652
-4.84142071,1.46969347,0.26822941,0.50897044,0.00080465,0.12009271,0.01192586,0.06900417,0.28240201,0.63530267
-4.83541771,1.52228964,0.27554209,0.51605077,0.00089032,0.12911582,0.01211020,0.07215072,0.30187050,0.66373356
-4.82941471,1.57146298,0.28244190,0.52118000,0.00099090,0.13832211,0.01231000,0.07561221,0.32149314,0.69051561
-4.82341171,1.61669691,0.28881030,0.52428069,0.00110787,0.14762798,0.01252722,0.07938519,0.34107511,0.71535755
-4.81740870,1.65759964,0.29456740,0.52533320,0.00124294,0.15695456,0.01276401,0.08347907,0.36043988,0.73800988
-4.81140570,1.69391885,0.29967372,0.52437790,0.00139799,0.16622993,0.01302286,0.08791608,0.37943415,0.75827344
-4.80540270,1.72555203,0.30413074,0.52151529,0.00157498,0.17539115,0.01330655,0.09273096,0.39793211,0.77600662
-4.79939970,1.75255192,0.30798023,0.51690402,0.00177595,0.18438588,0.01361826,0.09797020,0.41583875,0.79113084
-4.79339670,1.77512629,0.31130234,0.51075681,0.00200286,0.19317346,0.01396153,0.10369076,0.43309197,0.80363401
-4.78739370,1.79363191,0.31421234,0.50333421,0.00225755,0.20172535,0.01434024,0.10995849,0.44966344,0.81357159
-4.78139070,1.80856266,0.31685627,0.49493662,0.00254159,0.21002497,0.01475853,0.11684589,0.46555780,0.82106540
-4.77538769,1.82053195,0.31940541,0.48589468,0.00285624,0.21806666,0.01522077,0.12442960,0.48081043,0.82629971
-4.76938469,1.83025003,0.32204984,0.47655854,0.00320226,0.22585407,0.01573136,0.13278746,0.49548365,0.82951514
-4.76338169,1.83849713,0.32499130,0.46728644,0.00357982,0.23339779,0.01629461,0.14199523,0.50966153,0.83100017
-4.75737869,1.84609323,0.32843560,0.45843296,0.00398842,0.24071255,0.01691454,0.15212315,0.52344356,0.83108077
-4.75137569,1.85386604,0.33258485,0.45033768,0.00442675,0.24781396,0.01759476,0.16323238,0.53693740,0.83010854
-4.74537269,1.86261827,0.33762983,0.44331443,0.00489264,0.25471512,0.01833820,0.17537153,0.55025121,0.82844768
-4.73936968,1.87309588,0.34374286,0.43764184,0.00538298,0.26142323,0.01914703,0.18857332,0.56348588,0.82646156
-4.73336668,1.88595861,0.35107130,0.43355542,0.00589373,0.26793655,0.02002246,0.20285165,0.57672755,0.82449925
-4.72736368,1.90175413,0.35973212,0.43124151,0.00641991,0.27424168,0.02096467,0.21819910,0.59004105,0.82288277
-4.72136068,1.92089711,0.36980772,0.43083321,0.00695564,0.28031166,0.02197274,0.23458503,0.60346437,0.82189552
-4.71535768,1.94365403,0.38134301,0.43240858,0.00749426,0.28610488,0.02304467,0.25195448,0.61700481,0.82177248
-4.70935468,1.97013440,0.39434405,0.43599084,0.00802844,0.29156485,0.02417737,0.27022778,0.63063672,0.82269262
-4.70335168,2.00028891,0.40877819,0.44155064,0.00855034,0.29662114,0.02536683,0.28930102,0.64430123,0.82477378
-4.69734867,2.03391428,0.42457565,0.44901014,0.00905184,0.30119117,0.02660817,0.30904744,0.65790788,0.82807044
-4.69134567,2.07066469,0.44163239,0.45824854,0.00952477,0.30518309,0.02789588,0.32931954,0.67133807,0.83257428
-4.68534267,2.11006910,0.45981431,0.46910880,0.00996113,0.30849932,0.02922394,0.34995208,0.68445009,0.83821764
-4.67933967,2.15155349,0.47896223,0.48140517,0.01035337,0.31104084,0.03058604,0.37076560,0.69708556,0.84487963
-4.67333667,2.19446702,0.49889770,0.49493111,0.01069463,0.31271186,0.03197571,0.39157063,0.70907675,0.85239472
-4.66733367,2.23811075,0.51942914,0.50946718,0.01097901,0.31342457,0.03338648,0.41217214,0.72025444,0.86056318
-4.66133067,2.28176761,0.54035818,0.52478872,0.01120174,0.31310395,0.03481196,0.43237442,0.73045587,0.86916316
-4.65532766,2.32473230,0.56148578,0.54067278,0.01135941,0.31169202,0.03624586,0.45198581,0.73953234,0.87796368
-4.64932466,2.36633974,0.58261798,0.55690431,0.01145004,0.30915168,0.03768199,0.47082355,0.74735606,0.88673792
-4.64332166,2.40599109,0.60357103,0.57328137,0.01147325,0.30546960,0.03911417,0.48871827,0.75382583,0.89527635
