energy_ev,total_up,Cu_p_up,Cu_d_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up
-6.00000000,0.91794339,0.24108608,0.18867633,0.03041985,0.00000000,0.00875117,0.48882558
-5.99399700,0.90415265,0.23995039,0.19003584,0.02768506,0.00000000,0.00868147,0.49657484
-5.98799400,0.89136017,0.23941595,0.19101107,0.02518819,0.00000000,0.00858442,0.50303218
-5.98199100,0.87958431,0.23948913,0.19162822,0.02292104,0.00000000,0.00846052,0.50826827
-5.97598799,0.86888285,0.24018027,0.19193176,0.02087314,0.00000000,0.00831167,0.51240652
-5.96998499,0.85935122,0.24150207,0.19198229,0.01903261,0.00000000,0.00814118,0.51561560
-5.96398199,0.85111743,0.24346720,0.19185376,0.01738703,0.00000000,0.00795373,0.51809995
-5.95797899,0.84433422,0.24608547,0.19163005,0.01592409,0.00000000,0.00775528,0.52008906
-5.95197599,0.83916921,0.24936063,0.19140123,0.01463209,0.00000000,0.00755303,0.52182596
-5.94597299,0.83579388,0.25328719,0.19125972,0.01350038,0.00000000,0.00735535,0.52355558
-5.93996998,0.83437224,0.25784751,0.19129643,0.01251955,0.00000000,0.00717168,0.52551374
-5.93396698,0.83505013,0.26300945,0.19159729,0.01168157,0.00000000,0.00701253,0.52791716
-5.92796398,0.83794606,0.26872480,0.19224013,0.01097982,0.00000000,0.00688944,0.53095513
-5.92196098,0.84314413,0.27492864,0.19329231,0.01040898,0.00000000,0.00681504,0.53478322
-5.91595798,0.85068972,0.28153989,0.19480897,0.00996486,0.00000000,0.00680313,0.53951927
-5.90995498,0.86058806,0.28846293,0.19683209,0.00964425,0.00000000,0.00686878,0.54524182
-5.90395198,0.87280592,0.29559034,0.19939035,0.00944461,0.00000000,0.00702853,0.55199091
-5.89794897,0.88727615,0.30280665,0.20249966,0.00936387,0.00000000,0.00730060,0.55977107
-5.89194597,0.90390470,0.30999292,0.20616439,0.00940010,0.00000000,0.00770514,0.56855623
-5.88594297,0.92257957,0.31703184,0.21037904,0.00955131,0.00000000,0.00826449,0.57829611
-5.87993997,0.94318104,0.32381314,0.21513030,0.00981518,0.00000000,0.00900342,0.58892352
-5.87393697,0.96559234,0.33023891,0.22039932,0.01018884,0.00000000,0.00994940,0.60036222
-5.86793397,0.98970999,0.33622865,0.22616388,0.01066867,0.00000000,0.01113274,0.61253460
-5.86193097,1.01545296,0.34172357,0.23240050,0.01125017,0.00000000,0.01258669,0.62536878
-5.85592796,1.04277016,0.34668998,0.23908623,0.01192781,0.00000000,0.01434739,0.63880462
-5.84992496,1.07164533,0.35112153,0.24620003,0.01269496,0.00000000,0.01645369,0.65279834
-5.84392196,1.10209927,0.35504016,0.25372359,0.01354388,0.00000000,0.01894673,0.66732543
-5.83791896,1.13418885,0.35849562,0.26164173,0.01446566,0.00000000,0.02186934,0.68238162
-5.83191596,1.16800289,0.36156358,0.26994212,0.01545033,0.00000000,0.02526520,0.69798201
