energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-6.00000000,3.73659605,0.01194008,0.80702582,2.72493205,1.71523302,1.00299155,0.00000000
-5.99399700,3.83757016,0.01224343,0.82942080,2.84746218,1.74504756,1.03451714,0.00000000
-5.98799400,3.94007522,0.01250412,0.85509069,2.97650043,1.77752027,1.06249075,0.00000000
-5.98199100,4.04356501,0.01272291,0.88385276,3.11159698,1.81238177,1.08682250,0.00000000
-5.97598799,4.14758753,0.01290147,0.91550017,3.25227792,1.84937448,1.10750348,0.00000000
-5.96998499,4.25177299,0.01304215,0.94980171,3.39803107,1.88825055,1.12459973,0.00000000
-5.96398199,4.35581376,0.01314782,0.98650057,3.54828831,1.92876663,1.13824298,0.00000000
-5.95797899,4.45943787,0.01322166,1.02531259,3.70240558,1.97067614,1.14861883,0.00000000
-5.95197599,4.56237771,0.01326692,1.06592415,3.85964200,2.01371954,1.15595300,0.00000000
-5.94597299,4.66433635,0.01328673,1.10798990,4.01913967,2.05761352,1.16049644,0.00000000
-5.93996998,4.76495362,0.01328390,1.15113088,4.17990592,2.10204003,1.16251018,0.00000000
-5.93396698,4.86377460,0.01326078,1.19493317,4.34079962,2.14663605,1.16225069,0.00000000
-5.92796398,4.96022264,0.01321909,1.23894756,4.50052304,2.19098507,1.15995669,0.00000000
-5.92196098,5.05357923,0.01315992,1.28269042,4.65762065,2.23461119,1.15583793,0.00000000
-5.91595798,5.14297218,0.01308363,1.32564624,4.81048575,2.27697643,1.15006663,0.00000000
-5.90995498,5.22737357,0.01298991,1.36727170,4.95737553,2.31748199,1.14277185,0.00000000
-5.90395198,5.30560795,0.01287785,1.40700167,5.09643480,2.35547350,1.13403706,0.00000000
-5.89794897,5.37637098,0.01274605,1.44425697,5.22572798,2.39025062,1.12390091,0.00000000
-5.89194597,5.43825801,0.01259274,1.47845381,5.34327867,2.42108058,1.11236088,0.00000000
-5.88594297,5.48980133,0.01241597,1.50901473,5.44711568,2.44721538,1.09937959,0.00000000
-5.87993997,5.52951488,0.01221378,1.53538072,5.53532395,2.46791192,1.08489330,0.00000000
-5.87393697,5.55594410,0.01198434,1.55702419,5.60609843,2.48245426,1.06882177,0.00000000
-5.86793397,5.56771890,0.01172620,1.57346226,5.65779921,2.49017713,1.05107925,0.00000000
-5.86193097,5.56360724,0.01143836,1.58426997,5.68900531,2.49048953,1.03158544,0.00000000
-5.85592796,5.54256691,0.01112042,1.58909284,5.69856536,2.48289733,1.01027630,0.00000000
-5.84992496,5.50379320,0.01077269,1.58765839,5.68564284,2.46702405,0.98711367,0.00000000
-5.84392196,5.44676017,0.01039621,1.57978593,5.64975398,2.44262848,0.96209352,0.00000000
-5.83791896,5.37125382,0.00999279,1.56539448,5.59079684,2.40961873,0.93525235,0.00000000
-5.83191596,5.27739557,0.00956498,1.54450813,5.50906993,2.36806162,0.90667139,0.00000000
-5.82591296,5.16565505,0.00911603,1.51725889,5.40527969,2.31818732,0.87647864,0.00000000
-5.81990995,5.03685160,0.00864981,1.48388661,5.28053619,2.26038868,0.84484850,0.00000000
-5.81390695,4.89214435,0.00817071,1.44473598,5.13633681,2.19521540,0.81199929,0.00000000
-5.80790395,4.73301126,0.00768350,1.40025068,4.97453861,2.12336310,0.77818872,0.00000000
-5.80190095,4.56121786,0.00719325,1.35096472,4.79731973,2.04565783,0.74370763,0.00000000
-5.79589795,4.37877685,0.00670516,1.29749136,4.60713139,1.96303644,0.70887234,0.00000000
-5.78989495,4.18790011,0.00622447,1.24050975,4.40664174,1.87652353,0.67401590,0.00000000
-5.78389195,3.99094471,0.00575631,1.18074987,4.19867345,1.78720600,0.63947878,0.00000000
-5.77788894,3.79035495,0.00530564,1.11897613,3.98613718,1.69620585,0.60559928,0.00000000
-5.77188594,3.58860233,0.00487712,1.05597014,3.77196277,1.60465238,0.57270412,0.00000000
-5.76588294,3.38812552,0.00447508,0.99251327,3.55903060,1.51365466,0.54109949,0.00000000
-5.75987994,3.19127217,0.00410343,0.92936934,3.35010515,1.42427508,0.51106305,0.00000000
-5.75387694,3.00024447,0.00376567,0.86726814,3.14777271,1.33750493,0.48283692,0.00000000
-5.74787394,2.81704996,0.00346483,0.80689013,2.95438517,1.25424276,0.45662207,0.00000000
-5.74187094,2.64345914,0.00320349,0.74885269,2.77201136,1.17527588,0.43257423,0.00000000
-5.73586793,2.48097068,0.00298377,0.69369843,2.60239725,1.10126571,0.41080128,0.00000000
-5.72986493,2.33078542,0.00280734,0.64188566,2.44693599,1.03273724,0.39136234,0.00000000
-5.72386193,2.19378929,0.00267548,0.59378139,2.30664821,0.97007256,0.37426843,0.00000000
-5.71785893,2.07054558,0.00258903,0.54965677,2.18217310,0.91350880,0.35948452,0.00000000
-5.71185593,1.96129641,0.00254847,0.50968528,2.07376986,0.86314011,0.34693305,0.00000000
-5.70585293,1.86597294,0.00255387,0.47394338,1.98132940,0.81892355,0.33649854,0.00000000
-5.69984992,1.78421379,0.00260497,0.44241376,1.90439534,0.78068853,0.32803314,0.00000000
-5.69384692,1.71539079,0.00270115,0.41499076,1.84219360,0.74814943,0.32136294,0.00000000
-5.68784392,1.65864113,0.00284141,0.39148805,1.79366933,0.72092077,0.31629462,0.00000000
-5.68184092,1.61290458,0.00302439,0.37164801,1.75752984,0.69853453,0.31262245,0.00000000
-5.67583792,1.57696480,0.00324837,0.35515269,1.73229232,0.68045892,0.31013511,0.00000000
-5.66983492,1.54949313,0.00351123,0.34163587,1.71633457,0.66611815,0.30862233,0.00000000
-5.66383192,1.52909374,0.00381044,0.33069603,1.70794761,0.65491240,0.30788107,0.00000000
-5.65782891,1.51434875,0.00414309,0.32190956,1.70538828,0.64623764,0.30772104,0.00000000
-5.65182591,1.50386199,0.00450584,0.31484415,1.70693071,0.63950455,0.30796954,0.00000000
-5.64582291,1.49630022,0.00489497,0.30907166,1.71091513,0.63415617,0.30847545,0.00000000
-5.63981991,1.49043079,0.00530640,0.30418034,1.71579281,0.62968377,0.30911236,0.00000000
-5.63381691,1.48515467,0.00573568,0.29978594,1.72016608,0.62564058,0.30978086,0.00000000
-5.62781391,1.47953413,0.00617813,0.29554139,1.72282246,0.62165296,0.31040996,0.00000000
-5.62181091,1.47281443,0.00662882,0.29114491,1.72276223,0.61742900,0.31095771,0.00000000
-5.61580790,1.46443922,0.00708271,0.28634624,1.71921898,0.61276414,0.31141110,0.00000000
-5.60980490,1.45405931,0.00753477,0.28095100,1.71167282,0.60754402,0.31178536,0.00000000
-5.60380190,1.44153494,0.00798005,0.27482298,1.69985629,0.60174436,0.31212261,0.00000000
-5.59779890,1.42693185,0.00841381,0.26788455,1.68375319,0.59542826,0.31249011,0.00000000
-5.59179590,1.41051148,0.00883170,0.26011523,1.66359079,0.58874096,0.31297813,0.00000000
-5.58579290,1.39271606,0.00922982,0.25154849,1.63982602,0.58190245,0.31369747,0.00000000
-5.57978989,1.37414940,0.00960488,0.24226724,1.61312653,0.57519836,0.31477679,0.00000000
-5.57378689,1.35555416,0.00995427,0.23239808,1.58434749,0.56896946,0.31635979,0.00000000
-5.56778389,1.33778681,0.01027617,0.22210468,1.55450526,0.56360032,0.31860226,0.00000000
-5.56178089,1.32179121,0.01056959,0.21158062,1.52474881,0.55950756,0.32166912,0.00000000
-5.55577789,1.30857181,0.01083439,0.20104205,1.49633020,0.55712822,0.32573146,0.00000000
-5.54977489,1.29916752,0.01107129,0.19072032,1.47057471,0.55690859,0.33096358,0.00000000
-5.54377189,1.29462702,0.01128180,0.18085501,1.44885182,0.55929397,0.33754025,0.00000000
-5.53776888,1.29598621,0.01146817,0.17168741,1.43254744,0.56471962,0.34563396,0.00000000
-5.53176588,1.30424834,0.01163329,0.16345478,1.42303801,0.57360304,0.35541237,0.00000000
-5.52576288,1.32036701,0.01178055,0.15638524,1.42166669,0.58633783,0.36703602,0.00000000
-5.51975988,1.34523220,0.01191367,0.15069363,1.42972171,0.60328892,0.38065603,0.00000000
-5.51375688,1.37965907,0.01203660,0.14657803,1.44841680,0.62478919,0.39641211,0.00000000
-5.50775388,1.42437915,0.01215332,0.14421708,1.47887322,0.65113720,0.41443061,0.00000000
-5.50175088,1.48003354,0.01226769,0.14376787,1.52210322,0.68259565,0.43482265,0.00000000
-5.49574787,1.54716715,0.01238331,0.14536434,1.57899417,0.71939034,0.45768225,0.00000000
-5.48974487,1.62622356,0.01250339,0.14911603,1.65029301,0.76170905,0.48308438,0.00000000
-5.48374187,1.71753958,0.01263065,0.15510701,1.73659045,0.80970004,0.51108288,0.00000000
-5.47773887,1.82133888,0.01276724,0.16339496,1.83830466,0.86346981,0.54170812,0.00000000
-5.47173587,1.93772431,0.01291468,0.17401024,1.95566421,0.92307973,0.57496439,0.00000000
-5.46573287,2.06666838,0.01307386,0.18695491,2.08869039,0.98854146,0.61082701,0.00000000
-5.45972986,2.20800213,0.01324501,0.20220175,2.23717930,1.05981115,0.64923915,0.00000000
-5.45372686,2.36140237,0.01342774,0.21969320,2.40068416,1.13678235,0.69010843,0.00000000
-5.44772386,2.52637809,0.01362107,0.23934045,2.57849905,1.21927810,0.73330344,0.00000000
-5.44172086,2.70225666,0.01382348,0.26102268,2.76964485,1.30704252,0.77865038,0.00000000
-5.43571786,2.88817102,0.01403298,0.28458654,2.97285911,1.39973247,0.82593001,0.00000000
-5.42971486,3.08304903,0.01424716,0.30984616,3.18659085,1.49690998,0.87487520,0.00000000
-5.42371186,3.28560646,0.01446324,0.33658376,3.40900212,1.59803613,0.92516944,0.00000000
-5.41770885,3.49434469,0.01467814,0.36455086,3.63797723,1.70246706,0.97644649,0.00000000
