energy_ev,total_up,N_s_up,N_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-3.07053527,1.57945007,0.00071977,0.02659685,0.22897930,1.27338322,0.00279460,0.24764772,0.26892701,0.10662842
-3.06453227,1.43502319,0.00066071,0.02385570,0.20774009,1.15195998,0.00265603,0.22404677,0.24989456,0.09880704
-3.05852926,1.29801974,0.00060515,0.02130493,0.18730993,1.03618350,0.00254182,0.20146628,0.23227684,0.09163442
-3.05252626,1.16976053,0.00055404,0.01895781,0.16788340,0.92707564,0.00245539,0.18010065,0.21635484,0.08522081
-3.04652326,1.05130804,0.00050824,0.01682339,0.14961884,0.82544705,0.00239978,0.16010441,0.20236874,0.07965946
-3.04052026,0.94346588,0.00046851,0.01490670,0.13263800,0.73189972,0.00237752,0.14159243,0.19051446,0.07502563
-3.03451726,0.84678585,0.00043553,0.01320896,0.11702699,0.64683601,0.00239057,0.12464125,0.18094118,0.07137601
-3.02851426,0.76158157,0.00040988,0.01172796,0.10283820,0.57047296,0.00244033,0.10929163,0.17375005,0.06874850
-3.02251126,0.68794697,0.00039208,0.01045842,0.09009313,0.50286061,0.00252751,0.09555189,0.16899370,0.06716236
-3.01650825,0.62577870,0.00038255,0.00939246,0.07878585,0.44390324,0.00265215,0.08340189,0.16667667,0.06661865
-3.01050525,0.57480074,0.00038164,0.00852005,0.06888689,0.39338211,0.00281356,0.07279730,0.16675656,0.06710088
-3.00450225,0.53459034,0.00038961,0.00782945,0.06034729,0.35097879,0.00301033,0.06367414,0.16914597,0.06857596
-2.99849925,0.50460410,0.00040666,0.00730763,0.05310274,0.31629793,0.00324029,0.05595315,0.17371510,0.07099538
-2.99249625,0.48420338,0.00043291,0.00694072,0.04707750,0.28888879,0.00350055,0.04954408,0.18029501,0.07429657
-2.98649325,0.47267845,0.00046837,0.00671436,0.04218806,0.26826473,0.00378752,0.04434957,0.18868164,0.07840462
-2.98049025,0.46927104,0.00051299,0.00661403,0.03834648,0.25392048,0.00409695,0.04026857,0.19864050,0.08323410
-2.97448724,0.47319480,0.00056658,0.00662536,0.03546316,0.24534664,0.00442401,0.03719934,0.20991204,0.08869134
-2.96848424,0.48365383,0.00062886,0.00673439,0.03344922,0.24204146,0.00476339,0.03504195,0.22221774,0.09467681
-2.96248124,0.49985912,0.00069943,0.00692779,0.03221835,0.24351994,0.00510940,0.03370017,0.23526688,0.10108793
-2.95647824,0.52104296,0.00077775,0.00719307,0.03168814,0.24932024,0.00545610,0.03308293,0.24876376,0.10782196
-2.95047524,0.54647144,0.00086315,0.00751871,0.03178099,0.25900784,0.00579747,0.03310535,0.26241543,0.11477919
-2.94447224,0.57545518,0.00095480,0.00789433,0.03242458,0.27217746,0.00612757,0.03368931,0.27593963,0.12186619
-2.93846923,0.60735819,0.00105178,0.00831082,0.03355203,0.28845335,0.00644073,0.03476369,0.28907276,0.12899905
-2.93246623,0.64160514,0.00115300,0.00876039,0.03510166,0.30748800,0.00673168,0.03626434,0.30157750,0.13610657
-2.92646323,0.67768683,0.00125727,0.00923666,0.03701667,0.32895981,0.00699580,0.03813382,0.31325002,0.14313313
-2.92046023,0.71516390,0.00136333,0.00973473,0.03924451,0.35256999,0.00722922,0.04032093,0.32392620,0.15004125
-2.91445723,0.75366883,0.00146983,0.01025116,0.04173625,0.37803895,0.00742899,0.04278021,0.33348675,0.15681353
-2.90845423,0.79290603,0.00157539,0.01078400,0.04444587,0.40510251,0.00759319,0.04547130,0.34186092,0.16345402
-2.90245123,0.83265011,0.00167864,0.01133272,0.04732959,0.43350817,0.00772103,0.04835827,0.34902848,0.16998870
-2.89644822,0.87274221,0.00177825,0.01189816,0.05034524,0.46301173,0.00781288,0.05140902,0.35501997,0.17646518
-2.89044522,0.91308460,0.00187296,0.01248241,0.05345177,0.49337430,0.00787027,0.05459467,0.35991504,0.18295137
-2.88444222,0.95363350,0.00196164,0.01308868,0.05660890,0.52435996,0.00789588,0.05788897,0.36383885,0.18953330
-2.87843922,0.99439034,0.00204333,0.01372111,0.05977695,0.55573413,0.00789342,0.06126787,0.36695681,0.19631191
-2.87243622,1.03539174,0.00211722,0.01438460,0.06291678,0.58726266,0.00786753,0.06470902,0.36946765,0.20339907
-2.86643322,1.07669847,0.00218275,0.01508449,0.06599002,0.61871173,0.00782363,0.06819147,0.37159518,0.21091285
-2.86043022,1.11838365,0.00223957,0.01582638,0.06895937,0.64984837,0.00776771,0.07169535,0.37357920,0.21897221
-2.85442721,1.16052076,0.00228757,0.01661577,0.07178909,0.68044167,0.00770610,0.07520159,0.37566573,0.22769133
-2.84842421,1.20317165,0.00232688,0.01745777,0.07444564,0.71026445,0.00764529,0.07869177,0.37809714,0.23717380
-2.84242121,1.24637505,0.00235783,0.01835680,0.07689828,0.73909522,0.00759163,0.08214786,0.38110258,0.24750692
-2.83641821,1.29013605,0.00238099,0.01931625,0.07911983,0.76672036,0.00755117,0.08555208,0.38488912,0.25875629
-2.83041521,1.33441669,0.00239705,0.02033819,0.08108730,0.79293625,0.00752935,0.08888668,0.38963386,0.27096102
-2.82441221,1.37912829,0.00240687,0.02142304,0.08278249,0.81755126,0.00753088,0.09213377,0.39547747,0.28412974
-2.81840920,1.42412551,0.00241138,0.02256936,0.08419251,0.84038739,0.00755951,0.09527511,0.40251929,0.29823755
-2.81240620,1.46920252,0.00241154,0.02377361,0.08531001,0.86128154,0.00761791,0.09829190,0.41081410,0.31322419
-2.80640320,1.51409149,0.00240834,0.02502999,0.08613340,0.88008628,0.00770758,0.10116456,0.42037068,0.32899338
-2.80040020,1.55846328,0.00240268,0.02633032,0.08666668,0.89667015,0.00782878,0.10387256,0.43115207,0.34541348
-2.79439720,1.60193063,0.00239539,0.02766406,0.08691922,0.91091762,0.00798052,0.10639429,0.44307743,0.36231952
-2.78839420,1.64405363,0.00238717,0.02901833,0.08690517,0.92272856,0.00816059,0.10870698,0.45602526,0.37951635
-2.78239120,1.68434736,0.00237856,0.03037808,0.08664283,0.93201766,0.00836562,0.11078674,0.46983787,0.39678309
-2.77638819,1.72229172,0.00236992,0.03172629,0.08615379,0.93871370,0.00859121,0.11260870,0.48432664,0.41387845
-2.77038519,1.75734295,0.00236145,0.03304433,0.08546201,0.94275898,0.00883207,0.11414733,0.49927803,0.43054697
-2.76438219,1.78894677,0.00235312,0.03431233,0.08459278,0.94410903,0.00908218,0.11537685,0.51445983,0.44652582
-2.75837919,1.81655271,0.00234477,0.03550969,0.08357178,0.94273262,0.00933500,0.11627183,0.52962763,0.46155193
-2.75237619,1.83962915,0.00233606,0.03661562,0.08242412,0.93861240,0.00958368,0.11680799,0.54453112,0.47536935
-2.74637319,1.85767887,0.00232650,0.03760970,0.08117354,0.93174596,0.00982126,0.11696300,0.55892018,0.48773637
-2.74037019,1.87025434,0.00231553,0.03847253,0.07984172,0.92214741,0.01004089,0.11671749,0.57255063,0.49843242
-2.73436718,1.87697261,0.00230249,0.03918633,0.07844786,0.90984951,0.01023606,0.11605606,0.58518957,0.50726434
-2.72836418,1.87752908,0.00228671,0.03973552,0.07700835,0.89490595,0.01040078,0.11496827,0.59662028,0.51407191
-2.72236118,1.87170985,0.00226750,0.04010733,0.07553682,0.87739395,0.01052976,0.11344964,0.60664668,0.51873256
-2.71635818,1.85940223,0.00224422,0.04029223,0.07404424,0.85741670,0.01061857,0.11150247,0.61509751,0.52116503
-2.71035518,1.84060295,0.00221632,0.04028435,0.07253936,0.83510562,0.01066373,0.10913651,0.62183008,0.52133197
-2.70435218,1.81542397,0.00218333,0.04008178,0.07102928,0.81062205,0.01066287,0.10636945,0.62673378,0.51924143
-2.69834917,1.78409553,0.00214491,0.03968676,0.06952006,0.78415844,0.01061472,0.10322712,0.62973329,0.51494725
-2.69234617,1.74696633,0.00210087,0.03910573,0.06801756,0.75593856,0.01051917,0.09974342,0.63079149,0.50854832
-2.68634317,1.70450092,0.00205120,0.03834925,0.06652820,0.72621686,0.01037727,0.09595995,0.62991200,0.50018687
-2.68034017,1.65727420,0.00199602,0.03743180,0.06505977,0.69527690,0.01019117,0.09192538,0.62714135,0.49004571
-2.67433717,1.60596323,0.00193564,0.03637153,0.06362207,0.66342869,0.00996406,0.08769457,0.62257053,0.47834471
-2.66833417,1.55133661,0.00187055,0.03518977,0.06222752,0.63100513,0.00970009,0.08332739,0.61633592,0.46533639
-2.66233117,1.49424160,0.00180137,0.03391061,0.06089153,0.59835773,0.00940423,0.07888742,0.60861937,0.45130103
-2.65632816,1.43558945,0.00172888,0.03256032,0.05963273,0.56585152,0.00908216,0.07444051,0.59964735,0.43654104
-2.65032516,1.37633919,0.00165398,0.03116676,0.05847293,0.53385958,0.00874011,0.07005326,0.58968897,0.42137517
-2.64432216,1.31748035,0.00157770,0.02975875,0.05743683,0.50275722,0.00838469,0.06579146,0.57905299,0.40613220
-2.63831916,1.26001512,0.00150113,0.02836552,0.05655160,0.47291611,0.00802274,0.06171868,0.56808349,0.39114469
-2.63231616,1.20494027,0.00142545,0.02701607,0.05584614,0.44469853,0.00766117,0.05789482,0.55715453,0.37674258
-2.62631316,1.15322932,0.00135187,0.02573865,0.05535021,0.41845188,0.00730679,0.05437491,0.54666378,0.36324693
-2.62031016,1.10581542,0.00128165,0.02456030,0.05509343,0.39450364,0.00696617,0.05120812,0.53702515,0.35096397
-2.61430715,1.06357525,0.00121601,0.02350640,0.05510411,0.37315692,0.00664547,0.04843684,0.52866090,0.34017938
-2.60830415,1.02731437,0.00115618,0.02260036,0.05540815,0.35468655,0.00635036,0.04609616,0.52199326,0.33115322
-2.60230115,0.99775427,0.00110335,0.02186331,0.05602784,0.33933596,0.00608585,0.04421346,0.51743594,0.32411531
-2.59629815,0.97552132,0.00105862,0.02131395,0.05698084,0.32731458,0.00585624,0.04280829,0.51538576,0.31926136
-2.59029515,0.96113787,0.00102305,0.02096836,0.05827914,0.31879593,0.00566502,0.04189236,0.51621471,0.31674993
-2.58429215,0.95501545,0.00099757,0.02083996,0.05992838,0.31391626,0.00551483,0.04146986,0.52026260,0.31670010
-2.57828914,0.95745016,0.00098300,0.02093948,0.06192719,0.31277358,0.00540743,0.04153778,0.52783056,0.31919006
-2.57228614,0.96862001,0.00098005,0.02127490,0.06426693,0.31542708,0.00534368,0.04208645,0.53917533,0.32425652
-2.56628314,0.98858424,0.00098927,0.02185151,0.06693157,0.32189669,0.00532355,0.04310011,0.55450453,0.33189496
-2.56028014,1.01728404,0.00101104,0.02267188,0.06989792,0.33216283,0.00534615,0.04455755,0.57397271,0.34206051
-2.55427714,1.05454471,0.00104560,0.02373586,0.07313598,0.34616610,0.00540979,0.04643272,0.59767816,0.35466957
-2.54827414,1.10007862,0.00109297,0.02504056,0.07660965,0.36380686,0.00551203,0.04869539,0.62566027,0.36960186
-2.54227114,1.15348881,0.00115299,0.02658024,0.08027753,0.38494473,0.00564975,0.05131168,0.65789725,0.38670285
-2.53626813,1.21427291,0.00122530,0.02834628,0.08409385,0.40939796,0.00581925,0.05424463,0.69430412,0.40578647
-2.53026513,1.28182704,0.00130931,0.03032703,0.08800957,0.43694261,0.00601632,0.05745455,0.73473063,0.42663779
-2.52426213,1.35544962,0.00140422,0.03250762,0.09197338,0.46731184,0.00623635,0.06089944,0.77895926,0.44901582
-2.51825913,1.43434515,0.00150902,0.03486991,0.09593282,0.50019524,0.00647443,0.06453523,0.82670314,0.47265612
-2.51225613,1.51762790,0.00162246,0.03739225,0.09983522,0.53523853,0.00672544,0.06831599,0.87760415,0.49727331
-2.50625313,1.60432592,0.00174311,0.04004947,0.10362867,0.57204372,0.00698412,0.07219409,0.93123120,0.52256343
-2.50025013,1.69338573,0.00186932,0.04281276,0.10726270,0.61017018,0.00724520,0.07612035,0.98707928,0.54820628
-2.49424712,1.78367809,0.00199926,0.04564979,0.11068900,0.64913666,0.00750345,0.08004419,1.04456951,0.57386770
-2.48824412,1.87400558,0.00213096,0.04852484,0.11386191,0.68842460,0.00775373,0.08391383,1.10305074,0.59920207
-2.48224112,1.96311241,0.00226232,0.05139908,0.11673880,0.72748302,0.00799113,0.08767655,1.16180314,0.62385514
-2.47623812,2.04969706,0.00239115,0.05423105,0.11928038,0.76573505,0.00821096,0.09127912,1.22004430,0.64746729
-2.47023512,2.13242821,0.00251522,0.05697726,0.12145094,0.80258614,0.00840884,0.09466828,1.27693821,0.66967742
-2.46423212,2.20996411,0.00263231,0.05959296,0.12321854,0.83743415,0.00858076,0.09779142,1.33160730,0.69012767
-2.45822911,2.28097551,0.00274023,0.06203303,0.12455522,0.86968093,0.00872310,0.10059743,1.38314774,0.70846882
-2.45222611,2.34417191,0.00283696,0.06425312,0.12543724,0.89874538,0.00883271,0.10303764,1.43064775,0.72436658
-2.44622311,2.39833050,0.00292059,0.06621070,0.12584538,0.92407744,0.00890695,0.10506698,1.47320870,0.73750857
-2.44022011,2.44232718,0.00298947,0.06786636,0.12576529,0.94517282,0.00894373,0.10664514,1.50996829,0.74761193
-2.43421711,2.47516843,0.00304223,0.06918500,0.12518793,0.96158758,0.00894154,0.10773783,1.54012516,0.75443113
-2.42821411,2.49602288,0.00307781,0.07013703,0.12411004,0.97295231,0.00889952,0.10831812,1.56296380,0.75776594
-2.42221111,2.50425109,0.00309554,0.07069951,0.12253467,0.97898501,0.00881748,0.10836756,1.57787888,0.75746899
-2.41620810,2.49943218,0.00309514,0.07085706,0.12047171,0.97950232,0.00869594,0.10787733,1.58439767,0.75345262
-2.41020510,2.48138581,0.00307676,0.07060268,0.11793836,0.97442823,0.00853613,0.10684917,1.58219946,0.74569463
-2.40420210,2.45018832,0.00304099,0.06993827,0.11495957,0.96380008,0.00834003,0.10529603,1.57113100,0.73424259
-2.39819910,2.40618190,0.00298886,0.06887493,0.11156832,0.94777137,0.00811034,0.10324252,1.55121703,0.71921634
-2.39219610,2.34997616,0.00292185,0.06743299,0.10780578,0.92661111,0.00785051,0.10072500,1.52266514,0.70080852
-2.38619310,2.28244164,0.00284181,0.06564170,0.10372129,0.90069984,0.00756468,0.09779137,1.48586473,0.67928289
-2.38019010,2.20469529,0.00275102,0.06353876,0.09937209,0.87052218,0.00725762,0.09450050,1.44137988,0.65497059
-2.37418709,2.11807848,0.00265204,0.06116950,0.09482294,0.83665649,0.00693474,0.09092139,1.38993626,0.62826419
-2.36818409,2.02412803,0.00254775,0.05858587,0.09014541,0.79976175,0.00660195,0.08713196,1.33240283,0.59960988
-2.36218109,1.92454174,0.00244124,0.05584534,0.08541713,0.76056241,0.00626566,0.08321764,1.26976884,0.56949803
-2.35617809,1.82113941,0.00233576,0.05300955,0.08072072,0.71983167,0.00593260,0.07926973,1.20311734,0.53845241
-2.35017509,1.71582109,0.00223467,0.05014297,0.07614269,0.67837395,0.00560983,0.07538360,1.13359615,0.50701854
-2.34417209,1.61052399,0.00214133,0.04731151,0.07177222,0.63700702,0.00530455,0.07165676,1.06238770,0.47575160
-2.33816908,1.50717964,0.00205908,0.04458113,0.06769980,0.59654466,0.00502407,0.06818692,0.99067884,0.44520416
-2.33216608,1.40767264,0.00199111,0.04201651,0.06401593,0.55778005,0.00477568,0.06507002,0.91963181,0.41591439
-2.32616308,1.31380220,0.00194046,0.03967985,0.06080975,0.52147064,0.00456659,0.06239830,0.85035746,0.38839479
-2.32016008,1.22724747,0.00190988,0.03762967,0.05816765,0.48832465,0.00440377,0.06025846,0.78389149,0.36312199
-2.31415708,1.14953735,0.00190182,0.03591987,0.05617202,0.45898934,0.00429393,0.05872994,0.72117442,0.34052762
-2.30815408,1.08202505,0.00191834,0.03459880,0.05489989,0.43404145,0.00424341,0.05788328,0.66303570,0.32099049
-2.30215108,1.02586778,0.00196105,0.03370850,0.05442174,0.41397938,0.00425809,0.05777875,0.61018212,0.30483016
-2.29614807,0.98201127,0.00203109,0.03328406,0.05480024,0.39921739,0.00434330,0.05846502,0.56319054,0.29230184
-2.29014507,0.95117907,0.00212904,0.03335308,0.05608913,0.39008144,0.00450376,0.05997808,0.52250469,0.28359265
-2.28414207,0.93386614,0.00225489,0.03393523,0.05833210,0.38680661,0.00474349,0.06234039,0.48843569,0.27881917
-2.27813907,0.93033646,0.00240805,0.03504192,0.06156172,0.38953580,0.00506571,0.06556018,0.46116584,0.27802618
-2.27213607,0.94062412,0.00258726,0.03667605,0.06579851,0.39831969,0.00547277,0.06963104,0.44075513,0.28118656
-2.26613307,0.96453772,0.00279064,0.03883181,0.07105003,0.41311773,0.00596608,0.07453172,0.42714991,0.28820226
-2.26013007,1.00166758,0.00301569,0.04149468,0.07731013,0.43379998,0.00654600,0.08022619,0.42019311,0.29890635
-2.25412706,1.05139580,0.00325927,0.04464147,0.08455841,0.46015006,0.00721176,0.08666408,0.41963563,0.31306608
-2.24812406,1.11290884,0.00351770,0.04824049,0.09275983,0.49186878,0.00796143,0.09378127,0.42514829,0.33038700
-2.24212106,1.18521269,0.00378679,0.05225186,0.10186455,0.52857890,0.00879181,0.10150093,0.43633396,0.35051810
-2.23611806,1.26715061,0.00406191,0.05662804,0.11180811,0.56983080,0.00969841,0.10973478,0.45273961,0.37305806
-2.23011506,1.35742323,0.00433811,0.06131444,0.12251185,0.61510913,0.01067542,0.11838466,0.47386801,0.39756245
-2.22411206,1.45461117,0.00461020,0.06625031,0.13388373,0.66384064,0.01171570,0.12734437,0.49918866,0.42355205
-2.21810905,1.55719979,0.00487294,0.07136969,0.14581936,0.71540297,0.01281081,0.13650177,0.52814817,0.45052200
-2.21210605,1.66360587,0.00512109,0.07660266,0.15820345,0.76913446,0.01395107,0.14574096,0.56017949,0.47795180
-2.20610305,1.77220579,0.00534965,0.08187668,0.17091150,0.82434475,0.01512564,0.15494469,0.59471036,0.50531588
-2.20010005,1.88136464,0.00555391,0.08711806,0.18381169,0.88032613,0.01632262,0.16399670,0.63117055,0.53209453
-2.19409705,1.98946558,0.00572969,0.09225351,0.19676701,0.93636526,0.01752925,0.17278410,0.66899801,0.55778493
-2.18809405,2.09493877,0.00587339,0.09721182,0.20963743,0.99175500,0.01873206,0.18119959,0.70764399,0.58191194
-2.18209105,2.19628895,0.00598216,0.10192543,0.22228220,1.04580607,0.01991712,0.18914351,0.74657690,0.60403822
-2.17608804,2.29212104,0.00605399,0.10633202,0.23456201,1.09785820,0.02107024,0.19652561,0.78528530,0.62377350
-2.17008504,2.38116282,0.00608780,0.11037596,0.24634112,1.14729049,0.02217730,0.20326657,0.82327980,0.64078254
-2.16408204,2.46228433,0.00608346,0.11400960,0.25748930,1.19353059,0.02322448,0.20929915,0.86009425,0.65479157
-2.15807904,2.53451331,0.00604185,0.11719441,0.26788363,1.23606267,0.02419859,0.21456897,0.89528629,0.66559296
-2.15207604,2.59704647,0.00596487,0.11990179,0.27740998,1.27443396,0.02508736,0.21903500,0.92843754,0.67304798
-2.14607304,2.64925657,0.00585539,0.12211370,0.28596440,1.30825968,0.02587969,0.22266968,0.95915366,0.67708762
-2.14007004,2.69069533,0.00571720,0.12382296,0.29345418,1.33722658,0.02656598,0.22545870,0.98706453,0.67771150
-2.13406703,2.72109253,0.00555499,0.12503330,0.29979878,1.36109505,0.02713836,0.22740068,1.01182483,0.67498487
-2.12806403,2.74035169,0.00537421,0.12575908,0.30493059,1.37969990,0.02759089,0.22850643,1.03311526,0.66903415
-2.12206103,2.74854293,0.00518099,0.12602483,0.30879559,1.39295003,0.02791973,0.22879826,1.05064453,0.66004097
-2.11605803,2.74589352,0.00498205,0.12586448,0.31135386,1.40082723,0.02812334,0.22830904,1.06415217,0.64823522
-2.11005503,2.73277678,0.00478459,0.12532039,0.31258008,1.40338413,0.02820248,0.22708127,1.07341229,0.63388737
-2.10405203,2.70969977,0.00459615,0.12444225,0.31246398,1.40074152,0.02816025,0.22516611,1.07823809,0.61730038
-2.09804902,2.67729028,0.00442454,0.12328576,0.31101065,1.39308521,0.02800212,0.22262231,1.07848694,0.59880154
-2.09204602,2.63628339,0.00427770,0.12191133,0.30824083,1.38066226,0.02773572,0.21951523,1.07406580,0.57873442
-2.08604302,2.58750765,0.00416362,0.12038251,0.30419109,1.36377683,0.02737077,0.21591573,1.06493652,0.55745137
-2.08004002,2.53187120,0.00409021,0.11876459,0.29891379,1.34278538,0.02691882,0.21189910,1.05112072,0.53530647
-2.07403702,2.47034742,0.00406523,0.11712302,0.29247684,1.31809117,0.02639301,0.20754384,1.03270375,0.51264924
-2.06803402,2.40396018,0.00409615,0.11552192,0.28496315,1.29013809,0.02580770,0.20293042,1.00983734,0.48981908
-2.06203102,2.33376849,0.00419007,0.11402263,0.27646976,1.25940353,0.02517818,0.19813996,0.98274050,0.46714045
-2.05602801,2.26085030,0.00435358,0.11268224,0.26710657,1.22639029,0.02452022,0.19325272,0.95169858,0.44491871
-2.05002501,2.18628547,0.00459264,0.11155233,0.25699469,1.19161767,0.02384972,0.18834656,0.91706004,0.42343665
-2.04402201,2.11113787,0.00491244,0.11067771,0.24626434,1.15561152,0.02318226,0.18349540,0.87923105,0.40295149
-2.03801901,2.03643677,0.00531722,0.11009538,0.23505244,1.11889373,0.02253274,0.17876752,0.83866801,0.38369239
-2.03201601,1.96315794,0.00581015,0.10983360,0.22349988,1.08197119,0.02191496,0.17422404,0.79586804,0.36585836
-2.02601301,1.89220483,0.00639311,0.10991120,0.21174850,1.04532461,0.02134126,0.16991745,0.75135800,0.34961646
-2.02001001,1.82439045,0.00706657,0.11033710,0.19993806,1.00939770,0.02082229,0.16589034,0.70568226,0.33510037
-2.01400700,1.76042085,0.00782935,0.11111007,0.18820310,0.97458706,0.02036667,0.16217438,0.65938985,0.32240932
-2.00800400,1.70088073,0.00867853,0.11221882,0.17667003,0.94123336,0.01998083,0.15878978,0.61302155,0.31160741
-2.00200100,1.64622220,0.00960928,0.11364229,0.16545441,0.90961420,0.01966894,0.15574495,0.56709739,0.30272334
-1.99599800,1.59675719,0.01061478,0.11535034,0.15465868,0.87993910,0.01943278,0.15303687,0.52210514,0.29575077
-1.98999500,1.55265432,0.01168616,0.11730466,0.14437029,0.85234698,0.01927183,0.15065172,0.47849030,0.29064927
-1.98399200,1.51394045,0.01281254,0.11945994,0.13466049,0.82690632,0.01918336,0.14856618,0.43664781,0.28734599
-1.97798899,1.48050728,0.01398104,0.12176537,0.12558367,0.80361809,0.01916258,0.14674902,0.39691592,0.28573809
-1.97198599,1.45212269,0.01517700,0.12416625,0.11717738,0.78242137,0.01920289,0.14516316,0.35957226,0.28569599
-1.96598299,1.42844675,0.01638414,0.12660578,0.10946287,0.76320150,0.01929619,0.14376799,0.32483219,0.28706738
-1.95997999,1.40905154,0.01758489,0.12902694,0.10244636,0.74580029,0.01943318,0.14252181,0.29284924,0.28968195
-1.95397699,1.39344408,0.01876072,0.13137434,0.09612064,0.73002792,0.01960373,0.14138438,0.26371758,0.29335667
-1.94797399,1.38109127,0.01989264,0.13359603,0.09046714,0.71567576,0.01979726,0.14031928,0.23747618,0.29790157
-1.94197099,1.37144565,0.02096161,0.13564511,0.08545828,0.70252971,0.02000315,0.13929604,0.21411420,0.30312565
-1.93596798,1.36397068,0.02194906,0.13748121,0.08105995,0.69038305,0.02021104,0.13829194,0.19357751,0.30884282
-1.92996498,1.35816428,0.02283746,0.13907156,0.07723398,0.67904835,0.02041123,0.13729322,0.17577558,0.31487748
-1.92396198,1.35357953,0.02361079,0.14039183,0.07394056,0.66836779,0.02059494,0.13629578,0.16058872,0.32106964
-1.91795898,1.34984134,0.02425507,0.14142646,0.07114039,0.65822123,0.02075457,0.13530520,0.14787500,0.32727911
-1.91195598,1.34665831,0.02475877,0.14216876,0.06879657,0.64853173,0.02088387,0.13433619,0.13747686,0.33338876
-1.90595298,1.34382924,0.02511318,0.14262042,0.06687603,0.63926827,0.02097808,0.13341128,0.12922685,0.33930647
-1.89994997,1.34124404,0.02531268,0.14279082,0.06535059,0.63044546,0.02103394,0.13255911,0.12295263,0.34496582
-1.89394697,1.33887898,0.02535492,0.14269585,0.06419750,0.62212046,0.02104970,0.13181213,0.11848092,0.35032536
-1.88794397,1.33678678,0.02524086,0.14235655,0.06339952,0.61438710,0.02102501,0.13120405,0.11564048,0.35536665
-1.88194097,1.33508210,0.02497474,0.14179753,0.06294461,0.60736789,0.02096076,0.13076708,0.11426418,0.36009092
-1.87593797,1.33392338,0.02456386,0.14104520,0.06282515,0.60120410,0.02085892,0.13052914,0.11419011,0.36451485
-1.86993497,1.33349226,0.02401833,0.14012609,0.06303687,0.59604463,0.02072229,0.13051125,0.11526209,0.36866553
-1.86393197,1.33397161,0.02335069,0.13906513,0.06357750,0.59203437,0.02055419,0.13072517,0.11732950,0.37257493
-1.85792896,1.33552372,0.02257547,0.13788415,0.06444528,0.58930259,0.02035829,0.13117160,0.12024685,0.37627432
-1.85192596,1.33826990,0.02170865,0.13660061,0.06563736,0.58795200,0.02013826,0.13183883,0.12387306,0.37978885
-1.84592296,1.34227254,0.02076718,0.13522664,0.06714825,0.58804925,0.01989759,0.13270211,0.12807077,0.38313274
-1.83991996,1.34752097,0.01976841,0.13376839,0.06896837,0.58961711,0.01963937,0.13372370,0.13270580,0.38630537
-1.83391696,1.35392172,0.01872958,0.13222585,0.07108277,0.59262897,0.01936609,0.13485366,0.13764680,0.38928848
-1.82791396,1.36129388,0.01766734,0.13059301,0.07347015,0.59700587,0.01907957,0.13603130,0.14276532,0.39204468
-1.82191096,1.36936974,0.01659733,0.12885838,0.07610216,0.60261609,0.01878090,0.13718721,0.14793617,0.39451744
-1.81590795,1.37780077,0.01553382,0.12700593,0.07894311,0.60927752,0.01847040,0.13824583,0.15303828,0.39663249
-1.80990495,1.38616862,0.01448943,0.12501623,0.08195000,0.61676259,0.01814771,0.13912841,0.15795583,0.39830059
-1.80390195,1.39400049,0.01347499,0.12286783,0.08507302,0.62480545,0.01781187,0.13975614,0.16257974,0.39942153
-1.79789895,1.40078809,0.01249940,0.12053880,0.08825637,0.63311124,0.01746142,0.14005339,0.16680937,0.39988911
-1.79189595,1.40600928,0.01156965,0.11800827,0.09143943,0.64136687,0.01709464,0.13995085,0.17055433,0.39959688
-1.78589295,1.40915119,0.01069084,0.11525797,0.09455826,0.64925295,0.01670964,0.13938842,0.17373631,0.39844418
-1.77988994,1.40973383,0.00986637,0.11227357,0.09754738,0.65645633,0.01630462,0.13831771,0.17629078,0.39634232
-1.77388694,1.40733297,0.00909808,0.10904592,0.10034161,0.66268269,0.01587800,0.13670410,0.17816852,0.39322044
-1.76788394,1.40160131,0.00838647,0.10557194,0.10287816,0.66766882,0.01542859,0.13452818,0.17933687,0.38903077
-1.76188094,1.39228707,0.00773094,0.10185525,0.10509863,0.67119400,0.01495576,0.13178661,0.17978059,0.38375310
-1.75587794,1.37924922,0.00713009,0.09790649,0.10695100,0.67309015,0.01445949,0.12849231,0.17950232,0.37739811
-1.74987494,1.36246884,0.00658187,0.09374333,0.10839148,0.67325040,0.01394048,0.12467412,0.17852270,0.37000955
-1.74387194,1.34205620,0.00608392,0.08939011,0.10938617,0.67163585,0.01340018,0.12037579,0.17687998,0.36166512
-1.73786893,1.31825356,0.00563373,0.08487725,0.10991238,0.66828014,0.01284074,0.11565455,0.17462934,0.35247602
-1.73186593,1.29143353,0.00522881,0.08024044,0.10995968,0.66329202,0.01226504,0.11057928,0.17184175,0.34258525
-1.72586293,1.26209330,0.00486691,0.07551962,0.10953058,0.65685555,0.01167657,0.10522833,0.16860271,0.33216483
-1.71985993,1.23084512,0.00454605,0.07075785,0.10864081,0.64922805,0.01107934,0.09968721,0.16501055,0.32141186
-1.71385693,1.19840321,0.00426470,0.06600015,0.10731916,0.64073592,0.01047778,0.09404615,0.16117477,0.31054392
-1.70785393,1.16556787,0.00402176,0.06129228,0.10560699,0.63176832,0.00987664,0.08839777,0.15721407,0.29979366
