energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.76588294,0.78334648,0.00134938,0.00805438,0.46537314,0.08164586,0.01907956,0.51589578,0.18499045,0.11178063
-5.75987994,0.73801514,0.00116313,0.00721650,0.44491157,0.07658551,0.01774398,0.48777282,0.17420879,0.10558954
-5.75387694,0.69545006,0.00099815,0.00643480,0.42687789,0.07207376,0.01640798,0.46151537,0.16481976,0.09953114
-5.74787394,0.65585593,0.00085263,0.00571076,0.41127378,0.06809504,0.01508566,0.43724994,0.15679956,0.09366079
-5.74187094,0.61938416,0.00072485,0.00504496,0.39806220,0.06462980,0.01379020,0.41506575,0.15010327,0.08802846
-5.73586793,0.58612455,0.00061316,0.00443716,0.38716370,0.06165373,0.01253355,0.39500930,0.14466493,0.08267699
-5.72986493,0.55609977,0.00051602,0.00388633,0.37845435,0.05913725,0.01132624,0.37708082,0.14039828,0.07764067
-5.72386193,0.52926267,0.00043197,0.00339073,0.37176562,0.05704532,0.01017713,0.36123277,0.13719815,0.07294425
-5.71785893,0.50549665,0.00035964,0.00294804,0.36688611,0.05533756,0.00909335,0.34737028,0.13494247,0.06860241
-5.71185593,0.48461912,0.00029775,0.00255544,0.36356533,0.05396867,0.00808028,0.33535379,0.13349497,0.06461967
-5.70585293,0.46638759,0.00024510,0.00220971,0.36151926,0.05288921,0.00714151,0.32500347,0.13270831,0.06099078
-5.69984992,0.45050841,0.00020058,0.00190734,0.36043771,0.05204655,0.00627898,0.31610544,0.13242776,0.05770148
-5.69384692,0.43664738,0.00016317,0.00164467,0.35999294,0.05138608,0.00549305,0.30841930,0.13249507,0.05472956
-5.68784392,0.42444200,0.00013193,0.00141793,0.35984938,0.05085260,0.00478271,0.30168678,0.13275265,0.05204629
-5.68184092,0.41351460,0.00010601,0.00122338,0.35967387,0.05039174,0.00414574,0.29564093,0.13304773,0.04961799
-5.67583792,0.40348570,0.00008466,0.00105735,0.35914609,0.04995139,0.00357892,0.29001557,0.13323635,0.04740767
-5.66983492,0.39398721,0.00006718,0.00091634,0.35796859,0.04948318,0.00307824,0.28455449,0.13318717,0.04537681
-5.66383192,0.38467467,0.00005296,0.00079704,0.35587604,0.04894369,0.00263909,0.27902000,0.13278473,0.04348697
-5.65782891,0.37523810,0.00004149,0.00069640,0.35264326,0.04829559,0.00225650,0.27320056,0.13193227,0.04170131
-5.65182591,0.36541112,0.00003229,0.00061165,0.34809166,0.04750854,0.00192530,0.26691700,0.13055380,0.03998599
-5.64582291,0.35497784,0.00002496,0.00054030,0.34209385,0.04655979,0.00164025,0.26002731,0.12859547,0.03831123
-5.63981991,0.34377752,0.00001917,0.00048017,0.33457624,0.04543455,0.00139622,0.25242976,0.12602617,0.03665214
-5.63381691,0.33170682,0.00001463,0.00042942,0.32551960,0.04412603,0.00118830,0.24406425,0.12283733,0.03498931
-5.62781391,0.31871973,0.00001110,0.00038649,0.31495754,0.04263524,0.00101188,0.23491209,0.11904194,0.03330908
-5.62181091,0.30482524,0.00000836,0.00035011,0.30297311,0.04097053,0.00086270,0.22499409,0.11467296,0.03160353
-5.61580790,0.29008329,0.00000627,0.00031933,0.28969380,0.03914687,0.00073690,0.21436745,0.10978106,0.02987027
-5.60980490,0.27459898,0.00000468,0.00029346,0.27528513,0.03718502,0.00063108,0.20312141,0.10443195,0.02811197
-5.60380190,0.25851576,0.00000349,0.00027208,0.25994329,0.03511054,0.00054225,0.19137210,0.09870336,0.02633581
-5.59779890,0.24200790,0.00000261,0.00025507,0.24388720,0.03295273,0.00046787,0.17925699,0.09268180,0.02455278
-5.59179590,0.22527262,0.00000196,0.00024254,0.22735033,0.03074358,0.00040581,0.16692902,0.08645939,0.02277687
-5.58579290,0.20852246,0.00000151,0.00023488,0.21057283,0.02851674,0.00035435,0.15455092,0.08013071,0.02102438
-5.57978989,0.19197813,0.00000121,0.00023277,0.19379402,0.02630662,0.00031212,0.14228998,0.07378992,0.01931313
-5.57378689,0.17586230,0.00000104,0.00023719,0.17724591,0.02414757,0.00027811,0.13031333,0.06752826,0.01766185
-5.56778389,0.16039436,0.00000096,0.00024940,0.16114769,0.02207327,0.00025162,0.11878413,0.06143191,0.01608958
-5.56178089,0.14578659,0.00000098,0.00027106,0.14570145,0.02011624,0.00023227,0.10785866,0.05558044,0.01461525
-5.55577789,0.13224152,0.00000108,0.00030416,0.13108921,0.01830760,0.00021992,0.09768436,0.05004563,0.01325739
-5.54977489,0.11995071,0.00000127,0.00035111,0.11747126,0.01667699,0.00021471,0.08839888,0.04489093,0.01203394
-5.54377189,0.10909462,0.00000154,0.00041479,0.10498573,0.01525258,0.00021700,0.08012993,0.04017131,0.01096218
-5.53776888,0.09984361,0.00000191,0.00049852,0.09374921,0.01406132,0.00022741,0.07299601,0.03593352,0.01005882
-5.53176588,0.09235959,0.00000240,0.00060612,0.08385826,0.01312925,0.00024674,0.06710765,0.03221674,0.00934009
-5.52576288,0.08679829,0.00000300,0.00074196,0.07539168,0.01248178,0.00027602,0.06256902,0.02905345,0.00882197
-5.51975988,0.08331152,0.00000375,0.00091087,0.06841310,0.01214410,0.00031647,0.05947975,0.02647043,0.00852031
-5.51375688,0.08204939,0.00000467,0.00111820,0.06297380,0.01214150,0.00036949,0.05793663,0.02448987,0.00845108
-5.50775388,0.08316192,0.00000578,0.00136974,0.05911540,0.01249952,0.00043662,0.05803497,0.02313037,0.00863047
-5.50175088,0.08679990,0.00000710,0.00167166,0.05687232,0.01324411,0.00051955,0.05986947,0.02240782,0.00907488
-5.49574787,0.09311459,0.00000867,0.00203036,0.05627360,0.01440147,0.00062007,0.06353435,0.02233615,0.00980094
-5.48974487,0.10225622,0.00001052,0.00245239,0.05734421,0.01599777,0.00074000,0.06912262,0.02292764,0.01082521
-5.48374187,0.11437101,0.00001266,0.00294423,0.06010544,0.01805865,0.00088118,0.07672441,0.02419308,0.01216388
-5.47773887,0.12959675,0.00001514,0.00351207,0.06457460,0.02060844,0.00104539,0.08642429,0.02614150,0.01383222
-5.47173587,0.14805703,0.00001798,0.00416159,0.07076377,0.02366921,0.00123424,0.09829767,0.02877957,0.01584397
-5.46573287,0.16985422,0.00002119,0.00489766,0.07867791,0.02725963,0.00144918,0.11240640,0.03211077,0.01821049
-5.45972986,0.19506145,0.00002481,0.00572403,0.08831229,0.03139370,0.00169133,0.12879361,0.03613419,0.02093994
-5.45372686,0.22371416,0.00002885,0.00664303,0.09964949,0.03607938,0.00196144,0.14747827,0.04084324,0.02403628
-5.44772386,0.25580135,0.00003331,0.00765527,0.11265613,0.04131721,0.00225978,0.16844956,0.04622424,0.02749835
-5.44172086,0.29125742,0.00003820,0.00875935,0.12727967,0.04709906,0.00258610,0.19166157,0.05225500,0.03131895
-5.43571786,0.32995492,0.00004351,0.00995158,0.14344552,0.05340705,0.00293954,0.21702858,0.05890357,0.03548400
-5.42971486,0.37169899,0.00004922,0.01122580,0.16105467,0.06021272,0.00331859,0.24442144,0.06612715,0.03997197
-5.42371186,0.41622402,0.00005531,0.01257323,0.17998228,0.06747658,0.00372105,0.27366539,0.07387146,0.04475344
-5.41770885,0.46319297,0.00006175,0.01398243,0.20007729,0.07514818,0.00414407,0.30453963,0.08207052,0.04979104
-5.41170585,0.51219998,0.00006849,0.01543935,0.22116339,0.08316664,0.00458415,0.33677903,0.09064693,0.05503967
-5.40570285,0.56277644,0.00007549,0.01692747,0.24304138,0.09146180,0.00503723,0.37007807,0.09951281,0.06044710
-5.39969985,0.61440058,0.00008270,0.01842809,0.26549308,0.09995593,0.00549879,0.40409710,0.10857141,0.06595505
-5.39369685,0.66651077,0.00009005,0.01992073,0.28828662,0.10856606,0.00596399,0.43847103,0.11771918,0.07150052
-5.38769385,0.71852187,0.00009749,0.02138359,0.31118312,0.11720681,0.00642783,0.47281993,0.12684864,0.07701756
-5.38169085,0.76984446,0.00010496,0.02279420,0.33394439,0.12579363,0.00688538,0.50676159,0.13585151,0.08243936
-5.37568784,0.81990597,0.00011239,0.02413001,0.35634140,0.13424639,0.00733198,0.53992518,0.14462238,0.08770048
-5.36968484,0.86817297,0.00011976,0.02536921,0.37816312,0.14249312,0.00776347,0.57196570,0.15306247,0.09273930
-5.36368184,0.91417332,0.00012701,0.02649140,0.39922522,0.15047358,0.00817643,0.60257833,0.16108346,0.09750046
-5.35767884,0.95751735,0.00013412,0.02747839,0.41937815,0.15814280,0.00856844,0.63151200,0.16861108,0.10193718
-5.35167584,0.99791655,0.00014108,0.02831486,0.43851409,0.16547395,0.00893820,0.65858134,0.17558841,0.10601342
-5.34567284,1.03519882,0.00014788,0.02898900,0.45657229,0.17246066,0.00928576,0.68367637,0.18197847,0.10970560
-5.33966983,1.06931916,0.00015455,0.02949302,0.47354245,0.17911848,0.00961264,0.70676913,0.18776611,0.11300400
-5.33366683,1.10036505,0.00016112,0.02982354,0.48946567,0.18548535,0.00992183,0.72791680,0.19295902,0.11591347
-5.32766383,1.12855578,0.00016765,0.02998180,0.50443295,0.19162092,0.01021782,0.74726093,0.19758767,0.11845367
-5.32166083,1.15423567,0.00017419,0.02997370,0.51858105,0.19760478,0.01050651,0.76502260,0.20170427,0.12065860
-5.31565783,1.17786105,0.00018083,0.02980969,0.53208596,0.20353350,0.01079504,0.78149360,0.20538066,0.12257550
-5.30965483,1.19998153,0.00018765,0.02950444,0.54515403,0.20951664,0.01109157,0.79702392,0.20870522,0.12426320
-5.30365183,1.22121625,0.00019476,0.02907636,0.55801134,0.21567182,0.01140493,0.81200607,0.21177907,0.12578989
-5.29764882,1.24222627,0.00020227,0.02854698,0.57089188,0.22211907,0.01174431,0.82685696,0.21471153,0.12723046
-5.29164582,1.26368429,0.00021029,0.02794022,0.58402492,0.22897469,0.01211880,0.84199824,0.21761521,0.12866362
-5.28564282,1.28624340,0.00021895,0.02728150,0.59762259,0.23634493,0.01253698,0.85783609,0.22060098,0.13016875
-5.27963982,1.31050617,0.00022837,0.02659692,0.61186811,0.24431989,0.01300640,0.87474149,0.22377302,0.13182284
-5.27363682,1.33699600,0.00023870,0.02591232,0.62690551,0.25296775,0.01353322,0.89303210,0.22722426,0.13369748
-5.26763382,1.36613194,0.00025012,0.02525244,0.64283140,0.26232991,0.01412170,0.91295657,0.23103247,0.13585622
-5.26163082,1.39820852,0.00026281,0.02464006,0.65968927,0.27241710,0.01477387,0.93468230,0.23525719,0.13835230
-5.25562781,1.43338145,0.00027700,0.02409539,0.67746661,0.28320685,0.01548927,0.95828709,0.23993757,0.14122685
-5.24962481,1.47166001,0.00029298,0.02363540,0.69609511,0.29464242,0.01626467,0.98375532,0.24509141,0.14450770
-5.24362181,1.51290648,0.00031110,0.02327347,0.71545390,0.30663335,0.01709405,1.01097862,0.25071526,0.14820880
-5.23761881,1.55684247,0.00033179,0.02301911,0.73537551,0.31905755,0.01796857,1.03976110,0.25678567,0.15233022
-5.23161581,1.60306182,0.00035562,0.02287790,0.75565434,0.33176503,0.01887674,1.06982870,0.26326133,0.15685870
-5.22561281,1.65104926,0.00038323,0.02285156,0.77605703,0.34458300,0.01980468,1.10084213,0.27008627,0.16176875
-5.21960980,1.70020383,0.00041547,0.02293825,0.79633407,0.35732211,0.02073647,1.13241273,0.27719350,0.16702418
-5.21360680,1.74986568,0.00045330,0.02313295,0.81623215,0.36978376,0.02165472,1.16412014,0.28450926,0.17257990
-5.20760380,1.79934490,0.00049790,0.02342803,0.83550626,0.38176777,0.02254101,1.19553112,0.29195744,0.17838400
-5.20160080,1.84795089,0.00055061,0.02381388,0.85393115,0.39308045,0.02337666,1.22621828,0.29946386,0.18437990
-5.19559780,1.89502087,0.00061298,0.02427963,0.87131134,0.40354243,0.02414328,1.25577794,0.30696042,0.19050857
-5.18959480,1.93994604,0.00068676,0.02481389,0.88748933,0.41299591,0.02482351,1.28384618,0.31438871,0.19671057
-5.18359180,1.98219447,0.00077384,0.02540554,0.90235150,0.42131107,0.02540164,1.31011245,0.32170295,0.20292804
-5.17758879,2.02132957,0.00087629,0.02604442,0.91583162,0.42839132,0.02586425,1.33433003,0.32887217,0.20910640
-5.17158579,2.05702359,0.00099629,0.02672203,0.92791182,0.43417701,0.02620063,1.35632324,0.33588160,0.21519586
-5.16558279,2.08906572,0.00113605,0.02743211,0.93862106,0.43864761,0.02640330,1.37599088,0.34273301,0.22115257
-5.15957979,2.11736468,0.00129782,0.02817111,0.94803143,0.44182213,0.02646819,1.39330628,0.34944432,0.22693957
-5.15357679,2.14194596,0.00148374,0.02893857,0.95625243,0.44375784,0.02639487,1.40831373,0.35604822,0.23252743
-5.14757379,2.16294396,0.00169581,0.02973728,0.96342369,0.44454731,0.02618651,1.42112205,0.36259009,0.23789454
-5.14157079,2.18058973,0.00193573,0.03057339,0.96970657,0.44431393,0.02584972,1.43189524,0.36912526,0.24302731
-5.13556778,2.19519498,0.00220487,0.03145628,0.97527491,0.44320614,0.02539432,1.44084118,0.37571565,0.24791993
-5.12956478,2.20713302,0.00250411,0.03239835,0.98030563,0.44139065,0.02483292,1.44819862,0.38242607,0.25257403
-5.12356178,2.21681771,0.00283378,0.03341466,0.98496925,0.43904489,0.02418042,1.45422314,0.38932020,0.25699809
-5.11755878,2.22468116,0.00319352,0.03452237,0.98942098,0.43634910,0.02345344,1.45917276,0.39645650,0.26120663
-5.11155578,2.23115117,0.00358224,0.03574022,0.99379244,0.43347849,0.02266968,1.46329367,0.40388413,0.26521920
-5.10555278,2.23662924,0.00399801,0.03708779,0.99818441,0.43059559,0.02184732,1.46680659,0.41163904,0.26905920
-5.09954977,2.24146996,0.00443806,0.03858475,1.00266080,0.42784338,0.02100432,1.46989445,0.41974044,0.27275259
-5.09354677,2.24596262,0.00489873,0.04025011,1.00724389,0.42533934,0.02015790,1.47269158,0.42818765,0.27632635
-5.08754377,2.25031561,0.00537552,0.04210138,1.01191115,0.42317069,0.01932393,1.47527514,0.43695762,0.27980700
-5.08154077,2.25464434,0.00586309,0.04415380,1.01659359,0.42139107,0.01851650,1.47765874,0.44600314,0.28321892
-5.07553777,2.25896302,0.00635540,0.04641960,1.02117574,0.42001868,0.01774756,1.47978890,0.45525187,0.28658285
-5.06953477,2.26318069,0.00684576,0.04890731,1.02549737,0.41903606,0.01702667,1.48154431,0.46460624,0.28991428
-5.06353177,2.26710183,0.00732705,0.05162117,1.02935692,0.41839139,0.01636082,1.48273799,0.47394436,0.29322218
-5.05752876,2.27043140,0.00779182,0.05456062,1.03251649,0.41800126,0.01575439,1.48312247,0.48312187,0.29650781
-5.05152576,2.27278431,0.00823256,0.05771991,1.03470854,0.41775474,0.01520926,1.48239777,0.49197476,0.29976390
-5.04552276,2.27369901,0.00864182,0.06108791,1.03564394,0.41751860,0.01472489,1.48022198,0.50032308,0.30297411
-5.03951976,2.27265464,0.00901250,0.06464795,1.03502127,0.41714336,0.01429860,1.47622404,0.50797553,0.30611297
-5.03351676,2.26909119,0.00933804,0.06837787,1.03253708,0.41646988,0.01392583,1.47001828,0.51473469,0.30914616
-5.02751376,2.26243176,0.00961259,0.07225026,1.02789672,0.41533624,0.01360050,1.46122020,0.52040274,0.31203122
-5.02151076,2.25210606,0.00983122,0.07623280,1.02082546,0.41358459,0.01331535,1.44946272,0.52478751,0.31471873
-5.01550775,2.23757421,0.00999006,0.08028875,1.01107936,0.41106762,0.01306232,1.43441228,0.52770862,0.31715374
-5.00950475,2.21834965,0.01008639,0.08437759,0.99845544,0.40765445,0.01283292,1.41578412,0.52900340,0.31927765
-5.00350175,2.19402036,0.01011876,0.08845586,0.98280078,0.40323565,0.01261860,1.39335588,0.52853252,0.32103019
-4.99749875,2.16426740,0.01008698,0.09247801,0.96402008,0.39772730,0.01241101,1.36697912,0.52618485,0.32235166
-4.99149575,2.12887995,0.00999211,0.09639743,0.94208133,0.39107388,0.01220234,1.33658809,0.52188159,0.32318516
-4.98549275,2.08776638,0.00983646,0.10016758,0.91701926,0.38324993,0.01198550,1.30220537,0.51557942,0.32347887
-4.97948974,2.04096085,0.00962340,0.10374312,0.88893652,0.37426059,0.01175436,1.26394423,0.50727251,0.32318816
-4.97348674,1.98862538,0.00935734,0.10708113,0.85800242,0.36414092,0.01150383,1.22200757,0.49699338,0.32227760
-4.96748374,1.93104741,0.00904348,0.11014236,0.82444933,0.35295426,0.01122998,1.17668359,0.48481257,0.32072271
-4.96148074,1.86863325,0.00868772,0.11289246,0.78856688,0.34078966,0.01093007,1.12833850,0.47083720,0.31851144
-4.95547774,1.80189778,0.00829642,0.11530311,0.75069436,0.32775860,0.01060252,1.07740658,0.45520846,0.31564539
-4.94947474,1.73145116,0.00787622,0.11735318,0.71121150,0.31399127,0.01024693,1.02437826,0.43809821,0.31214073
-4.94347174,1.65798327,0.00743388,0.11902975,0.67052824,0.29963250,0.00986393,0.96978674,0.41970477,0.30802880
-4.93746873,1.58224666,0.00697608,0.12032895,0.62907383,0.28483760,0.00945514,0.91419386,0.40024824,0.30335644
-4.93146573,1.50503891,0.00650931,0.12125674,0.58728581,0.26976826,0.00902301,0.85817578,0.37996532,0.29818605
-4.92546273,1.42718494,0.00603964,0.12182940,0.54559930,0.25458879,0.00857071,0.80230917,0.35910408,0.29259534
-4.91945973,1.34952021,0.00557271,0.12207385,0.50443702,0.23946251,0.00810197,0.74715834,0.33791864,0.28667684
-4.91345673,1.27287501,0.00511360,0.12202771,0.46420027,0.22454883,0.00762093,0.69326384,0.31666403,0.28053715
-4.90745373,1.19806045,0.00466674,0.12173903,0.42526137,0.21000059,0.00713201,0.64113273,0.29559143,0.27429588
-4.90145073,1.12585624,0.00423592,0.12126584,0.38795742,0.19596207,0.00663976,0.59123070,0.27494370,0.26808424
-4.89544772,1.05700023,0.00382429,0.12067521,0.35258576,0.18256734,0.00614871,0.54397623,0.25495146,0.26204339
-4.88944472,0.99217979,0.00343428,0.12004210,0.31940087,0.16993914,0.00566326,0.49973651,0.23582974,0.25632234
-4.88344172,0.93202459,0.00306774,0.11944785,0.28861275,0.15818804,0.00518759,0.45882510,0.21777505,0.25107545
-4.87743872,0.87710074,0.00272590,0.11897828,0.26038667,0.14741191,0.00472553,0.42150107,0.20096307,0.24645954
-4.87143572,0.82790567,0.00240944,0.11872156,0.23484395,0.13769556,0.00428054,0.38796921,0.18554682,0.24263054
-4.86543272,0.78486364,0.00211857,0.11876573,0.21206367,0.12911045,0.00385559,0.35838125,0.17165519,0.23973976
-4.85942971,0.74832158,0.00185307,0.11919601,0.19208503,0.12171447,0.00345317,0.33283743,0.15939197,0.23792971
-4.85342671,0.71854481,0.00161236,0.12009200,0.17491020,0.11555165,0.00307528,0.31138849,0.14883515,0.23732973
-4.84742371,0.69571293,0.00139556,0.12152469,0.16050729,0.11065181,0.00272338,0.29403768,0.14003649,0.23805139
-4.84142071,0.67991552,0.00120156,0.12355362,0.14881351,0.10703012,0.00239844,0.28074259,0.13302142,0.24018383
-4.83541771,0.67114807,0.00102906,0.12622401,0.13973825,0.10468661,0.00210098,0.27141694,0.12778906,0.24378933
-4.82941471,0.66930831,0.00087666,0.12956432,0.13316595,0.10360566,0.00183107,0.26593208,0.12431262,0.24889918
-4.82341171,0.67419334,0.00074287,0.13358404,0.12895901,0.10375549,0.00158844,0.26411849,0.12253990,0.25551019
-4.81740870,0.68549814,0.00062614,0.13827205,0.12696039,0.10508786,0.00137249,0.26576731,0.12239415,0.26358202
-4.81140570,0.70281584,0.00052494,0.14359564,0.12699622,0.10753791,0.00118238,0.27063217,0.12377532,0.27303558
-4.80540270,0.72564050,0.00043778,0.14950022,0.12887845,0.11102436,0.00101708,0.27843149,0.12656156,0.28375275
-4.79939970,0.75337272,0.00036321,0.15590983,0.13240759,0.11545018,0.00087548,0.28885158,0.13061129,0.29557749
-4.79339670,0.78532865,0.00029984,0.16272862,0.13737562,0.12070373,0.00075641,0.30155065,0.13576576,0.30831856
-4.78739370,0.82075254,0.00024637,0.16984311,0.14356925,0.12666047,0.00065873,0.31616397,0.14185206,0.32175391
-4.78139070,0.85883307,0.00020163,0.17712540,0.15077359,0.13318536,0.00058139,0.33231037,0.14868680,0.33563659
-4.77538769,0.89872324,0.00016450,0.18443721,0.15877612,0.14013587,0.00052347,0.34959993,0.15608026,0.34970227
-4.76938469,0.93956352,0.00013401,0.19163450,0.16737114,0.14736550,0.00048423,0.36764295,0.16384105,0.36367792
-4.76338169,0.98050762,0.00010929,0.19857283,0.17636453,0.15472797,0.00046317,0.38605995,0.17178117,0.37729168
-4.75737869,1.02075014,0.00008956,0.20511287,0.18557870,0.16208164,0.00046000,0.40449247,0.17972137,0.39028324
-4.75137569,1.05955499,0.00007416,0.21112624,0.19485762,0.16929430,0.00047472,0.42261422,0.18749658,0.40241456
-4.74537269,1.09628341,0.00006253,0.21650113,0.20407170,0.17624786,0.00050759,0.44014219,0.19496129,0.41348034
-4.73936968,1.13042030,0.00005419,0.22114759,0.21312231,0.18284299,0.00055911,0.45684712,0.20199459,0.42331773
-4.73336668,1.16159748,0.00004877,0.22500223,0.22194560,0.18900325,0.00063004,0.47256288,0.20850472,0.43181490
-4.72736368,1.18961265,0.00004594,0.22803207,0.23051543,0.19467861,0.00072133,0.48719411,0.21443281,0.43891788
-4.72136068,1.21444271,0.00004549,0.23023731,0.23884520,0.19984808,0.00083408,0.50072162,0.21975562,0.44463537
-4.71535768,1.23625056,0.00004724,0.23165285,0.24698823,0.20452135,0.00096948,0.51320513,0.22448716,0.44904109
-4.70935468,1.25538463,0.00005107,0.23234855,0.25503663,0.20873913,0.00112879,0.52478296,0.22867887,0.45227353
-4.70335168,1.27237053,0.00005690,0.23242793,0.26311854,0.21257227,0.00131316,0.53566852,0.23241842,0.45453288
-4.69734867,1.28789501,0.00006469,0.23202560,0.27139362,0.21611955,0.00152365,0.54614348,0.23582707,0.45607532
-4.69134567,1.30278226,0.00007442,0.23130313,0.28004701,0.21950409,0.00176104,0.55654768,0.23905546,0.45720456
-4.68534267,1.31796347,0.00008609,0.23044389,0.28928173,0.22286872,0.00202580,0.56726618,0.24227810,0.45826115
-4.67933967,1.33444053,0.00009970,0.22964665,0.29930987,0.22637013,0.00231798,0.57871381,0.24568673,0.45960982
-4.67333667,1.35324533,0.00011524,0.22911845,0.31034287,0.23017243,0.00263709,0.59131779,0.24948257,0.46162529
-4.66733367,1.37539631,0.00013268,0.22906684,0.32258120,0.23444003,0.00298203,0.60549916,0.25386800,0.46467728
-4.66133067,1.40185403,0.00015200,0.22969196,0.33620396,0.23933040,0.00335105,0.62165383,0.25903780,0.46911523
-4.65532766,1.43347770,0.00017310,0.23117857,0.35135882,0.24498688,0.00374169,0.64013400,0.26517044,0.47525337
-4.64932466,1.47098470,0.00019589,0.23368851,0.36815281,0.25153206,0.00415071,0.66123097,0.27241966,0.48335689
-4.64332166,1.51491475,0.00022019,0.23735389,0.38664437,0.25906180,0.00457416,0.68515995,0.28090680,0.49362972
