energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-6.00000000,2.35112021,0.01197457,0.46832294,0.31271726,0.29883870,1.18750593,0.89016358,0.02502500,0.67877636
-5.99399700,2.36205437,0.01225326,0.46536287,0.31996305,0.30220799,1.20174676,0.88092710,0.02573398,0.68899428
-5.98799400,2.36895553,0.01247769,0.46177693,0.32657204,0.30474629,1.21331825,0.87134000,0.02630935,0.69795606
-5.98199100,2.37198196,0.01264201,0.45750331,0.33257249,0.30653069,1.22220281,0.86138501,0.02674759,0.70583526
-5.97598799,2.37152906,0.01274238,0.45251799,0.33803346,0.30767696,1.22851063,0.85110650,0.02704918,0.71288599
-5.96998499,2.36821742,0.01277711,0.44683716,0.34306120,0.30833523,1.23247553,0.84061183,0.02721863,0.71943238
-5.96398199,2.36286864,0.01274665,0.44051736,0.34779368,0.30868413,1.23444426,0.83006850,0.02726451,0.72585422
-5.95797899,2.35646969,0.01265354,0.43365320,0.35239356,0.30892353,1.23485978,0.81969713,0.02719925,0.73256953
-5.95197599,2.35012769,0.01250227,0.42637299,0.35703981,0.30926635,1.23423910,0.80976071,0.02703878,0.74001458
-5.94597299,2.34501704,0.01229913,0.41883245,0.36191831,0.30992961,1.23314686,0.80055077,0.02680207,0.74862234
-5.93996998,2.34232171,0.01205193,0.41120693,0.36721192,0.31112525,1.23216604,0.79237123,0.02651057,0.75880039
-5.93396698,2.34317550,0.01176974,0.40368250,0.37309047,0.31305124,1.23186714,0.78552085,0.02618747,0.77090926
-5.92796398,2.34860345,0.01146258,0.39644657,0.37970113,0.31588311,1.23277761,0.78027539,0.02585695,0.78524234
-5.92196098,2.35946744,0.01114106,0.38967845,0.38715968,0.31976665,1.23535320,0.77687040,0.02554337,0.80200839
-5.91595798,2.37641886,0.01081604,0.38354042,0.39554310,0.32481185,1.23995263,0.77548571,0.02527046,0.82131747
-5.90995498,2.39986088,0.01049832,0.37816982,0.40488397,0.33108850,1.24681722,0.77623254,0.02506048,0.84317129
-5.90395198,2.42992231,0.01019833,0.37367247,0.41516685,0.33862361,1.25605641,0.77914381,0.02493345,0.86745823
-5.89794897,2.46644447,0.00992580,0.37011784,0.42632705,0.34740071,1.26764009,0.78416850,0.02490647,0.89395372
-5.89194597,2.50898184,0.00968959,0.36753620,0.43825173,0.35736117,1.28139823,0.79117005,0.02499311,0.92232573
-5.88594297,2.55681632,0.00949746,0.36591776,0.45078339,0.36840716,1.29702769,0.79992912,0.02520294,0.95214549
-5.87993997,2.60898452,0.00935593,0.36521380,0.46372562,0.38040646,1.31410606,0.81015056,0.02554116,0.98290265
-5.87393697,2.66431652,0.00927020,0.36533983,0.47685079,0.39319843,1.33211155,0.82147402,0.02600837,1.01402456
-5.86793397,2.72148407,0.00924408,0.36618024,0.48990936,0.40660110,1.35044797,0.83348784,0.02660055,1.04489842
-5.86193097,2.77905580,0.00928002,0.36759448,0.50264028,0.42041884,1.36847343,0.84574540,0.02730913,1.07489549
-5.85592796,2.83555640,0.00937914,0.36942409,0.51478201,0.43445027,1.38553105,0.85778298,0.02812121,1.10339596
-5.84992496,2.88952686,0.00954124,0.37150035,0.52608357,0.44849587,1.40098010,0.86913831,0.02901994,1.12981347
-5.84392196,2.93958264,0.00976495,0.37365209,0.53631504,0.46236506,1.41422586,0.87936884,0.02998506,1.15361788
-5.83791896,2.98446684,0.01004775,0.37571314,0.54527697,0.47588226,1.42474658,0.88806869,0.03099345,1.17435527
-5.83191596,3.02309584,0.01038611,0.37752916,0.55280820,0.48889169,1.43211608,0.89488366,0.03201986,1.19166419
-5.82591296,3.05459530,0.01077555,0.37896350,0.55879173,0.50126070,1.43602095,0.89952345,0.03303769,1.20528728
-5.81990995,3.07832482,0.01121071,0.37990178,0.56315830,0.51288151,1.43627145,0.90177053,0.03401977,1.21507792
-5.81390695,3.09389058,0.01168547,0.38025500,0.56588752,0.52367134,1.43280569,0.90148555,0.03493920,1.22100143
-5.80790395,3.10114556,0.01219294,0.37996128,0.56700660,0.53357100,1.42568714,0.89860885,0.03577017,1.22313101
-5.80190095,3.10017791,0.01272558,0.37898594,0.56658665,0.54254214,1.41509565,0.89315841,0.03648869,1.22163870
-5.79589795,3.09128857,0.01327521,0.37732033,0.56473699,0.55056338,1.40131297,0.88522434,0.03707332,1.21678193
-5.78989495,3.07495982,0.01383309,0.37497936,0.56159759,0.55762571,1.38470353,0.87496043,0.03750577,1.20888643
-5.78389195,3.05181703,0.01439000,0.37199806,0.55733036,0.56372746,1.36569205,0.86257336,0.03777137,1.19832670
-5.77788894,3.02258594,0.01493629,0.36842746,0.55210959,0.56886925,1.34473921,0.84831023,0.03785944,1.18550492
-5.77188594,2.98804821,0.01546206,0.36433004,0.54611228,0.57304938,1.32231707,0.83244521,0.03776353,1.17082966
-5.76588294,2.94899803,0.01595721,0.35977518,0.53950880,0.57625991,1.29888562,0.81526601,0.03748149,1.15469556
-5.75987994,2.90620208,0.01641169,0.35483482,0.53245446,0.57848387,1.27487202,0.79706108,0.03701534,1.13746507
-5.75387694,2.86036540,0.01681563,0.34957961,0.52508257,0.57969366,1.25065350,0.77810808,0.03637116,1.11945312
-5.74787394,2.81210474,0.01715962,0.34407589,0.51749914,0.57985102,1.22654508,0.75866424,0.03555868,1.10091574
-5.74187094,2.76193089,0.01743491,0.33838355,0.50977974,0.57890847,1.20279255,0.73895912,0.03459090,1.08204290
-5.73586793,2.71024062,0.01763365,0.33255495,0.50196848,0.57681214,1.17957107,0.71918998,0.03348351,1.06295597
-5.72986493,2.65731843,0.01774917,0.32663491,0.49407926,0.57350603,1.15698929,0.69951991,0.03225439,1.04370989
-5.72386193,2.60334761,0.01777618,0.32066171,0.48609907,0.56893730,1.13509850,0.68007871,0.03092296,1.02429956
-5.71785893,2.54842955,0.01771101,0.31466902,0.47799310,0.56306229,1.11390631,0.66096622,0.02950958,1.00467011
-5.71185593,2.49260984,0.01755173,0.30868859,0.46971144,0.55585302,1.09339353,0.64225784,0.02803499,0.98473031
-5.70585293,2.43590908,0.01729830,0.30275348,0.46119672,0.54730363,1.07353344,0.62401176,0.02651974,0.96436813
-5.69984992,2.37835648,0.01695262,0.29690153,0.45239238,0.53743645,1.05431203,0.60627721,0.02498373,0.94346752
-5.69384692,2.32002376,0.01651851,0.29117883,0.44325101,0.52630717,1.03574788,0.58910331,0.02344581,0.92192539
-5.68784392,2.26105704,0.01600167,0.28564298,0.43374214,0.51400895,1.01791051,0.57254777,0.02192345,0.89966771
-5.68184092,2.20170474,0.01540950,0.28036579,0.42385920,0.50067493,1.00093601,0.55668484,0.02043251,0.87666371
-5.67583792,2.14233946,0.01475095,0.27543515,0.41362504,0.48647907,0.98503906,0.54161198,0.01898709,0.85293753
-5.66983492,2.08347240,0.01403622,0.27095609,0.40309579,0.47163515,0.97052050,0.52745482,0.01759946,0.82857647
-5.66383192,2.02575915,0.01327654,0.26705066,0.39236277,0.45639376,0.95776998,0.51436994,0.01628004,0.80373542
-5.65782891,1.96999642,0.01248377,0.26385673,0.38155237,0.44103751,0.94726354,0.50254536,0.01503750,0.77863730
-5.65182591,1.91710955,0.01167014,0.26152561,0.37082386,0.42587442,0.93955610,0.49219860,0.01387879,0.75356939
-5.64582291,1.86813122,0.01084786,0.26021858,0.36036523,0.41122984,0.93526914,0.48357233,0.01280930,0.72887583
-5.63981991,1.82417230,0.01002884,0.26010249,0.35038730,0.39743712,0.93507413,0.47692777,0.01183303,0.70494663
-5.63381691,1.78638622,0.00922440,0.26134453,0.34111631,0.38482741,0.93967243,0.47253623,0.01095267,0.68220375
-5.62781391,1.75592834,0.00844497,0.26410641,0.33278545,0.37371897,0.94977239,0.47066909,0.01016979,0.66108515
-5.62181091,1.73391240,0.00769995,0.26853822,0.32562576,0.36440649,0.96606479,0.47158668,0.00948497,0.64202729
-5.61580790,1.72136592,0.00699746,0.27477223,0.31985670,0.35715070,0.98919740,0.47552678,0.00889791,0.62544728
-5.60980490,1.71918671,0.00634432,0.28291683,0.31567701,0.35216893,1.01974979,0.48269297,0.00840753,0.61172534
-5.60380190,1.72810249,0.00574594,0.29305101,0.31325621,0.34962677,1.05820932,0.49324368,0.00801202,0.60118853
-5.59779890,1.74863546,0.00520632,0.30521945,0.31272718,0.34963135,1.10494911,0.50728234,0.00770896,0.59409644
-5.59179590,1.78107339,0.00472811,0.31942860,0.31418013,0.35222652,1.16020886,0.52484910,0.00749533,0.59062954
-5.58579290,1.82544871,0.00431266,0.33564378,0.31765825,0.35739016,1.22407914,0.54591451,0.00736757,0.59088076
-5.57978989,1.88152640,0.00396014,0.35378753,0.32315528,0.36503369,1.29648967,0.57037559,0.00732160,0.59485054
-5.57378689,1.94880143,0.00366967,0.37373925,0.33061504,0.37500400,1.37720198,0.59805436,0.00735286,0.60244575
-5.56778389,2.02650572,0.00343946,0.39533616,0.33993296,0.38708768,1.46580668,0.62869903,0.00745636,0.61348230
-5.56178089,2.11362469,0.00326696,0.41837551,0.35095956,0.40101748,1.56172547,0.66198776,0.00762668,0.62769145
-5.55577789,2.20892240,0.00314901,0.44261815,0.36350565,0.41648068,1.66421779,0.69753504,0.00785806,0.64472947
-5.54977489,2.31097467,0.00308200,0.46779311,0.37734911,0.43312932,1.77239197,0.73490027,0.00814445,0.66419012
-5.54377189,2.41820858,0.00306199,0.49360316,0.39224277,0.45059160,1.88522063,0.77359831,0.00847952,0.68561952
-5.53776888,2.52894693,0.00308484,0.51973128,0.40792319,0.46848429,2.00155976,0.81311173,0.00885681,0.70853253
-5.53176588,2.64145590,0.00314632,0.54584754,0.42411988,0.48642548,2.12017113,0.85290402,0.00926976,0.73243016
-5.52576288,2.75399393,0.00324220,0.57161654,0.44056443,0.50404732,2.23974731,0.89243357,0.00971177,0.75681697
-5.51975988,2.86486004,0.00336830,0.59670482,0.45699937,0.52100799,2.35893855,0.93116765,0.01017633,0.78121785
-5.51375688,2.97243975,0.00352059,0.62078831,0.47318613,0.53700278,2.47638083,0.96859602,0.01065709,0.80519352
-5.50775388,3.07524671,0.00369522,0.64355937,0.48891197,0.55177345,2.59072425,1.00424357,0.01114790,0.82835385
-5.50175088,3.17195880,0.00388852,0.66473339,0.50399544,0.56511576,2.70066083,1.03768166,0.01164296,0.85036879
-5.49574787,3.26144731,0.00409708,0.68405462,0.51829028,0.57688482,2.80495107,1.06853758,0.01213683,0.87097631
-5.48974487,3.34279845,0.00431771,0.70130124,0.53168769,0.58699801,2.90244825,1.09650200,0.01262454,0.88998712
-5.48374187,3.41532663,0.00454749,0.71628933,0.54411675,0.59543550,2.99212006,1.12133415,0.01310163,0.90728624
-5.47773887,3.47857949,0.00478375,0.72887594,0.55554338,0.60223839,3.07306671,1.14286455,0.01356424,0.92283136
-5.47173587,3.53233490,0.00502408,0.73896096,0.56596776,0.60750460,3.14453528,1.16099543,0.01400914,0.93664829
-5.46573287,3.57659067,0.00526633,0.74648793,0.57542057,0.61138289,3.20592989,1.17569882,0.01443379,0.94882402
-5.45972986,3.61154794,0.00550862,0.75144383,0.58395832,0.61406521,3.25681767,1.18701270,0.01483636,0.95949763
-5.45372686,3.63758939,0.00574933,0.75385786,0.59165814,0.61577793,3.29693062,1.19503526,0.01521584,0.96884994
-5.44772386,3.65525382,0.00598711,0.75379943,0.59861236,0.61677236,3.32616357,1.19991791,0.01557198,0.97709232
-5.44172086,3.66520842,0.00622085,0.75137529,0.60492318,0.61731494,3.34456868,1.20185724,0.01590537,0.98445536
-5.43571786,3.66822023,0.00644972,0.74672618,0.61069789,0.61767767,3.35234697,1.20108650,0.01621742,0.99117800
-5.42971486,3.66512816,0.00667311,0.74002294,0.61604463,0.61812909,3.34983751,1.19786691,0.01651040,0.99749766
-5.42371186,3.65681669,0.00689066,0.73146244,0.62106910,0.61892610,3.33750494,1.19247926,0.01678733,1.00364163
-5.41770885,3.64419202,0.00710220,0.72126315,0.62587226,0.62030693,3.31592576,1.18521604,0.01705202,1.00982023
-5.41170585,3.62816146,0.00730776,0.70966080,0.63054887,0.62248540,3.28577419,1.17637445,0.01730893,1.01622164
-5.40570285,3.60961609,0.00750749,0.69690396,0.63518697,0.62564640,3.24780769,1.16625036,0.01756313,1.02300858
-5.39969985,3.58941672,0.00770166,0.68324971,0.63986807,0.62994278,3.20285282,1.15513329,0.01782007,1.03031652
-5.39369685,3.56838279,0.00789056,0.66895940,0.64466773,0.63549324,3.15179120,1.14330242,0.01808552,1.03825332
-5.38769385,3.54728358,0.00807450,0.65429447,0.64965643,0.64238133,3.09554591,1.13102341,0.01836528,1.04689982
