energy_ev,total_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up,W_p_up,W_d_up
-3.26263132,3.30465543,0.06542262,0.79635098,0.16620149,0.31705811,0.15678597,0.72322124,0.67533240,1.41534354
-3.25662831,3.27100466,0.06394369,0.79040788,0.16092516,0.32457001,0.16457729,0.71264821,0.66742915,1.39421528
-3.25062531,3.23791287,0.06225595,0.78530023,0.15523983,0.33295172,0.17280427,0.70207537,0.65935430,1.37356135
-3.24462231,3.20617465,0.06039361,0.78119751,0.14921988,0.34221048,0.18144149,0.69174441,0.65117888,1.35378141
-3.23861931,3.17648892,0.05839240,0.77823033,0.14294406,0.35232362,0.19044790,0.68187140,0.64296734,1.33523861
-3.23261631,3.14941723,0.05628829,0.77648116,0.13649302,0.36323477,0.19976590,0.67263553,0.63477259,1.31824002
-3.22661331,3.12534706,0.05411630,0.77597656,0.12994682,0.37485146,0.20932120,0.66416915,0.62663135,1.30301933
-3.22061031,3.10446260,0.05190936,0.77668140,0.12338247,0.38704413,0.21902346,0.65654977,0.61856011,1.28972279
-3.21460730,3.08672539,0.04969732,0.77849565,0.11687169,0.39964699,0.22876792,0.64979461,0.61055218,1.27839938
-3.20860430,3.07186623,0.04750619,0.78125434,0.11047893,0.41246070,0.23843779,0.64385803,0.60257612,1.26899598
-3.20260130,3.05938953,0.04535753,0.78473058,0.10425984,0.42525688,0.24790757,0.63863210,0.59457567,1.26135791
-3.19659830,3.04859011,0.04326815,0.78864197,0.09826012,0.43778433,0.25704708,0.63395039,0.58647139,1.25523492
-3.19059530,3.03858208,0.04124999,0.79266005,0.09251488,0.44977684,0.26572598,0.62959481,0.57816400,1.25029240
-3.18459230,3.02833816,0.03931029,0.79642243,0.08704852,0.46096210,0.27381871,0.62530519,0.56953913,1.24612724
-3.17858929,3.01673766,0.03745191,0.79954706,0.08187502,0.47107137,0.28120951,0.62079108,0.56047347,1.24228751
-3.17258629,3.00262039,0.03567391,0.80164784,0.07699867,0.47984944,0.28779726,0.61574531,0.55084177,1.23829475
-3.16658329,2.98484352,0.03397215,0.80235079,0.07241521,0.48706441,0.29349993,0.60985833,0.54052443,1.23366776
-3.16058029,2.96233835,0.03234008,0.80130999,0.06811317,0.49251666,0.29825832,0.60283283,0.52941510,1.22794648
-3.15457729,2.93416372,0.03076956,0.79822223,0.06407548,0.49604666,0.30203884,0.59439776,0.51742799,1.22071456
-3.14857429,2.89955327,0.02925159,0.79283979,0.06028107,0.49754110,0.30483528,0.58432102,0.50450433,1.21161954
-3.14257129,2.85795385,0.02777715,0.78498057,0.05670660,0.49693715,0.30666927,0.57242031,0.49061762,1.20038939
-3.13656828,2.80905336,0.02633778,0.77453502,0.05332801,0.49422447,0.30758949,0.55857146,0.47577743,1.18684471
-3.13056528,2.75279658,0.02492623,0.76146972,0.05012196,0.48944506,0.30766956,0.54271401,0.46003148,1.17090586
-3.12456228,2.68938846,0.02353679,0.74582732,0.04706712,0.48269083,0.30700483,0.52485387,0.44346596,1.15259505
-3.11855928,2.61928513,0.02216565,0.72772303,0.04414506,0.47409923,0.30570802,0.50506289,0.42620400,1.13203313
-3.11255628,2.54317347,0.02081100,0.70733802,0.04134106,0.46384701,0.30390420,0.48347567,0.40840257,1.10943169
-3.10655328,2.46194090,0.01947307,0.68491009,0.03864453,0.45214277,0.30172510,0.46028368,0.39024780,1.08508107
-3.10055028,2.37663727,0.01815398,0.66072227,0.03604916,0.43921842,0.29930323,0.43572736,0.37194927,1.05933506
-3.09454727,2.28843137,0.01685754,0.63509014,0.03355292,0.42532029,0.29676613,0.41008643,0.35373338,1.03259337
-3.08854427,2.19856464,0.01558898,0.60834843,0.03115772,0.41070025,0.29423091,0.38366917,0.33583629,1.00528307
-3.08254127,2.10830454,0.01435455,0.58083785,0.02886904,0.39560731,0.29179952,0.35680118,0.31849679,0.97783990
-3.07653827,2.01890025,0.01316118,0.55289265,0.02669530,0.38028011,0.28955489,0.32981412,0.30194938,0.95069072
-3.07053527,1.93154257,0.01201612,0.52482965,0.02464726,0.36494063,0.28755818,0.30303506,0.28641799,0.92423789
-3.06453227,1.84733000,0.01092651,0.49693908,0.02273728,0.34978932,0.28584726,0.27677678,0.27211044,0.89884647
-3.05852926,1.76724213,0.00989914,0.46947765,0.02097862,0.33500186,0.28443637,0.25132950,0.25921392,0.87483465
-3.05252626,1.69212102,0.00894010,0.44266398,0.01938478,0.32072743,0.28331712,0.22695414,0.24789157,0.85246779
-3.04652326,1.62266093,0.00805460,0.41667641,0.01796884,0.30708857,0.28246059,0.20387737,0.23828008,0.83195623
-3.04052026,1.55940592,0.00724678,0.39165304,0.01674290,0.29418239,0.28182037,0.18228850,0.23048850,0.81345651
-3.03451726,1.50275465,0.00651965,0.36769385,0.01571759,0.28208290,0.28133650,0.16233804,0.22459789,0.79707593
-3.02851426,1.45297130,0.00587498,0.34486443,0.01490160,0.27084420,0.28093989,0.14413794,0.22066181,0.78287960
-3.02251126,1.41020136,0.00531338,0.32320107,0.01430142,0.26050425,0.28055710,0.12776321,0.21870750,0.77089973
-3.01650825,1.37449061,0.00483429,0.30271668,0.01392100,0.25108893,0.28011512,0.11325473,0.21873748,0.76114603
-3.01050525,1.34580604,0.00443607,0.28340716,0.01376157,0.24261600,0.27954600,0.10062290,0.22073144,0.75361684
-3.00450225,1.32405716,0.00411614,0.26525779,0.01382156,0.23509893,0.27879102,0.08985203,0.22464825,0.74831002
-2.99849925,1.30911642,0.00387106,0.24824935,0.01409645,0.22855015,0.27780429,0.08090490,0.23042800,0.74523305
-2.99249625,1.30083770,0.00369667,0.23236355,0.01457879,0.22298374,0.27655558,0.07372756,0.23799389,0.74441172
-2.98649325,1.29907208,0.00358822,0.21758776,0.01525825,0.21841745,0.27503230,0.06825385,0.24725402,0.74589693
-2.98049025,1.30368016,0.00354052,0.20391858,0.01612166,0.21487393,0.27324061,0.06440972,0.25810297,0.74976922
-2.97448724,1.31454090,0.00354799,0.19136456,0.01715322,0.21238135,0.27120561,0.06211696,0.27042333,0.75614095
-2.96848424,1.33155656,0.00360484,0.17994767,0.01833463,0.21097326,0.26897067,0.06129641,0.28408700,0.76515574
-2.96248124,1.35465421,0.00370515,0.16970389,0.01964540,0.21068793,0.26659607,0.06187044,0.29895658,0.77698552
-2.95647824,1.38378378,0.00384294,0.16068275,0.02106316,0.21156719,0.26415684,0.06376484,0.31488674,0.79182509
-2.95047524,1.41891327,0.00401226,0.15294606,0.02256402,0.21365496,0.26174021,0.06690997,0.33172562,0.80988441
-2.94447224,1.46002142,0.00420729,0.14656597,0.02412303,0.21699544,0.25944252,0.07124120,0.34931653,0.83137905
-2.93846923,1.50708849,0.00442238,0.14162235,0.02571465,0.22163110,0.25736599,0.07669887,0.36749963,0.85651900
-2.93246623,1.56008550,0.00465212,0.13819980,0.02731328,0.22760068,0.25561525,0.08322765,0.38611390,0.88549627
-2.92646323,1.61896248,0.00489143,0.13638418,0.02889383,0.23493695,0.25429395,0.09077549,0.40499914,0.91847183
-2.92046023,1.68363623,0.00513559,0.13625901,0.03043225,0.24366460,0.25350136,0.09929221,0.42399810,0.95556216
-2.91445723,1.75397799,0.00538029,0.13790161,0.03190610,0.25379798,0.25332928,0.10872798,0.44295860,0.99682613
-2.90845423,1.82980150,0.00562171,0.14137920,0.03329505,0.26533903,0.25385908,0.11903162,0.46173547,1.04225253
-2.90245123,1.91085180,0.00585653,0.14674501,0.03458135,0.27827506,0.25515911,0.13014898,0.48019241,1.09174899
-2.89644822,1.99679537,0.00608198,0.15403438,0.03575021,0.29257668,0.25728251,0.14202151,0.49820349,1.14513264
-2.89044522,2.08721194,0.00629585,0.16326114,0.03679007,0.30819588,0.26026530,0.15458508,0.51565433,1.20212308
-2.88444222,2.18158860,0.00649652,0.17441417,0.03769280,0.32506414,0.26412503,0.16776920,0.53244294,1.26233832
-2.87843922,2.27931657,0.00668297,0.18745430,0.03845380,0.34309087,0.26885978,0.18149683,0.54848014,1.32529386
-2.87243622,2.37969127,0.00685473,0.20231178,0.03907186,0.36216222,0.27444772,0.19568466,0.56368966,1.39040547
-2.86643322,2.48191612,0.00701190,0.21888423,0.03954909,0.38214025,0.28084716,0.21024406,0.57800797,1.45699595
-2.86043022,2.58511043,0.00715513,0.23703545,0.03989061,0.40286281,0.28799719,0.22508271,0.59138394,1.52430581
-2.85442721,2.68832171,0.00728553,0.25659505,0.04010421,0.42414403,0.29581885,0.24010690,0.60377847,1.59150814
-2.84842421,2.79054265,0.00740469,0.27735900,0.04019990,0.44577574,0.30421698,0.25522434,0.61516424,1.65772715
-2.84242121,2.89073250,0.00751462,0.29909141,0.04018952,0.46752980,0.31308270,0.27034761,0.62552569,1.72206035
-2.83641821,2.98784283,0.00761769,0.32152734,0.04008620,0.48916143,0.32229647,0.28539797,0.63485936,1.78360355
-2.83041521,3.08084703,0.00771665,0.34437686,0.03990393,0.51041356,0.33173181,0.30030946,0.64317473,1.84147802
-2.82441221,3.16877275,0.00781453,0.36733028,0.03965715,0.53102223,0.34125961,0.31503310,0.65049557,1.89485896
-2.81840920,3.25073647,0.00791469,0.39006444,0.03936034,0.55072284,0.35075289,0.32954105,0.65686182,1.94300426
-2.81240620,3.32597873,0.00802079,0.41224999,0.03902775,0.56925720,0.36009197,0.34383053,0.66233191,1.98528235
-2.80640320,3.39389892,0.00813677,0.43355944,0.03867317,0.58638112,0.36916989,0.35792726,0.66698542,2.02119812
-2.80040020,3.45408785,0.00826689,0.45367572,0.03830981,0.60187227,0.37789788,0.37188839,0.67092602,2.05041574
-2.79439720,3.50635686,0.00841575,0.47230103,0.03795024,0.61553808,0.38621078,0.38580460,0.67428417,2.07277735
-2.78839420,3.55076175,0.00858827,0.48916559,0.03760639,0.62722324,0.39407199,0.39980141,0.67721973,2.08831679
-2.78239120,3.58762032,0.00878974,0.50403592,0.03728965,0.63681657,0.40147795,0.41403953,0.67992381,2.09726748
-2.77638819,3.61752222,0.00902582,0.51672246,0.03701092,0.64425676,0.40846181,0.42871423,0.68261985,2.10006419
-2.77038519,3.64133038,0.00930252,0.52708596,0.03678078,0.64953687,0.41509602,0.44405367,0.68556353,2.09733824
-2.76438219,3.66017324,0.00962620,0.53504262,0.03660958,0.65270715,0.42149378,0.46031630,0.68904135,2.08990623
-2.75837919,3.67542765,0.01000354,0.54056742,0.03650747,0.65387597,0.42780905,0.47778725,0.69336773,2.07875255
-2.75237619,3.68869264,0.01044142,0.54369574,0.03648449,0.65320885,0.43423515,0.49677390,0.69888043,2.06500622
-2.74637319,3.70175447,0.01094691,0.54452299,0.03655047,0.65092536,0.44100176,0.51760056,0.70593445,2.04991272
-2.74037019,3.71654392,0.01152713,0.54320224,0.03671496,0.64729404,0.44837038,0.54060244,0.71489435,2.03480173
-2.73436718,3.73508703,0.01218909,0.53993999,0.03698701,0.64262538,0.45662835,0.56611890,0.72612531,2.02105193
-2.72836418,3.75945065,0.01293959,0.53499015,0.03737495,0.63726312,0.46608145,0.59448612,0.73998300,2.01005384
-2.72236118,3.79168471,0.01378507,0.52864649,0.03788607,0.63157412,0.47704541,0.62602916,0.75680285,2.00317205
-2.71635818,3.83376266,0.01473138,0.52123384,0.03852632,0.62593713,0.48983641,0.66105348,0.77688888,2.00170778
-2.71035518,3.88752226,0.01578370,0.51309837,0.03929988,0.62073098,0.50476101,0.69983605,0.80050267,2.00686314
-2.70435218,3.95460829,0.01694632,0.50459738,0.04020889,0.61632248,0.52210572,0.74261596,0.82785290,2.01970784
-2.69834917,4.03641909,0.01822256,0.49608892,0.04125312,0.61305450,0.54212661,0.78958472,0.85908582,2.04114947
-2.69234617,4.13405836,0.01961456,0.48792163,0.04242969,0.61123483,0.56503927,0.84087637,0.89427716,2.07190780
-2.68634317,4.24829363,0.02112327,0.48042523,0.04373296,0.61112596,0.59100951,0.89655745,0.93342571,2.11249404
-2.68034017,4.37952258,0.02274829,0.47390185,0.04515439,0.61293641,0.62014515,0.95661715,0.97644900,2.16319506
-2.67433717,4.52774800,0.02448786,0.46861860,0.04668263,0.61681377,0.65248903,1.02095790,1.02318099,2.22406320
-2.66833417,4.69256205,0.02633877,0.46480137,0.04830363,0.62283961,0.68801383,1.08938664,1.07337219,2.29491143
-2.66233117,4.87314007,0.02829638,0.46263025,0.05000090,0.63102667,0.72661849,1.16160737,1.12669188,2.37531412
-2.65632816,5.06824418,0.03035456,0.46223632,0.05175584,0.64131809,0.76812678,1.23721517,1.18273253,2.46461301
-2.65032516,5.27623632,0.03250568,0.46370003,0.05354817,0.65358890,0.81228784,1.31569244,1.24101610,2.56192832
-2.64432216,5.49510068,0.03474062,0.46705099,0.05535641,0.66764953,0.85877882,1.39640761,1.30100202,2.66617453
-2.63831916,5.72247475,0.03704875,0.47226902,0.05715838,0.68325122,0.90720957,1.47861698,1.36209657,2.77608050
-2.63231616,5.95568854,0.03941788,0.47928639,0.05893172,0.70009314,0.95712934,1.56147002,1.42366324,2.89021347
-2.62631316,6.19181107,0.04183426,0.48799099,0.06065439,0.71783093,1.00803516,1.64401836,1.48503382,3.00700641
-2.62031016,6.42770337,0.04428256,0.49823033,0.06230510,0.73608623,1.05938184,1.72522884,1.54551982,3.12478817
-2.61430715,6.66007690,0.04674585,0.50981613,0.06386377,0.75445705,1.11059322,1.80400057,1.60442407,3.24181595
-2.60830415,6.88555643,0.04920559,0.52252933,0.06531177,0.77252856,1.16107438,1.87918577,1.66105207,3.35630929
-2.60230115,7.10074604,0.05164168,0.53612541,0.06663220,0.78988387,1.21022448,1.94961418,1.71472306,3.46648517
-2.59629815,7.30229711,0.05403253,0.55033992,0.06781006,0.80611465,1.25744970,2.01412042,1.76478053,3.57059333
-2.59029515,7.48697686,0.05635516,0.56489405,0.06883226,0.82083113,1.30217612,2.07157349,1.81060221,3.66695117
-2.58429215,7.65173599,0.05858544,0.57950020,0.06968772,0.83367130,1.34386190,2.12090764,1.85160934,3.75397755
-2.57828914,7.79377381,0.06069830,0.59386754,0.07036722,0.84430909,1.38200856,2.16115334,1.88727526,3.83022454
-2.57228614,7.91059936,0.06266810,0.60770741,0.07086339,0.85246124,1.41617088,2.19146739,1.91713329,3.89440662
-2.56628314,8.00008688,0.06446907,0.62073862,0.07117056,0.85789286,1.44596519,2.21116080,1.94078378,3.94542639
-2.56028014,8.06052407,0.06607575,0.63269254,0.07128464,0.86042148,1.47107582,2.21972333,1.95790048,3.98239617
-2.55427714,8.09065164,0.06746362,0.64331792,0.07120305,0.85991958,1.49125944,2.21684362,1.96823594,4.00465491
-2.54827414,8.08969292,0.06860965,0.65238550,0.07092460,0.85631565,1.50634731,2.20242384,1.97162602,4.01177998
-2.54227114,8.05737244,0.06949296,0.65969215,0.07044948,0.84959377,1.51624541,2.17658820,1.96799327,4.00359327
-2.53626813,7.99392273,0.07009545,0.66506468,0.06977923,0.83979181,1.52093252,2.13968477,1.95734921,3.98016163
-2.53026513,7.90007880,0.07040242,0.66836301,0.06891675,0.82699845,1.52045648,2.09228036,1.93979517,3.94179157
-2.52426213,7.77706048,0.07040309,0.66948282,0.06786637,0.81134911,1.51492877,2.03514854,1.91552169,3.88901828
-2.51825913,7.62654281,0.07009112,0.66835746,0.06663391,0.79302104,1.50451794,1.96925109,1.88480630,3.82258946
-2.51225613,7.45061538,0.06946491,0.66495911,0.06522677,0.77222768,1.48944202,1.89571361,1.84800963,3.74344442
-2.50625313,7.25173171,0.06852789,0.65929908,0.06365398,0.74921269,1.46996042,1.81579603,1.80556968,3.65268917
-2.50025013,7.03265030,0.06728857,0.65142728,0.06192624,0.72424365,1.44636573,1.73085925,1.75799446,3.55156830
-2.49424712,6.79636906,0.06576050,0.64143078,0.06005601,0.69760581,1.41897563,1.64232898,1.70585287,3.44143446
-2.48824412,6.54605524,0.06396202,0.62943150,0.05805739,0.66959600,1.38812535,1.55165820,1.64976408,3.32371664
-2.48224112,6.28497295,0.06191592,0.61558304,0.05594612,0.64051681,1.35416089,1.46028954,1.59038571,3.19988787
-2.47623812,6.01641046,0.05964893,0.60006686,0.05373944,0.61067133,1.31743314,1.36961887,1.52840083,3.07143357
-2.47023512,5.74360945,0.05719108,0.58308766,0.05145587,0.58035840,1.27829294,1.28096129,1.46450445,2.93982126
-2.46423212,5.46969824,0.05457498,0.56486835,0.04911501,0.54986846,1.23708726,1.19552067,1.39938962,2.80647246
-2.45822911,5.19763072,0.05183509,0.54564454,0.04673725,0.51948008,1.19415617,1.11436357,1.33373379,2.67273741
-2.45222611,4.93013274,0.04900686,0.52565891,0.04434346,0.48945710,1.14983071,1.03839825,1.26818564,2.53987321
-2.44622311,4.66965702,0.04612592,0.50515544,0.04195462,0.46004636,1.10443134,0.96835924,1.20335298,2.40902567
-2.44022011,4.41834771,0.04322728,0.48437381,0.03959148,0.43147598,1.05826688,0.90479783,1.13979202,2.28121532
-2.43421711,4.17801526,0.04034460,0.46354411,0.03727420,0.40395399,1.01163363,0.84807842,1.07799844,2.15732755
-2.42821411,3.95012180,0.03750952,0.44288198,0.03502202,0.37766749,0.96481465,0.79838069,1.01840045,2.03810707
-2.42221111,3.73577719,0.03475106,0.42258437,0.03285290,0.35278188,0.91807894,0.75570729,0.96135420,1.92415647
-2.41620810,3.53574541,0.03209516,0.40282609,0.03078329,0.32944045,0.87168054,0.71989647,0.90714151,1.81593887
-2.41020510,3.35046072,0.02956431,0.38375713,0.02882786,0.30776403,0.82585748,0.69063924,0.85597014,1.71378437
-2.40420210,3.18005282,0.02717733,0.36550093,0.02699930,0.28785073,0.78083057,0.66750022,0.80797643,1.61789991
-2.39819910,3.02437995,0.02494918,0.34815361,0.02530824,0.26977578,0.73680222,0.64994146,0.76323015,1.52838224
-2.39219610,2.88306862,0.02289101,0.33178414,0.02376314,0.25359142,0.69395532,0.63734843,0.72174146,1.44523352
-2.38619310,2.75555861,0.02101019,0.31643547,0.02237031,0.23932693,0.65245231,0.62905718,0.68346947,1.36837897
-2.38019010,2.64115151,0.01931049,0.30212645,0.02113393,0.22698870,0.61243467,0.62438192,0.64833220,1.29768609
-2.37418709,2.53906118,0.01779231,0.28885457,0.02005615,0.21656064,0.57402286,0.62264202,0.61621728,1.23298467
-2.36818409,2.44846428,0.01645303,0.27659929,0.01913727,0.20800473,0.53731689,0.62318757,0.58699321,1.17408703
-2.36218109,2.36854901,0.01528729,0.26532585,0.01837593,0.20126193,0.50239749,0.62542269,0.56052029,1.12080769
-2.35617809,2.29856030,0.01428745,0.25498941,0.01776928,0.19625349,0.46932799,0.62882588,0.53666115,1.07298180
-2.35017509,2.23783980,0.01344394,0.24553921,0.01731331,0.19288264,0.43815679,0.63296666,0.51529017,1.03048158
-2.34417209,2.18585907,0.01274571,0.23692280,0.01700308,0.19103676,0.40892030,0.63751799,0.49630138,0.99323009
-2.33816908,2.14224483,0.01218063,0.22908992,0.01683301,0.19058994,0.38164625,0.64226412,0.47961475,0.96121191
-2.33216608,2.10679511,0.01173591,0.22199602,0.01679717,0.19140602,0.35635727,0.64710358,0.46518040,0.93447994
-2.32616308,2.07948601,0.01139849,0.21560527,0.01688957,0.19334193,0.33307426,0.65204735,0.45298070,0.91315828
-2.32016008,2.06046849,0.01115540,0.20989289,0.01710442,0.19625133,0.31181967,0.65721212,0.44303026,0.89744085
-2.31415708,2.05005576,0.01099410,0.20484672,0.01743636,0.19998838,0.29262027,0.66280935,0.43537384,0.88758572
-2.30815408,2.04870170,0.01090278,0.20046810,0.01788071,0.20441165,0.27550930,0.66913019,0.43008243,0.88390540
-2.30215108,2.05697145,0.01087065,0.19677197,0.01843364,0.20938774,0.26052786,0.67652732,0.42724774,0.88675339
-2.29614807,2.07550555,0.01088815,0.19378610,0.01909230,0.21479485,0.24772535,0.68539429,0.42697548,0.89650749
-2.29014507,2.10497936,0.01094716,0.19154984,0.01985496,0.22052576,0.23715910,0.69614335,0.42937782,0.91355054
-2.28414207,2.14605967,0.01104114,0.19011207,0.02072104,0.22649047,0.22889295,0.70918280,0.43456550,0.93824950
-2.27813907,2.19936059,0.01116522,0.18952880,0.02169116,0.23261798,0.22299496,0.72489477,0.44264004,0.97093355
-2.27213607,2.26540077,0.01131632,0.18986035,0.02276707,0.23885755,0.21953437,0.74361454,0.45368644,1.01187230
-2.26613307,2.34456401,0.01149314,0.19116827,0.02395162,0.24517901,0.21857780,0.76561220,0.46776689,1.06125509
-2.26013007,2.43706516,0.01169614,0.19351224,0.02524867,0.25157237,0.22018501,0.79107748,0.48491560,1.11917213
-2.25412706,2.54292289,0.01192754,0.19694695,0.02666290,0.25804661,0.22440435,0.82010841,0.50513529,1.18559858
-2.24812406,2.66194059,0.01219120,0.20151920,0.02819972,0.26462778,0.23126805,0.85270426,0.52839529,1.26038214
-2.24212106,2.79369643,0.01249255,0.20726524,0.02986507,0.27135650,0.24078765,0.88876297,0.55463140,1.34323495
-2.23611806,2.93754304,0.01283843,0.21420861,0.03166528,0.27828495,0.25294979,0.92808311,0.58374762,1.43373014
-2.23011506,3.09261679,0.01323697,0.22235832,0.03360687,0.28547356,0.26771245,0.97037025,0.61561938,1.53130339
-2.22411206,3.25785637,0.01369739,0.23170768,0.03569641,0.29298757,0.28500197,1.01524721,0.65009832,1.63525971
-2.21810905,3.43202988,0.01422984,0.24223368,0.03794040,0.30089348,0.30471088,1.06226779,0.68701824,1.74478503
-2.21210605,3.61376909,0.01484522,0.25389694,0.04034512,0.30925585,0.32669686,1.11093307,0.72620192,1.85896267
-2.20610305,3.80160947,0.01555494,0.26664232,0.04291658,0.31813421,0.35078265,1.16070959,0.76746834,1.97679387
-2.20010005,3.99403406,0.01637075,0.28039997,0.04566042,0.32758057,0.37675725,1.21104843,0.81064009,2.09722179
-2.19409705,4.18951923,0.01730450,0.29508696,0.04858186,0.33763733,0.40437824,1.26140424,0.85555033,2.21915805
-2.18809405,4.38658015,0.01836791,0.31060934,0.05168568,0.34833579,0.43337524,1.31125341,0.90204907,2.34151082
-2.18209105,4.58381383,0.01957235,0.32686436,0.05497612,0.35969522,0.46345443,1.36011044,0.95000828,2.46321324
-2.17608804,4.77993771,0.02092858,0.34374308,0.05845689,0.37172248,0.49430400,1.40754186,0.99932555,2.58325098
-2.17008504,4.97382183,0.02244647,0.36113293,0.06213102,0.38441209,0.52560032,1.45317707,1.04992594,2.70068776
-2.16408204,5.16451298,0.02413474,0.37892018,0.06600077,0.39774669,0.55701463,1.49671575,1.10176194,2.81468760
-2.15807904,5.35124966,0.02600067,0.39699234,0.07006742,0.41169778,0.58822008,1.53793157,1.15481130,2.92453267
-2.15207604,5.53346679,0.02804974,0.41524012,0.07433104,0.42622661,0.61889871,1.57667213,1.20907280,3.02963602
-2.14607304,5.71079004,0.03028536,0.43355906,0.07879017,0.44128505,0.64874821,1.61285539,1.26455997,3.12954824
-2.14007004,5.88301969,0.03270853,0.45185061,0.08344144,0.45681644,0.67748814,1.64646279,1.32129304,3.22395792
-2.13406703,6.05010492,0.03531750,0.47002272,0.08827915,0.47275628,0.70486536,1.67752962,1.37928932,3.31268556
-2.12806403,6.21210947,0.03810745,0.48798979,0.09329472,0.48903255,0.73065846,1.70613313,1.43855241,3.39567127
-2.12206103,6.36917047,0.04107020,0.50567214,0.09847621,0.50556593,0.75468100,1.73237923,1.49906086,3.47295694
-2.11605803,6.52145246,0.04419398,0.52299489,0.10380776,0.52226966,0.77678346,1.75638828,1.56075657,3.54466349
-2.11005503,6.66909887,0.04746321,0.53988654,0.10926905,0.53904915,0.79685373,1.77828095,1.62353375,3.61096461
-2.10405203,6.81218359,0.05085834,0.55627712,0.11483491,0.55580151,0.81481632,1.79816464,1.68722890,3.67205835
-2.09804902,6.95066527,0.05435586,0.57209624,0.12047486,0.57241499,0.83063024,1.81612134,1.75161239,3.72813795
-2.09204602,7.08434684,0.05792830,0.58727115,0.12615290,0.58876846,0.84428565,1.83219737,1.81638229,3.77936380
-2.08604302,7.21284271,0.06154441,0.60172484,0.13182741,0.60473113,0.85579966,1.84639549,1.88116084,3.82583789
-2.08004002,7.33555560,0.06516944,0.61537458,0.13745128,0.62016259,0.86521127,1.85866983,1.94549387,3.86758239
-2.07403702,7.45166472,0.06876555,0.62813081,0.14297213,0.63491327,0.87257601,1.86892373,2.00885357,3.90452360
-2.06803402,7.56012630,0.07229235,0.63989662,0.14833293,0.64882549,0.87796036,1.87701069,2.07064452,3.93648227
-2.06203102,7.65968690,0.07570753,0.65056791,0.15347274,0.66173509,0.88143638,1.88273833,2.13021308,3.96317093
-2.05602801,7.74890946,0.07896766,0.66003427,0.15832764,0.67347375,0.88307687,1.88587516,2.18685981,3.98419846
-2.05002501,7.82621116,0.08202904,0.66818059,0.16283203,0.68387191,0.88295120,1.88615992,2.23985461,3.99908183
-2.04402201,7.88991172,0.08484862,0.67488934,0.16691992,0.69276232,0.88112216,1.88331311,2.28845410,4.00726440
-2.03801901,7.93829017,0.08738503,0.68004355,0.17052651,0.69998400,0.87764398,1.87705016,2.33192050,4.00813983
-2.03201601,7.96964773,0.08959955,0.68353027,0.17358979,0.70538667,0.87256152,1.86709574,2.36954154,4.00108044
-2.02601301,7.98237407,0.09145713,0.68524447,0.17605223,0.70883528,0.86591078,1.85319869,2.40065033,3.98546850
-2.02001001,7.97501395,0.09292734,0.68509312,0.17786239,0.71021456,0.85772054,1.83514686,2.42464472,3.96072883
-2.01400700,7.94633140,0.09398520,0.68299931,0.17897655,0.70943339,0.84801516,1.81278132,2.44100525,3.92636102
-2.00800400,7.89536860,0.09461202,0.67890627,0.17936010,0.70642877,0.83681812,1.78600927,2.44931095,3.88196960
-2.00200100,7.82149675,0.09479594,0.67278103,0.17898882,0.70116917,0.82415633,1.75481526,2.44925262,3.82729080
-1.99599800,7.72445689,0.09453243,0.66461757,0.17784988,0.69365720,0.81006466,1.71927008,2.44064282,3.76221437
-1.98999500,7.60438872,0.09382454,0.65443930,0.17594255,0.68393138,0.79459055,1.67953697,2.42342244,3.68679961
-1.98399200,7.46184646,0.09268297,0.64230082,0.17327858,0.67206689,0.77779829,1.63587484,2.39766365,3.60128489
-1.97798899,7.29780099,0.09112595,0.62828875,0.16988233,0.65817546,0.75977276,1.58863843,2.36356910,3.50609032
-1.97198599,7.11362832,0.08917891,0.61252167,0.16579040,0.64240405,0.74062230,1.53827503,2.32146754,3.40181352
-1.96598299,6.91108514,0.08687395,0.59514916,0.16105111,0.62493279,0.72048049,1.48531820,2.27180621,3.28921899
-1.95997999,6.69227240,0.08424919,0.57634994,0.15572351,0.60597185,0.69950677,1.43037837,2.21514028,3.16922150
-1.95397699,6.45958861,0.08134789,0.55632910,0.14987619,0.58575768,0.67788576,1.37413078,2.15211986,3.04286471
-1.94797399,6.21567496,0.07821755,0.53531477,0.14358584,0.56454853,0.65582528,1.31730106,2.08347515,2.91129580
-1.94197099,5.96335421,0.07490882,0.51355397,0.13693563,0.54261958,0.63355314,1.26064909,2.01000035,2.77573745
-1.93596798,5.70556598,0.07147448,0.49130814,0.13001341,0.52025770,0.61131287,1.20495160,1.93253680,2.63745850
-1.92996498,5.44530062,0.06796831,0.46884825,0.12290990,0.49775607,0.58935851,1.15098405,1.85195611,2.49774423
-1.92396198,5.18553400,0.06444397,0.44644974,0.11571684,0.47540873,0.56794876,1.09950268,1.76914368,2.35786774
-1.91795898,4.92916530,0.06095403,0.42438743,0.10852520,0.45350531,0.54734074,1.05122702,1.68498308,2.21906314
-1.91195598,4.67895956,0.05754897,0.40293048,0.10142343,0.43232590,0.52778360,1.00682371,1.60034170,2.08250150
-1.90595298,4.43749646,0.05427632,0.38233758,0.09449597,0.41213620,0.50951230,0.96689189,1.51605799,1.94927024
-1.89994997,4.20712651,0.05117994,0.36285241,0.08782182,0.39318306,0.49274184,0.93195090,1.43293032,1.82035619
