energy_ev,total_up,In_p_up,In_d_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,2.38184976,0.26719719,0.00379816,1.26326087,0.00000000,1.49659080,0.55644156
-5.99399700,2.29774783,0.25645104,0.00364079,1.23303247,0.00000000,1.43359420,0.53997814
-5.98799400,2.21406431,0.24604174,0.00350379,1.20026152,0.00000000,1.37091838,0.52314430
-5.98199100,2.13233941,0.23613932,0.00338948,1.16571390,0.00000000,1.30950679,0.50631234
-5.97598799,2.05399594,0.22689367,0.00329952,1.13015898,0.00000000,1.25021922,0.48984086
-5.96998499,1.98030402,0.21843168,0.00323487,1.09434533,0.00000000,1.19381432,0.47406443
-5.96398199,1.91234931,0.21085493,0.00319578,1.05897702,0.00000000,1.14093467,0.45928378
-5.95797899,1.85100576,0.20423798,0.00318181,1.02469150,0.00000000,1.09209486,0.44575676
-5.95197599,1.79691413,0.19862743,0.00319183,0.99203993,0.00000000,1.04767306,0.43369054
-5.94597299,1.75046718,0.19404174,0.00322406,0.96147116,0.00000000,1.00790634,0.42323531
-5.93996998,1.71180236,0.19047174,0.00327614,0.93331980,0.00000000,0.97289001,0.41447996
-5.93396698,1.68080267,0.18788203,0.00334517,0.90779908,0.00000000,0.94258113,0.40744979
-5.92796398,1.65710588,0.18621310,0.00342782,0.88499891,0.00000000,0.91680616,0.40210652
-5.92196098,1.64012212,0.18538414,0.00352041,0.86488895,0.00000000,0.89527262,0.39835072
-5.91595798,1.62905943,0.18529653,0.00361898,0.84732679,0.00000000,0.87758429,0.39602644
-5.90995498,1.62295646,0.18583785,0.00371948,0.83207062,0.00000000,0.86325959,0.39492808
-5.90395198,1.62072119,0.18688619,0.00381780,0.81879576,0.00000000,0.85175240,0.39480917
-5.89794897,1.62117431,0.18831485,0.00390996,0.80711428,0.00000000,0.84247452,0.39539269
-5.89194597,1.62309549,0.18999689,0.00399217,0.79659665,0.00000000,0.83481898,0.39638254
-5.88594297,1.62527080,0.19180970,0.00406100,0.78679439,0.00000000,0.82818317,0.39747575
-5.87993997,1.62653930,0.19363921,0.00411343,0.77726269,0.00000000,0.82199106,0.39837478
-5.87393697,1.62583699,0.19538360,0.00414697,0.76758187,0.00000000,0.81571342,0.39879947
-5.86793397,1.62223635,0.19695650,0.00415974,0.75737680,0.00000000,0.80888549,0.39849823
-5.86193097,1.61497998,0.19828933,0.00415050,0.74633354,0.00000000,0.80112135,0.39725783
-5.85592796,1.60350706,0.19933303,0.00411873,0.73421243,0.00000000,0.79212460,0.39491155
-5.84992496,1.58747184,0.20005889,0.00406459,0.72085736,0.00000000,0.78169507,0.39134541
-5.84392196,1.56675349,0.20045854,0.00398895,0.70620094,0.00000000,0.76973152,0.38650207
-5.83791896,1.54145754,0.20054332,0.00389336,0.69026558,0.00000000,0.75623035,0.38038264
-5.83191596,1.51190876,0.20034288,0.00377996,0.67316076,0.00000000,0.74128085,0.37304607
-5.82591296,1.47863651,0.19990326,0.00365148,0.65507670,0.00000000,0.72505715,0.36460648
-5.81990995,1.44235321,0.19928451,0.00351110,0.63627508,0.00000000,0.70780765,0.35522843
-5.81390695,1.40392714,0.19855806,0.00336235,0.61707734,0.00000000,0.68984245,0.34512061
-5.80790395,1.36435089,0.19780379,0.00320906,0.59785117,0.00000000,0.67151946,0.33452799
-5.80190095,1.32470669,0.19710718,0.00305521,0.57899590,0.00000000,0.65322984,0.32372307
-5.79589795,1.28613002,0.19655629,0.00290482,0.56092744,0.00000000,0.63538332,0.31299639
-5.78989495,1.24977274,0.19623903,0.00276187,0.54406320,0.00000000,0.61839398,0.30264669
-5.78389195,1.21676679,0.19624045,0.00263016,0.52880771,0.00000000,0.60266685,0.29297118
-5.77788894,1.18818968,0.19664022,0.00251324,0.51553926,0.00000000,0.58858578,0.28425607
-5.77188594,1.16503222,0.19751036,0.00241432,0.50459779,0.00000000,0.57650258,0.27676771
-5.76588294,1.14816958,0.19891306,0.00233619,0.49627455,0.00000000,0.56672785,0.27074456
-5.75987994,1.13833584,0.20089879,0.00228116,0.49080343,0.00000000,0.55952331,0.26639012
-5.75387694,1.13610267,0.20350451,0.00225103,0.48835423,0.00000000,0.55509581,0.26386706
-5.74787394,1.14186236,0.20675207,0.00224700,0.48902801,0.00000000,0.55359295,0.26329250
-5.74187094,1.15581545,0.21064687,0.00226972,0.49285430,0.00000000,0.55510022,0.26473467
-5.73586793,1.17796320,0.21517673,0.00231922,0.49979047,0.00000000,0.55963971,0.26821093
-5.72986493,1.20810496,0.22031102,0.00239496,0.50972309,0.00000000,0.56717034,0.27368709
-5.72386193,1.24584078,0.22600025,0.00249583,0.52247122,0.00000000,0.57758957,0.28107825
-5.71785893,1.29057910,0.23217600,0.00262017,0.53779177,0.00000000,0.59073663,0.29025088
-5.71185593,1.34154970,0.23875143,0.00276586,0.55538653,0.00000000,0.60639724,0.30102633
-5.70585293,1.39782178,0.24562236,0.00293032,0.57491102,0.00000000,0.62430982,0.31318557
-5.69984992,1.45832683,0.25266897,0.00311063,0.59598478,0.00000000,0.64417308,0.32647510
-5.69384692,1.52188606,0.25975820,0.00330357,0.61820291,0.00000000,0.66565488,0.34061390
-5.68784392,1.58724164,0.26674673,0.00350573,0.64114844,0.00000000,0.68840223,0.35530125
-5.68184092,1.65309095,0.27348460,0.00371359,0.66440523,0.00000000,0.71205203,0.37022516
-5.67583792,1.71812287,0.27981933,0.00392364,0.68757076,0.00000000,0.73624227,0.38507121
-5.66983492,1.78105483,0.28560037,0.00413243,0.71026849,0.00000000,0.76062334,0.39953145
-5.66383192,1.84066929,0.29068371,0.00433668,0.73215897,0.00000000,0.78486874,0.41331307
-5.65782891,1.89584821,0.29493654,0.00453338,0.75294946,0.00000000,0.80868489,0.42614651
-5.65182591,1.94560406,0.29824164,0.00471986,0.77240130,0.00000000,0.83181951,0.43779270
-5.64582291,1.98910605,0.30050134,0.00489382,0.79033481,0.00000000,0.85406798,0.44804906
-5.63981991,2.02570031,0.30164075,0.00505339,0.80663130,0.00000000,0.87527744,0.45675409
-5.63381691,2.05492325,0.30161036,0.00519716,0.82123216,0.00000000,0.89534833,0.46379033
-5.62781391,2.07650732,0.30038745,0.00532419,0.83413488,0.00000000,0.91423326,0.46908551
-5.62181091,2.09037918,0.29797663,0.00543398,0.84538645,0.00000000,0.93193327,0.47261195
-5.61580790,2.09665029,0.29440931,0.00552643,0.85507429,0.00000000,0.94849169,0.47438426
-5.60980490,2.09560061,0.28974201,0.00560185,0.86331535,0.00000000,0.96398603,0.47445534
-5.60380190,2.08765649,0.28405395,0.00566082,0.87024405,0.00000000,0.97851839,0.47291123
-5.59779890,2.07336392,0.27744365,0.00570419,0.87599981,0.00000000,0.99220506,0.46986477
-5.59179590,2.05335870,0.27002508,0.00573297,0.88071497,0.00000000,1.00516595,0.46544872
-5.58579290,2.02833539,0.26192333,0.00574825,0.88450379,0.00000000,1.01751461,0.45980854
-5.57978989,1.99901639,0.25327019,0.00575119,0.88745340,0.00000000,1.02934947,0.45309532
