energy_ev,total_up,Li_s_up,N_s_up,N_p_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.54377189,7.10646281,0.10914547,0.01949391,1.77198126,0.08550321,2.58531414,4.27086908,2.01936257
-5.53776888,6.79306746,0.10238142,0.01854932,1.70072263,0.08166589,2.46513461,4.09843947,1.92901627
-5.53176588,6.48215985,0.09610210,0.01765752,1.62989536,0.07792131,2.34613571,3.92388565,1.83853061
-5.52576288,6.17791522,0.09038674,0.01683267,1.56055475,0.07431074,2.22980906,3.74980117,1.74910017
-5.51975988,5.88420869,0.08530315,0.01608671,1.49365999,0.07087075,2.11756168,3.57869260,1.66183605
-5.51375688,5.60453797,0.08090710,0.01542909,1.43005338,0.06763255,2.01068958,3.41292539,1.57774502
-5.50775388,5.34195706,0.07724185,0.01486667,1.37044374,0.06462154,1.91035345,3.25467449,1.49771229
-5.50175088,5.09902250,0.07433787,0.01440359,1.31539446,0.06185698,1.81755722,3.10588086,1.42248823
-5.49574787,4.87775346,0.07221271,0.01404132,1.26531639,0.05935181,1.73312996,2.96821493,1.35267921
-5.48974487,4.67960628,0.07087094,0.01377870,1.22046554,0.05711262,1.65771155,2.84304784,1.28874254
-5.48374187,4.50546379,0.07030433,0.01361209,1.18094551,0.05513981,1.59174257,2.73143074,1.23098548
-5.47773887,4.35563923,0.07049211,0.01353560,1.14671433,0.05342793,1.53545874,2.63408278,1.17956798
-5.47173587,4.22989433,0.07140134,0.01354131,1.11759522,0.05196606,1.48888994,2.55138732,1.13450892
-5.46573287,4.12747051,0.07298751,0.01361960,1.09329080,0.05073840,1.45186403,2.48339657,1.09569538
-5.45972986,4.04713201,0.07519522,0.01375952,1.07340004,0.04972498,1.42401543,2.42984396,1.06289456
-5.45372686,3.98721942,0.07795915,0.01394911,1.05743738,0.04890239,1.40479810,2.39016373,1.03576768
-5.44772386,3.94571183,0.08120507,0.01417581,1.04485314,0.04824459,1.39350285,2.36351705,1.01388558
-5.44172086,3.92029566,0.08485116,0.01442685,1.03505463,0.04772380,1.38927839,2.34882363,0.99674526
-5.43571786,3.90843812,0.08880943,0.01468961,1.02742720,0.04731133,1.39115567,2.34479796,0.98378705
-5.42971486,3.90746320,0.09298738,0.01495204,1.02135459,0.04697843,1.39807483,2.34998906,0.97441176
-5.42371186,3.91462794,0.09728971,0.01520291,1.01623798,0.04669712,1.40891405,2.36282259,0.96799760
-5.41770885,3.92719712,0.10162028,0.01543220,1.01151323,0.04644088,1.42251955,2.38164420,0.96391619
-5.41170585,3.94251417,0.10588397,0.01563129,1.00666585,0.04618530,1.43773578,2.40476296,0.96154764
-5.40570285,3.95806670,0.10998870,0.01579323,1.00124348,0.04590866,1.45343506,2.43049379,0.96029420
-5.39969985,3.97154495,0.11384735,0.01591280,0.99486550,0.04559235,1.46854580,2.45719770,0.95959236
-5.39369685,3.98089179,0.11737960,0.01598666,0.98722984,0.04522119,1.48207845,2.48331908,0.95892319
-5.38769385,3.98434338,0.12051359,0.01601335,0.97811684,0.04478362,1.49314843,2.50741896,0.95782097
-5.38169085,3.98045960,0.12318743,0.01599321,0.96739035,0.04427182,1.50099545,2.52820377,0.95587977
-5.37568784,3.96814384,0.12535036,0.01592830,0.95499616,0.04368164,1.50499869,2.54454876,0.95275833
-5.36968484,3.94665226,0.12696369,0.01582218,0.94095811,0.04301247,1.50468738,2.55551598,0.94818299
-5.36368184,3.91559248,0.12800138,0.01567972,0.92537203,0.04226705,1.49974667,2.56036633,0.94194892
-5.35767884,3.87491244,0.12845022,0.01550680,0.90839802,0.04145112,1.49001862,2.55856589,0.93391970
-5.35167584,3.82488024,0.12830975,0.01531002,0.89025129,0.04057310,1.47549856,2.54978654,0.92402538
-5.34567284,3.76605591,0.12759175,0.01509633,0.87119200,0.03964363,1.45632703,2.53390112,0.91225919
-5.33966983,3.69925642,0.12631946,0.01487276,0.85151441,0.03867514,1.43277769,2.51097373,0.89867304
-5.33366683,3.62551546,0.12452649,0.01464602,0.83153574,0.03768139,1.40524194,2.48124558,0.88337210
-5.32766383,3.54603923,0.12225551,0.01442229,0.81158496,0.03667699,1.37421078,2.44511723,0.86650849
-5.32166083,3.46216006,0.11955671,0.01420685,0.79199193,0.03567693,1.34025479,2.40312770,0.84827437
-5.31565783,3.37528935,0.11648623,0.01400397,0.77307695,0.03469616,1.30400291,2.35593161,0.82889462
-5.30965483,3.28687120,0.11310440,0.01381668,0.75514116,0.03374917,1.26612108,2.30427477,0.80861938
-5.30365183,3.19833849,0.10947404,0.01364672,0.73845785,0.03284959,1.22729131,2.24896942,0.78771640
-5.29764882,3.11107231,0.10565885,0.01349452,0.72326484,0.03200993,1.18819201,2.19086959,0.76646375
-5.29164582,3.02636635,0.10172185,0.01335923,0.70975822,0.03124127,1.14948031,2.13084754,0.74514279
-5.28564282,2.94539676,0.09772397,0.01323886,0.69808743,0.03055306,1.11177681,2.06977183,0.72403165
-5.27963982,2.86919851,0.09372288,0.01313046,0.68835187,0.02995296,1.07565321,2.00848768,0.70339945
-5.27363682,2.79864866,0.08977203,0.01303032,0.68059908,0.02944682,1.04162310,1.94779999,0.68350128
-5.26763382,2.73445660,0.08591993,0.01293428,0.67482464,0.02903858,1.01013593,1.88845945,0.66457403
-5.26163082,2.67716141,0.08220962,0.01283796,0.67097360,0.02873040,0.98157420,1.83115184,0.64683328
-5.25562781,2.62713584,0.07867851,0.01273712,0.66894363,0.02852271,0.95625360,1.77649071,0.63047103
-5.24962481,2.58459635,0.07535832,0.01262788,0.66858965,0.02841440,0.93442580,1.72501314,0.61565441
-5.24362181,2.54961831,0.07227528,0.01250705,0.66972980,0.02840303,0.91628336,1.67717849,0.60252530
-5.23761881,2.52215531,0.06945054,0.01237232,0.67215263,0.02848505,0.90196633,1.63336970,0.59120065
-5.23161581,2.50206132,0.06690064,0.01222246,0.67562508,0.02865608,0.89156989,1.59389662,0.58177343
-5.22561281,2.48911436,0.06463810,0.01205743,0.67990116,0.02891119,0.88515236,1.55900089,0.57431410
-5.21960980,2.48304023,0.06267205,0.01187849,0.68473068,0.02924513,0.88274315,1.52886158,0.56887226
-5.21360680,2.48353504,0.06100888,0.01168812,0.68986791,0.02965263,0.88434986,1.50360119,0.56547852
-5.20760380,2.49028520,0.05965273,0.01149006,0.69507965,0.03012857,0.88996430,1.48329116,0.56414618
-5.20160080,2.50298391,0.05860604,0.01128910,0.70015240,0.03066820,0.89956693,1.46795661,0.56487285
-5.19559780,2.52134330,0.05786986,0.01109097,0.70489830,0.03126724,0.91312942,1.45757975,0.56764161
-5.18959480,2.54510173,0.05744405,0.01090205,0.70915961,0.03192196,0.93061553,1.45210175,0.57242197
-5.18359180,2.57402611,0.05732731,0.01072920,0.71281156,0.03262921,0.95197991,1.45142305,0.57917027
-5.17758879,2.60790945,0.05751709,0.01057942,0.71576354,0.03338641,0.97716544,1.45540209,0.58782988
-5.17158579,2.64656406,0.05800928,0.01045960,0.71795861,0.03419145,1.00609916,1.46385285,0.59833101
-5.16558279,2.68981135,0.05879788,0.01037625,0.71937147,0.03504262,1.03868722,1.47654152,0.61059044
-5.15957979,2.73746916,0.05987448,0.01033521,0.72000514,0.03593851,1.07480941,1.49318289,0.62451117
-5.15357679,2.78933781,0.06122776,0.01034148,0.71988663,0.03687785,1.11431374,1.51343712,0.63998215
-5.14757379,2.84518625,0.06284299,0.01039897,0.71906189,0.03785944,1.15701150,1.53690747,0.65687834
-5.14157079,2.90473932,0.06470159,0.01051042,0.71759042,0.03888204,1.20267343,1.56313973,0.67506104
-5.13556778,2.96766744,0.06678075,0.01067730,0.71553996,0.03994434,1.25102721,1.59162376,0.69437868
-5.12956478,3.03357946,0.06905327,0.01089977,0.71298143,0.04104490,1.30175665,1.62179773,0.71466812
-5.12356178,3.10201941,0.07148755,0.01117678,0.70998457,0.04218222,1.35450284,1.65305525,0.73575634
-5.11755878,3.17246745,0.07404777,0.01150608,0.70661437,0.04335476,1.40886713,1.68475541,0.75746260
-5.11155578,3.24434502,0.07669434,0.01188444,0.70292849,0.04456103,1.46441597,1.71623570,0.77960086
-5.10555278,3.31702389,0.07938457,0.01230781,0.69897566,0.04579968,1.52068745,1.74682730,0.80198240
-5.09954977,3.38983855,0.08207348,0.01277155,0.69479509,0.04706962,1.57719909,1.77587239,0.82441844
-5.09354677,3.46210116,0.08471486,0.01327066,0.69041674,0.04837007,1.63345666,1.80274262,0.84672265
-5.08754377,3.53311808,0.08726244,0.01380006,0.68586238,0.04970069,1.68896350,1.82685792,0.86871334
-5.08154077,3.60220702,0.08967109,0.01435482,0.68114718,0.05106149,1.74323002,1.84770491,0.89021535
-5.07553777,3.66871376,0.09189814,0.01493041,0.67628162,0.05245289,1.79578276,1.86485385,0.91106138
-5.06953477,3.73202759,0.09390460,0.01552285,0.67127356,0.05387559,1.84617300,1.87797331,0.93109291
-5.06353177,3.79159471,0.09565628,0.01612893,0.66613035,0.05533040,1.89398418,1.88684199,0.95016057
-5.05752876,3.84692911,0.09712485,0.01674625,0.66086059,0.05681805,1.93883834,1.89135685,0.96812427
-5.05152576,3.89762052,0.09828859,0.01737328,0.65547576,0.05833893,1.98040127,1.89153739,0.98485292
-5.04552276,3.94333956,0.09913309,0.01800936,0.64999138,0.05989282,2.01838636,1.88752576,1.00022416
-5.03951976,3.98384010,0.09965155,0.01865460,0.64442779,0.06147859,2.05255733,1.87958284,1.01412409
-5.03351676,4.01895944,0.09984497,0.01930972,0.63881065,0.06309393,2.08272997,1.86808051,1.02644736
-5.02751376,4.04861666,0.09972206,0.01997593,0.63317106,0.06473513,2.10877310,1.85349064,1.03709755
-5.02151076,4.07280985,0.09929896,0.02065466,0.62754549,0.06639692,2.13060895,1.83637142,1.04598815
-5.01550775,4.09161298,0.09859873,0.02134731,0.62197566,0.06807234,2.14821331,1.81735178,1.05304418
-5.00950475,4.10517287,0.09765080,0.02205507,0.61650825,0.06975282,2.16161558,1.79711478,1.05820439
-5.00350175,4.11370688,0.09649022,0.02277862,0.61119480,0.07142827,2.17089895,1.77638078,1.06142413
-4.99749875,4.11750163,0.09515685,0.02351795,0.60609167,0.07308735,2.17620073,1.75589128,1.06267860
-4.99149575,4.11691296,0.09369457,0.02427224,0.60126006,0.07471777,2.17771292,1.73639394,1.06196646
-4.98549275,4.11236693,0.09215044,0.02503967,0.59676630,0.07630681,2.17568290,1.71862957,1.05931359
-4.97948974,4.10436172,0.09057388,0.02581744,0.59268206,0.07784174,2.17041410,1.70332123,1.05477652
-4.97348674,4.09346975,0.08901584,0.02660181,0.58908470,0.07931046,2.16226637,1.69116563,1.04844552
-4.96748374,4.08033951,0.08752806,0.02738813,0.58605736,0.08070200,2.15165572,1.68282678,1.04044693
-4.96148074,4.06569605,0.08616228,0.02817105,0.58368894,0.08200713,2.13905310,1.67893150,1.03094442
-4.95547774,4.05033946,0.08496951,0.02894474,0.58207360,0.08321874,2.12498185,1.68006627,1.02013902
-4.94947474,4.03514021,0.08399925,0.02970310,0.58130978,0.08433228,2.11001339,1.68677476,1.00826782
-4.94347174,4.02103082,0.08329870,0.03044009,0.58149859,0.08534601,2.09476098,1.69955532,0.99560101
-4.93746873,4.00899294,0.08291198,0.03114997,0.58274146,0.08626103,2.07987105,1.71885760,0.98243743
-4.93146573,4.00003969,0.08287918,0.03182761,0.58513705,0.08708127,2.06601236,1.74507753,0.96909865
-4.92546273,3.99519302,0.08323556,0.03246870,0.58877737,0.08781318,2.05386265,1.77855028,0.95592154
-4.91945973,3.99545630,0.08401048,0.03306994,0.59374325,0.08846536,2.04409314,1.81954054,0.94324984
-4.91345673,4.00178300,0.08522656,0.03362919,0.60009930,0.08904798,2.03735123,1.86823032,0.93142477
-4.90745373,4.01504219,0.08689862,0.03414548,0.60788846,0.08957211,2.03424177,1.92470419,0.92077514
-4.90145073,4.03598234,0.08903289,0.03461905,0.61712655,0.09004895,2.03530763,1.98893279,0.91160731
-4.89544772,4.06519510,0.09162614,0.03505116,0.62779705,0.09048903,2.04101039,2.06075523,0.90419547
-4.88944472,4.10308073,0.09466508,0.03544402,0.63984646,0.09090147,2.05171181,2.13986165,0.89877261
-4.88344172,4.14981735,0.09812592,0.03580049,0.65318057,0.09129322,2.06765717,2.22577732,0.89552255
-4.87743872,4.20533571,0.10197417,0.03612385,0.66766204,0.09166849,2.08896133,2.31784970,0.89457354
-4.87143572,4.26930148,0.10616478,0.03641750,0.68310956,0.09202828,2.11559818,2.41524006,0.89599348
-4.86543272,4.34110654,0.11064256,0.03668467,0.69929881,0.09237014,2.14739446,2.51692096,0.89978735
-4.85942971,4.41987030,0.11534297,0.03692813,0.71596540,0.09268811,2.18402829,2.62168093,0.90589660
-4.85342671,4.50445198,0.12019329,0.03714996,0.73280985,0.09297288,2.22503282,2.72813717,0.91420092
-4.84742371,4.59347382,0.12511408,0.03735135,0.74950452,0.09321220,2.26980525,2.83475665,0.92452208
-4.84142071,4.68535483,0.13002096,0.03753247,0.76570239,0.09339141,2.31762092,2.93988572,0.93662990
-4.83541771,4.77835423,0.13482671,0.03769244,0.78104726,0.09349425,2.36765221,3.04178756,0.95025002
-4.82941471,4.87062289,0.13944345,0.03782933,0.79518514,0.09350365,2.41899161,3.13868642,0.96507323
-4.82341171,4.96026086,0.14378506,0.03794023,0.80777627,0.09340275,2.47067828,3.22881718,0.98076595
-4.81740870,5.04537884,0.14776960,0.03802149,0.81850720,0.09317581,2.52172690,3.31047825,0.99698163
-4.81140570,5.12416077,0.15132157,0.03806887,0.82710251,0.09280916,2.57115804,3.38208551,1.01337244
-4.80540270,5.19492530,0.15437425,0.03807783,0.83333548,0.09229205,2.61802868,3.44222518,1.02960101
-4.79939970,5.25618337,0.15687157,0.03804384,0.83703728,0.09161736,2.66146197,3.48970299,1.04535180
-4.79339670,5.30668984,0.15876985,0.03796266,0.83810433,0.09078209,2.70067505,3.52358763,1.06034167
-4.78739370,5.34548701,0.16003906,0.03783065,0.83650331,0.08978778,2.73500408,3.54324648,1.07432942
-4.78139070,5.37193878,0.16066374,0.03764506,0.83227381,0.08864055,2.76392562,3.54837218,1.08712400
-4.77538769,5.38575417,0.16064340,0.03740424,0.82552845,0.08735106,2.78707387,3.53899886,1.09859123
-4.76938469,5.38699997,0.15999251,0.03710790,0.81645050,0.08593422,2.80425315,3.51550772,1.10865884
-4.76338169,5.37610221,0.15873998,0.03675720,0.80528927,0.08440865,2.81544563,3.47862181,1.11731973
-4.75737869,5.35383718,0.15692826,0.03635490,0.79235346,0.08279612,2.82081405,3.42939074,1.12463351
-4.75137569,5.32131265,0.15461202,0.03590533,0.77800287,0.08112075,2.82069955,3.36916609,1.13072622
-4.74537269,5.27994032,0.15185651,0.03541443,0.76263891,0.07940824,2.81561488,3.29956901,1.13578819
-4.73936968,5.23140103,0.14873563,0.03488964,0.74669429,0.07768498,2.80623327,3.22245160,1.14007029
-4.73336668,5.17760379,0.14532987,0.03433980,0.73062234,0.07597724,2.79337321,3.13985351,1.14387842
-4.72736368,5.12064015,0.14172405,0.03377498,0.71488641,0.07431039,2.77797972,3.05395573,1.14756637
-4.72136068,5.06273510,0.13800508,0.03320627,0.69994954,0.07270815,2.76110231,2.96703286,1.15152724
-4.71535768,5.00619569,0.13425979,0.03264558,0.68626480,0.07119205,2.74387021,2.88140544,1.15618329
-4.70935468,4.95335819,0.13057277,0.03210538,0.67426640,0.06978088,2.72746528,2.79939326,1.16197459
-4.70335168,4.90653492,0.12702448,0.03159842,0.66436165,0.06849033,2.71309292,2.72327059,1.16934644
-4.69734867,4.86796108,0.12368948,0.03113748,0.65692386,0.06733277,2.70195160,2.65522397,1.17873585
-4.69134567,4.83974268,0.12063497,0.03073503,0.65228602,0.06631705,2.69520154,2.59731265,1.19055728
-4.68534267,4.82380587,0.11791959,0.03040301,0.65073529,0.06544853,2.69393302,2.55143219,1.20518808
-4.67933967,4.82184865,0.11559246,0.03015244,0.65250819,0.06472910,2.69913514,2.51928105,1.22295383
-4.67333667,4.83529563,0.11369253,0.02999318,0.65778637,0.06415726,2.71166576,2.50233026,1.24411417
-4.66733367,4.86525688,0.11224826,0.02993365,0.66669289,0.06372837,2.73222353,2.50179639,1.26884965
-4.66133067,4.91249210,0.11127745,0.02998047,0.67928913,0.06343478,2.76132284,2.51861785,1.29725000
-4.65532766,4.97738113,0.11078743,0.03013830,0.69557218,0.06326610,2.79927282,2.55343510,1.32930461
-4.64932466,5.05990233,0.11077542,0.03040954,0.71547301,0.06320947,2.84616133,2.60657498,1.36489554
-4.64332166,5.15962016,0.11122903,0.03079418,0.73885548,0.06324980,2.90184469,2.67804008,1.40379382
-4.63731866,5.27568299,0.11212711,0.03128964,0.76551632,0.06337010,2.96594413,2.76750367,1.44565929
-4.63131566,5.40683238,0.11344053,0.03189068,0.79518648,0.06355174,3.03784942,2.87431100,1.49004431
-4.62531266,5.55142428,0.11513323,0.03258943,0.82753387,0.06377480,3.11672998,2.99748766,1.53640160
-4.61930965,5.70746239,0.11716333,0.03337542,0.86216771,0.06401838,3.20155345,3.13575528,1.58409601
-4.61330665,5.87264324,0.11948428,0.03423575,0.89864471,0.06426102,3.29111137,3.28755505,1.63242011
-4.60730365,6.04441204,0.12204602,0.03515531,0.93647687,0.06448105,3.38405114,3.45107868,1.68061303
-4.60130065,6.22002750,0.12479626,0.03611712,0.97514099,0.06465701,3.47891319,3.62430630,1.72788188
-4.59529765,6.39663349,0.12768159,0.03710269,1.01408969,0.06476809,3.57417188,3.80505039,1.77342505
-4.58929465,6.57133469,0.13064861,0.03809248,1.05276344,0.06479455,3.66827834,3.99100425,1.81645619
-4.58329165,6.74127302,0.13364498,0.03906643,1.09060338,0.06471816,3.75970345,4.17979319,1.85622789
-4.57728864,6.90370158,0.13662028,0.04000446,1.12706435,0.06452263,3.84697898,4.36902661,1.89205397
-4.57128564,7.05605274,0.13952677,0.04088700,1.16162751,0.06419395,3.92873492,4.55634852,1.92332930
-4.56528264,7.19599724,0.14232001,0.04169555,1.19381210,0.06372077,4.00373148,4.73948458,1.94954610
-4.55927964,7.32149170,0.14495921,0.04241318,1.22318572,0.06309461,4.07088421,4.91628345,1.97030609
-4.55327664,7.43081254,0.14740747,0.04302491,1.24937261,0.06231007,4.12928136,5.08475101,1.98532787
-4.54727364,7.52257529,0.14963182,0.04351813,1.27205972,0.06136493,4.17819305,5.24307592,1.99444925
-4.54127064,7.59573880,0.15160309,0.04388288,1.29100016,0.06026013,4.21707222,5.38964625,1.99762462
-4.53526763,7.64959537,0.15329565,0.04411200,1.30601404,0.05899973,4.24554795,5.52305679,1.99491769
-4.52926463,7.68374816,0.15468708,0.04420127,1.31698676,0.05759066,4.26341236,5.64210801,1.98649012
-4.52326163,7.69807853,0.15575773,0.04414941,1.32386504,0.05604251,4.27060230,5.74579756,1.97258703
-4.51725863,7.69270609,0.15649036,0.04395793,1.32665101,0.05436720,4.26717785,5.83330639,1.95352039
-4.51125563,7.66794510,0.15686974,0.04363109,1.32539493,0.05257856,4.25329935,5.90398119,1.92965127
-4.50525263,7.62426054,0.15688242,0.04317556,1.32018706,0.05069197,4.22920506,5.95731574,1.90137230
-4.49924962,7.56222736,0.15651658,0.04260025,1.31114938,0.04872390,4.19519098,5.99293329,1.86909137
-4.49324662,7.48249570,0.15576200,0.04191597,1.29842763,0.04669149,4.15159451,6.01057186,1.83321736
