energy_ev,total_up,B_p_up,B_d_up,S_s_up,S_p_up,Zr_p_up,Zr_d_up
-5.56178089,5.73688352,0.03662804,0.00000000,0.01050434,3.60389537,3.16192584,2.15941910
-5.55577789,5.56214625,0.03548322,0.00000000,0.01033800,3.49241012,3.05023028,2.10135526
-5.54977489,5.38535217,0.03445298,0.00000000,0.01023702,3.37684040,2.93915310,2.03918742
-5.54377189,5.20797797,0.03354399,0.00000000,0.01020327,3.25829463,2.82953297,1.97356753
-5.53776888,5.03155114,0.03276070,0.00000000,0.01023785,3.13798078,2.72218922,1.90523511
-5.53176588,4.85761217,0.03210538,0.00000000,0.01034103,3.01717175,2.61790998,1.83499163
-5.52576288,4.68767575,0.03157825,0.00000000,0.01051225,2.89716887,2.51744052,1.76367342
-5.51975988,4.52319273,0.03117764,0.00000000,0.01075019,2.77926517,2.42147210,1.69212411
-5.51375688,4.36551438,0.03090018,0.00000000,0.01105273,2.66470984,2.33063170,1.62116798
-5.50775388,4.21586047,0.03074100,0.00000000,0.01141701,2.55467551,2.24547300,1.55158517
-5.50175088,4.07529248,0.03069394,0.00000000,0.01183944,2.45022942,2.16646902,1.48408992
-5.49574787,3.94469293,0.03075180,0.00000000,0.01231575,2.35230950,2.09400646,1.41931241
-5.48974487,3.82475131,0.03090657,0.00000000,0.01284102,2.26170610,2.02838217,1.35778494
-5.48374187,3.71595712,0.03114962,0.00000000,0.01340973,2.17904976,1.96980161,1.29993261
-5.47773887,3.61859978,0.03147194,0.00000000,0.01401576,2.10480501,1.91837934,1.24606880
-5.47173587,3.53277486,0.03186433,0.00000000,0.01465251,2.03926999,1.87414138,1.19639501
-5.46573287,3.45839609,0.03231757,0.00000000,0.01531286,1.98258151,1.83702919,1.15100505
-5.45972986,3.39521194,0.03282258,0.00000000,0.01598932,1.93472467,1.80690492,1.10989276
-5.45372686,3.34282573,0.03337053,0.00000000,0.01667402,1.89554621,1.78355770,1.07296283
-5.44772386,3.30071786,0.03395299,0.00000000,0.01735881,1.86477069,1.76671040,1.04004384
-5.44172086,3.26826905,0.03456193,0.00000000,0.01803537,1.84201839,1.75602667,1.01090278
-5.43571786,3.24478333,0.03518985,0.00000000,0.01869526,1.82682398,1.75111781,0.98526034
-5.42971486,3.22950965,0.03582973,0.00000000,0.01933004,1.81865504,1.75154936,0.96280606
-5.42371186,3.22166144,0.03647505,0.00000000,0.01993138,1.81692962,1.75684705,0.94321287
-5.41770885,3.22043338,0.03711982,0.00000000,0.02049119,1.82103225,1.76650219,0.92615023
-5.41170585,3.22501507,0.03775844,0.00000000,0.02100173,1.83032788,1.77997646,0.91129567
-5.40570285,3.23460153,0.03838576,0.00000000,0.02145576,1.84417351,1.79670617,0.89834422
-5.39969985,3.24840072,0.03899696,0.00000000,0.02184663,1.86192745,1.81610625,0.88701558
-5.39369685,3.26563834,0.03958753,0.00000000,0.02216850,1.88295625,1.83757409,0.87705913
-5.38769385,3.28556060,0.04015322,0.00000000,0.02241635,1.90663958,1.86049368,0.86825666
-5.38169085,3.30743556,0.04069002,0.00000000,0.02258618,1.93237337,1.88424010,0.86042316
-5.37568784,3.33055369,0.04119416,0.00000000,0.02267508,1.95957171,1.90818481,0.85340585
-5.36968484,3.35422854,0.04166210,0.00000000,0.02268134,1.98766796,1.93170179,0.84708182
-5.36368184,3.37779797,0.04209059,0.00000000,0.02260444,2.01611556,1.95417473,0.84135468
-5.35767884,3.40062668,0.04247670,0.00000000,0.02244520,2.04438899,1.97500528,0.83615055
-5.35167584,3.42211023,0.04281794,0.00000000,0.02220568,2.07198536,1.99362223,0.83141380
-5.34567284,3.44168090,0.04311234,0.00000000,0.02188924,2.09842672,2.00949156,0.82710284
-5.33966983,3.45881517,0.04335855,0.00000000,0.02150046,2.12326347,2.02212688,0.82318631
-5.33366683,3.47304277,0.04355600,0.00000000,0.02104508,2.14607879,2.03110007,0.81963979
-5.32766383,3.48395662,0.04370496,0.00000000,0.02052988,2.16649385,2.03605153,0.81644324
-5.32166083,3.49122323,0.04380667,0.00000000,0.01996257,2.18417388,2.03669957,0.81357916
-5.31565783,3.49459256,0.04386341,0.00000000,0.01935163,2.19883432,2.03284842,0.81103144
-5.30965483,3.49390665,0.04387855,0.00000000,0.01870613,2.21024687,2.02439441,0.80878488
-5.30365183,3.48910605,0.04385650,0.00000000,0.01803558,2.21824483,2.01132971,0.80682509
-5.29764882,3.48023328,0.04380268,0.00000000,0.01734969,2.22272715,1.99374344,0.80513868
-5.29164582,3.46743258,0.04372341,0.00000000,0.01665824,2.22366071,1.97181974,0.80371347
-5.28564282,3.45094545,0.04362569,0.00000000,0.01597080,2.22108048,1.94583279,0.80253854
-5.27963982,3.43110183,0.04351699,0.00000000,0.01529663,2.21508713,1.91613871,0.80160396
-5.27363682,3.40830684,0.04340493,0.00000000,0.01464444,2.20584199,1.88316466,0.80090001
-5.26763382,3.38302353,0.04329696,0.00000000,0.01402228,2.19355954,1.84739535,0.80041596
-5.26163082,3.35575235,0.04319999,0.00000000,0.01343735,2.17849743,1.80935764,0.80013827
-5.25562781,3.32700827,0.04312002,0.00000000,0.01289597,2.16094470,1.76960375,0.80004850
-5.24962481,3.29729690,0.04306175,0.00000000,0.01240343,2.14120871,1.72869388,0.80012094
-5.24362181,3.26709084,0.04302828,0.00000000,0.01196397,2.11960156,1.68717901,0.80032034
-5.23761881,3.23680811,0.04302083,0.00000000,0.01158079,2.09642695,1.64558483,0.80059992
-5.23161581,3.20679384,0.04303854,0.00000000,0.01125604,2.07196835,1.60439744,0.80090004
-5.22561281,3.17730686,0.04307841,0.00000000,0.01099088,2.04647935,1.56405162,0.80114790
-5.21960980,3.14851228,0.04313526,0.00000000,0.01078558,2.02017704,1.52492238,0.80125832
-5.21360680,3.12048096,0.04320198,0.00000000,0.01063960,1.99323910,1.48732005,0.80113610
-5.20760380,3.09319634,0.04326969,0.00000000,0.01055176,1.96580493,1.45148934,0.80067981
-5.20160080,3.06656861,0.04332825,0.00000000,0.01052038,1.93798103,1.41761237,0.79978726
-5.19559780,3.04045580,0.04336670,0.00000000,0.01054344,1.90985060,1.38581542,0.79836227
-5.18959480,3.01469084,0.04337386,0.00000000,0.01061873,1.88148677,1.35617919,0.79632276
-5.18359180,2.98911318,0.04333903,0.00000000,0.01074402,1.85296888,1.32875183,0.79360972
-5.17758879,2.96360324,0.04325265,0.00000000,0.01091722,1.82440090,1.30356408,0.79019646
-5.17158579,2.93811771,0.04310697,0.00000000,0.01113650,1.79593069,1.28064561,0.78609794
-5.16558279,2.91272341,0.04289674,0.00000000,0.01140038,1.76776899,1.26004165,0.78137924
-5.15957979,2.88762778,0.04261971,0.00000000,0.01170780,1.74020681,1.24182888,0.77616297
-5.15357679,2.86320364,0.04227712,0.00000000,0.01205817,1.71362988,1.22612966,0.77063473
-5.14757379,2.84000674,0.04187402,0.00000000,0.01245137,1.68852913,1.21312377,0.76504647
-5.14157079,2.81878442,0.04141936,0.00000000,0.01288771,1.66550621,1.20305688,0.75971707
-5.13556778,2.80047471,0.04092605,0.00000000,0.01336787,1.64527347,1.19624527,0.75503026
-5.12956478,2.78619519,0.04041068,0.00000000,0.01389279,1.62864786,1.19307635,0.75142937
-5.12356178,2.77722198,0.03989323,0.00000000,0.01446358,1.61653909,1.19400503,0.74940935
-5.11755878,2.77495945,0.03939652,0.00000000,0.01508138,1.60993193,1.19954591,0.74950605
-5.11155578,2.78090198,0.03894554,0.00000000,0.01574726,1.60986374,1.21026159,0.75228318
-5.10555278,2.79658929,0.03856676,0.00000000,0.01646205,1.61739785,1.22674786,0.75831749
-5.09954977,2.82355752,0.03828730,0.00000000,0.01722628,1.63359404,1.24961608,0.76818266
-5.09354677,2.86328806,0.03813410,0.00000000,0.01804008,1.65947746,1.27947388,0.78243260
-5.08754377,2.91715667,0.03813311,0.00000000,0.01890310,1.69600722,1.31690485,0.80158482
-5.08154077,2.98638493,0.03830851,0.00000000,0.01981453,1.74404615,1.36244819,0.82610448
-5.07553777,3.07199614,0.03868204,0.00000000,0.02077307,1.80433283,1.41657910,0.85638978
-5.06953477,3.17477764,0.03927238,0.00000000,0.02177699,1.87745710,1.47969073,0.89275916
-5.06353177,3.29525061,0.04009473,0.00000000,0.02282421,1.96383982,1.55207846,0.93544074
-5.05752876,3.43364869,0.04116044,0.00000000,0.02391237,2.06371760,1.63392672,0.98456436
-5.05152576,3.58990570,0.04247686,0.00000000,0.02503895,2.17713278,1.72529908,1.04015622
-5.04552276,3.76365260,0.04404727,0.00000000,0.02620140,2.30392872,1.82613156,1.10213637
-5.03951976,3.95422334,0.04587095,0.00000000,0.02739722,2.44375036,1.93622921,1.17031881
-5.03351676,4.16066874,0.04794336,0.00000000,0.02862410,2.59604942,2.05526593,1.24441404
-5.02751376,4.38177749,0.05025644,0.00000000,0.02987999,2.76009389,2.18278723,1.32403391
-5.02151076,4.61610284,0.05279890,0.00000000,0.03116312,2.93498103,2.31821564,1.40869825
-5.01550775,4.86199373,0.05555667,0.00000000,0.03247206,3.11965319,2.46085826,1.49784319
-5.00950475,5.11762892,0.05851328,0.00000000,0.03380569,3.31291562,2.60991631,1.59083055
-5.00350175,5.38105279,0.06165026,0.00000000,0.03516310,3.51345584,2.76449604,1.68695833
-4.99749875,5.65021157,0.06494761,0.00000000,0.03654356,3.71986374,2.92362076,1.78547165
-4.99149575,5.92298914,0.06838408,0.00000000,0.03794634,3.93065215,3.08624385,1.88557431
-4.98549275,6.19724159,0.07193761,0.00000000,0.03937059,4.14427760,3.25126231,1.98644056
-4.97948974,6.47082989,0.07558555,0.00000000,0.04081514,4.35916097,3.41753094,2.08722709
-4.97348674,6.74165063,0.07930498,0.00000000,0.04227836,4.57370811,3.58387699,2.18708524
-4.96748374,7.00766446,0.08307288,0.00000000,0.04375793,4.78633041,3.74911532,2.28517329
-4.96148074,7.26692236,0.08686633,0.00000000,0.04525076,4.99546543,3.91206400,2.38066896
-4.95547774,7.51758981,0.09066262,0.00000000,0.04675277,5.19959746,4.07156040,2.47278196
-4.94947474,7.75796888,0.09443942,0.00000000,0.04825887,5.39727820,4.22647772,2.56076662
-4.94347174,7.98651831,0.09817482,0.00000000,0.04976282,5.58714727,4.37574170,2.64393429
-4.93746873,8.20187146,0.10184743,0.00000000,0.05125730,5.76795230,4.51834742,2.72166548
-4.93146573,8.40285201,0.10543648,0.00000000,0.05273387,5.93856814,4.65337579,2.79342133
-4.92546273,8.58848687,0.10892184,0.00000000,0.05418312,6.09801469,4.78000913,2.85875400
-4.91945973,8.75801602,0.11228409,0.00000000,0.05559475,6.24547252,4.89754559,2.91731563
-4.91345673,8.91089867,0.11550458,0.00000000,0.05695780,6.38029560,5.00541151,2.96886533
-4.90745373,9.04681495,0.11856550,0.00000000,0.05826079,6.50202025,5.10317120,3.01327376
-4.90145073,9.16566289,0.12144986,0.00000000,0.05949203,6.61036962,5.19053353,3.05052483
-4.89544772,9.26754998,0.12414162,0.00000000,0.06063984,6.70525303,5.26735475,3.08071422
-4.88944472,9.35277911,0.12662565,0.00000000,0.06169280,6.78675980,5.33363709,3.10404445
-4.88344172,9.42182895,0.12888777,0.00000000,0.06264001,6.85514722,5.38952293,3.12081635
-4.87743872,9.47532896,0.13091481,0.00000000,0.06347136,6.91082303,5.43528445,3.13141723
-4.87143572,9.51402968,0.13269457,0.00000000,0.06417771,6.95432265,5.47130896,3.13630576
-4.86543272,9.53876930,0.13421591,0.00000000,0.06475108,6.98628211,5.49808033,3.13599431
-4.85942971,9.55043774,0.13546872,0.00000000,0.06518486,7.00740768,5.51615727,3.13102919
-4.85342671,9.54993971,0.13644399,0.00000000,0.06547385,7.01844359,5.52614916,3.12196979
-4.84742371,9.53815860,0.13713386,0.00000000,0.06561442,7.02013945,5.52869077,3.10936741
-4.84142071,9.51592293,0.13753171,0.00000000,0.06560449,7.01321896,5.52441681,3.09374494
-4.83541771,9.48397709,0.13763224,0.00000000,0.06544363,6.99835169,5.51393771,3.07557819
-4.82941471,9.44295825,0.13743162,0.00000000,0.06513296,6.97612936,5.49781786,3.05528007
-4.82341171,9.39338064,0.13692768,0.00000000,0.06467521,6.94704827,5.47655745,3.03318828
-4.81740870,9.33562845,0.13612002,0.00000000,0.06407464,6.91149873,5.45057892,3.00955736
-4.81140570,9.26995797,0.13501030,0.00000000,0.06333700,6.86976237,5.42021891,2.98455552
-4.80540270,9.19650932,0.13360239,0.00000000,0.06246951,6.82201778,5.38572615,2.95826649
-4.79939970,9.11532718,0.13190266,0.00000000,0.06148076,6.76835411,5.34726562,2.93069646
-4.79339670,9.02639012,0.12992011,0.00000000,0.06038075,6.70879232,5.30492881,2.90178583
-4.78739370,8.92964685,0.12766664,0.00000000,0.05918076,6.64331305,5.25874974,2.87142518
-4.78139070,8.82505792,0.12515715,0.00000000,0.05789340,6.57188951,5.20872600,2.83947481
-4.77538769,8.71264071,0.12240966,0.00000000,0.05653253,6.49452407,5.15484367,2.80578678
-4.76938469,8.59251536,0.11944535,0.00000000,0.05511319,6.41128621,5.09710506,2.77022850
-4.76338169,8.46494916,0.11628851,0.00000000,0.05365159,6.32235011,5.03555756,2.73270646
-4.75737869,8.33039704,0.11296644,0.00000000,0.05216498,6.22802942,4.97032232,2.69318909
-4.75137569,8.18953556,0.10950922,0.00000000,0.05067154,6.12880748,4.90162084,2.65172733
-4.74537269,8.04328847,0.10594943,0.00000000,0.04919021,6.02536085,4.82979821,2.60847194
-4.73936968,7.89284187,0.10232175,0.00000000,0.04774051,5.91857474,4.75534129,2.56368641
-4.73336668,7.73964782,0.09866252,0.00000000,0.04634220,5.80954899,4.67889085,2.51775482
-4.72736368,7.58541521,0.09500915,0.00000000,0.04501503,5.69959380,4.60124642,2.47118396
-4.72136068,7.43208804,0.09139960,0.00000000,0.04377831,5.59021482,4.52336341,2.42459942
-4.71535768,7.28181102,0.08787170,0.00000000,0.04265052,5.48308782,4.44634209,2.37873569
-4.70935468,7.13688363,0.08446250,0.00000000,0.04164880,5.38002344,4.37140852,2.33442036
-4.70335168,6.99970404,0.08120766,0.00000000,0.04078848,5.28292317,4.29988794,2.29255313
-4.69734867,6.87270480,0.07814078,0.00000000,0.04008252,5.19372811,4.23317133,2.25408013
-4.69134567,6.75828263,0.07529283,0.00000000,0.03954108,5.11436231,4.17267656,2.21996476
-4.68534267,6.65872518,0.07269163,0.00000000,0.03917098,5.04667295,4.11980530,2.19115610
-4.67933967,6.57613741,0.07036136,0.00000000,0.03897534,4.99236961,4.07589760,2.16855608
-4.67333667,6.51237077,0.06832222,0.00000000,0.03895321,4.95296523,4.04218598,2.15298692
-4.66733367,6.46895795,0.06659013,0.00000000,0.03909938,4.92972104,4.01975075,2.14516004
-4.66133067,6.44705597,0.06517660,0.00000000,0.03940427,4.92359787,4.00947879,2.14564780
-4.65532766,6.44740013,0.06408859,0.00000000,0.03985398,4.93521594,4.01202727,2.15485926
-4.64932466,6.47027058,0.06332862,0.00000000,0.04043053,4.96482476,4.02779410,2.17302099
-4.64332166,6.51547323,0.06289482,0.00000000,0.04111217,5.01228460,4.05689640,2.20016370
-4.63731866,6.58233575,0.06278121,0.00000000,0.04187398,5.07706037,4.09915792,2.23611534
-4.63131566,6.66971898,0.06297796,0.00000000,0.04268847,5.15822828,4.15410611,2.28050087
-4.62531266,6.77604325,0.06347179,0.00000000,0.04352645,5.25449504,4.22097892,2.33274881
-4.61930965,6.89932873,0.06424632,0.00000000,0.04435783,5.36422892,4.29874122,2.39210418
-4.61330665,7.03724805,0.06528260,0.00000000,0.04515263,5.48550144,4.38610998,2.45764737
-4.60730365,7.18718916,0.06655958,0.00000000,0.04588194,5.61613806,4.48158731,2.52831810
-4.60130065,7.34632575,0.06805454,0.00000000,0.04651882,5.75377576,4.58349994,2.60294345
-4.59529765,7.51169261,0.06974367,0.00000000,0.04703925,5.89592523,4.69004337,2.68026880
-4.58929465,7.68026274,0.07160244,0.00000000,0.04742285,6.04003527,4.79932907,2.75899051
-4.58329165,7.84902334,0.07360612,0.00000000,0.04765354,6.18355687,4.90943259,2.83778888
-4.57728864,8.01504798,0.07573012,0.00000000,0.04772001,6.32400454,5.01844091,2.91536038
-4.57128564,8.17556211,0.07795034,0.00000000,0.04761597,6.45901285,5.12449711,2.99044780
-4.56528264,8.32800015,0.08024345,0.00000000,0.04734025,6.58638619,5.22584091,3.06186743
-4.55927964,8.47005233,0.08258711,0.00000000,0.04689665,6.70414041,5.32084379,3.12853242
-4.55327664,8.59970019,0.08496010,0.00000000,0.04629366,6.81053518,5.40803778,3.18947186
-4.54727364,8.71524052,0.08734240,0.00000000,0.04554389,6.90409686,5.48613728,3.24384508
-4.54127064,8.81529755,0.08971525,0.00000000,0.04466350,6.98363157,5.55405394,3.29095124
-4.53526763,8.89882438,0.09206106,0.00000000,0.04367143,7.04822911,5.61090456,3.33023433
-4.52926463,8.96509447,0.09436334,0.00000000,0.04258855,7.09725849,5.65601279,3.36128385
-4.52326163,9.01368492,0.09660663,0.00000000,0.04143683,7.13035628,5.68890506,3.38383177
-4.51725863,9.04445327,0.09877632,0.00000000,0.04023850,7.14740922,5.70930214,3.39774638
-4.51125563,9.05750954,0.10085853,0.00000000,0.03901523,7.14853243,5.71710701,3.40302363
-4.50525263,9.05318560,0.10283996,0.00000000,0.03778743,7.13404507,5.71239043,3.39977680
-4.49924962,9.03200349,0.10470784,0.00000000,0.03657366,7.10444454,5.69537508,3.38822500
-4.49324662,8.99464444,0.10644982,0.00000000,0.03539011,7.06038084,5.66641932,3.36868123
-4.48724362,8.94191966,0.10805394,0.00000000,0.03425030,7.00263192,5.62600135,3.34154039
-4.48124062,8.87474410,0.10950870,0.00000000,0.03316488,6.93208095,5.57470428,3.30726764
-4.47523762,8.79411367,0.11080315,0.00000000,0.03214160,6.84969604,5.51320256,3.26638742
-4.46923462,8.70108622,0.11192697,0.00000000,0.03118533,6.75651253,5.44224991,3.21947310
-4.46323162,8.59676632,0.11287079,0.00000000,0.03029834,6.65361799,5.36266877,3.16713754
-4.45722861,8.48229351,0.11362633,0.00000000,0.02948053,6.54213962,5.27534112,3.11002421
-4.45122561,8.35883344,0.11418671,0.00000000,0.02872980,6.42323371,5.18120035,3.04879906
-4.44522261,8.22757148,0.11454678,0.00000000,0.02804245,6.29807663,5.08122398,2.98414275
-4.43921961,8.08970780,0.11470338,0.00000000,0.02741359,6.16785691,4.97642673,2.91674329
-4.43321661,7.94645341,0.11465565,0.00000000,0.02683759,6.03376779,4.86785373,2.84728883
-4.42721361,7.79902633,0.11440523,0.00000000,0.02630839,5.89699991,4.75657356,2.77646057
-4.42121061,7.64864738,0.11395653,0.00000000,0.02581993,5.75873356,4.64367078,2.70492576
-4.41520760,7.49653499,0.11331680,0.00000000,0.02536635,5.62013045,4.53023794,2.63333074
-4.40920460,7.34389870,0.11249621,0.00000000,0.02494227,5.48232465,4.41736689,2.56229403
-4.40320160,7.19193116,0.11150784,0.00000000,0.02454293,5.34641278,4.30613934,2.49239964
-4.39719860,7.04179844,0.11036750,0.00000000,0.02416426,5.21344349,4.19761688,2.42419067
-4.39119560,6.89462883,0.10909355,0.00000000,0.02380290,5.08440636,4.09283022,2.35816322
-4.38519260,6.75150019,0.10770659,0.00000000,0.02345618,4.96022051,3.99276804,2.29476103
-4.37918959,6.61342618,0.10622905,0.00000000,0.02312202,4.84172325,3.89836551,2.23437058
-4.37318659,6.48134170,0.10468477,0.00000000,0.02279882,4.72965901,3.81049241,2.17731718
-4.36718359,6.35608809,0.10309841,0.00000000,0.02248533,4.62466897,3.72994133,2.12386187
-4.36118059,6.23839841,0.10149497,0.00000000,0.02218047,4.52728173,3.65741585,2.07419940
-4.35517759,6.12888345,0.09989914,0.00000000,0.02188324,4.43790539,3.59351899,2.02845719
-4.34917459,6.02801907,0.09833478,0.00000000,0.02159254,4.35682119,3.53874216,1.98669547
-4.34317159,5.93613521,0.09682428,0.00000000,0.02130709,4.28417924,3.49345479,1.94890852
-4.33716858,5.85340733,0.09538811,0.00000000,0.02102533,4.21999639,3.45789497,1.91502697
-4.33116558,5.77985065,0.09404425,0.00000000,0.02074543,4.16415641,3.43216145,1.88492124
-4.32516258,5.71531750,0.09280784,0.00000000,0.02046522,4.11641272,3.41620726,1.85840596
-4.31915958,5.65949843,0.09169082,0.00000000,0.02018228,4.07639373,3.40983547,1.83524532
-4.31315658,5.61192694,0.09070169,0.00000000,0.01989396,4.04361060,3.41269742,1.81515935
-4.30715358,5.57198830,0.08984535,0.00000000,0.01959750,4.01746770,3.42429379,1.79783081
