energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-3.01650825,1.07872888,0.69184206,0.75326438,0.00012835,0.01687120,0.00213561,0.06346604,0.15263011,0.02244068
-3.01050525,1.18938787,0.76209950,0.83074761,0.00014185,0.01860326,0.00236165,0.06998487,0.16827147,0.02479358
-3.00450225,1.30253304,0.83366573,0.91007076,0.00015580,0.02037126,0.00259484,0.07664030,0.18423731,0.02720932
-2.99849925,1.41680863,0.90562673,0.99030273,0.00017009,0.02215393,0.00283307,0.08335137,0.20033541,0.02966162
-2.99249625,1.53074177,0.97698926,1.07043249,0.00018457,0.02392821,0.00307402,0.09002987,0.21635676,0.03212174
-2.98649325,1.64277806,1.04670438,1.14939369,0.00019912,0.02566985,0.00331527,0.09658238,0.23208081,0.03455926
-2.98049025,1.75132316,1.11369511,1.22609331,0.00021361,0.02735411,0.00355436,0.10291283,0.24728143,0.03694288
-2.97448724,1.85478900,1.17688712,1.29944364,0.00022788,0.02895659,0.00378889,0.10892522,0.26173369,0.03924142
-2.96848424,1.95164289,1.23524144,1.36839606,0.00024183,0.03045401,0.00401658,0.11452653,0.27522083,0.04142473
-2.96248124,2.04045735,1.28778771,1.43197548,0.00025533,0.03182505,0.00423536,0.11962975,0.28754151,0.04346479
-2.95647824,2.11995851,1.33365658,1.48931367,0.00026827,0.03305123,0.00444348,0.12415676,0.29851667,0.04533663
-2.95047524,2.18907082,1.37210970,1.53968007,0.00028059,0.03411755,0.00463950,0.12804100,0.30799587,0.04701928
-2.94447224,2.24695583,1.40256596,1.58250849,0.00029220,0.03501322,0.00482244,0.13122979,0.31586281,0.04849651
-2.93846923,2.29304325,1.42462252,1.61741850,0.00030308,0.03573209,0.00499174,0.13368623,0.32203954,0.04975745
-2.93246623,2.32705254,1.43806971,1.64423032,0.00031320,0.03627301,0.00514730,0.13539052,0.32648944,0.05079703
-2.92646323,2.34900400,1.44289890,1.66297241,0.00032256,0.03663992,0.00528948,0.13634056,0.32921849,0.05161618
-2.92046023,2.35921874,1.43930297,1.67388153,0.00033120,0.03684178,0.00541906,0.13655206,0.33027497,0.05222176
-2.91445723,2.35830739,1.42766926,1.67739499,0.00033916,0.03689227,0.00553721,0.13605780,0.32974747,0.05262634
-2.90845423,2.34714812,1.40856526,1.67413559,0.00034649,0.03680929,0.00564538,0.13490640,0.32776132,0.05284768
-2.90245123,2.32685501,1.38271782,1.66488997,0.00035328,0.03661424,0.00574526,0.13316036,0.32447361,0.05290807
-2.89644822,2.29873819,1.35098670,1.65058131,0.00035960,0.03633124,0.00583866,0.13089379,0.32006703,0.05283345
-2.89044522,2.26425774,1.31433385,1.63223770,0.00036554,0.03598607,0.00592739,0.12818958,0.31474276,0.05265244
-2.88444222,2.22497335,1.27378972,1.61095764,0.00037119,0.03560519,0.00601321,0.12513648,0.30871286,0.05239526
-2.87843922,2.18249211,1.23041810,1.58787420,0.00037665,0.03521462,0.00609764,0.12182599,0.30219240,0.05209264
-2.87243622,2.13841656,1.18528123,1.56411929,0.00038199,0.03483889,0.00618196,0.11834931,0.29539171,0.05177472
-2.86643322,2.09429531,1.13940631,1.54078959,0.00038729,0.03450004,0.00626704,0.11479444,0.28850920,0.05147006
-2.86043022,2.05157796,1.09375503,1.51891542,0.00039263,0.03421671,0.00635335,0.11124361,0.28172483,0.05120465
-2.85442721,2.01157604,1.04919705,1.49943344,0.00039807,0.03400345,0.00644086,0.10777103,0.27519473,0.05100117
-2.84842421,1.97543122,1.00648833,1.48316439,0.00040368,0.03387011,0.00652906,0.10444114,0.26904695,0.05087836
-2.84242121,1.94409145,0.96625491,1.47079602,0.00040950,0.03382156,0.00661694,0.10130730,0.26337867,0.05085056
-2.83641821,1.91829572,0.92898240,1.46287183,0.00041558,0.03385752,0.00670302,0.09841110,0.25825476,0.05092746
-2.83041521,1.89856716,0.89501127,1.45978547,0.00042198,0.03397268,0.00678540,0.09578209,0.25370772,0.05111406
-2.82441221,1.88521440,0.86453753,1.46178069,0.00042875,0.03415705,0.00686183,0.09343806,0.24973903,0.05141080
-2.81840920,1.87834034,0.83761854,1.46895643,0.00043595,0.03439644,0.00692979,0.09138570,0.24632160,0.05181382
-2.81240620,1.87785755,0.81418322,1.48127645,0.00044364,0.03467320,0.00698662,0.08962169,0.24340335,0.05231544
-2.80640320,1.88350914,0.79404590,1.49858281,0.00045190,0.03496703,0.00702959,0.08813404,0.24091146,0.05290475
-2.80040020,1.89489391,0.77692298,1.52061249,0.00046081,0.03525596,0.00705602,0.08690366,0.23875732,0.05356820
-2.79439720,1.91149448,0.76245158,1.54701614,0.00047048,0.03551732,0.00706343,0.08590607,0.23684173,0.05429041
-2.78839420,1.93270698,0.75020928,1.57737826,0.00048101,0.03572876,0.00704957,0.08511307,0.23506016,0.05505486
-2.78239120,1.95787122,0.73973419,1.61123773,0.00049251,0.03586924,0.00701261,0.08449449,0.23330796,0.05584467
-2.77638819,1.98629986,0.73054452,1.64810799,0.00050512,0.03591991,0.00695114,0.08401973,0.23148510,0.05664330
-2.77038519,2.01730560,0.72215715,1.68749594,0.00051896,0.03586493,0.00686428,0.08365914,0.22950041,0.05743519
-2.76438219,2.05022542,0.71410455,1.72891885,0.00053414,0.03569208,0.00675171,0.08338524,0.22727518,0.05820633
-2.75837919,2.08444083,0.70594966,1.77191854,0.00055077,0.03539327,0.00661370,0.08317361,0.22474584,0.05894465
-2.75237619,2.11939365,0.69729840,1.81607236,0.00056893,0.03496478,0.00645108,0.08300356,0.22186591,0.05964038
-2.74637319,2.15459688,0.68780968,1.86100060,0.00058869,0.03440739,0.00626527,0.08285847,0.21860701,0.06028617
-2.74037019,2.18964019,0.67720269,1.90636986,0.00061006,0.03372623,0.00605819,0.08272589,0.21495892,0.06087713
-2.73436718,2.22419042,0.66526156,1.95189273,0.00063302,0.03293057,0.00583222,0.08259736,0.21092899,0.06141067
-2.72836418,2.25798700,0.65183745,1.99732353,0.00065749,0.03203330,0.00559014,0.08246800,0.20654067,0.06188630
-2.72236118,2.29083310,0.63684823,2.04245089,0.00068334,0.03105041,0.00533499,0.08233596,0.20183150,0.06230521
-2.71635818,2.32258310,0.62027595,2.08708748,0.00071036,0.03000026,0.00507004,0.08220165,0.19685061,0.06266980
-2.71035518,2.35312746,0.60216244,2.13105782,0.00073828,0.02890287,0.00479867,0.08206696,0.19165593,0.06298322
-2.70435218,2.38237606,0.58260335,2.17418525,0.00076677,0.02777912,0.00452425,0.08193440,0.18631120,0.06324876
-2.69834917,2.41024132,0.56174097,2.21627885,0.00079545,0.02664998,0.00425008,0.08180628,0.18088300,0.06346937
-2.69234617,2.43662236,0.53975621,2.25712169,0.00082385,0.02553575,0.00397930,0.08168402,0.17543791,0.06364713
-2.68634317,2.46139148,0.51686014,2.29646141,0.00085151,0.02445543,0.00371480,0.08156746,0.17004003,0.06378285
-2.68034017,2.48438402,0.49328541,2.33400409,0.00087789,0.02342614,0.00345921,0.08145449,0.16474875,0.06387578
-2.67433717,2.50539265,0.46927791,2.36941225,0.00090246,0.02246267,0.00321481,0.08134072,0.15961715,0.06392342
-2.66833417,2.52416657,0.44508897,2.40230753,0.00092471,0.02157715,0.00298356,0.08121949,0.15469084,0.06392151
-2.66233117,2.54041605,0.42096836,2.43227828,0.00094411,0.02077889,0.00276703,0.08108197,0.15000730,0.06386414
-2.65632816,2.55382222,0.39715818,2.45889203,0.00096022,0.02007433,0.00256646,0.08091751,0.14559585,0.06374403
-2.65032516,2.56405162,0.37388785,2.48171212,0.00097265,0.01946710,0.00238275,0.08071420,0.14147800,0.06355291
-2.64432216,2.57077473,0.35137026,2.50031811,0.00098107,0.01895824,0.00221649,0.08045946,0.13766822,0.06328201
-2.63831916,2.57368733,0.32979899,2.51432832,0.00098527,0.01854646,0.00206802,0.08014079,0.13417504,0.06292267
-2.63231616,2.57253326,0.30934661,2.52342359,0.00098514,0.01822848,0.00193741,0.07974655,0.13100226,0.06246690
-2.62631316,2.56712702,0.29016383,2.52737041,0.00098069,0.01799947,0.00182458,0.07926669,0.12815026,0.06190803
-2.62031016,2.55737467,0.27237952,2.52604197,0.00097205,0.01785340,0.00172926,0.07869344,0.12561728,0.06124119
-2.61430715,2.54329122,0.25610122,2.51943558,0.00095947,0.01778349,0.00165108,0.07802185,0.12340051,0.06046386
-2.60830415,2.52501337,0.24141610,2.50768503,0.00094328,0.01778254,0.00158956,0.07725020,0.12149685,0.05957616
-2.60230115,2.50280619,0.22839209,2.49106679,0.00092395,0.01784326,0.00154414,0.07638016,0.11990350,0.05858106
-2.59629815,2.47706310,0.21707909,2.46999935,0.00090201,0.01795852,0.00151419,0.07541686,0.11861803,0.05748444
-2.59029515,2.44829871,0.20751000,2.44503511,0.00087804,0.01812153,0.00149903,0.07436859,0.11763818,0.05629498
-2.58429215,2.41713451,0.19970160,2.41684520,0.00085267,0.01832593,0.00149788,0.07324640,0.11696124,0.05502381
-2.57828914,2.38427804,0.19365511,2.38619746,0.00082654,0.01856579,0.00150991,0.07206354,0.11658319,0.05368418
-2.57228614,2.35049631,0.18935643,2.35392866,0.00080028,0.01883557,0.00153416,0.07083465,0.11649756,0.05229079
-2.56628314,2.31658488,0.18677611,2.32091218,0.00077447,0.01913001,0.00156958,0.06957498,0.11669419,0.05085927
-2.56028014,2.28333410,0.18586907,2.28802279,0.00074965,0.01944401,0.00161499,0.06829951,0.11715798,0.04940542
-2.55427714,2.25149432,0.18657413,2.25610020,0.00072626,0.01977237,0.00166906,0.06702203,0.11786773,0.04794452
-2.54827414,2.22174180,0.18881350,2.22591327,0.00070466,0.02010972,0.00173033,0.06575440,0.11879522,0.04649073
-2.54227114,2.19464721,0.19249233,2.19812661,0.00068508,0.02045027,0.00179717,0.06450584,0.11990452,0.04505642
-2.53626813,2.17064830,0.19749839,2.17327142,0.00066767,0.02078775,0.00186785,0.06328239,0.12115182,0.04365173
-2.53026513,2.15002818,0.20370209,2.15172168,0.00065245,0.02111530,0.00194050,0.06208659,0.12248562,0.04228423
-2.52426213,2.13290021,0.21095680,2.13367716,0.00063932,0.02142545,0.00201316,0.06091736,0.12384742,0.04095867
-2.51825913,2.11920035,0.21909971,2.11915376,0.00062808,0.02171019,0.00208383,0.05977004,0.12517290,0.03967698
-2.51225613,2.10868716,0.22795311,2.10798170,0.00061847,0.02196108,0.00215049,0.05863675,0.12639350,0.03843831
-2.50625313,2.10094945,0.23732629,2.09981147,0.00061013,0.02216943,0.00221118,0.05750679,0.12743846,0.03723934
-2.50025013,2.09542103,0.24701794,2.09412717,0.00060266,0.02232651,0.00226401,0.05636737,0.12823700,0.03607462
-2.49424712,2.09140195,0.25681900,2.09026650,0.00059563,0.02242387,0.00230726,0.05520426,0.12872078,0.03493702
-2.48824412,2.08808492,0.26651604,2.08744642,0.00058858,0.02245357,0.00233939,0.05400271,0.12882632,0.03381830
-2.48224112,2.08458578,0.27589498,2.08479318,0.00058108,0.02240858,0.00235915,0.05274825,0.12849742,0.03270967
-2.47623812,2.07997670,0.28474507,2.08137545,0.00057273,0.02228296,0.00236552,0.05142751,0.12768725,0.03160232
-2.47023512,2.07332042,0.29286306,2.07623909,0.00056317,0.02207222,0.00235786,0.05002901,0.12636022,0.03048803
-2.46423212,2.06370441,0.30005742,2.06844209,0.00055211,0.02177349,0.00233583,0.04854379,0.12449337,0.02935959
-2.45822911,2.05027334,0.30615244,2.05708839,0.00053931,0.02138567,0.00229945,0.04696594,0.12207724,0.02821127
-2.45222611,2.03225894,0.31099220,2.04135942,0.00052463,0.02090956,0.00224911,0.04529292,0.11911634,0.02703906
-2.44622311,2.00900609,0.31444416,2.02054208,0.00050799,0.02034783,0.00218550,0.04352578,0.11562890,0.02584092
-2.44022011,1.97999439,0.31640235,1.99405265,0.00048943,0.01970501,0.00210961,0.04166916,0.11164623,0.02461688
-2.43421711,1.94485478,0.31679000,1.96145571,0.00046902,0.01898734,0.00202273,0.03973116,0.10721157,0.02336900
-2.42821411,1.90338075,0.31556158,1.92247775,0.00044692,0.01820258,0.00192633,0.03772302,0.10237852,0.02210132
-2.42221111,1.85553421,0.31270411,1.87701542,0.00042335,0.01735978,0.00182207,0.03565878,0.09720915,0.02081964
-2.41620810,1.80144604,0.30823782,1.82513828,0.00039859,0.01646901,0.00171171,0.03355473,0.09177196,0.01953131
-2.41020510,1.74141174,0.30221599,1.76708634,0.00037293,0.01554105,0.00159708,0.03142892,0.08613964,0.01824494
-2.40420210,1.67588256,0.29472410,1.70326281,0.00034670,0.01458706,0.00148001,0.02930056,0.08038693,0.01697013
-2.39819910,1.60545284,0.28587829,1.63422270,0.00032023,0.01361832,0.00136227,0.02718951,0.07458850,0.01571716
-2.39219610,1.53084420,0.27582315,1.56065766,0.00029387,0.01264592,0.00124557,0.02511573,0.06881713,0.01449671
-2.38619310,1.45288735,0.26472901,1.48337818,0.00026793,0.01168047,0.00113147,0.02309888,0.06314200,0.01331970
-2.38019010,1.37250233,0.25278872,1.40329363,0.00024271,0.01073195,0.00102139,0.02115793,0.05762744,0.01219701
-2.37418709,1.29067808,0.24021415,1.32139116,0.00021849,0.00980945,0.00091657,0.01931089,0.05233200,0.01113946
-2.36818409,1.20845183,0.22723249,1.23871417,0.00019549,0.00892112,0.00081808,0.01757468,0.04730777,0.01015769
-2.36218109,1.12688932,0.21408247,1.15634113,0.00017393,0.00807405,0.00072679,0.01596501,0.04260027,0.00926221
-2.35617809,1.04706620,0.20101060,1.07536538,0.00015396,0.00727424,0.00064341,0.01449646,0.03824842,0.00846346
-2.35017509,0.97005114,0.18826758,0.99687649,0.00013571,0.00652660,0.00056849,0.01318255,0.03428505,0.00777195
-2.34417209,0.89689110,0.17610498,0.92194357,0.00011926,0.00583503,0.00050240,0.01203594,0.03073746,0.00719842
-2.33816908,0.82859869,0.16477217,0.85160087,0.00010466,0.00520247,0.00044542,0.01106864,0.02762828,0.00675404
-2.33216608,0.76614190,0.15451355,0.78683564,0.00009196,0.00463104,0.00039772,0.01029227,0.02497642,0.00645063
-2.32616308,0.71043598,0.14556618,0.72857835,0.00008114,0.00412210,0.00035939,0.00971831,0.02279807,0.00630090
-2.32016008,0.66233708,0.13815762,0.67769504,0.00007220,0.00367645,0.00033047,0.00935835,0.02110775,0.00631858
-2.31415708,0.62263764,0.13250403,0.63498148,0.00006510,0.00329442,0.00031095,0.00922430,0.01991923,0.00651861
-2.30815408,0.59206267,0.12880842,0.60115869,0.00005980,0.00297604,0.00030084,0.00932852,0.01924643,0.00691722
-2.30215108,0.57126680,0.12725891,0.57686953,0.00005627,0.00272112,0.00030013,0.00968396,0.01910413,0.00753194
-2.29614807,0.56083141,0.12802704,0.56267577,0.00005445,0.00252942,0.00030882,0.01030413,0.01950849,0.00838153
-2.29014507,0.56126152,0.13126586,0.55905518,0.00005431,0.00240067,0.00032696,0.01120302,0.02047742,0.00948579
-2.28414207,0.57298202,0.13710798,0.56639841,0.00005579,0.00233473,0.00035458,0.01239498,0.02203071,0.01086531
-2.27813907,0.59633314,0.14566326,0.58500533,0.00005886,0.00233160,0.00039175,0.01389443,0.02418994,0.01254106
-2.27213607,0.63156488,0.15701639,0.61508070,0.00006350,0.00239144,0.00043855,0.01571556,0.02697824,0.01453390
-2.26613307,0.67883076,0.17122428,0.65672925,0.00006966,0.00251465,0.00049507,0.01787195,0.03041983,0.01686405
-2.26013007,0.73818089,0.18831337,0.70995035,0.00007734,0.00270182,0.00056137,0.02037612,0.03453941,0.01955034
-2.25412706,0.80955495,0.20827697,0.77463264,0.00008650,0.00295369,0.00063751,0.02323907,0.03936145,0.02260960
-2.24812406,0.89277551,0.23107284,0.85054903,0.00009716,0.00327118,0.00072350,0.02646982,0.04490937,0.02605586
-2.24212106,0.98754236,0.25662111,0.93735272,0.00010928,0.00365529,0.00081931,0.03007496,0.05120475,0.02989965
-2.23611806,1.09342859,0.28480279,1.03457477,0.00012288,0.00410704,0.00092484,0.03405821,0.05826644,0.03414728
-2.23011506,1.20987886,0.31545907,1.14162382,0.00013795,0.00462745,0.00103995,0.03842012,0.06610980,0.03880026
-2.22411206,1.33621071,0.34839151,1.25778852,0.00015450,0.00521741,0.00116438,0.04315776,0.07474601,0.04385476
-2.21810905,1.47161909,0.38336332,1.38224299,0.00017254,0.00587767,0.00129782,0.04826452,0.08418142,0.04930126
-2.21210605,1.61518449,0.42010177,1.51405563,0.00019210,0.00660871,0.00143989,0.05373009,0.09441706,0.05512434
-2.20610305,1.76588475,0.45830177,1.65220119,0.00021320,0.00741074,0.00159010,0.05954039,0.10544834,0.06130263
-2.20010005,1.92261005,0.49763066,1.79557592,0.00023587,0.00828359,0.00174792,0.06567771,0.11726473,0.06780903
-2.19409705,2.08418102,0.53773384,1.94301540,0.00026018,0.00922669,0.00191276,0.07212089,0.12984972,0.07461099
-2.18809405,2.24936883,0.57824148,2.09331430,0.00028617,0.01023900,0.00208396,0.07884552,0.14318068,0.08167108
-2.18209105,2.41691666,0.61877560,2.24524731,0.00031392,0.01131899,0.00226085,0.08582422,0.15722889,0.08894760
-2.17608804,2.58556136,0.65895765,2.39759017,0.00034350,0.01246462,0.00244271,0.09302689,0.17195950,0.09639543
-2.17008504,2.75405424,0.69841597,2.54913992,0.00037499,0.01367324,0.00262880,0.10042098,0.18733148,0.10396680
-2.16408204,2.92117994,0.73679305,2.69873324,0.00040847,0.01494163,0.00281839,0.10797166,0.20329747,0.11161218
-2.15807904,3.08577225,0.77375205,2.84526198,0.00044402,0.01626595,0.00301072,0.11564201,0.21980347,0.11928115
-2.15207604,3.24672637,0.80898253,2.98768528,0.00048171,0.01764166,0.00320503,0.12339304,0.23678850,0.12692312
-2.14607304,3.40300672,0.84220500,3.12503760,0.00052158,0.01906355,0.00340053,0.13118371,0.25418400,0.13448803
-2.14007004,3.55365040,0.87317417,3.25643257,0.00056364,0.02052563,0.00359640,0.13897087,0.27191316,0.14192685
-2.13406703,3.69776619,0.90168093,3.38106276,0.00060787,0.02202113,0.00379181,0.14670912,0.28989021,0.14919193
-2.12806403,3.83452970,0.92755291,3.49819567,0.00065419,0.02354241,0.00398582,0.15435072,0.30801958,0.15623724
-2.12206103,3.96317533,0.95065380,3.60716675,0.00070246,0.02508097,0.00417745,0.16184543,0.32619519,0.16301834
-2.11605803,4.08298617,0.97088154,3.70737036,0.00075248,0.02662734,0.00436561,0.16914047,0.34429987,0.16949237
-2.11005503,4.19328301,0.98816573,3.79824971,0.00080398,0.02817113,0.00454910,0.17618058,0.36220502,0.17561780
-2.10405203,4.29341388,1.00246430,3.87928707,0.00085658,0.02970095,0.00472658,0.18290819,0.37977057,0.18135423
-2.09804902,4.38274528,1.01375992,3.94999527,0.00090984,0.03120448,0.00489659,0.18926377,0.39684551,0.18666213
-2.09204602,4.46065644,1.02205637,4.00991178,0.00096325,0.03266853,0.00505753,0.19518646,0.41326881,0.19150269
-2.08604302,4.52653754,1.02737516,4.05859597,0.00101621,0.03407909,0.00520768,0.20061479,0.42887101,0.19583768
-2.08004002,4.57979253,1.02975248,4.09563035,0.00106805,0.03542150,0.00534523,0.20548772,0.44347645,0.19962957
-2.07403702,4.61984690,1.02923690,4.12062601,0.00111807,0.03668064,0.00546827,0.20974583,0.45690604,0.20284171
-2.06803402,4.64616028,1.02588770,4.13323202,0.00116551,0.03784113,0.00557489,0.21333267,0.46898071,0.20543879
-2.06203102,4.65824335,1.01977398,4.13314860,0.00120961,0.03888765,0.00566316,0.21619627,0.47952526,0.20738741
-2.05602801,4.65567823,1.01097435,4.12014297,0.00124961,0.03980523,0.00573126,0.21829062,0.48837268,0.20865693
-2.05002501,4.63814104,0.99957738,4.09406720,0.00128477,0.04057959,0.00577750,0.21957723,0.49536864,0.20922038
-2.04402201,4.60542536,0.98568228,4.05487637,0.00131442,0.04119752,0.00580036,0.22002649,0.50037605,0.20905550
-2.03801901,4.55746486,0.96939997,4.00264607,0.00133792,0.04164728,0.00579862,0.21961895,0.50327951,0.20814586
-2.03201601,4.49435357,0.95085402,3.93758768,0.00135478,0.04191889,0.00577136,0.21834631,0.50398943,0.20648196
-2.02601301,4.41636233,0.93018156,3.86006016,0.00136457,0.04200458,0.00571803,0.21621212,0.50244559,0.20406220
-2.02001001,4.32395011,0.90753368,3.77057738,0.00136700,0.04189898,0.00563851,0.21323213,0.49862006,0.20089385
-2.01400700,4.21776915,0.88307540,3.66981012,0.00136193,0.04159944,0.00553310,0.20943431,0.49251924,0.19699364
-2.00800400,4.09866342,0.85698504,3.55858228,0.00134935,0.04110620,0.00540256,0.20485841,0.48418498,0.19238832
-2.00200100,3.96765997,0.82945290,3.43786118,0.00132938,0.04042246,0.00524813,0.19955521,0.47369465,0.18711477
-1.99599800,3.82595363,0.80067932,3.30874225,0.00130229,0.03955445,0.00507144,0.19358539,0.46116017,0.18121995
-1.98999500,3.67488532,0.77087221,3.17242868,0.00126849,0.03851128,0.00487455,0.18701818,0.44672603,0.17476046
-1.98399200,3.51591524,0.74024415,3.03020685,0.00122849,0.03730489,0.00465986,0.17992964,0.43056634,0.16780188
-1.97798899,3.35059188,0.70900914,2.88341889,0.00118291,0.03594969,0.00443007,0.17240093,0.41288101,0.16041775
-1.97198599,3.18051845,0.67737940,2.73343338,0.00113245,0.03446234,0.00418810,0.16451635,0.39389128,0.15268844
-1.96598299,3.00731811,0.64556204,2.58161570,0.00107789,0.03286131,0.00393702,0.15636151,0.37383464,0.14469974
-1.95997999,2.83259962,0.61375618,2.42929937,0.00102002,0.03116647,0.00367997,0.14802145,0.35295950,0.13654129
-1.95397699,2.65792479,0.58215035,2.27775949,0.00095968,0.02939864,0.00342010,0.13957894,0.33151959,0.12830500
-1.94797399,2.48477895,0.55092043,2.12818941,0.00089769,0.02757907,0.00316044,0.13111299,0.30976853,0.12008334
-1.94197099,2.31454552,0.52022820,1.98168140,0.00083487,0.02572902,0.00290391,0.12269754,0.28795452,0.11196775
-1.93596798,2.14848535,0.49022049,1.83921186,0.00077198,0.02386927,0.00265318,0.11440044,0.26631552,0.10404694
-1.92996498,1.98772135,0.46102891,1.70163139,0.00070974,0.02201969,0.00241070,0.10628271,0.24507489,0.09640550
-1.92396198,1.83322845,0.43277014,1.56965962,0.00064880,0.02019890,0.00217860,0.09839808,0.22443772,0.08912240
-1.91795898,1.68582885,0.40554663,1.44388469,0.00058974,0.01842392,0.00195867,0.09079274,0.20458786,0.08226985
-1.91195598,1.54619206,0.37944769,1.32476671,0.00053305,0.01670995,0.00175239,0.08350540,0.18568575,0.07591219
-1.90595298,1.41483926,0.35455072,1.21264482,0.00047914,0.01507020,0.00156090,0.07656751,0.16786698,0.07010500
-1.89994997,1.29215123,0.33092248,1.10774694,0.00042833,0.01351576,0.00138497,0.07000369,0.15124164,0.06489440
-1.89394697,1.17837895,0.30862044,1.01020144,0.00038086,0.01205560,0.00122511,0.06383228,0.13589443,0.06031653
-1.88794397,1.07365633,0.28769380,0.92005013,0.00033689,0.01069661,0.00108149,0.05806593,0.12188534,0.05639717
-1.88194097,0.97801390,0.26818447,0.83726163,0.00029650,0.00944368,0.00095406,0.05271237,0.10925094,0.05315157
-1.87593797,0.89139320,0.25012759,0.76174464,0.00025970,0.00829988,0.00084252,0.04777509,0.09800616,0.05058447
-1.86993497,0.81366091,0.23355194,0.69336048,0.00022645,0.00726663,0.00074639,0.04325405,0.08814638,0.04869022
-1.86393197,0.74462237,0.21847998,0.63193464,0.00019665,0.00634396,0.00066506,0.03914640,0.07964985,0.04745313
-1.85792896,0.68403425,0.20492771,0.57726686,0.00017015,0.00553072,0.00059778,0.03544709,0.07248027,0.04684799
-1.85192596,0.63161598,0.19290434,0.52913987,0.00014679,0.00482488,0.00054374,0.03214949,0.06658936,0.04684071
-1.84592296,0.58705979,0.18241194,0.48732640,0.00012635,0.00422374,0.00050206,0.02924582,0.06191952,0.04738919
-1.83991996,0.55003961,0.17344496,0.45159488,0.00010863,0.00372418,0.00047186,0.02672766,0.05840634,0.04844433
-1.83391696,0.52021844,0.16598995,0.42171356,0.00009340,0.00332289,0.00045226,0.02458626,0.05598093,0.04995125
-1.82791396,0.49725463,0.16002527,0.39745343,0.00008041,0.00301656,0.00044240,0.02281282,0.05457211,0.05185068
-1.82191096,0.48080693,0.15552106,0.37859003,0.00006943,0.00280201,0.00044146,0.02139868,0.05410828,0.05408047
-1.81590795,0.47053859,0.15243934,0.36490425,0.00006025,0.00267633,0.00044867,0.02033544,0.05451899,0.05657727
-1.80990495,0.46612038,0.15073429,0.35618233,0.00005264,0.00263694,0.00046329,0.01961498,0.05573632,0.05927836
-1.80390195,0.46723287,0.15035274,0.35221519,0.00004642,0.00268162,0.00048468,0.01922947,0.05769578,0.06212347
-1.79789895,0.47356787,0.15123477,0.35279725,0.00004138,0.00280854,0.00051221,0.01917125,0.06033706,0.06505677
-1.79189595,0.48482917,0.15331444,0.35772476,0.00003738,0.00301618,0.00054533,0.01943263,0.06360441,0.06802868
-1.78589295,0.50073271,0.15652056,0.36679394,0.00003426,0.00330331,0.00058353,0.02000579,0.06744674,0.07099781
-1.77988994,0.52100622,0.16077755,0.37979892,0.00003191,0.00366884,0.00062635,0.02088241,0.07181753,0.07393257
-1.77388694,0.54538847,0.16600618,0.39652977,0.00003023,0.00411180,0.00067334,0.02205348,0.07667457,0.07681277
-1.76788394,0.57362844,0.17212446,0.41677065,0.00002913,0.00463116,0.00072410,0.02350901,0.08197952,0.07963090
-1.76188094,0.60548431,0.17904841,0.44029843,0.00002857,0.00522576,0.00077823,0.02523770,0.08769742,0.08239309
-1.75587794,0.64072287,0.18669287,0.46688192,0.00002850,0.00589420,0.00083537,0.02722678,0.09379622,0.08511983
-1.74987494,0.67911924,0.19497238,0.49628192,0.00002893,0.00663478,0.00089516,0.02946177,0.10024627,0.08784621
-1.74387194,0.72045734,0.20380211,0.52825228,0.00002986,0.00744545,0.00095725,0.03192642,0.10702008,0.09062185
-1.73786893,0.76453121,0.21309897,0.56254216,0.00003132,0.00832375,0.00102132,0.03460264,0.11409204,0.09351035
-1.73186593,0.81114730,0.22278283,0.59889950,0.00003336,0.00926687,0.00108706,0.03747062,0.12143847,0.09658834
-1.72586293,0.86012778,0.23277793,0.63707579,0.00003604,0.01027167,0.00115421,0.04050905,0.12903783,0.09994410
-1.71985993,0.91131479,0.24301452,0.67683200,0.00003946,0.01133474,0.00122255,0.04369542,0.13687113,0.10367577
-1.71385693,0.96457539,0.25343060,0.71794540,0.00004370,0.01245251,0.00129193,0.04700650,0.14492252,0.10788917
-1.70785393,1.01980696,0.26397379,0.76021703,0.00004889,0.01362134,0.00136227,0.05041881,0.15318000,0.11269524
-1.70185093,1.07694239,0.27460312,0.80347925,0.00005514,0.01483767,0.00143363,0.05390929,0.16163616,0.11820715
-1.69584792,1.13595479,0.28529078,0.84760296,0.00006258,0.01609808,0.00150614,0.05745588,0.17028898,0.12453719
-1.68984492,1.19686072,0.29602352,0.89250373,0.00007135,0.01739942,0.00158010,0.06103823,0.17914234,0.13179328
-1.68384192,1.25972165,0.30680360,0.93814635,0.00008160,0.01873884,0.00165594,0.06463822,0.18820641,0.14007550
-1.67783892,1.32464272,0.31764914,0.98454705,0.00009345,0.02011380,0.00173426,0.06824053,0.19749759,0.14947237
-1.67183592,1.39176844,0.32859374,1.03177299,0.00010705,0.02152209,0.00181579,0.07183299,0.20703812,0.16005718
-1.66583292,1.46127493,0.33968517,1.07993845,0.00012252,0.02296167,0.00190143,0.07540684,0.21685501,0.17188445
-1.65982991,1.53335848,0.35098316,1.12919765,0.00013999,0.02443056,0.00199221,0.07895671,0.22697857,0.18498650
-1.65382691,1.60822053,0.36255617,1.17973406,0.00015956,0.02592667,0.00208924,0.08248049,0.23744028,0.19937043
