energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-2.86043022,1.89009008,0.00172989,0.05135354,0.12362197,1.34082062,0.29942170,0.22431563,0.00852100,0.16337075
-2.85442721,1.84568173,0.00182295,0.05586124,0.13383160,1.28581314,0.31366638,0.22375780,0.00823006,0.16822082
-2.84842421,1.81828305,0.00194595,0.06091998,0.14546632,1.24316335,0.33095785,0.22485667,0.00802801,0.17459696
-2.84242121,1.80831361,0.00209961,0.06650514,0.15851774,1.21318076,0.35142159,0.22768411,0.00791812,0.18245977
-2.83641821,1.81577772,0.00228416,0.07257852,0.17294458,1.19588245,0.37510815,0.23226656,0.00790190,0.19173024
-2.83041521,1.84026481,0.00249927,0.07908833,0.18867101,1.19099896,0.40198512,0.23858279,0.00797909,0.20229063
-2.82441221,1.88095947,0.00274402,0.08596961,0.20558614,1.19798644,0.43193124,0.24656291,0.00814767,0.21398642
-2.81840920,1.93666101,0.00301693,0.09314512,0.22354442,1.21604449,0.46473284,0.25608871,0.00840382,0.22662942
-2.81240620,2.00581251,0.00331592,0.10052670,0.24236738,1.24413957,0.50008304,0.26699555,0.00874209,0.24000182
-2.80640320,2.08653906,0.00363833,0.10801700,0.26184654,1.28103343,0.53758402,0.27907570,0.00915541,0.25386138
-2.80040020,2.17669456,0.00398100,0.11551179,0.28174753,1.32531618,0.57675259,0.29208318,0.00963529,0.26794746
-2.79439720,2.27391641,0.00434030,0.12290250,0.30181547,1.37544326,0.61702895,0.30573995,0.01017200,0.28198782
-2.78839420,2.37568686,0.00471227,0.13007917,0.32178124,1.42977567,0.65778877,0.31974342,0.01075483,0.29570600
-2.78239120,2.47939968,0.00509268,0.13693355,0.34136874,1.48662257,0.69835827,0.33377500,0.01137235,0.30882909
-2.77638819,2.58243033,0.00547723,0.14336233,0.36030267,1.54428512,0.73803188,0.34750948,0.01201275,0.32109560
-2.77038519,2.68220776,0.00586167,0.14927029,0.37831660,1.60110063,0.77609201,0.36062495,0.01266422,0.33226320
-2.76438219,2.77628545,0.00624200,0.15457340,0.39516103,1.65548548,0.81183026,0.37281283,0.01331530,0.34211599
-2.75837919,2.86240943,0.00661462,0.15920149,0.41061113,1.70597571,0.84456924,0.38378780,0.01395528,0.35047114
-2.75237619,2.93858081,0.00697658,0.16310062,0.42447364,1.75126380,0.87368418,0.39329713,0.01457464,0.35718447
-2.74637319,3.00311047,0.00732565,0.16623490,0.43659278,1.79023042,0.89862339,0.40112905,0.01516533,0.36215495
-2.74037019,3.05466378,0.00766056,0.16858762,0.44685482,1.82196992,0.91892671,0.40711986,0.01572117,0.36532773
-2.73436718,3.09229348,0.00798105,0.17016186,0.45519099,1.84580872,0.93424107,0.41115946,0.01623812,0.36669570
-2.72836418,3.11545933,0.00828799,0.17098022,0.46157874,1.86131568,0.94433244,0.41319505,0.01671444,0.36629948
-2.72236118,3.12403371,0.00858338,0.17108399,0.46604110,1.86830424,0.94909360,0.41323275,0.01715084,0.36422577
-2.71635818,3.11829278,0.00887033,0.17053154,0.46864426,1.86682617,0.94854721,0.41133720,0.01755047,0.36060420
-2.71035518,3.09889365,0.00915295,0.16939622,0.46949350,1.85715732,0.94284420,0.40762901,0.01791884,0.35560278
-2.70435218,3.06683858,0.00943624,0.16776363,0.46872761,1.83977597,0.93225724,0.40228021,0.01826362,0.34942210
-2.69834917,3.02342761,0.00972583,0.16572861,0.46651206,1.81533487,0.91716978,0.39550786,0.01859430,0.34228857
-2.69234617,2.97020198,0.01002773,0.16339186,0.46303140,1.78462831,0.89806103,0.38756609,0.01892181,0.33444690
-2.68634317,2.90888066,0.01034806,0.16085658,0.45848109,1.74855566,0.87548759,0.37873687,0.01925798,0.32615220
-2.68034017,2.84129281,0.01069263,0.15822505,0.45305934,1.70808307,0.85006260,0.36931995,0.01961500,0.31766192
-2.67433717,2.76930921,0.01106666,0.15559537,0.44695924,1.66420514,0.82243323,0.35962233,0.02000477,0.30922794
-2.66833417,2.69477542,0.01147437,0.15305857,0.44036158,1.61790806,0.79325775,0.34994766,0.02043826,0.30108917
-2.66233117,2.61944943,0.01191864,0.15069605,0.43342878,1.57013588,0.76318303,0.34058614,0.02092490,0.29346482
-2.65632816,2.54494631,0.01240073,0.14857756,0.42630003,1.52176109,0.73282340,0.33180507,0.02147194,0.28654851
-2.65032516,2.47269162,0.01292004,0.14675963,0.41908792,1.47356067,0.70274197,0.32384061,0.02208396,0.28050354
-2.64432216,2.40388535,0.01347388,0.14528463,0.41187668,1.42619807,0.67343493,0.31689097,0.02276239,0.27545922
-2.63831916,2.33947694,0.01405743,0.14418040,0.40472186,1.38021173,0.64531941,0.31111116,0.02350522,0.27150852
-2.63231616,2.28015202,0.01466371,0.14346029,0.39765160,1.33600988,0.61872536,0.30660954,0.02430680,0.26870684
-2.62631316,2.22633035,0.01528370,0.14312379,0.39066913,1.29387145,0.59389147,0.30344621,0.02515782,0.26707207
-2.62031016,2.17817435,0.01590654,0.14315756,0.38375630,1.25395232,0.57096511,0.30163310,0.02604543,0.26658564
-2.61430715,2.13560693,0.01651981,0.14353671,0.37687802,1.21629621,0.55000611,0.30113585,0.02695355,0.26719468
-2.60830415,2.09833705,0.01710992,0.14422636,0.36998709,1.18084908,0.53099370,0.30187712,0.02786329,0.26881489
-2.60230115,2.06589128,0.01766257,0.14518342,0.36302925,1.14747596,0.51383636,0.30374120,0.02875351,0.27133427
-2.59629815,2.03764928,0.01816323,0.14635832,0.35594811,1.11597917,0.49838370,0.30657967,0.02960157,0.27461725
-2.59029515,2.01288152,0.01859770,0.14769681,0.34868974,1.08611680,0.48443967,0.31021776,0.03038405,0.27850929
-2.58429215,1.99078717,0.01895260,0.14914169,0.34120663,1.05762050,0.47177642,0.31446119,0.03107760,0.28284169
-2.57828914,1.97053064,0.01921590,0.15063438,0.33346084,1.03021192,0.46014814,0.31910313,0.03165979,0.28743645
-2.57228614,1.95127543,0.01937739,0.15211637,0.32542641,1.00361698,0.44930406,0.32393101,0.03210991,0.29211112
-2.56628314,1.93221414,0.01942908,0.15353046,0.31709076,0.97757784,0.43900029,0.32873307,0.03240979,0.29668356
-2.56028014,1.91259386,0.01936547,0.15482189,0.30845519,0.95186215,0.42900988,0.33330426,0.03254443,0.30097632
-2.55427714,1.89173671,0.01918384,0.15593918,0.29953465,0.92626979,0.41913090,0.33745149,0.03250258,0.30482084
-2.54827414,1.86905530,0.01888428,0.15683495,0.29035674,0.90063703,0.40919242,0.34099809,0.03227713,0.30806122
-2.54227114,1.84406323,0.01846972,0.15746652,0.28096018,0.87483865,0.39905822,0.34378739,0.03186539,0.31055758
-2.53626813,1.81638134,0.01794580,0.15779642,0.27139288,0.84878822,0.38862846,0.34568547,0.03126916,0.31218898
-2.53026513,1.78573991,0.01732065,0.15779288,0.26170991,0.82243705,0.37783944,0.34658313,0.03049465,0.31285591
-2.52426213,1.75197788,0.01660458,0.15743019,0.25197130,0.79577227,0.36666181,0.34639704,0.02955220,0.31248227
-2.51825913,1.71503947,0.01580972,0.15668911,0.24224009,0.76881431,0.35509750,0.34507024,0.02845592,0.31101686
-2.51225613,1.67496919,0.01494957,0.15555722,0.23258062,0.74161440,0.34317576,0.34257216,0.02722314,0.30843446
-2.50625313,1.63190569,0.01403853,0.15402929,0.22305717,0.71425200,0.33094872,0.33889808,0.02587383,0.30473631
-2.50025013,1.58607510,0.01309148,0.15210759,0.21373302,0.68683266,0.31848681,0.33406826,0.02442984,0.29995022
-2.49424712,1.53778411,0.01212325,0.14980221,0.20466997,0.65948619,0.30587437,0.32812680,0.02291427,0.29413009
-2.48824412,1.48741322,0.01114825,0.14713134,0.19592827,0.63236524,0.29320566,0.32114028,0.02135068,0.28735498
-2.48224112,1.43541004,0.01018010,0.14412135,0.18756694,0.60564404,0.28058153,0.31319623,0.01976243,0.27972773
-2.47623812,1.38228281,0.00923126,0.14080693,0.17964433,0.57951738,0.26810687,0.30440143,0.01817202,0.27137303
-2.47023512,1.32859387,0.00831285,0.13723088,0.17221892,0.55419944,0.25588878,0.29488019,0.01660055,0.26243508
-2.46423212,1.27495304,0.00743442,0.13344389,0.16535013,0.52992230,0.24403563,0.28477237,0.01506722,0.25307482
-2.45822911,1.22201044,0.00660393,0.12950398,0.15909910,0.50693401,0.23265681,0.27423143,0.01358903,0.24346672
-2.45222611,1.17044888,0.00582764,0.12547577,0.15352935,0.48549601,0.22186308,0.26342223,0.01218049,0.23379528
-2.44622311,1.12097541,0.00511024,0.12142952,0.14870706,0.46587974,0.21176747,0.25251880,0.01085348,0.22425123
-2.44022011,1.07431204,0.00445488,0.11743998,0.14470119,0.44836250,0.20248648,0.24170195,0.00961726,0.21502754
-2.43421711,1.03118572,0.00386340,0.11358497,0.14158308,0.43322248,0.19414150,0.23115686,0.00847853,0.20631535
-2.42821411,0.99231767,0.00333646,0.10994394,0.13942575,0.42073318,0.18686030,0.22107054,0.00744158,0.19829986
-2.42221111,0.95841235,0.00287379,0.10659633,0.13830283,0.41115729,0.18077845,0.21162940,0.00650851,0.19115649
-2.41620810,0.93014637,0.00247442,0.10362000,0.13828717,0.40474042,0.17604057,0.20301684,0.00567954,0.18504708
-2.41020510,0.90815790,0.00213691,0.10108970,0.13944925,0.40170483,0.17280138,0.19541099,0.00495331,0.18011673
-2.40420210,0.89303695,0.00185961,0.09907561,0.14185544,0.40224360,0.17122640,0.18898273,0.00432724,0.17649090
-2.39819910,0.88531695,0.00164084,0.09764221,0.14556634,0.40651553,0.17149232,0.18389390,0.00379783,0.17427330
-2.39219610,0.88546827,0.00147912,0.09684733,0.15063510,0.41464109,0.17378693,0.18029588,0.00336107,0.17354432
-2.38619310,0.89389371,0.00137336,0.09674161,0.15710609,0.42669967,0.17830857,0.17832857,0.00301274,0.17436032
-2.38019010,0.91092646,0.00132296,0.09736827,0.16501382,0.44272839,0.18526514,0.17811956,0.00274869,0.17675363
-2.37418709,0.93683029,0.00132795,0.09876326,0.17438221,0.46272251,0.19487234,0.17978384,0.00256513,0.18073332
-2.36818409,0.97180206,0.00138906,0.10095579,0.18522437,0.48663744,0.20735137,0.18342352,0.00245885,0.18628671
-2.36218109,1.01597602,0.00150772,0.10396919,0.19754264,0.51439237,0.22292570,0.18912784,0.00242742,0.19338146
-2.35617809,1.06942938,0.00168611,0.10782193,0.21132910,0.54587507,0.24181701,0.19697317,0.00246931,0.20196821
-2.35017509,1.13218858,0.00192705,0.11252884,0.22656623,0.58094775,0.26424011,0.20702288,0.00258399,0.21198352
-2.34417209,1.20423524,0.00223392,0.11810237,0.24322783,0.61945340,0.29039671,0.21932697,0.00277198,0.22335304
-2.33816908,1.28551099,0.00261055,0.12455368,0.26127975,0.66122212,0.32046822,0.23392125,0.00303482,0.23599450
-2.33216608,1.37592035,0.00306100,0.13189352,0.28068064,0.70607698,0.35460732,0.25082612,0.00337502,0.24982061
-2.32616308,1.47533064,0.00358940,0.14013279,0.30138219,0.75383877,0.39292866,0.27004466,0.00379597,0.26474142
-2.32016008,1.58356851,0.00419964,0.14928247,0.32332901,0.80432926,0.43549869,0.29156012,0.00430171,0.28066604
-2.31415708,1.70041248,0.00489515,0.15935317,0.34645787,0.85737237,0.48232503,0.31533285,0.00489681,0.29750368
-2.30815408,1.82558151,0.00567856,0.17035390,0.37069628,0.91279315,0.53334575,0.34129670,0.00558603,0.31516379
-2.30215108,1.95871965,0.00655144,0.18229022,0.39596047,0.97041430,0.58841895,0.36935508,0.00637406,0.33355532
-2.29614807,2.09937763,0.00751395,0.19516191,0.42215272,1.03005033,0.64731339,0.39937692,0.00726516,0.35258514
-2.29014507,2.24699205,0.00856457,0.20895993,0.44915828,1.09149961,0.70970057,0.43119277,0.00826283,0.37215579
-2.28414207,2.40086384,0.00969986,0.22366318,0.47684200,1.15453468,0.77514909,0.46459141,0.00936940,0.39216253
-2.27813907,2.56013717,0.01091418,0.23923491,0.50504500,1.21889160,0.84312185,0.49931732,0.01058566,0.41249019
-2.27213607,2.72378107,0.01219957,0.25561929,0.53358165,1.28425887,0.91297661,0.53506927,0.01191050,0.43300989
-2.26613307,2.89057517,0.01354564,0.27273809,0.56223715,1.35026707,0.98397047,0.57150051,0.01334058,0.45357603
-2.26013007,3.05910178,0.01493955,0.29048800,0.59076614,1.41647994,1.05526856,0.60822066,0.01487000,0.47402385
-2.25412706,3.22774558,0.01636608,0.30873863,0.61889249,1.48238792,1.12595699,0.64479961,0.01649011,0.49416778
-2.24812406,3.39470259,0.01780783,0.32733150,0.64631076,1.54740501,1.19506012,0.68077350,0.01818934,0.51380107
-2.24212106,3.55799902,0.01924546,0.34608023,0.67268923,1.61086956,1.26156174,0.71565277,0.01995318,0.53269660
-2.23611806,3.71552044,0.02065809,0.36477198,0.69767480,1.67204957,1.32442961,0.74893206,0.02176419,0.55060922
-2.23011506,3.86505112,0.02202374,0.38317028,0.72089964,1.73015265,1.38264259,0.78010184,0.02360220,0.56727961
-2.22411206,4.00432239,0.02331990,0.40101922,0.74198948,1.78434071,1.43521947,0.80866125,0.02544458,0.58243956
-2.21810905,4.13106886,0.02452408,0.41804884,0.76057332,1.83374893,1.48124822,0.83413183,0.02726667,0.59581850
-2.21210605,4.24309009,0.02561449,0.43398171,0.77629405,1.87750841,1.51991461,0.85607138,0.02904227,0.60715118
-2.20610305,4.33831553,0.02657068,0.44854027,0.78881983,1.91477165,1.55052880,0.87408754,0.03074426,0.61618594
-2.20010005,4.41486972,0.02737418,0.46145484,0.79785539,1.94473976,1.57254882,0.88785041,0.03234528,0.62269330
-2.19409705,4.47113484,0.02800908,0.47247179,0.80315296,1.96668998,1.58559974,0.89710355,0.03381848,0.62647459
-2.18809405,4.50580771,0.02846259,0.48136160,0.80452218,1.98000251,1.58948773,0.90167303,0.03513827,0.62736977
-2.18209105,4.51794843,0.02872547,0.48792647,0.80183852,1.98418493,1.58420817,0.90147386,0.03628112,0.62526457
-2.17608804,4.50701833,0.02879236,0.49200705,0.79504972,1.97889327,1.56994756,0.89651369,0.03722625,0.62009600
-2.17008504,4.47290535,0.02866199,0.49348803,0.78418006,1.96394855,1.54707901,0.88689351,0.03795631,0.61185643
-2.16408204,4.41593561,0.02833723,0.49230237,0.76933196,1.93934789,1.51615159,0.87280538,0.03845800,0.60059563
-2.15807904,4.33687054,0.02782504,0.48843390,0.75068510,1.90526967,1.47787399,0.85452720,0.03872247,0.58642092
-2.15207604,4.23688987,0.02713626,0.48191826,0.72849287,1.86207249,1.43309326,0.83241492,0.03874572,0.56949515
-2.14607304,4.11756116,0.02628527,0.47284215,0.70307648,1.81028794,1.38276970,0.80689255,0.03852873,0.55003295
-2.14007004,3.98079740,0.02528954,0.46134089,0.67481676,1.75060751,1.32794892,0.77844029,0.03807755,0.52829501
-2.13406703,3.82880472,0.02416909,0.44759446,0.64414438,1.68386438,1.26973239,0.74758152,0.03740316,0.50458101
-2.12806403,3.66402249,0.02294594,0.43182228,0.61152857,1.61101087,1.20924772,0.71486909,0.03652121,0.47922139
-2.12206103,3.48905855,0.02164340,0.41427690,0.57746505,1.53309256,1.14761981,0.68087148,0.03545165,0.45256827
-2.11605803,3.30662210,0.02028547,0.39523685,0.54246362,1.45122041,1.08594402,0.64615940,0.03421824,0.42498606
-2.11005503,3.11945717,0.01889618,0.37499916,0.50703585,1.36654186,1.02526224,0.61129324,0.03284794,0.39684207
-2.10405203,2.93027879,0.01749901,0.35387164,0.47168336,1.28021220,0.96654246,0.57681178,0.03137033,0.36849749
-2.09804902,2.74171417,0.01611630,0.33216527,0.43688709,1.19336728,0.91066236,0.54322240,0.02981685,0.34029913
-2.09204602,2.55625052,0.01476886,0.31018710,0.40309775,1.10709846,0.85839711,0.51099294,0.02822016,0.31257204
-2.08604302,2.37619067,0.01347549,0.28823367,0.37072782,1.02243058,0.81041121,0.48054537,0.02661347,0.28561348
-2.08004002,2.20361736,0.01225276,0.26658532,0.34014510,0.94030346,0.76725421,0.45225104,0.02502989,0.25968807
-2.07403702,2.04036620,0.01111476,0.24550139,0.31166790,0.86155738,0.72935980,0.42642763,0.02350180,0.23502438
-2.06803402,1.88800746,0.01007300,0.22521638,0.28556183,0.78692252,0.69704763,0.40333736,0.02206039,0.21181294
-2.06203102,1.74783573,0.00913638,0.20593723,0.26203803,0.71701240,0.67052730,0.38318642,0.02073515,0.19020545
-2.05602801,1.62086705,0.00831120,0.18784150,0.24125276,0.65232100,0.64990378,0.36612530,0.01955349,0.17031531
-2.05002501,1.50784208,0.00760126,0.17107651,0.22330812,0.59322331,0.63518357,0.35224979,0.01854045,0.15221908
-2.04402201,1.40923452,0.00700801,0.15575927,0.20825370,0.53997870,0.62628119,0.34160241,0.01771840,0.13595887
-2.03801901,1.32526347,0.00653073,0.14197719,0.19608897,0.49273671,0.62302543,0.33417423,0.01710687,0.12154536
-2.03201601,1.25590884,0.00616667,0.12978931,0.18676631,0.45154462,0.62516513,0.32990678,0.01672242,0.10896138
-2.02601301,1.20092880,0.00591134,0.11922794,0.18019441,0.41635638,0.63237448,0.32869420,0.01657849,0.09816566
-2.02001001,1.15987871,0.00575865,0.11030076,0.17624203,0.38704236,0.64425778,0.33038550,0.01668534,0.08909689
-2.01400700,1.13213091,0.00570116,0.10299294,0.17474202,0.36339948,0.66035395,0.33478714,0.01704998,0.08167768
-2.00800400,1.11689519,0.00573027,0.09726953,0.17549556,0.34516149,0.68014102,0.34166593,0.01767617,0.07581851
-2.00200100,1.11323971,0.00583644,0.09307774,0.17827655,0.33200908,0.70304120,0.35075247,0.01856434,0.07142142
-1.99599800,1.12011251,0.00600934,0.09034932,0.18283633,0.32357965,0.72842671,0.36174525,0.01971164,0.06838357
-1.98999500,1.13636368,0.00623810,0.08900272,0.18890851,0.31947667,0.75562696,0.37431560,0.02111191,0.06660052
-1.98399200,1.16076829,0.00651143,0.08894527,0.19621414,0.31927866,0.78393734,0.38811349,0.02275577,0.06596925
-1.97798899,1.19205022,0.00681786,0.09007522,0.20446703,0.32254764,0.81262984,0.40277427,0.02463065,0.06639087
-1.97198599,1.22890697,0.00714587,0.09228370,0.21337933,0.32883723,0.84096562,0.41792642,0.02672091,0.06777317
-1.96598299,1.27003529,0.00748412,0.09545656,0.22266729,0.33770043,0.86820929,0.43320003,0.02900802,0.07003287
-1.95997999,1.31415735,0.00782163,0.09947617,0.23205701,0.34869699,0.89364479,0.44823590,0.03147075,0.07309759
-1.95397699,1.36004705,0.00814790,0.10422323,0.24129021,0.36140044,0.91659225,0.46269502,0.03408544,0.07690763
-1.94797399,1.40655591,0.00845317,0.10957847,0.25012971,0.37540486,0.93642533,0.47626808,0.03682633,0.08141740
-1.94197099,1.45263765,0.00872856,0.11542433,0.25836459,0.39033105,0.95258824,0.48868449,0.03966588,0.08659660
-1.93596798,1.49737075,0.00896619,0.12164667,0.26581470,0.40583229,0.96461165,0.49972075,0.04257525,0.09243099
-1.92996498,1.53997796,0.00915938,0.12813632,0.27233449,0.42159931,0.97212675,0.50920744,0.04552469,0.09892269
-1.92396198,1.57984189,0.00930271,0.13479069,0.27781577,0.43736446,0.97487663,0.51703467,0.04848404,0.10609006
-1.91795898,1.61651585,0.00939216,0.14151514,0.28218950,0.45290482,0.97272430,0.52315552,0.05142321,0.11396698
-1.91195598,1.64972922,0.00942512,0.14822427,0.28542625,0.46804409,0.96565692,0.52758721,0.05431263,0.12260142
-1.90595298,1.67938673,0.00940044,0.15484299,0.28753551,0.48265322,0.95378579,0.53040987,0.05712370,0.13205343
-1.89994997,1.70556161,0.00931841,0.16130735,0.28856354,0.49664951,0.93734210,0.53176283,0.05982920,0.14239231
-1.89394697,1.72848243,0.00918071,0.16756503,0.28859018,0.50999428,0.91666839,0.53183844,0.06240367,0.15369314
-1.88794397,1.74851399,0.00899034,0.17357553,0.28772430,0.52268899,0.89220618,0.53087368,0.06482368,0.16603251
-1.88194097,1.76613288,0.00875149,0.17931005,0.28609849,0.53477007,0.86448026,0.52913986,0.06706809,0.17948370
-1.87593797,1.78189866,0.00846943,0.18475087,0.28386279,0.54630238,0.83408020,0.52693071,0.06911821,0.19411134
-1.86993497,1.79642170,0.00815034,0.18989046,0.28117808,0.55737181,0.80164006,0.52454950,0.07095794,0.20996568
-1.86393197,1.81032905,0.00780116,0.19473020,0.27820903,0.56807700,0.76781715,0.52229563,0.07257380,0.22707674
-1.85792896,1.82422980,0.00742942,0.19927881,0.27511728,0.57852083,0.73327064,0.52045134,0.07395494,0.24544852
-1.85192596,1.83868146,0.00704310,0.20355044,0.27205477,0.58880179,0.69864109,0.51926907,0.07509316,0.26505362
-1.84592296,1.85415882,0.00665043,0.20756273,0.26915779,0.59900580,0.66453157,0.51896003,0.07598280,0.28582842
-1.83991996,1.87102668,0.00625980,0.21133459,0.26654173,0.60919875,0.63149110,0.51968456,0.07662073,0.30766925
-1.83391696,1.88951770,0.00587961,0.21488414,0.26429694,0.61942015,0.60000108,0.52154462,0.07700623,0.33042971
-1.82791396,1.90971636,0.00551820,0.21822662,0.26248569,0.62967824,0.57046488,0.52457869,0.07714091,0.35391952
-1.82191096,1.93154977,0.00518373,0.22137260,0.26114040,0.63994671,0.54320095,0.52875950,0.07702869,0.37790491
-1.81590795,1.95478562,0.00488417,0.22432636,0.26026316,0.65016320,0.51843947,0.53399441,0.07667565,0.40211087
-1.80990495,1.97903753,0.00462720,0.22708473,0.25982655,0.66022984,0.49632235,0.54012855,0.07608996,0.42622523
-1.80390195,2.00377729,0.00442022,0.22963632,0.25977555,0.67001542,0.47690626,0.54695059,0.07528182,0.44990458
-1.79789895,2.02835363,0.00427029,0.23196125,0.26003070,0.67935954,0.46016847,0.55420078,0.07426329,0.47278186
-1.79189595,2.05201646,0.00418412,0.23403129,0.26049196,0.68807814,0.44601481,0.56158089,0.07304817,0.49447552
-1.78589295,2.07394561,0.00416803,0.23581064,0.26104350,0.69597042,0.43428938,0.56876571,0.07165181,0.51459981
-1.77988994,2.09328256,0.00422788,0.23725704,0.26155882,0.70282665,0.42478530,0.57541552,0.07009091,0.53277603
-1.77388694,2.10916401,0.00436903,0.23832338,0.26190627,0.70843654,0.41725615,0.58118894,0.06838324,0.54864404
-1.76788394,2.12075563,0.00459621,0.23895965,0.26195456,0.71259783,0.41142737,0.58575581,0.06654735,0.56187389
-1.76188094,2.12728452,0.00491347,0.23911510,0.26157815,0.71512463,0.40700736,0.58880939,0.06460224,0.57217672
-1.75587794,2.12806930,0.00532400,0.23874068,0.26066222,0.71585519,0.40369783,0.59007751,0.06256702,0.57931476
-1.74987494,2.12254627,0.00582999,0.23779143,0.25910721,0.71465871,0.40120304,0.58933216,0.06046052,0.58310984
-1.74387194,2.11029106,0.00643252,0.23622887,0.25683257,0.71144102,0.39923786,0.58639737,0.05830098,0.58344996
-1.73786893,2.09103474,0.00713135,0.23402331,0.25377980,0.70614880,0.39753441,0.58115487,0.05610566,0.58029383
-1.73186593,2.06467410,0.00792481,0.23115579,0.24991460,0.69877236,0.39584737,0.57354766,0.05389060,0.57367295
-1.72586293,2.03127596,0.00880966,0.22761980,0.24522814,0.68934673,0.39395787,0.56358124,0.05167035,0.56369128
-1.71985993,1.99107551,0.00978105,0.22342258,0.23973746,0.67795136,0.39167612,0.55132268,0.04945780,0.55052248
-1.71385693,1.94446921,0.01083242,0.21858596,0.23348496,0.66470825,0.38884287,0.53689768,0.04726412,0.53440482
-1.70785393,1.89200268,0.01195557,0.21314678,0.22653720,0.64977889,0.38533001,0.52048575,0.04509868,0.51563410
-1.70185093,1.83435440,0.01314076,0.20715674,0.21898288,0.63336005,0.38104019,0.50231387,0.04296917,0.49455474
-1.69584792,1.77231617,0.01437682,0.20068184,0.21093031,0.61567885,0.37590595,0.48264904,0.04088173,0.47154964
-1.68984492,1.70677109,0.01565146,0.19380136,0.20250436,0.59698708,0.36988834,0.46178985,0.03884112,0.44702906
-1.68384192,1.63867011,0.01695153,0.18660636,0.19384301,0.57755526,0.36297517,0.44005768,0.03685095,0.42141915
-1.67783892,1.56900805,0.01826343,0.17919784,0.18509370,0.55766655,0.35517914,0.41778766,0.03491402,0.39515040
-1.67183592,1.49879976,0.01957349,0.17168454,0.17640950,0.53761068,0.34653574,0.39531988,0.03303254,0.36864665
-1.66583292,1.42905722,0.02086846,0.16418054,0.16794523,0.51767810,0.33710119,0.37299094,0.03120840,0.34231481
-1.65982991,1.36076805,0.02213594,0.15680255,0.15985365,0.49815450,0.32695026,0.35112626,0.02944346,0.31653587
-1.65382691,1.29487584,0.02336484,0.14966710,0.15228176,0.47931560,0.31617413,0.33003308,0.02773970,0.29165709
-1.64782391,1.23226253,0.02454575,0.14288773,0.14536728,0.46142248,0.30487823,0.30999447,0.02609938,0.26798594
-1.64182091,1.17373305,0.02567126,0.13657205,0.13923540,0.44471731,0.29318001,0.29126436,0.02452515,0.24578542
-1.63581791,1.12000219,0.02673624,0.13081899,0.13399578,0.42941951,0.28120674,0.27406348,0.02301999,0.22527124
-1.62981491,1.07168379,0.02773789,0.12571604,0.12973993,0.41572231,0.26909327,0.25857641,0.02158723,0.20661029
-1.62381191,1.02928204,0.02867580,0.12133688,0.12653893,0.40378982,0.25697971,0.24494951,0.02023038,0.18992078
-1.61780890,0.99318510,0.02955177,0.11773912,0.12444160,0.39375442,0.24500921,0.23328983,0.01895301,0.17527346
-1.61180590,0.96366082,0.03036957,0.11496248,0.12347312,0.38571472,0.23332569,0.22366487,0.01775851,0.16269408
-1.60580290,0.94085461,0.03113456,0.11302737,0.12363411,0.37973393,0.22207171,0.21610310,0.01664992,0.15216667
-1.59979990,0.92478964,0.03185323,0.11193390,0.12490036,0.37583895,0.21138648,0.21059530,0.01562966,0.14363754
-1.59379690,0.91536927,0.03253262,0.11166150,0.12722299,0.37402005,0.20140398,0.20709656,0.01469934,0.13701985
-1.58779390,0.91238196,0.03317982,0.11216902,0.13052938,0.37423139,0.19225147,0.20552897,0.01385957,0.13219851
-1.58179090,0.91550866,0.03380130,0.11339551,0.13472462,0.37639237,0.18404812,0.20578489,0.01310983,0.12903529
-1.57578789,0.92433264,0.03440243,0.11526155,0.13969368,0.38038996,0.17690411,0.20773083,0.01244837,0.12737397
-1.56978489,0.93835186,0.03498697,0.11767123,0.14530411,0.38608198,0.17091985,0.21121182,0.01187216,0.12704556
-1.56378189,0.95699362,0.03555672,0.12051465,0.15140941,0.39330130,0.16618569,0.21605612,0.01137693,0.12787329
-1.55777889,0.97963115,0.03611127,0.12367094,0.15785285,0.40186095,0.16278165,0.22208040,0.01095728,0.12967741
-1.55177589,1.00560186,0.03664792,0.12701174,0.16447168,0.41155990,0.16077747,0.22909491,0.01060676,0.13227970
-1.54577289,1.03422651,0.03716170,0.13040494,0.17110167,0.42218938,0.16023257,0.23690885,0.01031812,0.13550761
-1.53976988,1.06482871,0.03764562,0.13371866,0.17758169,0.43353945,0.16119610,0.24533547,0.01008347,0.13919793
-1.53376688,1.09675392,0.03809099,0.13682520,0.18375835,0.44540554,0.16370668,0.25419688,0.00989459,0.14319995
-1.52776388,1.12938710,0.03848792,0.13960501,0.18949027,0.45759455,0.16779198,0.26332837,0.00974316,0.14737811
-1.52176088,1.16216834,0.03882582,0.14195031,0.19465213,0.46993032,0.17346786,0.27258199,0.00962102,0.15161391
-1.51575788,1.19460547,0.03909406,0.14376837,0.19913795,0.48225811,0.18073718,0.28182924,0.00952039,0.15580727
-1.50975488,1.22628326,0.03928255,0.14498430,0.20286387,0.49444781,0.18958817,0.29096290,0.00943415,0.15987715
-1.50375188,1.25686880,0.03938238,0.14554319,0.20576991,0.50639581,0.19999238,0.29989766,0.00935595,0.16376149
-1.49774887,1.28611270,0.03938631,0.14541156,0.20782102,0.51802540,0.21190240,0.30856983,0.00928038,0.16741656
