energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.88594297,1.37220130,0.00595952,0.28861803,1.49702170,0.58558803,0.36004019,0.00000000,0.04444344,0.04471461
-5.87993997,1.31974553,0.00562529,0.27553517,1.42823101,0.56579629,0.34649634,0.00000000,0.04248833,0.04248008
-5.87393697,1.26380910,0.00527850,0.26184735,1.35549756,0.54442062,0.33218080,0.00000000,0.04054230,0.04017266
-5.86793397,1.20559645,0.00492539,0.24779882,1.28016449,0.52188746,0.31747402,0.00000000,0.03867566,0.03784166
-5.86193097,1.14638911,0.00457224,0.23364396,1.20361303,0.49866438,0.30278158,0.00000000,0.03696246,0.03553746
-5.85592796,1.08752430,0.00422525,0.21964243,1.12723406,0.47525284,0.28852873,0.00000000,0.03547977,0.03331055
-5.84992496,1.03037424,0.00389038,0.20605453,1.05240205,0.45218053,0.27515520,0.00000000,0.03430700,0.03121080
-5.84392196,0.97632652,0.00357325,0.19313701,0.98045183,0.42999384,0.26311035,0.00000000,0.03352526,0.02928664
-5.83791896,0.92676566,0.00327905,0.18113924,0.91265883,0.40925021,0.25284854,0.00000000,0.03321670,0.02758455
-5.83191596,0.88305608,0.00301252,0.17029994,0.85022288,0.39051077,0.24482480,0.00000000,0.03346392,0.02614849
-5.82591296,0.84652611,0.00277785,0.16084426,0.79425533,0.37433296,0.23949055,0.00000000,0.03434923,0.02501951
-5.81990995,0.81845294,0.00257868,0.15298139,0.74576938,0.36126333,0.23728937,0.00000000,0.03595386,0.02423538
-5.81390695,0.80004795,0.00241813,0.14690244,0.70567295,0.35183032,0.23865244,0.00000000,0.03835705,0.02383026
-5.80790395,0.79244207,0.00229874,0.14277857,0.67476370,0.34653688,0.24399360,0.00000000,0.04163491,0.02383442
-5.80190095,0.79667073,0.00222253,0.14075930,0.65372528,0.34585290,0.25370388,0.00000000,0.04585909,0.02427392
-5.79589795,0.81365808,0.00219098,0.14097083,0.64312449,0.35020733,0.26814519,0.00000000,0.05109527,0.02517026
-5.78989495,0.84420015,0.00220506,0.14351447,0.64340855,0.35997991,0.28764337,0.00000000,0.05740143,0.02654001
-5.78389195,0.88894704,0.00226523,0.14846486,0.65490219,0.37549253,0.31248031,0.00000000,0.06482588,0.02839438
-5.77788894,0.94838420,0.00237142,0.15586830,0.67780424,0.39700027,0.34288546,0.00000000,0.07340522,0.03073876
-5.77188594,1.02281324,0.00252304,0.16574091,0.71218361,0.42468233,0.37902681,0.00000000,0.08316223,0.03357227
-5.76588294,1.11233284,0.00271898,0.17806692,0.75797478,0.45863297,0.42100154,0.00000000,0.09410373,0.03688724
-5.75987994,1.21682060,0.00295756,0.19279701,0.81497303,0.49885296,0.46882690,0.00000000,0.10621866,0.04066879
-5.75387694,1.33591678,0.00323653,0.20984696,0.88282995,0.54524170,0.52243152,0.00000000,0.11947628,0.04489449
-5.74787394,1.46901113,0.00355304,0.22909660,0.96104960,0.59759069,0.58164781,0.00000000,0.13382483,0.04953404
-5.74187094,1.61523380,0.00390365,0.25038937,1.04898610,0.65557860,0.64620582,0.00000000,0.14919061,0.05454924
-5.73586793,1.77345165,0.00428431,0.27353245,1.14584324,0.71876865,0.71572914,0.00000000,0.16547762,0.05989407
-5.72986493,1.94227083,0.00469040,0.29829779,1.25067670,0.78660858,0.78973329,0.00000000,0.18256788,0.06551498
-5.72386193,2.12004654,0.00511671,0.32442394,1.36239952,0.85843369,0.86762699,0.00000000,0.20032245,0.07135154
-5.71785893,2.30490062,0.00555756,0.35161887,1.47979111,0.93347319,0.94871657,0.00000000,0.21858313,0.07733719
-5.71185593,2.49474707,0.00600682,0.37956382,1.60151027,1.01086021,1.03221377,0.00000000,0.23717494,0.08340044
-5.70585293,2.68732563,0.00645806,0.40791803,1.72611203,1.08964519,1.11724699,0.00000000,0.25590927,0.08946617
-5.69984992,2.88024277,0.00690463,0.43632440,1.85206846,1.16881292,1.20287577,0.00000000,0.27458757,0.09545720
-5.69384692,3.07101935,0.00733979,0.46441592,1.97779297,1.24730257,1.28810836,0.00000000,0.29300561,0.10129607
-5.68784392,3.25714379,0.00775694,0.49182274,2.10166769,1.32403052,1.37192194,0.00000000,0.31095801,0.10690692
-5.68184092,3.43612904,0.00814968,0.51817960,2.22207327,1.39791522,1.45328494,0.00000000,0.32824309,0.11221740
-5.67583792,3.60557188,0.00851210,0.54313353,2.33742030,1.46790339,1.53118084,0.00000000,0.34466760,0.11716066
-5.66983492,3.76321239,0.00883884,0.56635149,2.44618154,1.53299668,1.60463270,0.00000000,0.36005149,0.12167714
-5.66383192,3.90699169,0.00912534,0.58752779,2.54692402,1.59227793,1.67272769,0.00000000,0.37423235,0.12571633
-5.65782891,4.03510601,0.00936795,0.60639093,2.63834016,1.64493603,1.73464079,0.00000000,0.38706937,0.12923824
-5.65182591,4.14605509,0.00956410,0.62270989,2.71927695,1.69028849,1.78965690,0.00000000,0.39844691,0.13221463
-5.64582291,4.23868335,0.00971235,0.63629935,2.78876249,1.72780091,1.83719058,0.00000000,0.40827730,0.13462988
-5.63981991,4.31221230,0.00981255,0.64702404,2.84602910,1.75710247,1.87680287,0.00000000,0.41650304,0.13648155
-5.63381691,4.36626313,0.00986585,0.65480177,2.89053236,1.77799703,1.90821454,0.00000000,0.42309825,0.13778048
-5.62781391,4.40086870,0.00987470,0.65960532,2.92196567,1.79046925,1.93131535,0.00000000,0.42806930,0.13855059
-5.62181091,4.41647448,0.00984294,0.66146294,2.94026985,1.79468550,1.94616897,0.00000000,0.43145482,0.13882823
-5.61580790,4.41392851,0.00977564,0.66045761,2.94563750,1.79098956,1.95301349,0.00000000,0.43332483,0.13866115
-5.60980490,4.39446055,0.00967914,0.65672491,2.93851199,1.77989319,1.95225722,0.00000000,0.43377927,0.13810717
-5.60380190,4.35965119,0.00956092,0.65044982,2.91958095,1.76206189,1.94447009,0.00000000,0.43294585,0.13723258
-5.59779890,4.31139179,0.00942947,0.64186218,2.88976440,1.73829636,1.93037070,0.00000000,0.43097727,0.13611019
-5.59179590,4.25183642,0.00929422,0.63123131,2.85019744,1.70951028,1.91080927,0.00000000,0.42804789,0.13481733
-5.58579290,4.18334719,0.00916538,0.61885958,2.80220798,1.67670515,1.88674709,0.00000000,0.42434990,0.13343366
-5.57978989,4.10843450,0.00905375,0.60507538,2.74728964,1.64094301,1.85923276,0.00000000,0.42008902,0.13203890
-5.57378689,4.02969381,0.00897064,0.59022543,2.68707041,1.60331796,1.82937589,0.00000000,0.41547982,0.13071061
-5.56778389,3.94974075,0.00892765,0.57466683,2.62327755,1.56492728,1.79831902,0.00000000,0.41074073,0.12952210
-5.56178089,3.87114612,0.00893653,0.55875883,2.55769957,1.52684321,1.76720828,0.00000000,0.40608880,0.12854035
-5.55577789,3.79637267,0.00900902,0.54285478,2.49214591,1.49008598,1.73716382,0.00000000,0.40173435,0.12782428
-5.54977489,3.72771524,0.00915663,0.52729421,2.42840553,1.45559911,1.70925060,0.00000000,0.39787562,0.12742315
-5.54377189,3.66724590,0.00939054,0.51239545,2.36820525,1.42422745,1.68445057,0.00000000,0.39469351,0.12737532
-5.53776888,3.61676545,0.00972134,0.49844891,2.31316904,1.39669868,1.66363693,0.00000000,0.39234661,0.12770737
-5.53176588,3.57776271,0.01015891,0.48571110,2.26477949,1.37360860,1.64755127,0.00000000,0.39096667,0.12843347
-5.52576288,3.55138258,0.01071220,0.47439979,2.22434257,1.35541056,1.63678446,0.00000000,0.39065464,0.12955529
-5.51975988,3.53840371,0.01138904,0.46469015,2.19295680,1.34240924,1.63176173,0.00000000,0.39147748,0.13106212
-5.51375688,3.53922648,0.01219597,0.45671213,2.17148793,1.33475872,1.63273262,0.00000000,0.39346589,0.13293147
-5.50775388,3.55387147,0.01313804,0.45054918,2.16054992,1.33246485,1.63976604,0.00000000,0.39661299,0.13512998
-5.50175088,3.58198832,0.01421863,0.44623807,2.16049300,1.33539159,1.65275077,0.00000000,0.40087417,0.13761460
-5.49574787,3.62287484,0.01543930,0.44377014,2.17139916,1.34327107,1.67140130,0.00000000,0.40616812,0.14033415
-5.48974487,3.67550541,0.01679960,0.44309360,2.19308532,1.35571691,1.69526890,0.00000000,0.41237895,0.14323093
-5.48374187,3.73856793,0.01829698,0.44411689,2.22511411,1.37224026,1.72375750,0.00000000,0.41935950,0.14624261
-5.47773887,3.81050787,0.01992671,0.44671308,2.26681177,1.39226804,1.75614389,0.00000000,0.42693565,0.14930416
-5.47173587,3.88957816,0.02168175,0.45072488,2.31729261,1.41516272,1.79160142,0.00000000,0.43491153,0.15234976
-5.46573287,3.97389302,0.02355285,0.45597042,2.37548916,1.44024306,1.82922642,0.00000000,0.44307539,0.15531470
-5.45972986,4.06148423,0.02552849,0.46224927,2.44018682,1.46680519,1.86806646,0.00000000,0.45120603,0.15813716
-5.45372686,4.15035785,0.02759506,0.46934876,2.51006186,1.49414334,1.90714922,0.00000000,0.45907939,0.16075975
-5.44772386,4.23854981,0.02973696,0.47705033,2.58372133,1.52156977,1.94551127,0.00000000,0.46647520,0.16313097
-5.44172086,4.32417860,0.03193688,0.48513568,2.65974363,1.54843336,1.98222550,0.00000000,0.47318336,0.16520627
-5.43571786,4.40549358,0.03417602,0.49339261,2.73671826,1.57413632,2.01642652,0.00000000,0.47900986,0.16694892
-5.42971486,4.48091779,0.03643449,0.50162049,2.81328356,1.59814879,2.04733314,0.00000000,0.48378197,0.16833056
-5.42371186,4.54908390,0.03869165,0.50963500,2.88816122,1.62002092,2.07426734,0.00000000,0.48735268,0.16933153
-5.41770885,4.60886294,0.04092655,0.51727234,2.96018669,1.63939224,2.09666925,0.00000000,0.48960406,0.16994086
-5.41170585,4.65938496,0.04311837,0.52439256,3.02833458,1.65599816,2.11410793,0.00000000,0.49044971,0.17015606
-5.40570285,4.70005169,0.04524694,0.53088213,3.09173851,1.66967363,2.12628770,0.00000000,0.48983604,0.16998274
-5.39969985,4.73054100,0.04729313,0.53665566,3.14970517,1.68035375,2.13305025,0.00000000,0.48774257,0.16943399
-5.39369685,4.75080371,0.04923935,0.54165664,3.20172227,1.68807157,2.13437267,0.00000000,0.48418123,0.16852967
-5.38769385,4.76105294,0.05106996,0.54585743,3.24746055,1.69295323,2.13036170,0.00000000,0.47919476,0.16729565
-5.38169085,4.76174691,0.05277160,0.54925828,3.28677013,1.69521039,2.12124473,0.00000000,0.47285439,0.16576295
-5.37568784,4.75356573,0.05433355,0.55188556,3.31967151,1.69513053,2.10735802,0.00000000,0.46525686,0.16396684
-5.36968484,4.73738322,0.05574789,0.55378921,3.34634179,1.69306507,2.08913270,0.00000000,0.45652096,0.16194601
-5.36368184,4.71423463,0.05700967,0.55503954,3.36709694,1.68941591,2.06707910,0.00000000,0.44678377,0.15974168
-5.35767884,4.68528121,0.05811696,0.55572334,3.38237054,1.68462068,2.04176996,0.00000000,0.43619668,0.15739679
-5.35167584,4.65177267,0.05907075,0.55593962,3.39269021,1.67913707,2.01382305,0.00000000,0.42492135,0.15495522
-5.34567284,4.61500862,0.05987482,0.55579500,3.39865220,1.67342681,1.98388372,0.00000000,0.41312569,0.15246096
-5.33966983,4.57629989,0.06053550,0.55539892,3.40089537,1.66793976,1.95260766,0.00000000,0.40098000,0.14995744
-5.33366683,4.53693085,0.06106134,0.55485890,3.40007528,1.66309867,1.92064449,0.00000000,0.38865332,0.14748674
-5.32766383,4.49812373,0.06146269,0.55427598,3.39683923,1.65928501,1.88862233,0.00000000,0.37630996,0.14508889
-5.32166083,4.46100591,0.06175128,0.55374056,3.39180335,1.65682662,1.85713365,0.00000000,0.36410647,0.14280117
-5.31565783,4.42658118,0.06193974,0.55332886,3.38553219,1.65598750,1.82672279,0.00000000,0.35218885,0.14065738
-5.30965483,4.39570570,0.06204111,0.55309999,3.37852179,1.65696019,1.79787528,0.00000000,0.34069014,0.13868724
-5.30365183,4.36906967,0.06206839,0.55309403,3.37118672,1.65986133,1.77100913,0.00000000,0.32972848,0.13691567
-5.29764882,4.34718510,0.06203411,0.55333092,3.36385140,1.66473035,1.74646828,0.00000000,0.31940544,0.13536228
-5.29164582,4.33038027,0.06194996,0.55381047,3.35674623,1.67153169,1.72451844,0.00000000,0.30980491,0.13404085
-5.28564282,4.31880111,0.06182652,0.55451327,3.35000831,1.68016051,1.70534514,0.00000000,0.30099235,0.13295896
-5.27963982,4.31241944,0.06167307,0.55540262,3.34368678,1.69045161,1.68905432,0.00000000,0.29301448,0.13211774
-5.27363682,4.31104776,0.06149752,0.55642720,3.33775239,1.70219142,1.67567522,0.00000000,0.28589943,0.13151182
-5.26763382,4.31436009,0.06130642,0.55752452,3.33211059,1.71513243,1.66516550,0.00000000,0.27965731,0.13112941
-5.26163082,4.32191778,0.06110508,0.55862475,3.32661749,1.72900953,1.65741850,0.00000000,0.27428117,0.13095266
-5.25562781,4.33319937,0.06089779,0.55965482,3.32109771,1.74355735,1.65227219,0.00000000,0.26974832,0.13095815
-5.24962481,4.34763285,0.06068811,0.56054252,3.31536292,1.75852788,1.64951969,0.00000000,0.26602203,0.13111763
-5.24362181,4.36462894,0.06047921,0.56122040,3.30923016,1.77370726,1.64892075,0.00000000,0.26305341,0.13139891
-5.23761881,4.38361352,0.06027420,0.56162912,3.30253854,1.78893097,1.65021378,0.00000000,0.26078352,0.13176695
-5.23161581,4.40405767,0.06007646,0.56172013,3.29516356,1.80409639,1.65312792,0.00000000,0.25914558,0.13218496
-5.22561281,4.42550367,0.05989001,0.56145762,3.28702783,1.81917190,1.65739462,0.00000000,0.25806719,0.13261572
-5.21960980,4.44758542,0.05971967,0.56081945,3.27810776,1.83420202,1.66275826,0.00000000,0.25747251,0.13302272
-5.21360680,4.47004235,0.05957122,0.55979709,3.26843560,1.84930801,1.66898514,0.00000000,0.25728429,0.13337143
-5.20760380,4.49272587,0.05945147,0.55839475,3.25809675,1.86468378,1.67587076,0.00000000,0.25742565,0.13363030
-5.20160080,4.51559810,0.05936810,0.55662750,3.24722252,1.88058713,1.68324478,0.00000000,0.25782169,0.13377172
-5.19559780,4.53872295,0.05932951,0.55451879,3.23597888,1.89732678,1.69097375,0.00000000,0.25840069,0.13377274
-5.18959480,4.56225029,0.05934446,0.55209741,3.22455186,1.91524561,1.69896131,0.00000000,0.25909509,0.13361554
-5.18359180,4.58639398,0.05942165,0.54939418,3.21313072,1.93470116,1.70714617,0.00000000,0.25984213,0.13328768
-5.17758879,4.61140556,0.05956925,0.54643855,3.20189014,1.95604437,1.71549802,0.00000000,0.26058415,0.13278207
-5.17158579,4.63754503,0.05979434,0.54325543,3.19097251,1.97959771,1.72401165,0.00000000,0.26126872,0.13209672
-5.16558279,4.66505089,0.06010244,0.53986244,3.18047192,2.00563410,1.73269991,0.00000000,0.26184859,0.13123433
-5.15957979,4.69411136,0.06049696,0.53626776,3.17042078,2.03435773,1.74158577,0.00000000,0.26228140,0.13020157
-5.15357679,4.72483876,0.06097886,0.53246877,3.16078023,2.06588810,1.75069436,0.00000000,0.26252945,0.12900839
-5.14757379,4.75724881,0.06154631,0.52845156,3.15143519,2.10024820,1.76004515,0.00000000,0.26255939,0.12766717
-5.14157079,4.79124622,0.06219457,0.52419133,3.14219430,2.13735763,1.76964515,0.00000000,0.26234202,0.12619187
-5.13556778,4.82661762,0.06291597,0.51965371,3.13279509,2.17703104,1.77948323,0.00000000,0.26185212,0.12459721
-5.12956478,4.86303223,0.06370007,0.51479682,3.12291393,2.21898215,1.78952604,0.00000000,0.26106842,0.12289797
-5.12356178,4.90005019,0.06453401,0.50957403,3.11218031,2.26283300,1.79971566,0.00000000,0.25997371,0.12110835
-5.11755878,4.93713787,0.06540297,0.50393717,3.10019441,2.30812795,1.80996897,0.00000000,0.25855498,0.11924149
-5.11155578,4.97368918,0.06629072,0.49783995,3.08654687,2.35435147,1.82017872,0.00000000,0.25680377,0.11730919
-5.10555278,5.00905100,0.06718033,0.49124146,3.07083941,2.40094863,1.83021601,0.00000000,0.25471640,0.11532170
-5.09954977,5.04255114,0.06805481,0.48410938,3.05270492,2.44734696,1.83993377,0.00000000,0.25229428,0.11328774
-5.09354677,5.07352652,0.06889787,0.47642278,3.03182573,2.49297834,1.84917105,0.00000000,0.24954407,0.11121453
-5.08754377,5.10134977,0.06969447,0.46817424,3.00794867,2.53729940,1.85775747,0.00000000,0.24647781,0.10910803
-5.08154077,5.12545202,0.07043144,0.45937127,2.98089614,2.57980926,1.86551750,0.00000000,0.24311273,0.10697316
-5.07553777,5.14534055,0.07109782,0.45003676,2.95057242,2.62006350,1.87227427,0.00000000,0.23947096,0.10481401
-5.06953477,5.16060990,0.07168516,0.44020861,2.91696484,2.65768351,1.87785246,0.00000000,0.23557897,0.10263412
-5.06353177,5.17094594,0.07218758,0.42993839,2.88013988,2.69236082,1.88208020,0.00000000,0.23146674,0.10043670
-5.05752876,5.17612268,0.07260164,0.41928930,2.84023465,2.72385629,1.88479000,0.00000000,0.22716680,0.09822468
-5.05152576,5.17599236,0.07292616,0.40833342,2.79744443,2.75199445,1.88581856,0.00000000,0.22271303,0.09600090
-5.04552276,5.17046987,0.07316171,0.39714851,2.75200728,2.77665359,1.88500596,0.00000000,0.21813944,0.09376802
-5.03951976,5.15951308,0.07331017,0.38581454,2.70418696,2.79775266,1.88219426,0.00000000,0.21347885,0.09152848
-5.03351676,5.14310076,0.07337412,0.37441019,2.65425557,2.81523603,1.87722612,0.00000000,0.20876167,0.08928444
-5.02751376,5.12121031,0.07335620,0.36300957,2.60247703,2.82905755,1.86994373,0.00000000,0.20401481,0.08703758
-5.02151076,5.09379734,0.07325858,0.35167926,2.54909286,2.83916524,1.86018843,0.00000000,0.19926080,0.08478902
-5.01550775,5.06077907,0.07308239,0.34047608,2.49431120,2.84548797,1.84780151,0.00000000,0.19451722,0.08253919
-5.00950475,5.02202323,0.07282732,0.32944544,2.43829990,2.84792527,1.83262641,0.00000000,0.18979644,0.08028778
-5.00350175,4.97734379,0.07249136,0.31862058,2.38118425,2.84634126,1.81451237,0.00000000,0.18510574,0.07803377
-4.99749875,4.92650422,0.07207068,0.30802270,2.32304932,2.84056333,1.79331983,0.00000000,0.18044785,0.07577549
-4.99149575,4.86922860,0.07155969,0.29766185,2.26394697,2.83038577,1.76892716,0.00000000,0.17582176,0.07351082
-4.98549275,4.80522000,0.07095132,0.28753864,2.20390683,2.81557843,1.74123870,0.00000000,0.17122399,0.07123745
-4.97948974,4.73418543,0.07023735,0.27764663,2.14295053,2.79589983,1.71019361,0.00000000,0.16664995,0.06895319
-4.97348674,4.65586569,0.06940900,0.26797515,2.08110810,2.77111407,1.67577510,0.00000000,0.16209564,0.06665637
-4.96748374,4.57006844,0.06845752,0.25851247,2.01843549,2.74101040,1.63801948,0.00000000,0.15755934,0.06434625
-4.96148074,4.47670238,0.06737487,0.24924914,1.95503181,2.70542431,1.59702440,0.00000000,0.15304334,0.06202341
-4.95547774,4.37581021,0.06615447,0.24018112,1.89105519,2.66425882,1.55295585,0.00000000,0.14855550,0.05969016
-4.94947474,4.26759835,0.06479181,0.23131273,1.82673605,2.61750445,1.50605320,0.00000000,0.14411073,0.05735084
-4.94347174,4.15246131,0.06328508,0.22265908,1.76238681,2.56525684,1.45663207,0.00000000,0.13973203,0.05501205
-4.93746873,4.03099894,0.06163562,0.21424791,1.69840733,2.50773063,1.40508448,0.00000000,0.13545130,0.05268282
-4.93146573,3.90402539,0.05984831,0.20612067,1.63528547,2.44526880,1.35187627,0.00000000,0.13130967,0.05037458
-4.92546273,3.77256881,0.05793169,0.19833283,1.57359262,2.37834677,1.29754168,0.00000000,0.12735748,0.04810107
-4.91945973,3.63786141,0.05589801,0.19095331,1.51397417,2.30757099,1.24267511,0.00000000,0.12365371,0.04587809
-4.91345673,3.50132021,0.05376303,0.18406308,1.45713524,2.23367174,1.18792044,0.00000000,0.12026507,0.04372315
-4.90745373,3.36451898,0.05154575,0.17775299,1.40382224,2.15749072,1.13395810,0.00000000,0.11726465,0.04165495
-4.90145073,3.22915266,0.04926784,0.17212088,1.35480093,2.07996368,1.08149056,0.00000000,0.11473025,0.03969288
-4.89544772,3.09699552,0.04695314,0.16726807,1.31083196,2.00209905,1.03122643,0.00000000,0.11274235,0.03785636
-4.88944472,2.96985505,0.04462696,0.16329546,1.27264490,1.92495343,0.98386412,0.00000000,0.11138196,0.03616422
-4.88344172,2.84952331,0.04231532,0.16029928,1.24091177,1.84960508,0.94007534,0.00000000,0.11072823,0.03463399
-4.87743872,2.73772784,0.04004424,0.15836680,1.21622127,1.77712658,0.90048911,0.00000000,0.11085607,0.03328132
-4.87143572,2.63608413,0.03783900,0.15757201,1.19905470,1.70855769,0.86567688,0.00000000,0.11183371,0.03211939
-4.86543272,2.54605134,0.03572347,0.15797164,1.18976466,1.64487965,0.83613902,0.00000000,0.11372039,0.03115838
-4.85942971,2.46889312,0.03371949,0.15960158,1.18855727,1.58699183,0.81229336,0.00000000,0.11656420,0.03040511
-4.85342671,2.40564472,0.03184634,0.16247386,1.19547883,1.53569154,0.79446577,0.00000000,0.12040011,0.02986274
-4.84742371,2.35708753,0.03012038,0.16657438,1.21040744,1.49165759,0.78288324,0.00000000,0.12524830,0.02953061
-4.84142071,2.32373179,0.02855468,0.17186148,1.23304990,1.45543822,0.77766944,0.00000000,0.13111277,0.02940422
-4.83541771,2.30580783,0.02715894,0.17826550,1.26294431,1.42744336,0.77884293,0.00000000,0.13798033,0.02947534
-4.82941471,2.30326575,0.02593933,0.18568920,1.29946811,1.40794151,0.78631780,0.00000000,0.14581999,0.02973219
-4.82341171,2.31578348,0.02489857,0.19400936,1.34185167,1.39706078,0.79990680,0.00000000,0.15458267,0.03015982
-4.81740870,2.34278237,0.02403608,0.20307924,1.38919670,1.39479406,0.81932675,0.00000000,0.16420146,0.03074055
-4.81140570,2.38344972,0.02334816,0.21273201,1.44049926,1.40100754,0.84420592,0.00000000,0.17459219,0.03145440
-4.80540270,2.43676706,0.02282827,0.22278502,1.49467636,1.41545225,0.87409332,0.00000000,0.18565453,0.03227973
-4.79939970,2.50154315,0.02246739,0.23304477,1.55059537,1.43777781,0.90846946,0.00000000,0.19727342,0.03319380
-4.79339670,2.57645039,0.02225435,0.24331235,1.60710534,1.46754787,0.94675842,0.00000000,0.20932100,0.03417338
-4.78739370,2.66006349,0.02217625,0.25338930,1.66306910,1.50425645,0.98834096,0.00000000,0.22165887,0.03519536
-4.78139070,2.75089911,0.02221886,0.26308352,1.71739506,1.54734468,1.03256828,0.00000000,0.23414077,0.03623733
-4.77538769,2.84745539,0.02236700,0.27221511,1.76906779,1.59621747,1.07877634,0.00000000,0.24661551,0.03727812
-4.76938469,2.94825036,0.02260498,0.28062192,1.81717629,1.65025953,1.12630035,0.00000000,0.25893024,0.03829828
-4.76338169,3.05185831,0.02291697,0.28816457,1.86093918,1.70885053,1.17448931,0.00000000,0.27093391,0.03928053
-4.75737869,3.15694351,0.02328736,0.29473078,1.89972595,1.77137925,1.22272032,0.00000000,0.28248083,0.04021010
-4.75137569,3.26229057,0.02370111,0.30023884,1.93307390,1.83725647,1.27041236,0.00000000,0.29343439,0.04107504
-4.74537269,3.36683126,0.02414409,0.30464014,1.96070016,1.90592670,1.31703953,0.00000000,0.30367063,0.04186643
-4.73936968,3.46966725,0.02460331,0.30792071,1.98250874,1.97687874,1.36214330,0.00000000,0.31308173,0.04257856
-4.73336668,3.57008881,0.02506724,0.31010158,1.99859254,2.04965515,1.40534369,0.00000000,0.32157932,0.04320898
-4.72736368,3.66758919,0.02552595,0.31123820,2.00923039,2.12386075,1.44634902,0.00000000,0.32909730,0.04375855
-4.72136068,3.76187464,0.02597133,0.31141882,2.01487943,2.19917008,1.48496400,0.00000000,0.33559433,0.04423140
-4.71535768,3.85287002,0.02639716,0.31076197,2.01616315,2.27533384,1.52109587,0.00000000,0.34105567,0.04463481
-4.70935468,3.94071963,0.02679925,0.30941311,2.01385552,2.35218422,1.55475827,0.00000000,0.34549431,0.04497906
-4.70335168,4.02578329,0.02717537,0.30754062,2.00886164,2.42963885,1.58607251,0.00000000,0.34895143,0.04527724
-4.69734867,4.10862728,0.02752531,0.30533126,2.00219539,2.50770298,1.61526591,0.00000000,0.35149594,0.04554489
-4.69134567,4.19000975,0.02785070,0.30298522,1.99495450,2.58646961,1.64266704,0.00000000,0.35322307,0.04579973
-4.68534267,4.27086054,0.02815494,0.30071094,1.98829346,2.66611697,1.66869752,0.00000000,0.35425219,0.04606118
-4.67933967,4.35225487,0.02844292,0.29871973,1.98339472,2.74690294,1.69386036,0.00000000,0.35472352,0.04634988
-4.67333667,4.43538104,0.02872085,0.29722043,1.98143852,2.82915592,1.71872472,0.00000000,0.35479413,0.04668714
-4.66733367,4.52150197,0.02899585,0.29641414,1.98357180,2.91326183,1.74390730,0.00000000,0.35463301,0.04709429
-4.66133067,4.61191116,0.02927570,0.29648906,1.99087661,2.99964705,1.77005072,0.00000000,0.35441555,0.04759201
-4.65532766,4.70788358,0.02956839,0.29761571,2.00433865,3.08875738,1.79779918,0.00000000,0.35431748,0.04819956
-4.64932466,4.81062266,0.02988172,0.29994233,2.02481640,3.18103331,1.82777232,0.00000000,0.35450848,0.04893407
-4.64332166,4.92120483,0.03022292,0.30359087,2.05301172,3.27688230,1.86053803,0.00000000,0.35514573,0.04980969
