energy_ev,total_up,Cd_p_up,Cd_d_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.38769385,2.10801240,0.25760491,0.24038719,0.52125135,0.75269463,0.03991186,0.04875525,0.04001315,1.06830442
-5.38169085,2.08294404,0.25592926,0.23788853,0.51314489,0.74031366,0.03960393,0.04884473,0.04020601,1.05431689
-5.37568784,2.04733713,0.25298263,0.23430669,0.50268516,0.72401515,0.03914126,0.04867191,0.04019115,1.03486633
-5.36968484,2.00203509,0.24884282,0.22973341,0.49014123,0.70415465,0.03853923,0.04824349,0.03997378,1.01038903
-5.36368184,1.94807217,0.24361223,0.22427950,0.47582770,0.68115523,0.03781623,0.04757158,0.03956355,0.98141782
-5.35767884,1.88665343,0.23741678,0.21807306,0.46009980,0.65549738,0.03699344,0.04667366,0.03897445,0.94857118
-5.35167584,1.81913127,0.23040432,0.21125751,0.44334799,0.62770749,0.03609461,0.04557245,0.03822462,0.91254080
-5.34567284,1.74697933,0.22274286,0.20398917,0.42599210,0.59834561,0.03514585,0.04429569,0.03733595,0.87407775
-5.33966983,1.67176425,0.21461826,0.19643477,0.40847524,0.56799259,0.03417523,0.04287576,0.03633370,0.83397790
-5.33366683,1.59511613,0.20623183,0.18876860,0.39125746,0.53723726,0.03321245,0.04134929,0.03524586,0.79306681
-5.32766383,1.51869818,0.19779753,0.18116959,0.37480919,0.50666371,0.03228835,0.03975661,0.03410256,0.75218453
-5.32166083,1.44417631,0.18953899,0.17381810,0.35960469,0.47683927,0.03143444,0.03814116,0.03293530,0.71217052
-5.31565783,1.37318896,0.18168631,0.16689273,0.34611518,0.44830318,0.03068230,0.03654886,0.03177617,0.67384912
-5.30965483,1.30731778,0.17447261,0.16056691,0.33480199,0.42155640,0.03006295,0.03502732,0.03065704,0.63801556
-5.30365183,1.24805939,0.16813046,0.15500554,0.32610938,0.39705258,0.02960616,0.03362513,0.02960871,0.60542283
-5.29764882,1.19679860,0.16288806,0.15036156,0.32045729,0.37519033,0.02933974,0.03239099,0.02866007,0.57676936
-5.29164582,1.15478329,0.15896523,0.14677265,0.31823370,0.35630686,0.02928878,0.03137286,0.02783733,0.55268774
-5.28564282,1.12310118,0.15656928,0.14435797,0.31978689,0.34067303,0.02947490,0.03061706,0.02716324,0.53373428
-5.27963982,1.10265868,0.15589070,0.14321522,0.32541743,0.32848979,0.02991552,0.03016730,0.02665652,0.52037958
-5.27363682,1.09416214,0.15709868,0.14341782,0.33537007,0.31988598,0.03062320,0.03006371,0.02633122,0.51300013
-5.26763382,1.09810160,0.16033667,0.14501260,0.34982571,0.31491750,0.03160499,0.03034189,0.02619636,0.51187090
-5.26163082,1.11473759,0.16571785,0.14801788,0.36889351,0.31356774,0.03286198,0.03103186,0.02625560,0.51715908
-5.25562781,1.14409108,0.17332077,0.15242206,0.39260357,0.31574933,0.03438888,0.03215709,0.02650712,0.52891902
-5.24962481,1.18593732,0.18318521,0.15818288,0.42090037,0.32130716,0.03617389,0.03373357,0.02694368,0.54708861
-5.24362181,1.23980376,0.19530843,0.16522740,0.45363738,0.33002257,0.03819858,0.03576886,0.02755272,0.57148733
-5.23761881,1.30497276,0.20964208,0.17345265,0.49057323,0.34161877,0.04043817,0.03826136,0.02831682,0.60181612
-5.23161581,1.38048944,0.22608977,0.18272724,0.53136985,0.35576745,0.04286181,0.04119962,0.02921410,0.63765949
-5.22561281,1.46517512,0.24450572,0.19289363,0.57559296,0.37209650,0.04543324,0.04456188,0.03021893,0.67849003
-5.21960980,1.55764663,0.26469455,0.20377136,0.62271519,0.39019878,0.04811160,0.04831580,0.03130269,0.72367565
-5.21360680,1.65634163,0.28641250,0.21516101,0.67212225,0.40964179,0.05085238,0.05241851,0.03243460,0.77248968
-5.20760380,1.75954989,0.30937003,0.22684886,0.72312210,0.42997826,0.05360859,0.05681691,0.03358273,0.82412391
-5.20160080,1.86545008,0.33323613,0.23861220,0.77495734,0.45075715,0.05633206,0.06144837,0.03471493,0.87770464
-5.19559780,1.97215155,0.35764425,0.25022507,0.82682054,0.47153521,0.05897484,0.06624166,0.03579984,0.93231134
-5.18959480,2.07774009,0.38219969,0.26146431,0.87787235,0.49188846,0.06149057,0.07111840,0.03680788,0.98699790
-5.18359180,2.18032649,0.40648858,0.27211570,0.92726178,0.51142351,0.06383592,0.07599466,0.03771212,1.04081564
-5.17758879,2.27809635,0.43008794,0.28197996,0.97414820,0.52978824,0.06597191,0.08078301,0.03848911,1.09283760
-5.17158579,2.36935942,0.45257671,0.29087841,1.01772412,0.54668151,0.06786514,0.08539470,0.03911957,1.14218333
-5.16558279,2.45259668,0.47354727,0.29865800,1.05723803,0.56186153,0.06948878,0.08974209,0.03958888,1.18804305
-5.15957979,2.52650318,0.49261708,0.30519564,1.09201623,0.57515267,0.07082339,0.09374110,0.03988747,1.22970043
-5.15357679,2.59002483,0.50943981,0.31040138,1.12148280,0.58645013,0.07185744,0.09731369,0.04001097,1.26655293
-5.14757379,2.64238733,0.52371577,0.31422056,1.14517669,0.59572265,0.07258751,0.10039020,0.03996017,1.29812864
-5.14157079,2.68311605,0.53520079,0.31663467,1.16276522,0.60301278,0.07301824,0.10291144,0.03974080,1.32409898
-5.13556778,2.71204556,0.54371343,0.31766080,1.17405314,0.60843483,0.07316188,0.10483058,0.03936313,1.34428645
-5.12956478,2.72931839,0.54914005,0.31734992,1.17898700,0.61217059,0.07303758,0.10611444,0.03884141,1.35866707
-5.12356178,2.73537288,0.55143750,0.31578380,1.17765432,0.61446280,0.07267043,0.10674450,0.03819315,1.36736733
-5.11755878,2.73092060,0.55063323,0.31307087,1.17027775,0.61560691,0.07209019,0.10671727,0.03743831,1.37065561
-5.11155578,2.71691432,0.54682300,0.30934111,1.15720444,0.61594126,0.07132996,0.10604422,0.03659846,1.36892867
-5.10555278,2.69450804,0.54016606,0.30474031,1.13889100,0.61583614,0.07042461,0.10475105,0.03569583,1.36269369
-5.09954977,2.66501093,0.53087828,0.29942384,1.11588499,0.61568228,0.06940930,0.10287663,0.03475247,1.35254672
-5.09354677,2.62983743,0.51922337,0.29355039,1.08880369,0.61587919,0.06831792,0.10047140,0.03378936,1.33914873
-5.08754377,2.59045573,0.50550281,0.28727576,1.05831126,0.61682382,0.06718175,0.09759542,0.03282571,1.32320037
-5.08154077,2.54833721,0.49004484,0.28074727,1.02509532,0.61889990,0.06602819,0.09431620,0.03187832,1.30541651
-5.07553777,2.50490886,0.47319315,0.27409875,0.98984418,0.62246844,0.06487984,0.09070635,0.03096108,1.28650205
-5.06953477,2.46151087,0.45529568,0.26744660,0.95322558,0.62785954,0.06375377,0.08684120,0.03008466,1.26712965
-5.06353177,2.41936081,0.43669411,0.26088684,0.91586791,0.63536569,0.06266115,0.08279641,0.02925637,1.24792071
-5.05752876,2.37952571,0.41771436,0.25449347,0.87834467,0.64523660,0.06160718,0.07864584,0.02848015,1.22942981
-5.05152576,2.34290250,0.39865855,0.24831795,0.84116253,0.65767548,0.06059135,0.07445954,0.02775677,1.21213341
-5.04552276,2.31020693,0.37979857,0.24238994,0.80475339,0.67283665,0.05960802,0.07030209,0.02708417,1.19642259
-5.03951976,2.28197049,0.36137135,0.23671902,0.76947035,0.69082408,0.05864716,0.06623129,0.02645786,1.18259989
-5.03351676,2.25854446,0.34357598,0.23129738,0.73558744,0.71169075,0.05769543,0.06229715,0.02587146,1.17087972
-5.02751376,2.24010976,0.32657250,0.22610316,0.70330268,0.73543846,0.05673727,0.05854131,0.02531730,1.16139193
-5.02151076,2.22669111,0.31048222,0.22110417,0.67274388,0.76201763,0.05575614,0.05499672,0.02478702,1.15418757
-5.01550775,2.21817386,0.29538937,0.21626182,0.64397656,0.79132713,0.05473568,0.05168772,0.02427215,1.14924628
-5.00950475,2.21432209,0.28134376,0.21153498,0.61701322,0.82321383,0.05366091,0.04863032,0.02376467,1.14648443
-5.00350175,2.21479622,0.26836422,0.20688352,0.59182330,0.85747172,0.05251914,0.04583275,0.02325746,1.14576336
-4.99749875,2.21916940,0.25644253,0.20227125,0.56834298,0.89384097,0.05130082,0.04329615,0.02274467,1.14689702
-4.99149575,2.22694158,0.24554750,0.19766828,0.54648457,0.93200682,0.05000012,0.04101539,0.02222203,1.14965885
-4.98549275,2.23755108,0.23562911,0.19305258,0.52614462,0.97159881,0.04861521,0.03897995,0.02168689,1.15378743
-4.97948974,2.25038349,0.22662242,0.18841076,0.50721081,1.01219067,0.04714836,0.03717486,0.02113834,1.15899103
-4.97348674,2.26477851,0.21845117,0.18373800,0.48956723,1.05330132,0.04560575,0.03558158,0.02057704,1.16495133
-4.96748374,2.28003520,0.21103100,0.17903734,0.47309817,1.09439750,0.04399705,0.03417890,0.02000506,1.17132636
-4.96148074,2.29541673,0.20427227,0.17431839,0.45769038,1.13489841,0.04233486,0.03294376,0.01942560,1.17775338
-4.95547774,2.31015551,0.19808252,0.16959555,0.44323428,1.17418273,0.04063392,0.03185204,0.01884262,1.18385205
-4.94947474,2.32345976,0.19236852,0.16488604,0.42962407,1.21159827,0.03891035,0.03087920,0.01826054,1.18922834
-4.94347174,2.33452239,0.18703807,0.16020780,0.41675746,1.24647436,0.03718076,0.03000099,0.01768380,1.19347971
-4.93746873,2.34253277,0.18200164,0.15557758,0.40453497,1.27813664,0.03546141,0.02919397,0.01711655,1.19620163
-4.93146573,2.34669172,0.17717375,0.15100916,0.39285940,1.30592429,0.03376748,0.02843597,0.01656235,1.19699588
-4.92546273,2.34622973,0.17247433,0.14651211,0.38163557,1.32920879,0.03211239,0.02770660,0.01602389,1.19548019
-4.91945973,2.34042792,0.16783001,0.14209087,0.37077059,1.34741376,0.03050731,0.02698754,0.01550284,1.19129940
-4.91345673,2.32864093,0.16317523,0.13774447,0.36017463,1.36003493,0.02896080,0.02626289,0.01499977,1.18413729
-4.90745373,2.31032075,0.15845345,0.13346671,0.34976237,1.36665929,0.02747865,0.02551935,0.01451410,1.17372890
-4.90145073,2.28504013,0.15361809,0.12924680,0.33945494,1.36698240,0.02606391,0.02474643,0.01404422,1.15987238
-4.89544772,2.25251405,0.14863336,0.12507046,0.32918225,1.36082303,0.02471698,0.02393650,0.01358762,1.14243978
-4.88944472,2.21261797,0.14347496,0.12092134,0.31888553,1.34813402,0.02343595,0.02308484,0.01314106,1.12138601
-4.88344172,2.16540134,0.13813039,0.11678253,0.30851980,1.32900889,0.02221700,0.02218955,0.01270085,1.09675529
-4.87743872,2.11109533,0.13259908,0.11263824,0.29805617,1.30368343,0.02105482,0.02125143,0.01226310,1.06868459
-4.87143572,2.05011397,0.12689209,0.10847540,0.28748358,1.27253224,0.01994317,0.02027376,0.01182400,1.03740356
-4.86543272,1.98304818,0.12103156,0.10428497,0.27680999,1.23605992,0.01887537,0.01926206,0.01138005,1.00323092
-4.85942971,1.91065266,0.11504974,0.10006314,0.26606274,1.19488748,0.01784479,0.01822376,0.01092833,0.96656709
-4.85342671,1.83382604,0.10898778,0.09581209,0.25528806,1.14973421,0.01684526,0.01716785,0.01046668,0.92788355
-4.84742371,1.75358515,0.10289422,0.09154035,0.24454974,1.10139592,0.01587144,0.01610447,0.00999383,0.88770913
-4.84142071,1.67103436,0.09682336,0.08726281,0.23392701,1.05072050,0.01491911,0.01504457,0.00950950,0.84661402
-4.83541771,1.58733158,0.09083342,0.08300031,0.22351165,0.99858175,0.01398532,0.01399948,0.00901445,0.80519209
-4.82941471,1.50365256,0.08498480,0.07877896,0.21340471,0.94585285,0.01306848,0.01298058,0.00851044,0.76404254
-4.82341171,1.42115494,0.07933830,0.07462906,0.20371271,0.89338034,0.01216834,0.01199899,0.00800016,0.72375154
-4.81740870,1.34094411,0.07395356,0.07058393,0.19454393,0.84196006,0.01128595,0.01106528,0.00748715,0.68487495
-4.81140570,1.26404213,0.06888776,0.06667862,0.18600465,0.79231570,0.01042347,0.01018929,0.00697563,0.64792274
-4.80540270,1.19136122,0.06419451,0.06294854,0.17819575,0.74508107,0.00958400,0.00937997,0.00647035,0.61334585
-4.79939970,1.12368296,0.05992316,0.05942824,0.17120988,0.70078651,0.00877139,0.00864538,0.00597642,0.58152613
-4.79339670,1.06164377,0.05611845,0.05615027,0.16512919,0.65984995,0.00798994,0.00799263,0.00549914,0.55276947
-4.78739370,1.00572725,0.05282050,0.05314429,0.16002384,0.62257268,0.00724429,0.00742804,0.00504382,0.52730258
-4.78139070,0.95626319,0.05006515,0.05043642,0.15595130,0.58913983,0.00653914,0.00695722,0.00461565,0.50527319
-4.77538769,0.91343309,0.04788460,0.04804886,0.15295641,0.55962520,0.00587911,0.00658534,0.00421956,0.48675347
-4.76938469,0.87728134,0.04630825,0.04599975,0.15107217,0.53399987,0.00526864,0.00631728,0.00386009,0.47174638
-4.76338169,0.84773116,0.04536376,0.04430336,0.15032105,0.51214404,0.00471188,0.00615798,0.00354134,0.46019438
-4.75737869,0.82460414,0.04507811,0.04297045,0.15071683,0.49386130,0.00421267,0.00611264,0.00326690,0.45198979
-4.75137569,0.80764209,0.04547876,0.04200879,0.15226660,0.47889435,0.00377452,0.00618701,0.00303979,0.44698623
-4.74537269,0.79652973,0.04659452,0.04142382,0.15497287,0.46694152,0.00340066,0.00638763,0.00286245,0.44501036
-4.73936968,0.79091706,0.04845642,0.04121935,0.15883545,0.45767308,0.00309412,0.00672197,0.00273670,0.44587315
-4.73336668,0.79043997,0.05109812,0.04139824,0.16385303,0.45074665,0.00285776,0.00719862,0.00266379,0.44938022
-4.72736368,0.79473817,0.05455607,0.04196298,0.17002428,0.44582107,0.00269438,0.00782730,0.00264437,0.45534048
-4.72136068,0.80346953,0.05886922,0.04291611,0.17734821,0.44256818,0.00260678,0.00861884,0.00267847,0.46357287
-4.71535768,0.81632011,0.06407828,0.04426054,0.18582390,0.44068219,0.00259783,0.00958504,0.00276555,0.47391066
-4.70935468,0.83300984,0.07022449,0.04599951,0.19544943,0.43988632,0.00267048,0.01073848,0.00290448,0.48620349
-4.70335168,0.85329350,0.07734797,0.04813643,0.20622010,0.43993689,0.00282779,0.01209218,0.00309355,0.50031689
-4.69734867,0.87695743,0.08548561,0.05067443,0.21812598,0.44062481,0.00307281,0.01365915,0.00333049,0.51612965
-4.69134567,0.90381251,0.09466863,0.05361570,0.23114894,0.44177474,0.00340856,0.01545193,0.00361242,0.53352932
-4.68534267,0.93368396,0.10491982,0.05696060,0.24525940,0.44324236,0.00383783,0.01748197,0.00393596,0.55240617
-4.67933967,0.96639902,0.11625061,0.06070672,0.26041286,0.44491024,0.00436305,0.01975901,0.00429718,0.57264634
-4.67333667,1.00177344,0.12865813,0.06484770,0.27654656,0.44668262,0.00498602,0.02229042,0.00469167,0.59412451
-4.66733367,1.03959781,0.14212231,0.06937220,0.29357651,0.44847983,0.00570765,0.02508049,0.00511462,0.61669690
-4.66133067,1.07962492,0.15660327,0.07426279,0.31139502,0.45023268,0.00652773,0.02812982,0.00556088,0.64019495
-4.65532766,1.12155887,0.17203908,0.07949497,0.32986908,0.45187742,0.00744459,0.03143475,0.00602505,0.66442043
-4.64932466,1.16504713,0.18834409,0.08503650,0.34883975,0.45335146,0.00845490,0.03498683,0.00650167,0.68914222
-4.64332166,1.20967593,0.20540800,0.09084682,0.36812254,0.45459027,0.00955333,0.03877252,0.00698529,0.71409525
