energy_ev,total_up,Sb_p_up,Sb_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-6.00000000,0.74273219,0.24012674,0.00679328,0.00761060,0.26948589,0.56537231,0.16292892
-5.99399700,0.75786427,0.22851900,0.00710747,0.00651992,0.28910011,0.58407815,0.16365404
-5.98799400,0.77679792,0.21713327,0.00743781,0.00555410,0.31100170,0.60492032,0.16504954
-5.98199100,0.79911105,0.20604988,0.00778188,0.00470557,0.33485056,0.62764395,0.16705230
-5.97598799,0.82431690,0.19534631,0.00813645,0.00396605,0.36026745,0.65194779,0.16958789
-5.96998499,0.85186741,0.18509288,0.00849752,0.00332680,0.38683995,0.67748361,0.17257056
-5.96398199,0.88116036,0.17534925,0.00886036,0.00277898,0.41413010,0.70385906,0.17590403
-5.95797899,0.91155030,0.16616192,0.00921967,0.00231384,0.44168359,0.73064372,0.17948311
-5.95197599,0.94236292,0.15756271,0.00956968,0.00192295,0.46904017,0.75737830,0.18319610
-5.94597299,0.97291204,0.14956836,0.00990435,0.00159838,0.49574496,0.78358630,0.18692771
-5.93996998,1.00251868,0.14218093,0.01021759,0.00133283,0.52136012,0.80878773,0.19056266
-5.93396698,1.03053110,0.13538922,0.01050350,0.00111969,0.54547642,0.83251396,0.19398939
-5.92796398,1.05634475,0.12917070,0.01075657,0.00095316,0.56772422,0.85432282,0.19710399
-5.92196098,1.07942116,0.12349403,0.01097189,0.00082822,0.58778328,0.87381329,0.19981397
-5.91595798,1.09930466,0.11832186,0.01114538,0.00074066,0.60539090,0.89063867,0.20204165
-5.90995498,1.11563605,0.11361372,0.01127395,0.00068708,0.62034808,0.90451766,0.20372708
-5.90395198,1.12816244,0.10932886,0.01135560,0.00066484,0.63252329,0.91524273,0.20483016
-5.89794897,1.13674290,0.10542883,0.01138948,0.00067201,0.64185375,0.92268523,0.20533203
-5.89194597,1.14134946,0.10187980,0.01137598,0.00070732,0.64834414,0.92679722,0.20523554
-5.88594297,1.14206372,0.09865428,0.01131661,0.00077012,0.65206286,0.92760989,0.20456476
-5.87993997,1.13906923,0.09573254,0.01121400,0.00086032,0.65313609,0.92522884,0.20336370
-5.87393697,1.13264031,0.09310344,0.01107170,0.00097834,0.65174004,0.91982668,0.20169427
-5.86793397,1.12312807,0.09076479,0.01089409,0.00112502,0.64809190,0.91163347,0.19963360
-5.86193097,1.11094455,0.08872332,0.01068614,0.00130165,0.64243993,0.90092580,0.19727089
-5.85592796,1.09654604,0.08699437,0.01045320,0.00150990,0.63505345,0.88801508,0.19470415
-5.84992496,1.08041661,0.08560123,0.01020086,0.00175182,0.62621316,0.87323606,0.19203681
-5.84392196,1.06305277,0.08457437,0.00993467,0.00202980,0.61620238,0.85693606,0.18937458
-5.83791896,1.04495030,0.08395064,0.00966000,0.00234665,0.60529970,0.83946555,0.18682265
-5.83191596,1.02659359,0.08377242,0.00938189,0.00270559,0.59377334,0.82117066,0.18448347
-5.82591296,1.00844829,0.08408684,0.00910492,0.00311028,0.58187738,0.80238771,0.18245508
-5.81990995,0.99095711,0.08494511,0.00883313,0.00356490,0.56985005,0.78343995,0.18083020
-5.81390695,0.97453887,0.08640191,0.00856998,0.00407420,0.55791381,0.76463637,0.17969593
-5.80790395,0.95959035,0.08851488,0.00831835,0.00464357,0.54627716,0.74627224,0.17913414
-5.80190095,0.94649040,0.09134416,0.00808056,0.00527908,0.53513774,0.72863108,0.17922227
-5.79589795,0.93560553,0.09495182,0.00785845,0.00598752,0.52468623,0.71198728,0.18003459
-5.78989495,0.92729603,0.09940127,0.00765343,0.00677648,0.51511069,0.69660909,0.18164352
-5.78389195,0.92192174,0.10475642,0.00746661,0.00765423,0.50660060,0.68276097,0.18412102
-5.77788894,0.91984662,0.11108059,0.00729887,0.00862977,0.49935029,0.67070511,0.18753960
-5.77188594,0.92144098,0.11843511,0.00715093,0.00971265,0.49356110,0.66070138,0.19197302
-5.76588294,0.92708105,0.12687750,0.00702348,0.01091283,0.48944198,0.65300533,0.19749625
-5.75987994,0.93714511,0.13645930,0.00691719,0.01224043,0.48720825,0.64786429,0.20418475
-5.75387694,0.95200607,0.14722354,0.00683277,0.01370544,0.48707833,0.64551126,0.21211291
-5.74787394,0.97202046,0.15920193,0.00677095,0.01531732,0.48926841,0.64615686,0.22135165
-5.74187094,0.99751428,0.17241177,0.00673248,0.01708459,0.49398532,0.64997981,0.23196525
-5.73586793,1.02876603,0.18685298,0.00671805,0.01901435,0.50141768,0.65711612,0.24400745
-5.72986493,1.06598805,0.20250507,0.00672824,0.02111175,0.51172599,0.66764801,0.25751720
-5.72386193,1.10930696,0.21932454,0.00676346,0.02337949,0.52503193,0.68159298,0.27251397
-5.71785893,1.15874453,0.23724279,0.00682380,0.02581732,0.54140764,0.69889389,0.28899325
-5.71185593,1.21420012,0.25616472,0.00690893,0.02842154,0.56086552,0.71941090,0.30692226
-5.70585293,1.27543593,0.27596825,0.00701808,0.03118466,0.58334924,0.74291583,0.32623631
-5.69984992,1.34206625,0.29650484,0.00714988,0.03409509,0.60872660,0.76908959,0.34683605
-5.69384692,1.41355166,0.31760119,0.00730234,0.03713698,0.63678462,0.79752323,0.36858585
-5.68784392,1.48919888,0.33906204,0.00747282,0.04029021,0.66722758,0.82772265,0.39131356
-5.68184092,1.56816680,0.36067408,0.00765802,0.04353055,0.69967807,0.85911724,0.41481163
-5.67583792,1.64947871,0.38221082,0.00785401,0.04682994,0.73368135,0.89107218,0.43883987
-5.66983492,1.73204059,0.40343825,0.00805632,0.05015703,0.76871296,0.92290404,0.46312954
-5.66383192,1.81466482,0.42412104,0.00826000,0.05347775,0.80418943,0.95389907,0.48738878
-5.65782891,1.89609848,0.44402891,0.00845977,0.05675610,0.83948178,0.98333351,0.51130925
-5.65182591,1.97505499,0.46294290,0.00865017,0.05995502,0.87393121,1.01049499,0.53457345
-5.64582291,2.05024785,0.48066124,0.00882569,0.06303727,0.90686652,1.03470402,0.55686266
-5.63981991,2.12042488,0.49700432,0.00898098,0.06596641,0.93762248,1.05533475,0.57786496
-5.63381691,2.18440154,0.51181870,0.00911100,0.06870770,0.96555840,1.07183390,0.59728308
-5.62781391,2.24109182,0.52497983,0.00921116,0.07122892,0.99007612,1.08373708,0.61484164
-5.62181091,2.28953552,0.53639334,0.00927749,0.07350116,1.01063678,1.09068187,0.63029352
-5.61580790,2.32892063,0.54599493,0.00930676,0.07549939,1.02677554,1.09241694,0.64342515
-5.60980490,2.35860034,0.55374885,0.00929656,0.07720290,1.03811387,1.08880716,0.65406050
-5.60380190,2.37810395,0.55964522,0.00924536,0.07859562,1.04436882,1.07983437,0.66206367
-5.59779890,2.38714175,0.56369634,0.00915254,0.07966613,1.04535911,1.06559406,0.66734015
-5.59179590,2.38560398,0.56593237,0.00901840,0.08040769,1.04100780,1.04628835,0.66983669
-5.58579290,2.37355450,0.56639672,0.00884413,0.08081794,1.03134175,1.02221557,0.66954017
-5.57978989,2.35121983,0.56514152,0.00863170,0.08089863,1.01648781,0.99375738,0.66647532
-5.57378689,2.31897454,0.56222346,0.00838383,0.08065516,0.99666637,0.96136399,0.66070189
-5.56778389,2.27732413,0.55770049,0.00810388,0.08009613,0.97218239,0.92553831,0.65231128
-5.56178089,2.22688632,0.55162943,0.00779568,0.07923286,0.94341463,0.88681990,0.64142296
-5.55577789,2.16837193,0.54406476,0.00746351,0.07807893,0.91080357,0.84576943,0.62818095
-5.54977489,2.10256624,0.53505871,0.00711188,0.07664975,0.87483851,0.80295428,0.61275041
-5.54377189,2.03031151,0.52466253,0.00674548,0.07496223,0.83604454,0.75893590,0.59531469
-5.53776888,1.95249141,0.51292882,0.00636909,0.07303449,0.79496972,0.71425937,0.57607272
-5.53176588,1.87001764,0.49991486,0.00598742,0.07088569,0.75217310,0.66944526,0.55523691
-5.52576288,1.78381886,0.48568649,0.00560513,0.06853589,0.70821374,0.62498422,0.53303146
-5.51975988,1.69483213,0.47032238,0.00522672,0.06600601,0.66364125,0.58133395,0.50969116
-5.51375688,1.60399650,0.45391831,0.00485654,0.06331779,0.61898780,0.53891877,0.48546037
-5.50775388,1.51224862,0.43659112,0.00449873,0.06049381,0.57476185,0.49813130,0.46059232
-5.50175088,1.42052004,0.41848222,0.00415730,0.05755747,0.53144366,0.45933606,0.43534848
-5.49574787,1.32973562,0.39976015,0.00383608,0.05453298,0.48948234,0.42287468,0.40999794
-5.48974487,1.24081305,0.38062229,0.00353883,0.05144527,0.44929451,0.38907224,0.38481670
-5.48374187,1.15466266,0.36129551,0.00326920,0.04831987,0.41126429,0.35824431,0.36008686
-5.47773887,1.07218753,0.34203567,0.00303089,0.04518273,0.37574446,0.33070441,0.33609556
-5.47173587,0.99428342,0.32312610,0.00282762,0.04205994,0.34305843,0.30677126,0.31313367
-5.46573287,0.92183819,0.30487509,0.00266321,0.03897747,0.31350291,0.28677554,0.29149436
-5.45972986,0.85573063,0.28761245,0.00254165,0.03596075,0.28735076,0.27106569,0.27147121
-5.45372686,0.79682820,0.27168534,0.00246710,0.03303436,0.26485394,0.26001229,0.25335620
-5.44772386,0.74598363,0.25745340,0.00244395,0.03022160,0.24624603,0.25401076,0.23743730
-5.44172086,0.70402990,0.24528333,0.00247676,0.02754410,0.23174418,0.25348174,0.22399573
-5.43571786,0.67177352,0.23554299,0.00257029,0.02502151,0.22155018,0.25886918,0.21330294
-5.42971486,0.64998568,0.22859507,0.00272939,0.02267111,0.21585030,0.27063537,0.20561700
-5.42371186,0.63939109,0.22479030,0.00295897,0.02050763,0.21481386,0.28925310,0.20117867
-5.41770885,0.64065434,0.22446034,0.00326381,0.01854297,0.21859034,0.31519451,0.20020686
-5.41170585,0.65436369,0.22791015,0.00364848,0.01678613,0.22730493,0.34891674,0.20289357
-5.40570285,0.68101235,0.23541001,0.00411710,0.01524312,0.24105262,0.39084442,0.20939837
-5.39969985,0.72097744,0.24718717,0.00467313,0.01391695,0.25989105,0.44134938,0.21984231
-5.39369685,0.77449715,0.26341718,0.00531919,0.01280765,0.28383214,0.50072799,0.23430151
-5.38769385,0.84164682,0.28421513,0.00605672,0.01191243,0.31283320,0.56917679,0.25280066
-5.38169085,0.92231472,0.30962690,0.00688583,0.01122576,0.34678763,0.64676744,0.27530645
-5.37568784,1.01617888,0.33962079,0.00780499,0.01073957,0.38551606,0.73342196,0.30172147
